year,avez_VERB établi_VERB,avez_VERB etabli_VERB,avez_VERB rétabli_VERB
1914,9.710278447983e-08,0.0,1.0045115850232378e-08
1915,5.5369582696584985e-08,0.0,1.0602685840410686e-08
1916,4.724608615447323e-08,0.0,2.8567400889301098e-08
1917,9.321460936462245e-08,0.0,8.773139548168274e-09
1918,5.858051821405752e-08,0.0,5.743188147278033e-09
1919,4.327688785110695e-08,0.0,1.4732557396257562e-08
1920,5.5277290300637105e-08,0.0,5.300562211374427e-09
1921,6.66401760440749e-08,0.0,6.815472630705699e-09
1922,6.71392115236813e-08,0.0,4.426761179843197e-09
1923,4.2463792482294593e-08,0.0,1.4862327368803108e-08
1924,5.0277336072213075e-08,0.0,6.445812328337297e-09
1925,7.148815939217457e-08,0.0,1.3197813508725176e-08
1926,6.910605776511147e-08,0.0,2.0063049888108253e-08
1927,5.797597069090443e-08,0.0,7.804457524684949e-09
1928,4.227635130860108e-08,0.0,4.570416489713125e-09
1929,4.233354289340241e-08,0.0,1.0026365515614089e-08
1930,3.466189113510154e-08,0.0,1.6805765667982087e-08
1931,4.904303452235581e-08,0.0,6.843213995466613e-09
1932,7.123698964051073e-08,0.0,4.383814644626227e-09
1933,4.932384811695556e-08,0.0,9.176529758292418e-09
1934,6.230421689679133e-08,0.0,1.3179738189705859e-08
1935,5.0266791618014395e-08,0.0,7.180970484910176e-09
1936,4.7286388138445545e-08,0.0,6.0623572828433225e-09
1937,7.80649358489427e-08,0.0,1.7627565185307503e-08
1938,4.797129449229942e-08,0.0,3.8895642262559704e-09
1939,4.435274547631707e-08,0.0,6.117620188206274e-09
1940,3.550096039361961e-08,2.5357829169792012e-09,0.0
1941,5.312704587367989e-08,2.9515025978810172e-09,5.9030051957620344e-09
1942,2.730790527039062e-08,0.0,9.102635090130207e-09
1943,1.7419411690866582e-08,0.0,3.774205836748479e-08
1944,2.5705489292704442e-08,0.0,2.8918675454292497e-08
1945,1.9606536838523425e-08,0.0,1.3071024262956144e-08
1946,6.12528623378239e-08,0.0,9.744772988540262e-09
1947,4.52993091926146e-08,0.0,9.536696765621855e-09
1948,6.19697573256417e-08,0.0,1.195907639583993e-08
1949,4.0249734212238764e-08,0.0,1.0798709482173763e-08
1950,7.12569203642488e-08,0.0,1.595304155443955e-08
1951,6.396840745992449e-08,0.0,6.396841278899501e-09
1952,3.690681538159879e-08,1.0544803918932644e-09,7.381362632230548e-09
1953,4.3095308654983455e-08,0.0,6.464296653518886e-09
1954,4.69081733456278e-08,9.772536113672459e-10,7.818028890937967e-09
1955,4.223523575319632e-08,0.0,2.0648336374051723e-08
1956,4.534993536253751e-08,0.0,9.593255967388359e-09
1957,1.8553580005686854e-08,0.0,2.6505113659425206e-09
1958,4.3015667472445784e-08,0.0,3.3088973783179654e-09
1959,5.115493451057773e-08,0.0,2.325224457422337e-09
1960,3.460416664324839e-08,0.0,8.997083078554624e-09
1961,5.489045662443459e-08,6.948159270159238e-10,3.47407969059077e-09
1962,6.341956293454132e-08,0.0,9.512934440181198e-09
1963,4.4615767080813384e-08,0.0,5.819448034571906e-09
1964,6.753204928600098e-08,0.0,4.258777774879263e-09
1965,5.08900050988359e-08,0.0,3.830430195250756e-09
1966,2.6033651678858405e-08,0.0,2.215629901769489e-09
1967,4.53590871529741e-08,4.930335584241163e-10,6.409436092980059e-09
1968,8.354033553814588e-08,0.0,1.661823922916028e-08
1969,1.6849921280481794e-07,2.2708788183223305e-09,9.991866889436096e-09
1970,6.438214938953024e-08,0.0,9.197449912790034e-09
1971,6.422996534638514e-08,0.0,7.193756701440179e-09
1972,5.6944628568089684e-08,0.0,1.3851396474251487e-08
1973,4.520827090459534e-08,0.0,3.3079223804577396e-09
1974,3.7691329168865195e-08,0.0,5.625571675160757e-10
1975,2.9699696924012642e-08,5.711480177694739e-10,6.282628195464213e-09
1976,5.5421210731765314e-08,0.0,9.141642998145016e-09
1977,5.582942819160053e-08,0.0,2.938390863960194e-09
1978,3.326731246033887e-08,0.0,4.158414057542359e-09
1979,4.506019379846293e-08,0.0,3.5111840102075575e-09
1980,5.6851508389854644e-08,0.0,7.95921106799824e-09
1981,3.28928564385933e-08,0.0,3.795329828193417e-09
1982,5.5867520387664626e-08,1.2415004579935385e-09,6.828252629986764e-09
1983,4.7996401519867504e-08,0.0,3.78918940668882e-09
1984,4.9871474061546905e-08,0.0,2.3196033982486597e-09
1985,4.2108904807491854e-08,0.0,2.4062232206745193e-09
1986,5.7547062226603884e-08,0.0,3.5966913891627428e-09
1987,5.010869941202145e-08,0.0,3.0554083707556856e-09
1988,3.1781734577407406e-08,0.0,3.597932174415064e-09
1989,5.81740948746301e-08,0.0,4.390497743145261e-09
1990,3.214704236143007e-08,0.0,3.2691906959314565e-09
1991,5.5097771678447316e-08,0.0,3.5168792322792797e-09
1992,2.0937788391961476e-08,0.0,4.4079553340736766e-09
1993,3.655877023334142e-08,0.0,5.539207426075166e-10
1994,4.6946848186735224e-08,0.0,8.439882570598911e-09
1995,3.958389171998533e-08,0.0,8.675921314704738e-09
1996,1.868332333287981e-08,0.0,5.871901187504136e-09
1997,3.356426248046773e-08,0.0,6.7128524960935465e-09
1998,4.338997428021685e-08,0.0,5.2449422582867555e-09
1999,3.519054914136177e-08,4.570201161957499e-10,6.398281460207045e-09
2000,3.180982588446568e-08,1.7672125984802278e-09,2.6508188977203417e-09
2001,3.504969470213837e-08,0.0,3.5049694258049158e-09
2002,3.066855214228781e-08,0.0,2.1906108038649563e-09
2003,1.7917768602160322e-08,0.0,1.6667691671301554e-09
2004,3.303593487657963e-08,0.0,2.2023955992267474e-09
2005,2.7923247714056743e-08,0.0,3.1526248278623825e-09
2006,3.5413854959642777e-08,0.0,3.294311934354255e-09
2007,3.235528467371296e-08,0.0,4.393927444112933e-09
2008,4.981204426712793e-08,0.0,4.6831836186811415e-09
2009,4.9112383493365996e-08,0.0,4.291373478793048e-09
2010,4.771030859274106e-08,0.0,3.3066551718974324e-09
2011,6.156594878348187e-08,0.0,4.206369030868018e-09
2012,6.43403765820949e-08,0.0,4.765953853791416e-09
2013,7.670093538081346e-08,0.0,4.462600067256517e-09
2014,6.084901116309993e-08,0.0,2.815078836704288e-09
2015,7.004378232977615e-08,2.2165753954528356e-10,4.654808538617772e-09
2016,6.856135570387778e-08,0.0,4.142679976837371e-09
2017,7.496521448047133e-08,0.0,3.5218559180094644e-09
2018,7.021589709665932e-08,0.0,4.130346731301415e-09
2019,6.887666614829868e-08,0.0,7.1427654901867754e-09
