year,avez_VERB établi_VERB,avez_VERB etabli_VERB,avez_VERB rétabli_VERB
1800,1.4463157071986643e-07,0.0,2.5153315874604232e-08
1801,1.8335106233280385e-07,0.0,1.6668277424969347e-08
1802,1.1412984690650774e-07,0.0,2.2378401354217203e-08
1803,2.8865019885415677e-07,0.0,1.950339267864365e-08
1804,3.8808059343864443e-07,0.0,1.4831105232815389e-08
1805,2.7860201612384117e-07,0.0,1.421438877713399e-08
1806,1.2391177506287931e-07,0.0,1.152667650217154e-08
1807,1.9359295322374237e-07,2.8469551160981155e-09,3.4163463169534225e-08
1808,1.1783584596969376e-07,0.0,2.2660739951163578e-09
1809,2.1686693685296632e-07,0.0,1.3554183553310395e-08
1810,2.1763179347544792e-07,2.3401267590372754e-09,3.2761775514700275e-08
1811,8.774768645025688e-08,0.0,1.504245972228091e-08
1812,9.601949813031752e-08,0.0,5.3344164641089264e-09
1813,1.1502966401621961e-07,2.8757416448144113e-09,2.0130190847567064e-08
1814,1.0698702368472368e-07,0.0,2.8320094713762956e-08
1815,2.1038343334112142e-07,0.0,1.8880564667256294e-08
1816,1.62232268507978e-07,0.0,1.3905623319487859e-08
1817,2.506566261217813e-07,1.556873407970727e-09,3.42512151974006e-08
1818,1.871624846216946e-07,1.1921177378582115e-09,1.3113295338484932e-08
1819,3.540059196893708e-07,1.035105001712111e-09,1.7596784473994376e-08
1820,2.1241001491034694e-07,1.1866481131050932e-09,4.034603762193001e-08
1821,2.849970144325198e-07,0.0,4.339054981983281e-08
1822,2.0652768739637395e-07,4.010246357211145e-09,5.413832582235045e-08
1823,2.0160680946901266e-07,0.0,3.261286707356703e-08
1824,1.549484807128465e-07,8.421112696055388e-10,2.0210670470532932e-08
1825,1.6994505358525203e-07,0.0,1.1447076175841175e-08
1826,1.64709305749966e-07,0.0,7.927186018719112e-09
1827,2.2121454890111636e-07,0.0,7.373818444733615e-09
1828,1.6418418624652986e-07,0.0,1.7427371545863934e-08
1829,1.6974888694676338e-07,0.0,1.457439946506156e-08
1830,1.3985359714752121e-07,0.0,8.349468672008697e-09
1831,1.091384405071949e-07,0.0,5.14509785887185e-08
1832,8.929779937716376e-08,1.3529969367098715e-09,8.117981842303834e-09
1833,1.01935931695607e-07,0.0,1.3900354645102198e-08
1834,2.959046412343014e-07,9.334530925997342e-10,5.600718555598405e-09
1835,2.5260715119657107e-07,2.2689263801112247e-09,1.739510224751939e-08
1836,1.5323310265102918e-07,0.0,6.048674894287842e-09
1837,1.2941677596245427e-07,0.0,2.5744196108234974e-08
1838,1.60328909259988e-07,0.0,8.2058102535143e-09
1839,1.9715959354016377e-07,1.3982950353153e-09,9.788065469251706e-09
1840,2.2676091759876726e-07,0.0,1.2739377552861697e-08
1841,2.8828262088609335e-07,0.0,1.0914932957462042e-08
1842,1.9722298816304829e-07,0.0,3.287049921141261e-08
1843,1.783887171313836e-07,0.0,1.7130041385371442e-08
1844,1.4215373767001438e-07,1.6465684371524958e-09,9.879410178825765e-09
1845,1.2722919962016022e-07,0.0,1.5066614622583074e-08
1846,1.8324588779705664e-07,5.854501328173001e-10,7.610851504580296e-09
1847,2.518635540127434e-07,1.0786447290911383e-09,4.0988499705463255e-08
1848,1.9549888463643583e-07,4.02261068899179e-09,3.378993085334514e-08
1849,2.5641008960519684e-07,0.0,2.76520690789539e-08
1850,1.9280749086192372e-07,6.788996032014438e-10,2.9192683825840504e-08
1851,1.4898203914981423e-07,0.0,1.7413483988093503e-08
1852,1.5560203792119864e-07,0.0,2.018269107395554e-08
1853,1.43326360557694e-07,0.0,2.09017620989016e-08
1854,1.9327872280427982e-07,0.0,2.1302223984775992e-08
1855,1.0136250239156652e-07,0.0,1.751289246954002e-08
1856,1.0716781417841048e-07,0.0,1.0872097000458325e-08
1857,1.0641689840440449e-07,0.0,1.2691923956253959e-08
1858,1.438740753201273e-07,9.787352039936081e-10,1.761723389392955e-08
1859,1.41053206448305e-07,0.0,3.5645213447565993e-09
1860,1.7896789472615637e-07,0.0,1.4189270203246451e-08
1861,2.0372962694636954e-07,4.715963730639317e-10,3.5369726703038395e-08
1862,2.042129807477977e-07,0.0,4.789065499721801e-08
1863,1.4734131070781586e-07,0.0,3.0467187883687075e-08
1864,1.6781547174105071e-07,0.0,1.6302074357099627e-08
1865,1.8309624749690556e-07,0.0,1.7415324293779122e-08
1866,1.3234466678113677e-07,4.865612912574591e-10,2.432806489593986e-08
1867,1.412168160186411e-07,9.7056229719783e-10,9.7056229719783e-09
1868,1.432563436765122e-07,0.0,2.667531973088444e-08
1869,1.1378599396039135e-07,0.0,2.0510780629479086e-08
1870,1.599799617224562e-07,5.734048791339319e-10,1.490852596930381e-08
1871,1.6887672416032729e-07,0.0,1.911811864374613e-08
1872,1.711397032977402e-07,0.0,2.116568786902917e-08
1873,1.700025222817203e-07,0.0,2.573981916498269e-08
1874,1.7744589797530352e-07,0.0,1.1949218503559678e-08
1875,2.1455726084695925e-07,0.0,2.0597497041308088e-08
1876,1.3845374269294553e-07,0.0,1.934724735974669e-08
1877,1.0823428198136753e-07,0.0,8.658742167710898e-09
1878,8.696287778775513e-08,0.0,1.0266450800600069e-08
1879,1.1057878879228156e-07,0.0,1.8938909107646396e-08
1880,1.3605834681129636e-07,0.0,1.9253539207397807e-08
1881,2.182394922556341e-07,0.0,2.5798277292210514e-08
1882,1.0049631526953817e-07,0.0,9.983077475794744e-09
1883,1.2449098107936152e-07,0.0,1.516641390253426e-08
1884,1.1156868140460574e-07,0.0,1.5844072720483382e-08
1885,1.708093435581759e-07,6.445635691854079e-10,2.0626034213933053e-08
1886,2.1167360841900518e-07,0.0,3.2267319927115068e-09
1887,1.4885948473875033e-07,0.0,1.1099172247952538e-08
1888,1.984612367778027e-07,0.0,1.521747527988282e-08
1889,8.395283401796405e-08,6.265136742733546e-10,1.6915869593958632e-08
1890,1.1339088956674459e-07,0.0,7.865263995654459e-09
1891,1.0198752420365054e-07,0.0,5.099376032546843e-09
1892,1.1596748095143994e-07,1.8805537127519756e-09,7.522214851007902e-09
1893,1.2809506699795747e-07,1.2316833108982905e-09,5.542574843531156e-09
1894,9.452308802337939e-08,1.2603078580752936e-09,1.3233232287745977e-08
1895,9.328852712542357e-08,0.0,8.426059849853118e-09
1896,7.725108019940308e-08,0.0,8.255840455717589e-09
1897,1.0895954005718522e-07,5.826713556089658e-10,1.5149455023788505e-08
1898,7.072943475350257e-08,0.0,1.0185038590293516e-08
1899,6.411990938204326e-08,5.527578395003729e-10,1.0502398950507086e-08
1900,7.838490034828283e-08,0.0,1.6092265298084385e-08
1901,1.0339167033635022e-07,0.0,8.38310842965484e-09
1902,8.15107128460113e-08,0.0,1.276673788908056e-08
1903,7.830319503909777e-08,0.0,8.100330184390714e-09
1904,7.631967946508667e-08,0.0,6.987012746151322e-09
1905,8.824898145576299e-08,0.0,9.805441791854719e-09
1906,5.7100447037328195e-08,0.0,9.259531807970234e-09
1907,8.125692829707987e-08,0.0,1.4399961223432456e-08
1908,1.0903283964580623e-07,0.0,1.080505640516094e-08
1909,8.03143578309573e-08,5.500983557560346e-10,6.60118004702781e-09
1910,9.512588405868883e-08,0.0,4.275320542035388e-09
1911,8.619006308663302e-08,0.0,1.2236860413850081e-08
1912,8.282979990781314e-08,0.0,1.719108944087111e-08
1913,5.46207949980726e-08,0.0,5.302989602995467e-09
