year,devrais_VERB entrer_VERB,devrais_VERB rentrer_VERB
1898,1.13167097914868e-09,0.0
1899,1.6582735185011188e-09,3.3165470370022376e-09
1900,5.191053142894475e-10,5.710158568206225e-09
1901,6.147612641171918e-09,1.0618603774048552e-08
1902,1.0802624572647801e-08,9.820567692386817e-10
1903,2.7001101354784396e-09,5.400220270956879e-10
1904,2.6873125946735854e-09,0.0
1905,5.160759042333041e-10,0.0
1906,5.144184522798412e-10,0.0
1907,0.0,5.142843373384665e-10
1908,9.822778146428846e-10,4.911389073214423e-10
1909,5.5009836685826485e-09,5.500983557560346e-10
1910,2.137660271017694e-09,0.0
1911,4.788336838146279e-09,5.320374141248863e-10
1912,0.0,5.209421227725386e-10
1913,3.181793939432964e-09,0.0
1914,6.696743715117748e-10,1.3393487430235496e-09
1915,2.3561523843085297e-09,8.246533234057551e-09
1916,5.493730803607377e-09,1.0987462051303964e-09
1917,1.0966424213165737e-08,0.0
1918,3.44591288836682e-09,0.0
1919,0.0,0.0
1920,1.0601124422748853e-08,0.0
1921,6.815472630705699e-09,5.300923255902035e-09
1922,4.426761179843197e-09,7.377935484775833e-10
1923,1.0615948120573648e-09,2.1231896241147297e-09
1924,2.578324886925998e-09,0.0
1925,0.0,6.598906754362588e-09
1926,2.229227691330493e-09,0.0
1927,3.3447675740205796e-09,3.3447675740205796e-09
1928,6.8556245125250825e-09,1.1426041224282812e-09
1929,0.0,0.0
1930,0.0,5.2518016602221e-09
1931,0.0,1.2545892325022123e-08
1932,3.287861094491973e-09,7.6716757391182e-09
1933,2.2941324395731044e-09,2.2941324395731044e-09
1934,2.3963160344919743e-09,1.1981580172459871e-09
1935,1.196828414151696e-09,9.574627313213568e-09
1936,0.0,0.0
1937,0.0,1.2591118148108649e-09
1938,0.0,2.5930428915188486e-09
1939,0.0,6.117620188206274e-09
1940,0.0,0.0
1941,0.0,5.9030051957620344e-09
1942,1.517105907566929e-08,0.0
1943,8.709705845433291e-09,2.9032352077962287e-09
1944,0.0,9.639558484764166e-09
1945,0.0,2.6142048525912287e-08
1946,2.7842208538686464e-09,8.352662561605939e-09
1947,5.960435700558264e-09,2.3841741914054637e-09
1948,1.0871887834440486e-09,4.348755133776194e-09
1949,4.908504269707237e-09,2.945102384188658e-09
1950,1.0635361480382244e-09,7.444753258312176e-09
1951,1.0661401761424827e-09,1.1727541604500402e-08
1952,3.1634410646574906e-09,3.1634410646574906e-09
1953,3.232148326759443e-09,2.1547654771580937e-09
1954,9.772536113672459e-10,7.818028890937967e-09
1955,0.0,5.631364707880948e-09
1956,2.616342476002842e-09,4.360570571293465e-09
1957,2.6505113659425206e-09,7.068030161150318e-09
1958,0.0,9.926692356998501e-09
1959,0.0,4.650448914844674e-09
1960,2.7683333403416555e-09,1.7302083321624195e-08
1961,1.3896318540318475e-09,5.55852741612739e-09
1962,1.9025869768540815e-09,8.244543714397423e-09
1963,3.2330267352165265e-09,5.819448034571906e-09
1964,1.8251904432275978e-09,1.034274621503073e-08
1965,5.472043373977442e-10,6.0192477668863376e-09
1966,3.8773522170743036e-09,4.985167390003653e-09
1967,1.4791006197611978e-09,5.423369309198733e-09
1968,1.3474247273492779e-09,1.0330256650092906e-08
1969,4.087581828571274e-09,4.087581828571274e-09
1970,2.2993624781975086e-09,2.2993624781975086e-09
1971,4.624557625731995e-09,6.166076982339064e-09
1972,4.104117490300041e-09,5.130146973897354e-09
1973,5.513203782392395e-10,3.3079223804577396e-09
1974,5.06301445213353e-09,1.012602890426706e-08
1975,2.2845920710778955e-09,6.282628195464213e-09
1976,1.7140580066410394e-09,5.142174241967723e-09
1977,2.938390863960194e-09,7.052138428775834e-09
1978,1.7821774056514528e-09,2.3762365408686037e-09
1979,1.7555920051037788e-09,7.607565244427406e-09
1980,2.8425752862659692e-09,9.664756106531058e-09
1981,1.2651099057237047e-09,5.060439622894819e-09
1982,4.345251713999687e-09,7.449002747961231e-09
1983,0.0,7.57837881337764e-09
1984,0.0,8.118611560803402e-09
1985,3.609334831011779e-09,8.421781494405423e-09
1986,3.5966913891627428e-09,8.392279760016663e-09
1987,6.110816852533674e-10,9.166225112267057e-09
1988,5.996553809062277e-10,1.2592763276586538e-08
1989,2.7440609784434855e-09,7.683371272548811e-09
1990,2.179460389939436e-09,8.172976073694826e-09
1991,2.344586080837985e-09,5.2753188484189195e-09
1992,2.7549720282848966e-09,8.815910668147353e-09
1993,1.1078414852150331e-09,7.200969598386564e-09
1994,1.5824779264761446e-09,9.494868002946077e-09
1995,2.1689803286761844e-09,8.675921314704738e-09
1996,5.338092190498855e-10,3.736664311304594e-09
1997,1.438468344439059e-09,6.233362714880286e-09
1998,1.9072516899143466e-09,1.144351013948608e-08
1999,1.8280804647829996e-09,7.312321859131998e-09
2000,1.3254094488601709e-09,9.719669513685858e-09
2001,4.381211837767296e-09,1.0514908055370142e-08
2002,1.3143663935011318e-09,4.81934359086722e-09
2003,5.416999737661854e-09,1.1667384391955693e-08
2004,3.0833537945085254e-09,1.0131019578807354e-08
2005,4.053374524914943e-09,1.8014997493764895e-08
2006,4.117890028965121e-09,1.8118715416903797e-08
2007,3.994479413904628e-09,3.8746449604332156e-08
2008,3.8316958494988285e-09,4.896055472158878e-08
2009,6.198650481792356e-09,5.24501189147486e-08
2010,8.030448306328708e-09,9.636537612323082e-08
2011,7.265546830836911e-09,9.674648993041046e-08
2012,6.808505315092361e-09,1.286807531641898e-07
2013,1.0877587719448911e-08,1.3945624743882945e-07
2014,1.407539329534302e-08,1.7085362458146847e-07
2015,1.3521109565317602e-08,1.6247497569565894e-07
2016,8.906762438698479e-09,1.63428722999015e-07
2017,1.33327402451755e-08,2.0577701320689812e-07
2018,1.755397427416483e-08,2.3052497510889225e-07
2019,1.198964216797549e-08,2.2729301463186857e-07
