year,voulons_VERB apporter_VERB,voulons_VERB rapporter_VERB
1997,2.205651483677684e-08,1.917957792585412e-09
1998,1.5258013519314773e-08,2.86087753487152e-09
1999,1.9194844824710344e-08,9.140402323914998e-10
2000,1.6346715980830595e-08,1.7672125984802278e-09
2001,2.190605918883648e-08,1.7524847129024579e-09
2002,3.1106672793157486e-08,2.1906108038649563e-09
2003,2.0001230893740285e-08,0.0
2004,1.761916479381398e-08,1.7619165015858584e-09
2005,2.0717248361279417e-08,5.854874363109275e-09
2006,1.523619275189958e-08,8.235779835885637e-10
2007,1.917350189728495e-08,3.994479469415779e-10
2008,1.575252639440805e-08,1.2772318758180745e-09
2009,1.8595951445377068e-08,1.907277002999308e-09
2010,1.5588517143783065e-08,1.8895172093635892e-09
2011,1.5295887223487625e-08,7.64794394481072e-10
2012,1.3957436095779485e-08,3.404252713057332e-10
2013,1.1993237514218436e-08,1.6734750252211938e-09
2014,9.527958866328845e-09,1.2992671383216248e-09
2015,1.1747849804066846e-08,1.7732603163622684e-09
2016,1.5535050579273957e-08,1.86420612280358e-09
2017,1.2074934829797712e-08,1.509366853724714e-09
2018,1.290733386838383e-08,1.8070267504555204e-09
2019,1.1734544003161318e-08,1.7856913725466939e-09
