year,voulons_VERB apporter_VERB,voulons_VERB rapporter_VERB
1800,0.0,3.144164395507687e-08
1801,0.0,2.3811825844433088e-09
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,5.693910232196231e-09,0.0
1808,0.0,2.2660739951163578e-09
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,1.0668832928217853e-08
1813,0.0,3.163315653864629e-08
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,6.227493631882908e-09
1818,0.0,0.0
1819,0.0,0.0
1820,3.5599443393152796e-09,2.610625848831205e-08
1821,0.0,0.0
1822,6.015369535816717e-09,4.010246357211145e-09
1823,1.9765373782121287e-09,5.929612356680991e-09
1824,0.0,8.421112696055388e-10
1825,0.0,8.805443041381977e-10
1826,0.0,0.0
1827,0.0,5.530363722527909e-09
1828,1.8344602503717056e-09,4.586150570418113e-09
1829,1.2002446148073886e-08,8.57317605795771e-10
1830,0.0,6.262101504006523e-09
1831,3.1182412207897414e-09,3.1182412207897414e-09
1832,8.117981842303834e-09,1.3529969367098715e-09
1833,0.0,1.1583628500844156e-09
1834,0.0,1.8669061851994684e-09
1835,9.075705520444899e-09,9.075705520444899e-09
1836,0.0,1.3441500135158435e-09
1837,4.174734336004349e-09,9.045257876039159e-09
1838,6.943378316748294e-09,5.680945491803868e-09
1839,2.1673573158409454e-08,5.5931801412612e-09
1840,6.3696887764308485e-09,1.0191501864653674e-08
1841,3.2102742686390684e-09,8.988767952189392e-09
1842,5.366612043644636e-09,1.9453969102301016e-08
1843,2.953455480181333e-09,8.269675610961258e-09
1844,6.037417232818143e-09,4.9397050894128824e-09
1845,1.674068439427856e-09,1.1160455670733427e-08
1846,1.1709002656346001e-09,8.196302303531411e-09
1847,3.235934187273415e-09,1.77976389181822e-08
1848,1.769948809737798e-08,7.24069959545659e-09
1849,2.8490010350878947e-08,1.6758829879393033e-09
1850,2.7155984128057753e-09,4.752297222410107e-09
1851,5.159551008659946e-09,5.159551008659946e-09
1852,3.2552727180501506e-09,6.510545436100301e-10
1853,5.3747388761848924e-09,1.3735443005202796e-08
1854,2.5978321716024766e-09,6.754363734984281e-09
1855,7.960405667972736e-09,1.1144567935161831e-08
1856,1.1389816201301528e-08,1.6049286344355096e-08
1857,4.393358121745905e-09,9.274867096564776e-09
1858,2.936205500958522e-09,5.3830437884982985e-09
1859,3.5645213447565993e-09,1.171199848215565e-08
1860,1.373155145145688e-09,4.119465657481669e-09
1861,1.0846716413936974e-08,8.488735048217677e-09
1862,9.939570055905733e-09,1.3553959066214816e-09
1863,9.989241434027463e-09,8.990317823531768e-09
1864,8.151037178549814e-09,7.1920918109924514e-09
1865,2.8241067262513297e-09,3.765475486972036e-09
1866,5.838735717134114e-09,2.919367858567057e-09
1867,5.82337378318698e-09,8.73506067478047e-09
1868,3.457911734727759e-09,6.421836395986702e-09
1869,5.860222973552709e-09,1.12320943657096e-08
1870,1.2614907340946502e-08,1.2614907340946502e-08
1871,5.3105884134652115e-09,7.434824311758348e-09
1872,7.256807155187062e-09,1.3304146229131675e-08
1873,1.616221290134945e-08,1.9155214303623325e-08
1874,5.974609140757536e-10,1.5533982988813477e-08
1875,1.5448122780981066e-08,5.149374260327022e-09
1876,4.232210137899983e-09,1.4510435519810017e-08
1877,4.9478527941460015e-09,1.36065949618569e-08
1878,1.2078177347163432e-09,7.2469061862534545e-09
1879,1.221865053580018e-09,7.94212251520321e-09
1880,9.626769603698904e-09,1.9253538763308597e-09
1881,1.743126887276958e-08,9.761510710859511e-09
1882,5.324308105514319e-09,4.6587693702804245e-09
1883,1.2006744043446815e-08,6.319338829996468e-09
1884,3.9610181801208455e-09,6.601696966868076e-09
1885,1.933690763067375e-09,1.2891271161663553e-08
1886,5.808117542471791e-09,1.2261581083805595e-08
1887,7.834709769838355e-09,1.9586774424595887e-09
1888,7.60873763994141e-09,8.876860135842435e-09
1889,6.265136853755848e-09,5.6386229019267375e-09
1890,4.5880703680722945e-09,1.1142456735058204e-08
1891,1.0836173736095134e-08,3.1871101313640793e-09
1892,6.268512375839919e-09,6.268512375839919e-09
1893,7.390100087434348e-09,1.1700991287000306e-08
1894,1.0082462864602348e-08,5.041231432301174e-09
1895,9.027921521465032e-09,1.2639090662958097e-08
1896,5.307326134129653e-09,7.66613794667137e-09
1897,9.322741689743452e-09,8.157399200570126e-09
1898,3.3950129374460403e-09,5.6583546736987955e-09
1899,3.8693048765026106e-09,7.738609753005221e-09
1900,1.6092265298084385e-08,2.595526460424935e-09
1901,6.706486921359556e-09,6.147612641171918e-09
1902,1.8659077838378835e-08,4.419255628107521e-09
1903,1.1340462791054051e-08,7.560307935250421e-09
1904,1.2361637935498493e-08,9.13686282189019e-09
1905,1.909480928929952e-08,7.741138396966107e-09
1906,1.7490227932626112e-08,5.658602919567102e-09
1907,5.65712765521198e-09,4.6285588695127444e-09
1908,1.4734167663732478e-08,6.875944702500192e-09
1909,1.4302557360679202e-08,1.0451868703853506e-08
1910,1.0153886620400954e-08,8.550641084070776e-09
1911,6.384448969498635e-09,1.1704822888702893e-08
1912,7.814131564032323e-09,1.1460726589973547e-08
1913,1.3787773589513108e-08,9.015082902408267e-09
1914,5.357394972094198e-09,1.339348720819089e-08
1915,1.1780762143587253e-08,1.0602685840410686e-08
1916,1.4283700444650549e-08,4.394984820521586e-09
1917,8.773139548168274e-09,9.869782324756216e-09
1918,2.756730310693456e-08,2.412139110674616e-08
1919,2.3940405213807026e-08,1.2890987832747669e-08
1920,2.1959472462640406e-08,1.0601124422748853e-08
1921,1.060184651180407e-08,1.817459427400081e-08
1922,5.902348387820666e-09,7.377935595798135e-09
1923,1.1677542488541803e-08,3.1847844361720945e-09
1924,1.0313299547703991e-08,1.4180787211159895e-08
1925,1.9796720707176974e-08,5.499089184013428e-09
1926,8.916910765321973e-09,3.343841648018042e-09
1927,7.804457524684949e-09,1.1149224654616319e-08
1928,2.399468712610542e-08,4.570416489713125e-09
1929,1.2254447234738564e-08,1.1140405931087116e-08
1930,1.05036033204442e-08,1.1553964007759987e-08
1931,1.8248570654577634e-08,1.596749932275543e-08
1932,1.4247397928102146e-08,1.0959536389520963e-08
1933,2.408838994938378e-08,1.0323596200123575e-08
1934,1.3179738189705859e-08,2.875579241390369e-08
1935,2.5133395809007197e-08,1.795242710045386e-08
1936,1.6974599503782883e-08,1.4549657478823974e-08
1937,2.392312481447334e-08,1.7627565185307503e-08
1938,2.2040865133021725e-08,2.3337385357535823e-08
1939,2.5999884911698246e-08,6.117620188206274e-09
1940,2.5357829169792012e-09,1.0143131667916805e-08
1941,3.246652724442356e-08,2.066051862925633e-08
1942,1.2136847082899749e-08,1.517105907566929e-08
1943,1.4516175816936538e-08,3.4838823381733164e-08
1944,9.639558484764166e-09,9.639558484764166e-09
1945,2.178504132643866e-08,4.357008087652048e-09
1946,3.6194869323935563e-08,1.2528993842408909e-08
1947,1.3112957830685446e-08,9.536696765621855e-09
1948,2.391815279167986e-08,1.4133454406817236e-08
1949,4.319483792869505e-08,9.817008539414473e-09
1950,3.616023036556726e-08,9.571825110299415e-09
1951,3.1984203729962246e-08,1.4925962688039363e-08
1952,1.0544804140977249e-08,1.370824520563474e-08
1953,2.693456835345387e-08,2.3702419582605216e-08
1954,2.5408594339637602e-08,2.6385848173049453e-08
1955,2.627970197011109e-08,1.6894095011821264e-08
1956,3.226822542501395e-08,1.1337483840634377e-08
1957,2.6505112771246786e-08,1.767007518083119e-08
1958,1.9853384713997002e-08,1.3235589513271862e-08
1959,1.4726420971555854e-08,6.975672928177801e-09
1960,2.07624992754063e-08,9.689166802218097e-09
1961,1.598076693198891e-08,1.737039845295385e-08
1962,2.3465238641051656e-08,7.610347907416326e-09
1963,2.3277792138287623e-08,1.681173777967615e-08
1964,2.981144575642247e-08,1.8251904876365188e-08
1965,1.860494691641179e-08,1.3680108601477059e-08
1966,1.7725039214155913e-08,1.38476865529924e-08
1967,1.9721342781053863e-08,7.395503320850594e-09
1968,2.0660513300185812e-08,8.533690198930799e-09
1969,1.6804504454626112e-08,7.2668124850849836e-09
1970,1.609553734738256e-08,2.7592350626548523e-09
1971,2.0553589052951793e-08,6.166076982339064e-09
1972,2.3085661382538092e-08,5.643161493651405e-09
1973,1.6539610570021068e-08,8.821126051827832e-09
1974,1.4626486688484874e-08,5.06301445213353e-09
1975,1.3707552426467373e-08,5.140332159925265e-09
1976,2.3425460682346966e-08,5.713526984862938e-09
1977,2.5857840313392444e-08,5.289103821581875e-09
1978,1.7821774278559133e-08,8.316828115084718e-09
1979,1.7555919384903973e-08,6.437170796402825e-09
1980,2.5014662341504845e-08,3.411090521154847e-09
1981,1.3916208629893845e-08,3.1627747087981106e-09
1982,2.7313010519947056e-08,6.828252629986764e-09
1983,3.157657957331139e-08,4.4207211225000265e-09
1984,1.681712546997005e-08,2.8995041922996734e-09
1985,1.3835783185811579e-08,2.4062232206745193e-09
1986,2.3378493807513223e-08,1.1988970927134801e-09
1987,1.588812459374367e-08,1.8332451112712533e-09
1988,1.4991384134077634e-08,2.398621523624911e-09
1989,2.689179900983163e-08,3.2928733073589456e-09
1990,2.3429199913493903e-08,4.358920779878872e-09
1991,2.2859714121636898e-08,5.861465202094962e-10
1992,2.0937788391961476e-08,1.1019888335184191e-09
1993,1.994114740000441e-08,1.661762283333701e-09
1994,1.3714808844156323e-08,1.5824779264761446e-09
1995,1.5182862966867106e-08,2.1689803286761844e-09
1996,2.2953797085278893e-08,5.338092190498855e-10
