year,moins_ADV empli_VERB,moins_ADV rempli_VERB
1983,1.2630632095778083e-09,1.0104505676622466e-08
1984,1.1598016991243298e-09,2.0876431250371752e-08
1985,0.0,1.6242006850575308e-08
1986,1.1988970927134801e-09,2.038125046510686e-08
1987,0.0,1.4665960890170027e-08
1988,5.996553809062277e-10,1.4991384134077634e-08
1989,0.0,1.5915555096057687e-08
1990,5.44865097484859e-10,1.198703181159999e-08
1991,0.0,1.992898113201136e-08
1992,0.0,1.7631821336294706e-08
1993,2.2156829704300662e-09,1.661762283333701e-08
1994,1.0549853213248639e-09,1.635227242502424e-08
1995,1.0844901643380922e-09,2.3858783393393423e-08
1996,1.067618438099771e-09,1.92171327739743e-08
1997,4.79489448146353e-10,1.3425704992187093e-08
1998,4.768129224785866e-10,2.0026142522056034e-08
1999,0.0,2.102292562256025e-08
2000,2.6508188977203417e-09,2.076474814316498e-08
2001,3.943090742808408e-09,1.3581756164171566e-08
2002,8.76244299341522e-10,1.6648641576466616e-08
2003,0.0,1.1667384391955693e-08
2004,8.809582507929292e-10,2.4666830356068203e-08
2005,2.702249757291497e-09,1.0358624180639708e-08
2006,4.1178899179428186e-10,1.4824403926638752e-08
2007,1.997239706952314e-09,1.837460494868992e-08
2008,1.2772318758180745e-09,1.6178271167177627e-08
2009,4.76819250749827e-10,2.384096298158056e-08
2010,0.0,1.5116137674908714e-08
2011,3.82397197240536e-10,2.6767803973370974e-08
2012,1.3617010852229328e-09,2.5531894820574053e-08
2013,1.1156500168141292e-09,2.5381037715987986e-08
2014,1.2992671383216248e-09,2.1870995681183558e-08
2015,8.866301581811342e-10,2.327404224899965e-08
2016,1.6570720351438695e-09,2.9205894591655124e-08
2017,5.031222660711876e-10,2.389830733307008e-08
2018,1.290733298020541e-09,2.2975052971219156e-08
2019,1.7856913725466939e-09,2.5764975930542278e-08
