year,moins_ADV empli_VERB,moins_ADV rempli_VERB
1800,0.0,9.118077315406481e-08
1801,0.0,2.28593535211985e-07
1802,0.0,1.4098392853156838e-07
1803,0.0,2.1648764914061758e-07
1804,0.0,2.1010733064485976e-07
1805,0.0,1.904728037516179e-07
1806,0.0,7.780506905419315e-08
1807,0.0,1.3095993267597805e-07
1808,0.0,1.3369836437959748e-07
1809,0.0,2.4623432182124816e-07
1810,0.0,1.4508785284306214e-07
1811,0.0,1.3287507272252697e-07
1812,0.0,1.9470620316042186e-07
1813,0.0,2.0705340375570813e-07
1814,0.0,1.0384034254684593e-07
1815,0.0,8.091670622434322e-08
1816,0.0,1.5064425440414198e-07
1817,0.0,1.4634609613040084e-07
1818,0.0,1.6928072454902576e-07
1819,0.0,1.0247539705687814e-07
1820,0.0,1.1747816586193949e-07
1821,0.0,1.755344953835447e-07
1822,0.0,1.8547389402101544e-07
1823,0.0,1.0673301886754416e-07
1824,0.0,1.035796870496597e-07
1825,0.0,1.3120110509134975e-07
1826,0.0,1.2771577928560873e-07
1827,0.0,1.1337245808817897e-07
1828,0.0,1.403362119845042e-07
1829,0.0,1.363135027077078e-07
1830,0.0,1.054120417620652e-07
1831,0.0,1.340843738262265e-07
1832,0.0,1.2853470821028168e-07
1833,0.0,1.285782786908385e-07
1834,0.0,1.2694961526449333e-07
1835,0.0,9.22696727911898e-08
1836,0.0,8.804182272115213e-08
1837,0.0,1.0993467469688767e-07
1838,0.0,1.180374269438289e-07
1839,0.0,1.3353717065456294e-07
1840,0.0,9.93671420701503e-08
1841,0.0,8.089891423423978e-08
1842,0.0,9.794067068469303e-08
1843,0.0,9.273850309909903e-08
1844,0.0,7.244901212288823e-08
1845,0.0,7.086889297625021e-08
1846,0.0,1.147482251440124e-07
1847,0.0,6.525800699819229e-08
1848,0.0,8.20612626739603e-08
1849,0.0,7.792856138166826e-08
1850,0.0,8.418355434969271e-08
1851,0.0,7.029888138276874e-08
1852,0.0,6.836072685700856e-08
1853,0.0,7.882950114890264e-08
1854,0.0,8.261106643203675e-08
1855,0.0,8.703376863650192e-08
1856,0.0,9.9919752472033e-08
1857,0.0,7.51752367023073e-08
1858,0.0,6.557525722428181e-08
1859,0.0,7.841946825237756e-08
1860,0.0,9.200139317044886e-08
1861,0.0,4.810283016354333e-08
1862,0.0,7.002878987805161e-08
1863,0.0,5.5939754162182e-08
1864,0.0,8.726404843173441e-08
1865,0.0,6.82492427017678e-08
1866,0.0,7.639012267190992e-08
1867,0.0,5.046923945428716e-08
1868,0.0,6.372437866275504e-08
1869,0.0,4.395167252368992e-08
1870,0.0,7.855646799725946e-08
1871,0.0,4.248470730772169e-08
1872,0.0,8.708168763860158e-08
1873,0.0,8.38040605799506e-08
1874,0.0,7.886484354457934e-08
1875,0.0,7.552415581812966e-08
1876,0.0,9.915464005416652e-08
1877,0.0,7.112538469300489e-08
1878,0.0,4.891661831152305e-08
1879,0.0,4.887460391955756e-08
1880,0.0,7.573058269372268e-08
1881,0.0,5.368830713337047e-08
1882,0.0,5.723631346654656e-08
1883,0.0,5.750598575104959e-08
1884,1.3203393933736152e-09,6.601696611596708e-08
1885,0.0,5.5432465728699754e-08
1886,0.0,5.743582676132064e-08
1887,0.0,7.76942030711325e-08
1888,0.0,6.78445744028977e-08
1889,0.0,5.262714708464955e-08
1890,0.0,5.1124214195397144e-08
1891,0.0,4.84440718651058e-08
1892,0.0,6.017771880806322e-08
1893,0.0,7.944357349742859e-08
1894,0.0,6.679631781025819e-08
1895,0.0,6.740847879882494e-08
1896,0.0,4.599682768002822e-08
1897,0.0,4.0204323425996336e-08
1898,0.0,4.130599151608294e-08
1899,0.0,3.3165470370022376e-08
1900,0.0,5.8658901735952895e-08
1901,0.0,6.538824237622975e-08
1902,0.0,3.5845072687834545e-08
1903,0.0,5.4542223182352245e-08
1904,0.0,6.019580212068831e-08
1905,0.0,6.812202002492995e-08
1906,0.0,3.2922780945909835e-08
1907,0.0,4.319988278211895e-08
1908,2.9468334439286537e-09,6.384805573134145e-08
1909,0.0,5.941062397596397e-08
1910,3.206490406526541e-09,4.9700602744451317e-08
1911,0.0,3.5646507967612706e-08
1912,1.0418842455450772e-09,4.4801023335594437e-08
1913,0.0,4.454511426388308e-08
1914,0.0,6.094036564263661e-08
1915,0.0,3.2986132936230206e-08
1916,1.0987462051303964e-09,6.152978926365904e-08
1917,0.0,4.8252267959014716e-08
1918,0.0,4.709414369585829e-08
1919,6.4454939163738345e-09,5.248473655683483e-08
1920,0.0,4.391894492528081e-08
1921,7.572747429129834e-10,3.0290991048786964e-08
1922,7.377935484775833e-10,3.098733003525922e-08
1923,0.0,2.7601466001669905e-08
1924,0.0,4.1253198190815965e-08
1925,0.0,4.8391981977147225e-08
1926,0.0,2.5636119005412183e-08
1927,0.0,4.0137209111890115e-08
1928,0.0,2.9707706517001498e-08
1929,0.0,3.676334259239411e-08
1930,1.0503603542488804e-09,3.676261073337628e-08
1931,0.0,3.649714130915527e-08
1932,0.0,2.301502632917618e-08
1933,0.0,3.555905436769535e-08
1934,0.0,2.156684431042777e-08
1935,0.0,2.5133395809007197e-08
1936,0.0,1.33371855781661e-08
1937,0.0,3.903246792447135e-08
1938,2.5930428915188486e-09,2.3337385357535823e-08
1939,0.0,1.6823456405745674e-08
1940,0.0,1.7750480196809804e-08
1941,0.0,3.246652724442356e-08
1942,0.0,2.730790527039062e-08
1943,0.0,4.935499831049128e-08
1944,0.0,3.534504600111177e-08
1945,0.0,3.267756198965799e-08
1946,0.0,1.3921104269343232e-08
1947,0.0,2.26496545963073e-08
1948,2.174377566888097e-09,2.9354097819123126e-08
1949,0.0,2.3560819073509265e-08
1950,0.0,2.0207187034770868e-08
1951,0.0,3.3050344683260846e-08
1952,1.0544803918932644e-09,3.1634410646574906e-08
1953,0.0,2.5857186614075545e-08
1954,9.772536113672459e-10,2.5408594339637602e-08
1955,0.0,3.191106756617046e-08
1956,1.744228317335228e-09,3.1396108823855684e-08
1957,0.0,3.799066305987253e-08
1958,0.0,2.8952852559882558e-08
1959,0.0,3.022791617013354e-08
1960,1.3841666701708277e-09,1.6610000486139143e-08
1961,0.0,2.91822690456911e-08
1962,1.2683912808952869e-09,1.585489073363533e-08
1963,6.466053248388448e-10,2.7157422977097667e-08
1964,0.0,3.467862086381501e-08
1965,5.472043373977442e-10,3.173785145804686e-08
1966,0.0,3.0464910594218964e-08
1967,0.0,3.1554147739143446e-08
1968,0.0,2.380450325745187e-08
1969,9.083515606356229e-10,4.4509224750299836e-08
1970,4.5987250119061684e-10,2.0694262303777577e-08
1971,5.138397485282553e-10,3.237190426830239e-08
1972,1.5390440033513642e-09,3.385897073826527e-08
1973,5.513203782392395e-10,2.7014698034122375e-08
1974,0.0,1.4626486688484874e-08
1975,0.0,1.8276736568623164e-08
1976,5.713526873840635e-10,2.3425460682346966e-08
1977,0.0,1.7630345183761165e-08
1978,0.0,1.9603952239322098e-08
1979,0.0,2.808947208166046e-08
1980,1.1370301367108482e-09,2.7288724169238776e-08
1981,0.0,2.1506869174459098e-08
1982,1.2415004579935385e-09,2.4209258597807093e-08
