year,longs_ADJ ans_NOUN,longs_ADJ rangs_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,1.3427040812530322e-08,4.475680270843441e-09
1803,0.0,0.0
1804,0.0,1.2606439270257397e-07
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,4.518061036407062e-09
1810,0.0,9.360507036149102e-09
1811,2.5070767684098882e-09,1.0028307073639553e-08
1812,0.0,0.0
1813,0.0,1.1502966579257645e-08
1814,1.2586708564299443e-08,1.5733386149463513e-08
1815,0.0,1.0788894222457657e-08
1816,0.0,4.1716869958463576e-08
1817,0.0,0.0
1818,0.0,9.536941902865692e-09
1819,5.175524897538253e-09,2.070210003424222e-09
1820,3.322614716694261e-08,7.119888678630559e-09
1821,0.0,9.86148829262845e-10
1822,0.0,2.0051231786055723e-09
1823,0.0,8.894418535021487e-09
1824,1.2631669044083083e-08,1.51580028528997e-08
1825,7.924898959288385e-09,7.044354433105582e-09
1826,1.76159691278599e-08,6.1655889282974385e-09
1827,2.1199728195142598e-08,6.452091305675367e-09
1828,0.0,9.172301140836225e-09
1829,8.57317605795771e-10,1.8860987438529264e-08
1830,0.0,1.5655253093882493e-08
1831,0.0,3.897801548191637e-08
1832,1.3529969367098715e-09,2.3000948701223933e-08
1833,0.0,1.6217079235048004e-08
1834,3.733812370398937e-09,2.8003592333902816e-08
1835,1.5126175867408165e-09,2.193295500774184e-08
1836,5.376600054063374e-09,2.083432448785061e-08
1837,9.810626266926192e-08,1.87863058442872e-08
1838,4.418513555037862e-09,4.418513555037862e-09
1839,0.0,1.677954131196202e-08
1840,2.5478754661634184e-09,1.0191501864653674e-08
1841,0.0,5.1364388298225094e-09
1842,3.3541325272778977e-09,4.024959032733477e-09
1843,5.31621990873532e-09,2.953455480181333e-09
1844,0.0,2.195424508855126e-09
1845,0.0,9.48638767539478e-09
1846,5.269050973311096e-09,1.1709002656346001e-08
1847,0.0,5.393223645455691e-10
1848,0.0,1.448139919091318e-08
1849,8.379414939696517e-10,2.513824481908955e-09
1850,8.82569484161877e-09,3.394498016007219e-09
1851,5.8044946626978344e-09,1.7413483988093503e-08
1852,0.0,1.5625309046640723e-08
1853,1.1943863675867306e-09,2.388772735173461e-09
1854,3.63696517347023e-09,6.234797567117312e-09
1855,1.5920811335945473e-09,1.4328730202350926e-08
1856,5.694908100650764e-09,1.0354378687793542e-08
1857,8.78671624349181e-09,3.4170564155999728e-09
1858,4.893676019968041e-10,3.4255731584664773e-09
1859,6.110608019582742e-09,5.601390462572908e-09
1860,5.950338888283113e-09,4.119465657481669e-09
1861,6.13075279431996e-09,5.659156698811785e-09
1862,5.873382225018986e-09,3.162590411776023e-09
1863,5.4441368746438457e-08,5.9935452156878455e-09
1864,7.719511785353461e-08,4.794728170054441e-09
1865,2.0710114512212385e-08,9.88437331983505e-09
1866,9.731225603104576e-09,9.731225825149181e-10
1867,3.396968040192405e-09,8.73506067478047e-09
1868,1.975949626142892e-09,2.9639244392143382e-09
1869,2.441759683335931e-09,5.371870948067681e-09
1870,5.734048791339319e-10,4.587239033071455e-09
1871,3.18635318130589e-09,0.0
1872,3.628403577593531e-09,4.8378714367913744e-09
1873,3.591602570907071e-09,8.380406590902112e-09
1874,0.0,4.779687312606029e-09
1875,3.432916173551348e-09,0.0
1876,4.232210137899983e-09,0.0
1877,1.2369631985365004e-09,3.0924081073635534e-09
1878,3.6234530931267273e-09,4.22736201599605e-09
1879,6.109325489944695e-09,1.832797580370027e-09
1880,1.1552122813895949e-08,3.2089231272180996e-09
1881,6.9725074602899895e-09,1.3945015142624584e-09
1882,1.9966155395678697e-09,3.9932310791357395e-09
1883,3.791603475633565e-09,1.8958017378167824e-09
1884,2.6406787867472303e-09,2.6406787867472303e-09
1885,4.511945039809007e-09,2.5782542767416317e-09
1886,5.808117542471791e-09,7.098810428374236e-09
1887,4.570247291724172e-09,4.570247291724172e-09
1888,6.340614699951175e-09,1.9021844099853524e-09
1889,1.8795409673089125e-09,1.8795409673089125e-09
1890,1.9663159989136147e-09,4.5880703680722945e-09
1891,5.736798147637501e-09,2.5496880162734215e-09
1892,3.1342561879199593e-09,1.2537024751679837e-09
1893,1.2316833108982905e-09,1.847525021858587e-09
1894,6.301539290376468e-09,2.520615716150587e-09
1895,5.416753268150387e-09,7.22233739480771e-09
1896,4.717623180994224e-09,0.0
1897,2.330685422435863e-09,5.826713556089658e-10
1898,2.8291773368493978e-09,6.224190496340043e-09
1899,1.6582735185011188e-09,5.527578395003729e-10
1900,4.15284251431558e-09,0.0
1901,3.912117296778206e-09,0.0
1902,4.910283735171106e-09,0.0
1903,7.020286574288548e-09,2.7001101354784396e-09
1904,5.374625189347171e-09,1.6123875568041512e-09
1905,2.0643036169332163e-09,0.0
1906,1.5432553013283723e-09,3.600929110447737e-09
1907,9.771402353919711e-09,3.0857059130084963e-09
1908,1.3260750719723546e-08,9.822778146428846e-10
1909,9.351672325408344e-09,3.850688656825696e-09
1910,4.275320542035388e-09,5.34415089958884e-09
1911,3.7242617878519013e-09,3.7242617878519013e-09
1912,3.646594803896619e-09,1.5628263128064646e-09
1913,6.363587878865928e-09,3.181793939432964e-09
1914,6.696743715117748e-10,4.018046340092951e-09
1915,8.246533234057551e-09,7.068456930880984e-09
1916,0.0,6.592477230782379e-09
1917,1.6449636319748606e-08,7.676496771580332e-09
1918,5.743188147278033e-09,1.033773866510046e-08
1919,5.524709134618888e-09,2.762354567309444e-09
1920,1.0601124422748853e-08,0.0
1921,3.7863738810983705e-09,0.0
1922,5.164555005876537e-09,7.377935484775833e-10
1923,1.5923921736771263e-08,1.0615948120573648e-09
1924,1.675911143195208e-08,3.867487219366694e-09
1925,1.4297631523163545e-08,4.399271169575059e-09
1926,1.2260752413340015e-08,7.802296586589819e-09
1927,8.919379901328739e-09,2.2298449753321847e-09
1928,5.713020723163709e-09,5.713020723163709e-09
1929,8.912325100141061e-09,1.1140406375176326e-09
1930,9.453243521306831e-09,2.100720708497761e-09
1931,0.0,4.5621426636444085e-09
1932,3.287861094491973e-09,0.0
1933,6.882397318719313e-09,3.4411986593596566e-09
1934,4.7926320689839486e-09,4.7926320689839486e-09
1935,9.574627313213568e-09,8.377798899061872e-09
1936,3.6374142808881516e-08,0.0
1937,2.2664012888640173e-08,1.2591118148108649e-09
1938,1.2965214679638848e-08,1.2965214457594243e-09
1939,1.070583532936098e-08,0.0
1940,5.0715658339584024e-09,0.0
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,0.0,0.0
1943,0.0,5.806470415592457e-09
1944,6.4263723231761105e-09,1.6065930807940276e-08
1945,1.5249527862692958e-08,0.0
1946,1.6705325123211878e-08,1.3921104269343232e-09
1947,3.5762612871081956e-09,0.0
1948,2.174377566888097e-09,0.0
1949,8.835307596655184e-09,1.9634016634739737e-09
1950,1.3825969702452312e-08,0.0
1951,1.0661401761424827e-09,2.1322803522849654e-09
1952,5.272402070488624e-09,1.0544803918932644e-09
1953,1.0773827385790469e-09,3.232148326759443e-09
1954,3.9090144454689835e-09,0.0
1955,6.569925492527773e-09,9.385607846468247e-10
1956,6.104799332717903e-09,8.72114158667614e-10
1957,5.301022731885041e-09,1.7670075402875796e-09
1958,4.9633461784992505e-09,3.3088973783179654e-09
1959,5.425523585955716e-09,2.325224457422337e-09
1960,4.152500121534786e-09,1.3841666701708277e-09
1961,6.948159270159238e-10,2.779263708063695e-09
1962,5.0735651235811474e-09,0.0
1963,5.819448034571906e-09,3.879631726988464e-09
1964,4.867174663303331e-09,1.8251904432275978e-09
1965,2.188817349590977e-09,2.73602163147757e-09
1966,3.3234448526542337e-09,2.769537488234164e-09
1967,6.902469706915326e-09,3.944268467392931e-09
1968,1.122853987567396e-08,2.245707841908029e-09
1969,8.175163657142548e-09,4.087581828571274e-09
1970,4.1388523719376735e-09,5.518470125309705e-09
1971,4.984245549621846e-08,2.569198631618974e-09
1972,3.5911027485013847e-09,4.6171320100540925e-09
1973,2.7566018356850464e-09,5.513203671370093e-09
1974,2.2502286700643026e-09,4.500457340128605e-09
1975,2.2845920710778955e-09,1.7134440533084216e-09
1976,0.0,1.7140580066410394e-09
1977,2.938390863960194e-09,5.876781838942691e-10
1978,4.752473081737207e-09,1.1881182704343018e-09
1979,4.096381456264453e-09,4.096381456264453e-09
1980,7.390696055153967e-09,5.685150683554241e-10
1981,5.69299452024552e-09,1.2651099057237047e-09
1982,2.483000915987077e-09,4.345251713999687e-09
1983,2.5261264191556165e-09,1.2630632095778083e-09
1984,1.1598016991243298e-09,1.1018116197192285e-08
1985,1.8046674155058895e-09,1.2031116103372597e-09
1986,2.3977941854269602e-09,1.7983456945813714e-09
1987,3.6664902225425067e-09,6.110816852533674e-10
1988,4.197587610832443e-09,5.996553809062277e-10
1989,2.1952488715726304e-09,3.841685636274406e-09
1990,1.6345953479657283e-09,0.0
1991,6.4476117778156095e-09,2.344586080837985e-09
1992,8.815910668147353e-09,1.65298330578878e-09
1993,2.2156829704300662e-09,1.1078414852150331e-09
1994,3.6924485691258724e-09,5.274926606624319e-10
1995,2.1689803286761844e-09,2.7112254663563817e-09
1996,3.736664311304594e-09,7.473328622609188e-09
1997,4.794894259418925e-09,1.917957792585412e-09
1998,1.43043876743576e-09,3.814503379828693e-09
1999,1.3710603763428253e-09,3.1991407301035224e-09
2000,2.2090156370779823e-09,2.6508188977203417e-09
2001,1.7524847129024579e-09,3.066848330846028e-09
2002,1.3143663935011318e-09,3.9430991805033955e-09
2003,8.333845835650777e-10,1.6667691671301554e-09
2004,3.523833003171717e-09,4.404791198453495e-09
2005,4.053374524914943e-09,3.602999676388663e-09
2006,2.8825228870488218e-09,1.2353669198716943e-09
2007,1.1983438685803094e-09,1.5977917877663117e-09
2008,1.7029758714315335e-09,2.1287198670449925e-09
2009,1.430457752249481e-09,1.430457752249481e-09
2010,4.723793023408973e-10,2.8342759250676863e-09
2011,0.0,1.529588788962144e-09
2012,1.7021263287730903e-09,6.468080293586809e-09
2013,8.367375126105969e-10,5.578249862026041e-09
2014,2.815078836704288e-09,7.795602385840539e-09
2015,1.994917786518613e-09,5.763096222466402e-09
2016,2.278474076078396e-09,7.042556315894899e-09
2017,2.515611330355938e-10,6.5405894034142875e-09
2018,2.581466596041082e-09,3.872199894061623e-09
2019,1.2754939326953263e-09,5.101975730781305e-09
