year,avons_VERB usé_VERB,avons_VERB rusé_VERB
1915,2.1205371680821372e-08,1.1780761921542648e-09
1916,1.2086208478478966e-08,0.0
1917,3.289927263949721e-08,0.0
1918,6.89182577673364e-09,0.0
1919,2.2098836538475553e-08,0.0
1920,1.514446346106979e-08,0.0
1921,2.2718241510233383e-08,0.0
1922,1.2542490601674672e-08,0.0
1923,1.0615948120573648e-08,0.0
1924,6.445812328337297e-09,0.0
1925,3.629398648286042e-08,0.0
1926,1.3375366592072169e-08,0.0
1927,2.3413372574054847e-08,0.0
1928,2.399468712610542e-08,0.0
1929,3.0079096546842266e-08,0.0
1930,1.2604324695075775e-08,0.0
1931,1.9389105432310316e-08,0.0
1932,1.753525857850491e-08,0.0
1933,1.3764794637438627e-08,0.0
1934,9.585264137967897e-09,3.5944740517379614e-09
1935,1.6755597798123745e-08,0.0
1936,2.424942913137329e-08,0.0
1937,1.0072894518486919e-08,1.2591118148108649e-09
1938,9.075650453382877e-09,0.0
1939,2.4470480752825097e-08,0.0
1940,5.0715658339584024e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,3.034211815133858e-08,0.0
1943,1.7419411690866582e-08,0.0
1944,3.213186161588055e-08,0.0
1945,1.3071024262956144e-08,0.0
1946,1.2528993842408909e-08,0.0
1947,2.1457568166738383e-08,0.0
1948,1.4133454406817236e-08,0.0
1949,1.3743811422273211e-08,0.0
1950,2.3397795700930146e-08,2.1270722960764488e-09
1951,1.1727541604500402e-08,0.0
1952,9.490323193972472e-09,1.0544803918932644e-09
1953,3.3398865895151175e-08,0.0
1954,2.052232517257835e-08,9.772536113672459e-10
1955,1.5016972554349195e-08,0.0
1956,1.0465369904011368e-08,0.0
1957,1.767007518083119e-08,0.0
1958,1.1581140491045971e-08,3.3088973783179654e-09
1959,6.200598257066758e-09,0.0
1960,1.1073333361366622e-08,0.0
1961,2.292892631317045e-08,0.0
1962,1.7123282347597524e-08,1.2683912808952869e-09
1963,1.3578711488548834e-08,6.466053248388448e-10
1964,1.520992043424485e-08,7.909158661334459e-09
1965,1.3680108601477059e-08,0.0
1966,9.970334780007306e-09,0.0
1967,1.4791006641701188e-08,0.0
1968,8.982831367632116e-09,0.0
1969,1.9529558414888015e-08,0.0
1970,1.6555409487750694e-08,4.5987250119061684e-10
1971,9.762954888969944e-09,0.0
1972,9.234264020108185e-09,0.0
1973,9.37244681864513e-09,5.513203782392395e-10
1974,1.012602890426706e-08,2.812785782069227e-09
1975,7.996072248772634e-09,5.711480177694739e-10
1976,7.998937512354587e-09,0.0
1977,7.639816779203557e-09,0.0
1978,1.128712323605896e-08,0.0
1979,1.2289143924704149e-08,0.0
1980,1.0801786132219604e-08,0.0
1981,8.223214109648325e-09,0.0
1982,9.932003663948308e-09,1.8622506869903077e-09
1983,1.0104505676622466e-08,0.0
1984,7.538710988796993e-09,0.0
1985,1.0828004270990732e-08,0.0
1986,1.1389522214244607e-08,0.0
1987,1.099947066762752e-08,0.0
1988,6.596209356501959e-09,5.996553809062277e-10
1989,4.939309850016116e-09,0.0
1990,8.172976073694826e-09,0.0
1991,7.033758464558559e-09,0.0
1992,4.958949695321735e-09,0.0
1993,3.877445031719162e-09,0.0
1994,9.494868002946077e-09,0.0
1995,1.2471637056421514e-08,2.1689803286761844e-09
1996,9.60856638698715e-09,0.0
1997,8.151320507465698e-09,4.79489448146353e-10
1998,8.10582001520288e-09,3.814503379828693e-09
1999,8.226361813967742e-09,0.0
2000,1.5463109903635086e-08,4.4180314962005696e-10
2001,7.0099388516098315e-09,8.762423564512289e-10
2002,7.009954394732176e-09,4.38122149670761e-10
2003,5.416999737661854e-09,0.0
2004,7.047666006343434e-09,0.0
2005,8.557123898356167e-09,0.0
2006,6.58862386870851e-09,8.235779835885637e-10
2007,5.592271090648637e-09,0.0
2008,6.3861596011349775e-09,4.257439678578834e-10
2009,3.814554005998616e-09,9.53638501499654e-10
2010,7.085689368580006e-09,1.8895172093635892e-09
2011,9.55992973672437e-09,3.82397197240536e-10
2012,8.851056776393307e-09,3.404252713057332e-10
2013,1.1435412616833673e-08,8.367375126105969e-10
2014,1.0394137106572998e-08,1.7323561474213989e-09
2015,1.0417904761084174e-08,8.866301581811342e-10
2016,1.4085112631789798e-08,8.285360175719347e-10
2017,8.301517695485927e-09,7.54683426862357e-10
2018,1.0067719991013746e-08,7.744400121190154e-10
2019,1.2754938438774843e-08,0.0
