year,très_ADV usé_VERB,très_ADV rusé_VERB
1886,3.2267319927115068e-09,2.8395241713496944e-08
1887,7.834709769838355e-09,3.1991730153890785e-08
1888,8.242799331981132e-09,2.85327668159141e-08
1889,1.2530273485467092e-09,4.698852684725807e-08
1890,1.3108772956016423e-09,2.0974036729626278e-08
1891,1.2748440081367107e-09,2.5496881050912634e-08
1892,8.149066310636499e-09,3.008885940403161e-08
1893,2.463366621796581e-09,1.847524977449666e-08
1894,6.301539290376468e-10,4.096000538744704e-08
1895,1.8055843487019274e-09,3.25005187207239e-08
1896,0.0,1.3563166589847242e-08
1897,5.826713556089658e-10,3.7290966092839994e-08
1898,0.0,4.753018101322226e-08
1899,5.527578395003729e-10,2.266307141951529e-08
1900,0.0,1.609226463195057e-08
1901,6.147612641171918e-09,1.4530720848782153e-08
1902,4.419255628107521e-09,1.62039368589717e-08
1903,1.0800440541913758e-09,1.2420506401156217e-08
1904,5.374625189347171e-09,2.2573424907079698e-08
1905,0.0,2.012696076469922e-08
1906,2.0576738091193647e-09,2.2634411678268407e-08
1907,2.5714217422034835e-09,2.4171363577352167e-08
1908,0.0,1.4243028534366431e-08
1909,8.801573692096554e-09,2.0353638774395222e-08
1910,6.947395991829808e-09,2.0842188086511726e-08
1911,4.788336838146279e-09,2.234557128222292e-08
1912,4.688478938419394e-09,1.8232973686416187e-08
1913,1.590896969716482e-09,1.5908969031031006e-08
1914,3.3483718020477227e-09,2.4108277374423892e-08
1915,4.712304768617059e-09,2.709575319670421e-08
1916,0.0,2.4172416956957932e-08
1917,0.0,1.6449636319748606e-08
1918,5.743188147278033e-09,2.756730310693456e-08
1919,2.762354567309444e-09,2.4861190439651182e-08
1920,5.300562211374427e-09,2.5745588327907853e-08
1921,3.0290989716519334e-09,2.3475516641724425e-08
1922,2.951174193910333e-09,2.4347187099760248e-08
1923,3.1847844361720945e-09,2.1231896685236507e-08
1924,1.2891624656674594e-08,2.4494086536819282e-08
1925,3.299453377181294e-09,2.1996356291964503e-08
1926,3.343841648018042e-09,2.897996087547483e-08
1927,6.689535148041159e-09,2.2298449531277242e-08
1928,3.4278122562625413e-09,9.14083297942625e-09
1929,2.2280812750352652e-09,2.0052731031228177e-08
1930,7.352522590764465e-09,3.2561171536826805e-08
1931,2.2810713318222042e-09,2.737285598186645e-08
1932,2.1919073223131136e-09,2.4110979990332737e-08
1933,2.2941324395731044e-09,1.9500125958415992e-08
1934,1.1981580172459871e-08,1.3179738189705859e-08
1935,0.0,1.6755597798123745e-08
1936,4.849885826274658e-09,2.424942868728408e-08
1937,0.0,2.7700460591972842e-08
1938,5.186085783037697e-09,2.2040865133021725e-08
1939,0.0,1.8352860564618823e-08
1940,7.607348528892999e-09,3.803674331059881e-08
1941,0.0,2.3612021227137348e-08
1942,9.102635090130207e-09,3.034211815133858e-08
1943,1.4516175816936538e-08,0.0
1944,0.0,2.5705489292704442e-08
1945,7.62476446425353e-08,1.089252066321933e-08
1946,5.568441707737293e-09,1.8097434661967782e-08
1947,4.7683483828109274e-09,1.6689218895749036e-08
1948,1.0871887834440486e-09,2.2830965118458835e-08
1949,3.9268033269479474e-09,1.3743811422273211e-08
1950,7.444753258312176e-09,2.4461330738745346e-08
1951,2.1322803522849654e-09,1.5992102864181845e-08
1952,2.1089607837865287e-09,1.370824520563474e-08
1953,4.3095309543161875e-09,2.2625037843226892e-08
1954,2.9317608341017376e-09,1.9545072893478732e-08
1955,1.8771215692936494e-09,1.5016972554349195e-08
1956,0.0,1.3081712602058815e-08
1957,6.184526224473075e-09,1.6786571077620493e-08
1958,8.272243445794913e-10,1.2408365002158916e-08
1959,3.8753737996444215e-09,2.0927018895555705e-08
1960,6.920833350854139e-10,1.591791587429725e-08
1961,2.08444772553662e-09,1.5980766210343944e-08
1962,5.0735651235811474e-09,1.712328306924249e-08
1963,0.0,2.651081842941494e-08
1964,6.083968329129164e-10,1.216793682479178e-08
1965,1.6416130677043839e-09,2.1340969269534327e-08
1966,1.6617224263271169e-09,2.3818021332999706e-08
1967,3.944268467392931e-09,1.824224149515885e-08
1968,8.982831700699023e-10,1.9762229602759973e-08
1969,1.3625273131978588e-09,1.4987801222332564e-08
1970,2.7592350626548523e-09,2.20738808620613e-08
1971,1.541519245584766e-09,1.3359833461734638e-08
1972,1.0260293725750103e-09,2.5137719461554298e-08
1973,2.205281512956958e-09,2.3155456219114967e-08
1974,5.625571675160757e-10,2.1377173142766992e-08
1975,5.711480177694739e-10,1.9990180177842376e-08
1976,5.713526873840635e-10,2.171140245366132e-08
1977,1.7630346071939584e-09,1.057820764316375e-08
1978,3.5643548113029055e-09,2.5544542481270582e-08
1979,2.925986564150662e-09,1.6970723160092405e-08
1980,3.97960553399912e-09,1.3644362084619388e-08
1981,1.8976649140967083e-09,1.2018544381930951e-08
1982,6.828252629986764e-09,1.5518756057986138e-08
1983,1.89459470334441e-09,1.8945947699577914e-08
1984,1.1598016991243298e-09,9.278413592994639e-09
1985,1.2031116103372597e-09,2.4062232872879008e-08
1986,2.3977941854269602e-09,2.3378494029557828e-08
1987,2.4443267410134695e-09,2.0776777631681398e-08
1988,2.398621523624911e-09,2.938311416400552e-08
1989,1.0976244357863152e-09,1.9757239066997556e-08
1990,2.179460389939436e-09,2.6698390276358452e-08
1991,0.0,2.7548885839223658e-08
1992,2.2039776670368383e-09,1.8733810946969243e-08
1993,0.0,1.8833305859278227e-08
1994,5.274926717646622e-09,2.7957110182441625e-08
1995,4.337960657352369e-09,2.548551947256783e-08
1996,1.6014276571496566e-09,2.829188927577775e-08
1997,0.0,2.5892430532969968e-08
1998,9.536258449571733e-10,1.6211639697338853e-08
1999,9.140402323914998e-10,1.919484549084416e-08
2000,4.4180314962005696e-10,1.8997536210818566e-08
2001,2.190605918883648e-09,2.2344179839706158e-08
2002,4.381221607729913e-09,2.0591740756970012e-08
2003,8.333845835650777e-10,2.6668306674082487e-08
2004,1.7619165015858584e-09,2.775018459466594e-08
2005,4.5037495954858286e-10,2.927437159350177e-08
2006,2.8825228870488218e-09,2.9237018472905163e-08
2007,7.988958938831558e-10,2.6363564220588387e-08
2008,8.514879357157668e-10,2.2990174430859156e-08
2009,4.76819250749827e-10,4.291373345566285e-08
2010,9.447586046817946e-10,3.967986084152386e-08
2011,1.911985902935953e-09,4.665245834090115e-08
2012,6.808505426114664e-10,5.208506737020002e-08
2013,8.367375126105969e-10,4.629947558676406e-08
2014,2.1654451842767486e-10,4.915560580798228e-08
2015,1.994917786518613e-09,5.25328363032429e-08
2016,1.4499380585064614e-09,5.116209900180024e-08
2017,2.515611330355938e-10,4.251383112219287e-08
2018,7.744400121190154e-10,5.008045400600736e-08
2019,2.55098775436835e-10,3.851991392522791e-08
