year,voulions_VERB entrer_VERB,voulions_VERB rentrer_VERB
1926,1.4489979882625903e-08,2.229227691330493e-09
1927,1.1149224654616319e-08,0.0
1928,9.14083297942625e-09,1.1426041224282812e-09
1929,3.342121912552898e-09,1.1140406375176326e-09
1930,8.402882833991043e-09,0.0
1931,5.7026783295555106e-09,0.0
1932,3.287861094491973e-09,3.287861094491973e-09
1933,6.882397318719313e-09,2.2941324395731044e-09
1934,4.7926320689839486e-09,1.1981580172459871e-09
1935,4.787313656606784e-09,0.0
1936,0.0,2.424942913137329e-09
1937,7.554670666820584e-09,1.2591118148108649e-09
1938,1.2965214679638848e-08,2.5930428915188486e-09
1939,7.647025235257843e-09,0.0
1940,7.607348528892999e-09,0.0
1941,0.0,5.9030051957620344e-09
1942,0.0,0.0
1943,5.806470415592457e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,4.357008087652048e-09,4.357008087652048e-09
1946,9.744772988540262e-09,2.7842208538686464e-09
1947,1.1920870957027319e-09,1.1920870957027319e-09
1948,4.348755133776194e-09,0.0
1949,3.9268033269479474e-09,9.817008317369869e-10
1950,1.2762433776458693e-08,2.1270722960764488e-09
1951,2.1322803522849654e-09,0.0
1952,1.0544804140977249e-08,2.1089607837865287e-09
1953,3.232148326759443e-09,1.0773827385790469e-09
1954,5.863521668203475e-09,2.9317608341017376e-09
1955,5.631364707880948e-09,0.0
1956,6.976913269340912e-09,0.0
1957,6.184526224473075e-09,8.835037701437898e-10
1958,4.9633461784992505e-09,1.6544486891589827e-09
1959,5.425523585955716e-09,7.750747821333448e-10
1960,4.844583401109048e-09,2.076250060767393e-09
1961,6.25334317660986e-09,2.779263708063695e-09
1962,6.341956404476434e-10,0.0
1963,1.939815863494232e-09,3.2330267352165265e-09
1964,2.4335873316516654e-09,6.083968329129164e-10
1965,5.47204326295514e-09,1.0944086747954884e-09
1966,4.985167390003653e-09,1.6617224263271169e-09
1967,7.395503320850594e-09,9.860671168482327e-10
1968,4.940557296606585e-09,3.1439910674890825e-09
1969,4.087581828571274e-09,4.5417578031781147e-10
1970,8.7375777724219e-09,1.8394900047624674e-09
1971,6.166076982339064e-09,1.541519245584766e-09
1972,5.130146973897354e-09,5.130146862875051e-10
1973,4.9618833486420044e-09,5.513203782392395e-10
1974,6.750686232237513e-09,2.812785782069227e-09
1975,2.8557400888473694e-09,3.998036124386317e-09
1976,2.285410749536254e-09,1.7140580066410394e-09
1977,1.1753563677885381e-09,2.3507127355770763e-09
1978,7.72276909088987e-09,0.0
1979,6.437170796402825e-09,4.681578680276743e-09
1980,2.8425752862659692e-09,1.7055452605774235e-09
1981,6.325549528618524e-10,2.5302198114474095e-09
1982,0.0,1.2415004579935385e-09
1983,6.315316269933646e-09,1.2630632095778083e-09
1984,5.219107812592938e-09,3.479405208395292e-09
1985,2.4062232206745193e-09,3.609334831011779e-09
1986,4.196139880008332e-09,2.997242676272549e-09
1987,2.4443267410134695e-09,1.2221633705067347e-09
1988,4.197587610832443e-09,5.996553809062277e-10
1989,2.7440609784434855e-09,3.2928733073589456e-09
1990,7.083246433836621e-09,2.179460389939436e-09
1991,2.344586080837985e-09,2.344586080837985e-09
1992,7.713921945651236e-09,4.4079553340736766e-09
1993,3.323524566667402e-09,1.1078414852150331e-09
1994,3.164955852952289e-09,3.6924485691258724e-09
1995,5.4224509327127635e-09,2.1689803286761844e-09
1996,2.135236876199542e-09,4.270473752399084e-09
1997,1.438468344439059e-09,1.438468344439059e-09
1998,4.291316191284977e-09,9.536258449571733e-10
1999,7.312321859131998e-09,9.140402323914998e-10
2000,6.185244316725402e-09,8.836062992401139e-10
2001,2.6287270138425356e-09,1.7524847129024579e-09
2002,2.6287327870022636e-09,2.6287327870022636e-09
2003,4.583615265119079e-09,3.7502307925763034e-09
2004,3.9643119897903034e-09,8.809582507929292e-10
2005,4.5037495954858286e-10,1.3511248786457486e-09
2006,8.64756888319107e-09,3.294311934354255e-09
2007,1.997239706952314e-09,1.997239706952314e-09
2008,1.2772318758180745e-09,1.7029758714315335e-09
2009,1.907277002999308e-09,3.814554005998616e-09
2010,2.8342759250676863e-09,4.2514138876015295e-09
2011,4.206369030868018e-09,2.2943831279320648e-09
2012,2.382976926895708e-09,6.808505315092361e-09
2013,6.693900100884775e-09,5.857162754807632e-09
2014,2.815078836704288e-09,2.815078836704288e-09
2015,2.881548111233201e-09,5.984753581600444e-09
2016,6.628288140575478e-09,5.178350193091319e-09
2017,3.018733707449428e-09,7.2952728302766445e-09
2018,7.744399788123246e-09,5.6792268665617485e-09
2019,3.826481798085979e-09,2.806086474294034e-09
