year,deux_DET ondes_NOUN,deux_DET rondes_ADJ
1800,0.0,0.0
1801,2.3811825400343878e-08,0.0
1802,0.0,0.0
1803,1.755305234496518e-08,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,1.729001475325731e-08,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,1.3554183553310395e-08,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,8.627225156487839e-09,0.0
1814,3.1466771410748606e-09,0.0
1815,1.8880564667256294e-08,0.0
1816,4.1716869958463576e-08,0.0
1817,9.185553295765203e-08,0.0
1818,1.3113295338484932e-08,0.0
1819,3.8298885840504227e-08,0.0
1820,1.898636980968149e-08,0.0
1821,2.2681422962023134e-08,0.0
1822,1.1028177482330648e-08,0.0
1823,5.929612356680991e-09,0.0
1824,1.6842225392110777e-08,0.0
1825,7.924898959288385e-09,0.0
1826,2.2900759399924198e-08,0.0
1827,1.935627302884768e-08,0.0
1828,1.559291185060374e-08,0.0
1829,6.77280880267972e-08,0.0
1830,4.5922078584226256e-08,0.0
1831,4.677361786775691e-08,0.0
1832,5.141388426110893e-08,0.0
1833,2.7800708068959068e-08,0.0
1834,1.8669061851994684e-09,0.0
1835,1.2100940693926532e-08,0.0
1836,2.688300071440608e-08,0.0
1837,2.5048407792382932e-08,0.0
1838,2.9667161172142187e-08,0.0
1839,3.5656523067473245e-08,0.0
1840,4.0766007458614695e-08,0.0
1841,2.5040138851295524e-08,0.0
1842,3.4882980060046975e-08,0.0
1843,8.91943585656918e-08,5.906911071384968e-10
1844,1.2623690537338916e-08,0.0
1845,1.5066614622583074e-08,0.0
1846,1.6978054517835517e-08,5.854501328173001e-10
1847,1.8714486405002617e-07,0.0
1848,2.494018680465615e-08,0.0
1849,3.5193544078993e-08,0.0
1850,3.190828135046786e-08,6.788996032014438e-10
1851,7.352360142931502e-08,4.514607354622058e-09
1852,5.338647213193326e-08,6.510545436100301e-10
1853,4.598387537413373e-08,0.0
1854,4.364358119346434e-08,0.0
1855,1.8043586180738203e-08,0.0
1856,3.9346637947801355e-08,0.0
1857,1.757343248698362e-08,0.0
1858,9.493731312204545e-08,9.787352039936081e-10
1859,6.161529597648041e-08,1.018434669930457e-09
1860,1.5104706818647173e-08,0.0
1861,6.366551197345416e-08,4.2443675241088386e-09
1862,2.3493528900075944e-08,2.710791813242963e-09
1863,1.1587520276634677e-07,0.0
1864,5.7057263802562375e-08,0.0
1865,4.753912818955541e-08,0.0
1866,1.2358657386357663e-07,9.731225825149181e-10
1867,8.443891807985437e-08,0.0
1868,7.558007042440806e-08,4.93987406535723e-10
1869,1.6896975851832252e-07,0.0
1870,9.23181886491875e-08,0.0
1871,1.359510690690513e-07,0.0
1872,1.0038583297955483e-07,0.0
1873,3.771182865985878e-08,0.0
1874,5.974609251779839e-08,5.974609140757536e-10
1875,6.865832591351761e-08,0.0
1876,6.95291717534019e-08,0.0
1877,7.112538380482647e-08,0.0
1878,4.287753085918666e-08,0.0
1879,5.742765629701552e-08,6.10932526790009e-10
1880,8.150664410067066e-08,0.0
1881,1.4921166752168702e-07,0.0
1882,8.585446664710616e-08,0.0
1883,7.709593585758512e-08,0.0
1884,8.252121475038621e-08,0.0
1885,8.18595751184148e-08,1.933690763067375e-09
1886,6.517998429877991e-08,0.0
1887,1.1360328816545362e-07,1.3057849246322917e-09
1888,8.940266837953459e-08,0.0
1889,9.898916175643535e-08,0.0
1890,9.24168475080478e-08,0.0
1891,2.02700200957473e-07,0.0
1892,2.2817384781603778e-07,0.0
1893,1.3918021624093058e-07,0.0
1894,1.3044185731558855e-07,0.0
1895,1.2759463174916164e-07,1.8055843487019274e-09
1896,1.1145385059307955e-07,1.179405795248556e-09
1897,6.118049078462917e-08,1.1653427112179315e-09
1898,8.430948761350976e-08,5.6583548957434e-10
1899,1.1994844761886725e-07,0.0
1900,6.488816650662699e-08,0.0
1901,1.9672361251110715e-07,0.0
1902,1.2324812814767938e-07,0.0
1903,9.126372191303744e-08,0.0
1904,9.620579000113594e-08,0.0
1905,1.1095632079793916e-07,0.0
1906,1.1883066086681993e-07,0.0
1907,1.4554246163811513e-07,0.0
1908,9.233411191189589e-08,0.0
1909,5.721022944271681e-08,0.0
1910,1.1489924012231256e-07,0.0
1911,9.151043656174807e-08,5.320374141248863e-10
1912,1.625339454136565e-07,0.0
1913,1.3257474318351115e-07,0.0
1914,9.844213444409888e-08,2.0090231700464756e-09
1915,1.1780761610680202e-07,1.1780761921542648e-09
1916,1.2525707315802492e-07,0.0
1917,9.32146072551987e-08,0.0
1918,1.5506607464743638e-07,0.0
1919,1.0220711588182496e-07,0.0
1920,1.2721349973432439e-07,0.0
1921,1.4766857170389613e-07,0.0
1922,1.3206503979290574e-07,0.0
1923,1.475616824286874e-07,1.0615948120573648e-09
1924,1.959526940709111e-07,0.0
1925,1.605733954690436e-07,1.0998177923937646e-09
1926,1.749943685513955e-07,1.1146138456652466e-09
1927,1.5831899835561103e-07,0.0
1928,1.5539415609833185e-07,0.0
1929,1.2811467287043854e-07,0.0
1930,1.869641472751482e-07,3.1510811737689437e-09
1931,2.007342780885324e-07,0.0
1932,1.4795374003728767e-07,0.0
1933,1.915600620350233e-07,2.2941324395731044e-09
1934,1.8811080160219262e-07,1.1981580172459871e-09
1935,1.7473694846614762e-07,2.393656828303392e-09
1936,2.5825642868682053e-07,0.0
1937,2.0523522170634578e-07,0.0
1938,2.5671123893289405e-07,0.0
1939,3.257632830155899e-07,0.0
1940,3.017581615694098e-07,0.0
1941,1.8004165447393916e-07,0.0
1942,1.4260795921927638e-07,0.0
1943,1.7129087837020052e-07,0.0
1944,1.0924833304670756e-07,0.0
1945,1.7645882310901584e-07,0.0
1946,2.2552189182789562e-07,0.0
1947,1.8000515478178158e-07,0.0
