year,sans_ADP éveiller_VERB,sans_ADP eveiller_VERB,sans_ADP réveiller_VERB
1800,4.4018303668735825e-08,3.144164484325529e-09,1.006132621661493e-07
1801,3.333655596016172e-08,0.0,1.0953439755212457e-07
1802,5.147032311469957e-08,0.0,1.7455153056289419e-07
1803,6.046051481689574e-08,0.0,9.361628405812894e-08
1804,1.3347995775347954e-07,0.0,1.5819846055364906e-07
1805,1.1655798370924231e-07,2.842877711017877e-09,8.528632911009026e-09
1806,9.797675204481493e-08,0.0,3.7461699520235925e-08
1807,1.0533734240425474e-07,0.0,1.0818429707626365e-07
1808,1.1103762576070153e-07,4.5321479902327155e-09,5.891792298484688e-08
1809,5.195770058641358e-08,0.0,9.93973401364201e-08
1810,6.084329839950442e-08,0.0,7.722418615685456e-08
1811,7.52123057168319e-08,0.0,7.270522450752992e-08
1812,1.0402111882967802e-07,0.0,7.73490373973118e-08
1813,1.4666282766029326e-07,0.0,2.0130190847567064e-08
1814,1.4160046646338742e-07,0.0,1.1013369771717407e-07
1815,6.74305908887618e-08,0.0,1.1058616422587875e-07
1816,8.57513455798653e-08,0.0,7.416332437060191e-08
1817,1.2299300067297736e-07,0.0,4.981994905506326e-08
1818,8.344824209416402e-08,1.1921177378582115e-09,6.437435473571895e-08
1819,5.693077520518841e-08,0.0,2.794783426907088e-08
1820,4.746592363602531e-08,0.0,6.882559233645225e-08
1821,8.480879798433705e-08,9.86148829262845e-10,7.396116075142345e-08
1822,1.1729970594842598e-07,0.0,5.514088741165324e-08
1823,1.0574474951230428e-07,0.0,9.981513537926645e-08
1824,6.231623217445303e-08,0.0,5.642145595174952e-08
1825,1.0742640199623565e-07,0.0,5.6354835464844655e-08
1826,1.559013281804411e-07,0.0,5.989429296970883e-08
1827,1.0139000455877678e-07,0.0,7.373818533551457e-08
1828,1.0548146650579682e-07,0.0,7.704732718494256e-08
1829,1.5431717104164022e-07,0.0,9.773420828196322e-08
1830,2.2230460827721288e-07,0.0,9.288783786587373e-08
1831,1.2472965238430334e-07,1.5591206103948707e-09,4.677361786775691e-08
1832,1.4747666043923857e-07,0.0,7.306183391619925e-08
1833,2.1429713115139748e-07,0.0,1.1583628856115524e-07
1834,1.8389026035237066e-07,0.0,8.494423298088805e-08
1835,1.8605196316912043e-07,0.0,6.731148260996633e-08
1836,1.5121688079489104e-07,0.0,9.47625775071792e-08
1837,1.697725400262584e-07,0.0,8.279889884832414e-08
1838,1.7421567477526878e-07,0.0,7.63771597078744e-08
1839,1.69193699162129e-07,0.0,8.949088414755835e-08
1840,2.044670122103298e-07,0.0,1.3567437218142686e-07
1841,1.573034373869575e-07,0.0,8.924562688861215e-08
1842,2.26739354847183e-07,0.0,5.702025163145663e-08
1843,2.675830669263135e-07,0.0,6.911086103400521e-08
1844,1.964904986495597e-07,0.0,8.671926560177567e-08
1845,1.8135740342817286e-07,0.0,9.263178474272493e-08
1846,1.7153688181004156e-07,0.0,1.1709002967208448e-07
1847,2.1303233666003507e-07,0.0,6.417936226910115e-08
1848,2.1158932383968931e-07,0.0,7.160247456061697e-08
1849,1.6675036196289739e-07,0.0,8.044238430926498e-08
1850,1.9620198887793094e-07,0.0,6.177986477950981e-08
1851,1.6897530175086217e-07,0.0,8.706742549158264e-08
1852,2.7995346219000794e-07,6.510545436100301e-10,7.226705167617808e-08
1853,2.735144657428634e-07,0.0,9.017617230711039e-08
1854,2.0990484356220307e-07,0.0,8.520889527297015e-08
1855,2.3138245808240754e-07,5.306937111981824e-10,8.650307492530374e-08
1856,2.334912405643763e-07,0.0,6.316170697573398e-08
1857,2.1234564728800365e-07,0.0,8.591456013284926e-08
1858,2.4027949319105346e-07,0.0,6.508589034392998e-08
1859,3.4779544866303524e-07,0.0,6.110608130605044e-08
1860,2.8470084889598013e-07,0.0,8.147387120516214e-08
1861,2.947477408810073e-07,0.0,1.0610918277365045e-07
1862,2.8779573590931307e-07,0.0,8.313094926326592e-08
1863,2.612186817962936e-07,0.0,6.443060840410908e-08
1864,2.7234055410829683e-07,0.0,8.486668290341726e-08
1865,2.993553134822413e-07,0.0,7.248540534465775e-08
1866,3.1334548111772165e-07,0.0,8.125573325301616e-08
1867,2.440964195216111e-07,4.85281148598915e-10,8.39536387076123e-08
1868,3.65550678615989e-07,0.0,6.71822903974828e-08
1869,3.735892279976838e-07,0.0,6.39740977970149e-08
1870,2.763811628447854e-07,0.0,6.307453315201883e-08
1871,3.5793368469150266e-07,0.0,5.20437686279962e-08
1872,2.8180601940874794e-07,0.0,1.0159530272613182e-07
1873,3.370120653656272e-07,0.0,6.464884821921757e-08
1874,3.3637050478318997e-07,5.974609140757536e-10,8.125468509145861e-08
1875,3.7819295073404646e-07,5.721527140956084e-10,7.437985516389745e-08
1876,2.1644733627645962e-07,0.0,7.013377256726017e-08
1877,3.092407862004265e-07,0.0,9.586464633226655e-08
1878,2.7055116258445366e-07,0.0,7.97159678267434e-08
1879,2.8713828548188047e-07,0.0,7.025723958165031e-08
1880,2.669824130663301e-07,0.0,6.417846520889725e-08
1881,3.0051508570494434e-07,0.0,7.111957667227387e-08
1882,2.901747961914225e-07,0.0,8.585446664710616e-08
1883,2.685719091566341e-07,0.0,5.181857787306399e-08
1884,2.99717032525848e-07,0.0,7.063815932184525e-08
1885,2.868307853454155e-07,0.0,4.705314193831356e-08
1886,2.5684785609492167e-07,6.453463874400711e-10,5.937186742244194e-08
1887,2.7552063230906754e-07,6.528924623161458e-10,5.157850324621904e-08
1888,2.891320367570671e-07,0.0,5.389522428345117e-08
1889,3.1200381700458024e-07,0.0,7.706118410055751e-08
1890,2.81838629156983e-07,0.0,5.2435092712244113e-08
1891,2.61980440341425e-07,0.0,6.055508938729304e-08
1892,2.776950898120134e-07,0.0,5.202865294151593e-08
1893,2.3709903029800472e-07,0.0,6.096832555479992e-08
1894,3.283101932538557e-07,0.0,5.8604315178456545e-08
1895,2.61809717905237e-07,0.0,4.092657945875544e-08
1896,2.488546224643784e-07,0.0,5.012474779686471e-08
1897,2.400606022856522e-07,0.0,5.0692406272645485e-08
1898,3.10643684997558e-07,0.0,4.4701003787395166e-08
1899,2.841175170686938e-07,5.527578395003729e-10,5.417026827103655e-08
1900,2.5591891683607315e-07,0.0,5.502516486899367e-08
1901,2.9732091283429796e-07,5.588738916095792e-10,4.359216276839106e-08
1902,2.833233914145694e-07,4.910283846193408e-10,3.388095715095574e-08
1903,3.250932545384444e-07,0.0,5.994244389739833e-08
1904,3.590249573193205e-07,0.0,4.729670255443352e-08
1905,2.9055074757255994e-07,0.0,4.025392064122002e-08
1906,2.386901616358017e-07,0.0,5.555719240213364e-08
1907,2.854278111641406e-07,0.0,2.674278576364486e-08
1908,2.887896846104354e-07,1.4734167219643268e-09,4.764047356609069e-08
1909,2.7724956819241697e-07,0.0,4.9508851240887e-08
1910,2.442276989533809e-07,0.0,5.076943088155872e-08
1911,2.399488781001935e-07,0.0,3.724261787851901e-08
1912,2.755783850005855e-07,0.0,4.844761869460257e-08
1913,2.4075573812343265e-07,0.0,3.765122857934955e-08
1914,2.109474217526497e-07,6.696743715117748e-10,3.616241583959123e-08
1915,2.9687521052590427e-07,0.0,4.7123048574349014e-08
1916,2.911677503547594e-07,0.0,4.834483235960363e-08
1917,2.9390017441954797e-07,0.0,4.605898240583883e-08
1918,2.7337574515229335e-07,0.0,3.5607765624945387e-08
1919,2.73473103273858e-07,0.0,4.051453217357448e-08
1920,2.3625363398949162e-07,0.0,3.710393414735336e-08
1921,2.521724897786015e-07,3.0290989716519334e-09,4.3921935533042245e-08
1922,2.899528510624805e-07,0.0,4.13164379930997e-08
1923,2.1019577900460718e-07,0.0,3.290944050604594e-08
1924,2.4236254603238194e-07,0.0,5.543398584606507e-08
1925,2.0236647291227428e-07,1.0998177923937646e-09,3.959344141435395e-08
1926,2.1734970712117274e-07,0.0,3.343841470382358e-08
1927,2.9210969465509606e-07,0.0,4.9056588125040435e-08
1928,2.650841461893094e-07,0.0,3.656333358303954e-08
1929,2.929926745665057e-07,0.0,2.6736975522467787e-08
1930,2.3002891902379474e-07,0.0,3.466189291145838e-08
1931,2.3266928117493535e-07,0.0,3.193499775733244e-08
1932,3.2988204001771493e-07,2.1919073223131136e-09,5.041386685888938e-08
1933,2.7873709340653363e-07,0.0,1.8353059516584835e-08
1934,2.91152385756277e-07,1.1981580172459871e-09,3.2350264689284813e-08
1935,3.1835634928256695e-07,0.0,3.590485420090772e-08
1936,3.0190540467600613e-07,0.0,2.9099314957647948e-08
1937,2.354539030413605e-07,0.0,2.7700460591972842e-08
1938,2.424495093578116e-07,0.0,3.6302600703308485e-08
1939,2.110578938285812e-07,0.0,3.211750509990452e-08
1940,1.4961118655065775e-07,0.0,1.7750480196809804e-08
1941,1.298661165272108e-07,0.0,2.066051862925633e-08
1942,1.4260795921927638e-07,0.0,2.4273694165799498e-08
1943,2.1193616839276785e-07,0.0,4.935499853253589e-08
1944,1.992175455711731e-07,0.0,4.819779064746399e-08
1945,2.9191954808993614e-07,0.0,1.9606536394434215e-08
1946,2.4083510652417317e-07,0.0,5.986074746999748e-08
1947,2.4556995503743906e-07,0.0,2.622591699363852e-08
