year,sans_ADP éveiller_VERB,sans_ADP eveiller_VERB,sans_ADP réveiller_VERB
1948,2.1526338400690292e-07,0.0,3.6964420191409886e-08
1949,1.8946825419696722e-07,0.0,3.1414426393538974e-08
1950,2.5099452649612886e-07,1.0635361480382244e-09,3.1906085995458966e-08
1951,1.9723593203124778e-07,1.0661401761424827e-09,3.5182626589858046e-08
1952,2.035147150802885e-07,0.0,3.163441131270872e-08
1953,2.4887541016926917e-07,0.0,2.154765532669245e-08
1954,2.3063185761174054e-07,0.0,4.299915956629263e-08
1955,2.17746105590777e-07,9.385607846468247e-10,2.5341141185464267e-08
1956,2.0669105760262596e-07,0.0,2.7907653965542067e-08
1957,2.0143885359757974e-07,0.0,2.738861626383482e-08
1958,2.175599989051591e-07,8.272243445794913e-10,4.549733745307094e-08
1959,2.526743867470316e-07,0.0,1.7826719656000023e-08
1960,2.020883316244948e-07,0.0,4.2217083384699094e-08
1961,1.8065214080209557e-07,0.0,3.265634873628187e-08
1962,2.2387105647059258e-07,0.0,4.1856912269544466e-08
1963,1.9204178736131894e-07,6.466053248388448e-10,2.9743844276453046e-08
1964,2.0746332274335089e-07,1.2167936658258327e-09,4.0762589526011084e-08
1965,1.5595323310524378e-07,0.0,3.9398710960369954e-08
1966,1.8389727651779708e-07,0.0,2.5479743093193008e-08
1967,2.1101836544801245e-07,0.0,4.6838188660913715e-08
1968,2.4298560141744474e-07,1.3474247273492779e-09,3.952445770671886e-08
1969,1.939330553368812e-07,0.0,4.4055050607560986e-08
1970,1.9314644594814467e-07,4.5987250119061684e-10,2.851209579546321e-08
1971,1.7316399048006303e-07,0.0,3.237190437932469e-08
1972,1.6570374428148682e-07,5.130146862875051e-10,2.9241836674298582e-08
1973,1.488565075646875e-07,0.0,2.866865944639585e-08
1974,1.547032184578967e-07,0.0,3.656621588854492e-08
1975,1.1879878591969373e-07,0.0,2.341706872854843e-08
1976,1.291257092361775e-07,0.0,2.456816594609279e-08
1977,1.3869205695016262e-07,0.0,4.583889934295371e-08
1978,1.633662576328021e-07,0.0,3.5049488644745e-08
1979,2.1359703339385305e-07,5.851973350345929e-10,3.160065631391262e-08
1980,1.5747866766169238e-07,0.0,2.78572392375942e-08
1981,1.4865041603195905e-07,0.0,3.479052068655619e-08
1982,1.688440568470284e-07,6.207502289967692e-10,3.848651286553206e-08
1983,1.7303966437509644e-07,0.0,2.968198609121231e-08
1984,1.46714915771895e-07,5.799008495621649e-10,2.9574943938293075e-08
1985,1.8046674710170407e-07,6.015558051686298e-10,4.932757713405067e-08
1986,1.4866323416740101e-07,0.0,4.7356433441336776e-08
1987,1.4604852571764582e-07,0.0,4.5831127781781333e-08
1988,1.6010798686849625e-07,0.0,3.837794426697627e-08
1989,1.5037454204058776e-07,5.488122178931576e-10,2.96358593221413e-08
1990,1.4929303460142762e-07,0.0,3.432650230728029e-08
1991,1.6294873117495e-07,5.861465202094962e-10,2.6962739874125674e-08
1992,1.2617772315870468e-07,1.1019888335184191e-09,4.187557633983374e-08
1993,1.296174501064229e-07,0.0,3.9328372225533315e-08
1994,1.2554325201641348e-07,0.0,4.0616935148563016e-08
1995,1.675537308898356e-07,0.0,3.1450215320916186e-08
1996,1.3985802205240816e-07,0.0,3.896807365677546e-08
1997,1.606289632416491e-07,4.79489448146353e-10,3.308477347641059e-08
1998,1.6211638931284966e-07,4.768129224785866e-10,3.9098660087333315e-08
1999,1.5858597346429804e-07,0.0,3.3362468343511864e-08
2000,1.4314422003280924e-07,0.0,3.5786055674336126e-08
2001,1.7174349675741496e-07,4.3812117822561447e-10,3.373533025152753e-08
2002,1.51152146576905e-07,0.0,3.329728204271021e-08
2003,1.8251121991497143e-07,0.0,3.708561280291178e-08
2004,1.5372720918449545e-07,4.404791253964646e-10,4.625030919358508e-08
2005,1.6348610465399815e-07,0.0,3.7831496824125566e-08
2006,2.046591225379757e-07,0.0,3.129596382045463e-08
2007,2.0971016856385916e-07,0.0,4.793375441014547e-08
2008,2.0563433089648697e-07,4.257439678578834e-10,5.619820431235212e-08
2009,2.264891429959448e-07,1.430457752249481e-09,4.911238260518758e-08
2010,2.9004089574513614e-07,0.0,6.896737647643647e-08
2011,3.3383275033216364e-07,0.0,9.215772545090317e-08
2012,4.2723370752284495e-07,0.0,9.668077871616276e-08
2013,4.67457349273559e-07,0.0,1.1323847903810247e-07
2014,5.071472433115787e-07,0.0,1.2711163321910135e-07
2015,4.980645016416929e-07,0.0,1.2368491031367057e-07
2016,5.186635601006628e-07,0.0,1.265588762677794e-07
2017,4.3469764055004134e-07,2.515611330355938e-10,1.2427120132940672e-07
2018,5.547572232700304e-07,7.744400121190154e-10,1.1719858639125391e-07
2019,4.816264937979042e-07,2.55098775436835e-10,1.2040662422663218e-07
