year,ces_DET ondes_NOUN,ces_DET rondes_ADJ
1916,3.5050003432957055e-07,1.648119329900055e-08
1917,3.1363974528630933e-07,1.0966424213165737e-08
1918,4.1121228377960506e-07,1.378365155346728e-08
1919,4.861743931883211e-07,1.8415697411455767e-08
1920,6.156224472420035e-07,7.572231730534895e-10
1921,4.6799577546607907e-07,3.7863738810983705e-09
1922,4.5152963679129243e-07,0.0
1923,5.615836329297963e-07,2.1231896241147297e-09
1924,6.484486902991193e-07,6.4458122173149945e-09
1925,5.235132647385399e-07,8.798542339150117e-09
1926,6.754559791488646e-07,5.57306911730393e-09
1927,6.087476904781397e-07,0.0
1928,6.672807870700126e-07,1.0283436768787624e-08
1929,5.948977275238576e-07,3.342121912552898e-09
1930,8.056264135802849e-07,4.201441416995522e-09
1931,6.352783614715918e-07,3.4216069977333063e-09
1932,5.556484978797016e-07,3.287861094491973e-09
1933,9.268295144693184e-07,5.735331320977366e-09
1934,7.320745680772234e-07,2.3963160344919743e-09
1935,6.426968823802781e-07,9.574627313213568e-09
1936,7.117207729834263e-07,3.6374143697059935e-09
1937,7.516897326809158e-07,2.5182236296217297e-09
1938,8.349597919732332e-07,1.2965214457594243e-09
1939,8.04467077841764e-07,1.5294050470515685e-09
1940,8.621661891083932e-07,2.5357829169792012e-09
1941,6.139125190429695e-07,5.9030051957620344e-09
1942,4.854738904214173e-07,6.068423541449874e-09
1943,5.719373490364887e-07,0.0
1944,4.884042965613844e-07,6.4263723231761105e-09
1945,5.097699613543227e-07,2.178504043826024e-09
1946,6.069601425906512e-07,5.568441707737293e-09
1947,5.161737135495059e-07,5.960435700558264e-09
1948,6.479645264789724e-07,4.348755133776194e-09
1949,5.536792713201066e-07,4.908504269707237e-09
1950,6.615194720893669e-07,5.317680518146517e-09
1951,4.328529037422868e-07,2.1322803522849654e-09
1952,5.4622084633138e-07,1.0544803918932644e-09
1953,5.54852107370607e-07,1.0773827385790469e-09
1954,4.993765969629749e-07,4.886268278880834e-09
1955,5.49996627796645e-07,4.6928039232341234e-09
1956,7.709489295848471e-07,5.232684952005684e-09
1957,5.981320398973367e-07,3.534015080575159e-09
1958,5.484497336283312e-07,3.3088973783179654e-09
1959,4.774460578005346e-07,4.650448914844674e-09
1960,5.917312364545069e-07,4.152500121534786e-09
1961,5.593268284087571e-07,5.558527582660844e-09
1962,5.035513268580871e-07,6.976152211457531e-09
1963,4.965928823708055e-07,8.405869333927285e-09
1964,4.295281570421139e-07,5.4755713296827935e-09
1965,5.773005682385701e-07,2.736021686988721e-09
1966,4.5254241598513545e-07,3.3234448526542337e-09
1967,4.338695269723303e-07,3.944268467392931e-09
1968,3.768297958117728e-07,7.635406973349745e-09
1969,3.015727045863059e-07,2.7250546263957176e-09
1970,2.782228634146122e-07,3.6789800095249348e-09
1971,3.7458919166510896e-07,1.541519245584766e-09
1972,3.714226401996257e-07,6.15617617993891e-09
1973,4.1679820128592837e-07,4.410563025913916e-09
1974,3.555361374196764e-07,3.937900228123681e-09
1975,3.2669667504592326e-07,5.711480177694739e-09
1976,3.428116173154194e-07,1.7140580621521906e-09
1977,2.967774683781954e-07,1.1753563677885381e-09
1978,1.9188109945389442e-07,6.53465048738866e-09
1979,2.7036117344891863e-07,5.266775904289034e-09
1980,2.444614821683899e-07,2.8425752862659692e-09
1981,2.4922665176063674e-07,5.69299452024552e-09
1982,2.4147183452782883e-07,3.1037510339615437e-09
1983,2.551387687788065e-07,6.315316269933646e-09
1984,2.7139359559669174e-07,1.1598016991243298e-09
1985,2.05732085589716e-07,3.609334831011779e-09
1986,2.1520203219438372e-07,1.7983456945813714e-09
1987,2.4076618387880444e-07,6.110816852533674e-10
1988,1.9308903276282763e-07,5.396898483667201e-09
1989,1.8385209443749773e-07,5.488121956886971e-09
1990,2.620801105024384e-07,1.6345953479657283e-09
1991,1.623625909275006e-07,2.9307325455363298e-09
1992,2.336216340381725e-07,0.0
1993,1.606370148010683e-07,1.1078414852150331e-09
1994,1.8620491104570647e-07,5.274926606624319e-10
1995,1.6430025340241627e-07,2.1689803286761844e-09
1996,1.1263374233294599e-07,3.2028553142993132e-09
1997,1.5008019715878618e-07,5.753873377756236e-09
1998,1.5353375815152503e-07,3.3376904573501065e-09
1999,1.7549572817188164e-07,1.8280804647829996e-09
2000,1.4314421648009557e-07,2.6508188977203417e-09
2001,1.6298107752277247e-07,1.7524847129024579e-09
2002,1.472090467302678e-07,2.6287329535357173e-09
2003,1.3375822760508527e-07,3.7502307925763034e-09
2004,1.4756050958908418e-07,3.52383291990499e-09
2005,1.95462725116613e-07,4.053374635937246e-09
2006,1.9107009663343888e-07,1.2353669753828456e-09
2007,1.605780717284233e-07,1.9972397347078896e-09
2008,1.79663953048248e-07,1.7029758714315335e-09
2009,1.4638350975815229e-07,3.814554005998616e-09
2010,1.8706220927811046e-07,1.8895172093635892e-09
2011,2.0955366508701445e-07,1.911985902935953e-09
2012,3.1353168594705494e-07,2.3829769546512836e-09
2013,2.4795322062232117e-07,3.9047751143606035e-09
2014,2.631015902920808e-07,3.6812567438815336e-09
2015,2.391684894575974e-07,4.211493376260478e-09
2016,3.0075857537781303e-07,6.0068859331074975e-09
2017,2.762141271261953e-07,7.54683426862357e-10
2018,2.979012592163599e-07,2.581466596041082e-09
2019,2.612211389418917e-07,2.2958890344426663e-09
