year,pouvions_VERB emporter_VERB,pouvions_VERB remporter_VERB
1800,3.144164484325529e-09,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,1.950339223455444e-09,0.0
1804,0.0,0.0
1805,8.528632911009026e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,2.0331274441787173e-08,0.0
1810,1.8721014072298203e-08,0.0
1811,0.0,0.0
1812,8.00162425207418e-09,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,5.394447111228828e-09,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,0.0
1818,3.5763532135746345e-09,0.0
1819,1.035105001712111e-09,0.0
1820,0.0,0.0
1821,4.930744257336528e-09,0.0
1822,1.303330066093622e-08,0.0
1823,5.929612356680991e-09,0.0
1824,8.421112696055388e-10,0.0
1825,6.163809906922779e-09,0.0
1826,1.145037931138404e-08,0.0
1827,7.373818444733615e-09,0.0
1828,1.8344602503717056e-09,5.503380862137419e-09
1829,4.286587973467704e-09,0.0
1830,0.0,0.0
1831,3.1182412207897414e-09,1.5591206103948707e-09
1832,0.0,0.0
1833,1.1583628500844156e-09,0.0
1834,2.8003592777992026e-09,0.0
1835,3.1764969321557146e-08,0.0
1836,1.6129799718100912e-08,0.0
1837,6.262101948095733e-09,0.0
1838,8.2058102535143e-09,0.0
1839,2.7965900706306e-09,0.0
1840,7.64362617644565e-09,0.0
1841,1.4767261191650505e-08,0.0
1842,3.3541325272778977e-09,0.0
1843,4.134837805480629e-09,0.0
1844,1.5367971784030487e-08,0.0
1845,8.928364714222425e-09,0.0
1846,4.6836010625384006e-09,0.0
1847,2.6966118227278457e-09,0.0
1848,2.413566457803995e-09,0.0
1849,7.54147322368226e-09,0.0
1850,1.1541293254424545e-08,0.0
1851,9.674158363282004e-09,6.449438760824933e-10
1852,3.2552727180501506e-09,0.0
1853,1.1943863675867306e-09,0.0
1854,1.3508727469968562e-08,0.0
1855,1.0613874223963649e-09,0.0
1856,2.5885946719483854e-09,0.0
1857,1.0251168802710708e-08,0.0
1858,9.787352039936081e-10,3.4255731584664773e-09
1859,7.129042689513199e-09,0.0
1860,7.323494255473406e-09,0.0
1861,1.4147891747029462e-09,2.357981809808507e-09
1862,1.3553959066214816e-09,0.0
1863,4.994620828036034e-10,0.0
1864,5.753673537611803e-09,0.0
1865,2.3534221238463715e-09,0.0
1866,6.3252967308358166e-09,0.0
1867,3.396968040192405e-09,0.0
1868,1.2349684830326169e-08,0.0
1869,3.906815315701806e-09,0.0
1870,4.013834153937523e-09,5.734048791339319e-10
1871,6.37270636261178e-09,0.0
1872,4.8378714367913744e-09,4.8378714367913744e-09
1873,1.7958012854535355e-09,5.986004469882289e-10
1874,7.169530746864439e-09,0.0
1875,6.293679799540541e-09,0.0
1876,5.441413541973361e-09,0.0
1877,1.608052180301911e-08,0.0
1878,1.2078177347163432e-09,0.0
1879,4.887460214320072e-09,6.10932526790009e-10
1880,2.5671385017744797e-09,0.0
1881,9.064259565150223e-09,0.0
1882,1.9966155395678697e-09,0.0
1883,3.159669414998234e-09,0.0
1884,1.3203393933736152e-09,0.0
1885,3.2228177904158883e-09,0.0
1886,1.936039106809062e-09,0.0
1887,0.0,0.0
1888,1.9021844099853524e-09,6.340614699951175e-10
1889,6.265136742733546e-10,0.0
1890,2.6217545912032847e-09,0.0
1891,6.374220040683554e-10,0.0
1892,3.761107425503951e-09,0.0
1893,3.695050043717174e-09,0.0
1894,3.150769645188234e-09,0.0
1895,5.416753268150387e-09,0.0
1896,4.717623180994224e-09,0.0
1897,5.826713556089658e-10,5.826713556089658e-10
1898,7.355861253444118e-09,0.0
1899,7.185851913504848e-09,0.0
1900,1.038210628578895e-09,0.0
1901,1.5089595351014395e-08,0.0
1902,0.0,0.0
1903,7.020286574288548e-09,0.0
1904,5.374625189347171e-10,0.0
1905,4.64468330463319e-09,0.0
1906,1.0288369045596824e-09,0.0
1907,2.5714217422034835e-09,0.0
1908,1.4734167219643268e-09,0.0
1909,0.0,0.0
1910,4.275320542035388e-09,5.344150677544235e-10
1911,4.788336838146279e-09,0.0
1912,0.0,1.5628263128064646e-09
1913,3.181793939432964e-09,0.0
1914,4.018046340092951e-09,2.678697486047099e-09
1915,1.1780761921542648e-09,0.0
1916,0.0,0.0
1917,3.289927441585405e-09,3.289927441585405e-09
1918,4.594550517822427e-09,0.0
1919,8.287063479883727e-09,0.0
1920,8.329454459499175e-09,0.0
1921,6.058197943303867e-09,0.0
1922,2.2133805899215986e-09,2.2133805899215986e-09
1923,2.1231896241147297e-09,0.0
1924,3.867487219366694e-09,1.289162443462999e-09
1925,5.499089184013428e-09,0.0
1926,4.458455382660986e-09,0.0
1927,3.3447675740205796e-09,3.3447675740205796e-09
1928,0.0,0.0
1929,1.1140406375176326e-09,0.0
1930,2.100720708497761e-09,0.0
1931,9.124285327288817e-09,0.0
1932,5.4797681947604815e-09,0.0
1933,4.588264879146209e-09,0.0
1934,1.1981580172459871e-09,0.0
1935,5.98414207075848e-09,0.0
1936,0.0,0.0
1937,0.0,0.0
1938,0.0,0.0
1939,0.0,0.0
1940,0.0,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,2.9032352077962287e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,4.357008087652048e-09,0.0
1946,0.0,0.0
1947,3.5762612871081956e-09,1.1920870957027319e-09
1948,1.0871887834440486e-09,0.0
1949,9.817008317369869e-10,1.9634016634739737e-09
1950,6.381216888229346e-09,0.0
1951,1.0661401761424827e-09,0.0
1952,0.0,0.0
1953,1.0773827385790469e-09,0.0
1954,0.0,0.0
1955,2.815682353940474e-09,0.0
1956,0.0,0.0
1957,8.835037701437898e-10,8.835037701437898e-10
1958,3.3088973783179654e-09,0.0
1959,0.0,0.0
1960,3.460416619915918e-09,0.0
1961,0.0,4.16889545107324e-09
1962,6.341956404476434e-10,2.5367825617905737e-09
1963,0.0,0.0
1964,1.2167936658258327e-09,0.0
1965,5.472043373977442e-10,5.472043373977442e-10
1966,3.3234448526542337e-09,0.0
1967,4.930335695263466e-09,0.0
1968,5.838840522187638e-09,0.0
1969,1.8167031212712459e-09,4.5417578031781147e-10
1970,2.2993624781975086e-09,0.0
1971,1.0276794970565106e-09,0.0
1972,2.0520587451500205e-09,5.130146862875051e-10
1973,1.102640756478479e-09,0.0
1974,5.625571675160757e-10,0.0
1975,5.711480177694739e-10,5.711480177694739e-10
1976,2.285410749536254e-09,0.0
1977,1.1753563677885381e-09,1.7630346071939584e-09
1978,3.5643548113029055e-09,0.0
1979,1.7555920051037788e-09,0.0
1980,5.685150683554241e-10,0.0
1981,1.2651099057237047e-09,6.325549528618524e-10
1982,1.2415004579935385e-09,2.483000915987077e-09
1983,1.2630632095778083e-09,0.0
1984,2.8995041922996734e-09,5.799008495621649e-10
1985,0.0,0.0
1986,1.1988970927134801e-09,0.0
1987,6.110816852533674e-10,0.0
1988,0.0,0.0
1989,3.2928733073589456e-09,0.0
1990,2.724325431913144e-09,0.0
1991,5.861465202094962e-10,1.1722930404189924e-09
1992,1.1019888335184191e-09,0.0
1993,5.539207426075166e-10,0.0
1994,5.274926606624319e-10,0.0
1995,2.7112254663563817e-09,0.0
1996,0.0,0.0
1997,2.3974471297094624e-09,0.0
1998,1.43043876743576e-09,0.0
1999,0.0,0.0
2000,1.7672125984802278e-09,0.0
2001,8.762423564512289e-10,0.0
2002,2.6287327870022636e-09,0.0
