year,pouvions_VERB emporter_VERB,pouvions_VERB remporter_VERB
2003,2.5001538617175356e-09,0.0
2004,8.809582507929292e-10,4.404791253964646e-10
2005,2.251874686720612e-09,0.0
2006,7.412201963319376e-09,0.0
2007,2.3966877371606188e-09,0.0
2008,2.554463751636149e-09,1.7029758714315335e-09
2009,2.384096253749135e-09,0.0
2010,1.8895172093635892e-09,9.447586046817946e-10
2011,2.2943831279320648e-09,0.0
2012,4.085103366691101e-09,6.808505426114664e-10
2013,5.578249862026041e-09,8.367375126105969e-10
2014,3.4647122948427977e-09,8.661780737106994e-10
2015,5.098123256885856e-09,4.433150790905671e-10
2016,5.178350193091319e-09,2.0713400439298368e-10
2017,4.528100561174142e-09,2.0124890642847504e-09
2018,5.162933192082164e-09,2.5814667070633845e-10
2019,3.06118530524202e-09,2.55098775436835e-10
