year,aurons_VERB établi_VERB,aurons_VERB rétabli_VERB
1884,1.1883054540362536e-08,8.582206056928499e-09
1885,3.3517306263775026e-08,6.445635580831777e-09
1886,1.0325542199041138e-08,0.0
1887,2.6768590899450828e-08,1.9586774424595887e-09
1888,1.521747527988282e-08,1.9021844099853524e-09
1889,2.7566601445982997e-08,2.5060546970934183e-09
1890,2.0318598359381213e-08,7.209825181320184e-09
1891,2.4859458491732767e-08,3.824531802365527e-09
1892,3.2596265242545996e-08,0.0
1893,2.46336657738766e-08,1.2316833108982905e-09
1894,1.2603078580752936e-08,3.780923574225881e-09
1895,3.009307292245467e-08,1.2037228991346183e-09
1896,1.7101383420481397e-08,8.845543852942228e-09
1897,2.330685333618021e-08,4.078699600285063e-09
1898,1.9804241802034994e-08,7.355861253444118e-09
1899,2.984892333302014e-08,7.185851913504848e-09
1900,1.9206897405865675e-08,1.038210628578895e-09
1901,2.8502569193733507e-08,0.0
1902,2.995273007400101e-08,0.0
1903,3.132127801563911e-08,5.940242076007962e-09
1904,3.815983973254333e-08,9.674325340824907e-09
1905,2.7352022868853965e-08,5.160758931310738e-09
1906,3.343719967574543e-08,0.0
1907,2.828563872014911e-08,0.0
1908,1.7680999775393502e-08,2.4556945366072114e-09
1909,2.9705311987981986e-08,1.1001967115120692e-09
1910,2.4583092894658876e-08,2.137660271017694e-09
1911,3.032613093978398e-08,2.6601871816467337e-09
1912,1.82329742415277e-08,0.0
1913,1.856046338843953e-08,3.181793939432964e-09
1914,2.8126324380650658e-08,6.696743715117748e-10
1915,1.5314990164938536e-08,1.5314990164938536e-08
1916,1.2086208478478966e-08,1.0987462051303964e-09
1917,2.1932848426331475e-08,8.773139548168274e-09
1918,1.8378202071289707e-08,1.1486376294556067e-09
1919,9.207848705727883e-09,1.012863304339362e-08
1920,2.1959472462640406e-08,4.543339038320937e-09
1921,1.3630945261411398e-08,0.0
1922,1.1066902949607993e-08,7.377935484775833e-10
1923,2.7601466001669905e-08,0.0
1924,1.2891624656674594e-08,0.0
1925,2.0896537833436923e-08,2.1996355847875293e-09
1926,1.4489979882625903e-08,1.1146138456652466e-09
1927,2.7873062080630007e-08,2.2298449753321847e-09
1928,2.6279895593006586e-08,0.0
1929,1.893869061575515e-08,0.0
1930,1.995684684175103e-08,1.0503603542488804e-09
1931,2.2810713318222042e-08,4.5621426636444085e-09
1932,2.1919072779041926e-08,4.383814644626227e-09
1933,1.9500125958415992e-08,1.1470662197865522e-09
1934,1.4377896206951846e-08,5.990790086229936e-09
1935,2.6330225111337313e-08,1.196828414151696e-09
1936,2.424942913137329e-08,0.0
1937,3.777335422228134e-08,1.2591118148108649e-09
1938,1.4261735792331365e-08,2.5930428915188486e-09
1939,1.2235240376412548e-08,9.176430282309411e-09
1940,2.2822046474857416e-08,1.0143131667916805e-08
1941,2.3612020783048138e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,2.6129116648121453e-08,2.9032352077962287e-09
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,3.267756198965799e-08,4.357008087652048e-09
1946,1.8097434661967782e-08,1.3921104269343232e-09
1947,1.549713246618012e-08,1.1920870957027319e-09
1948,1.7395020535104777e-08,5.435944139264848e-09
1949,3.043272656100271e-08,0.0
1950,1.808011518278363e-08,5.317680518146517e-09
1951,1.3859822622919182e-08,1.0661401761424827e-09
1952,1.1599284199803606e-08,0.0
1953,1.4005975934594517e-08,5.386913581872932e-09
1954,1.2704297169818801e-08,0.0
1955,1.3139850985055546e-08,9.385607846468247e-10
1956,1.5698054411927842e-08,0.0
1957,2.03205861026845e-08,8.835037701437898e-10
1958,9.926692356998501e-09,4.9633461784992505e-09
1959,1.705164542897819e-08,0.0
1960,1.2457499920515147e-08,6.920833350854139e-10
1961,9.03260666262895e-09,2.779263708063695e-09
1962,2.1562652108286784e-08,0.0
1963,1.2285501505004959e-08,3.2330267352165265e-09
1964,1.034274621503073e-08,0.0
1965,1.860494691641179e-08,5.472043373977442e-10
1966,9.970334780007306e-09,1.1078149508847446e-09
1967,1.1339771788243524e-08,2.465167847631733e-09
1968,1.1677681044375277e-08,1.7965663401398047e-09
1969,1.9075383050903838e-08,1.8167031212712459e-09
1970,6.438214850135182e-09,4.1388523719376735e-09
1971,1.1304474689666222e-08,5.138397485282553e-10
1972,5.130146973897354e-09,2.0520587451500205e-09
1973,1.3783009400469837e-08,2.205281512956958e-09
1974,9.563471792262135e-09,3.3753431161187564e-09
1975,1.2565256390928425e-08,1.1422960355389478e-09
1976,7.998937512354587e-09,1.142705374768127e-09
1977,4.11374712072643e-09,5.876781838942691e-10
1978,4.158414057542359e-09,1.1881182704343018e-09
1979,1.0533551808578068e-08,1.7555920051037788e-09
1980,7.95921106799824e-09,1.1370301367108482e-09
1981,7.590659656386833e-09,0.0
1982,1.1794254461960918e-08,3.1037510339615437e-09
1983,1.0104505676622466e-08,2.5261264191556165e-09
1984,9.858314165001048e-09,0.0
1985,1.0828004270990732e-08,0.0
1986,1.6784559520033326e-08,5.994485463567401e-10
1987,1.1610551631235921e-08,6.110816852533674e-10
1988,1.4391728697660255e-08,0.0
1989,1.5915555096057687e-08,5.488122178931576e-10
1990,9.80757164370516e-09,3.814055737905164e-09
1991,7.033758464558559e-09,2.344586080837985e-09
1992,1.2121876835635703e-08,1.65298330578878e-09
1993,8.862731881720265e-09,2.2156829704300662e-09
1994,6.329911705904578e-09,1.0549853213248639e-09
1995,7.591431483433553e-09,5.422450821690461e-10
1996,6.4057106285986265e-09,2.135236876199542e-09
1997,7.192341833217597e-09,0.0
1998,3.337690568372409e-09,9.536258449571733e-10
1999,5.941261704833778e-09,1.3710603763428253e-09
2000,1.0161472552283612e-08,0.0
2001,5.695575122643959e-09,0.0
2002,3.9430991805033955e-09,4.38122149670761e-10
2003,4.583615265119079e-09,1.6667691671301554e-09
2004,9.690540814233373e-09,8.809582507929292e-10
2005,7.205999352777326e-09,4.5037495954858286e-10
2006,7.823991232669414e-09,0.0
2007,6.7906151812735516e-09,2.7961355453243186e-09
2008,7.2376473703172906e-09,1.2772318758180745e-09
2009,5.721831008997924e-09,4.76819250749827e-10
2010,5.668551850135373e-09,1.8895172093635892e-09
2011,3.4415748029203996e-09,7.64794394481072e-10
2012,7.829781267787439e-09,1.0212758416727752e-09
2013,9.204113027294625e-09,2.2313000336282585e-09
2014,8.87832563023494e-09,4.330890368553497e-10
2015,9.531274436369586e-09,1.994917786518613e-09
2016,1.0356700386182638e-08,2.0713399884186856e-09
2017,9.056201122348284e-09,1.2578056374223934e-09
2018,1.290733386838383e-08,2.323319980845895e-09
2019,1.020395146156261e-08,2.5509878653906526e-09
