year,pourriez_VERB envoyer_VERB,pourriez_VERB renvoyer_VERB
1922,7.377935484775833e-10,0.0
1923,5.307974060286824e-09,0.0
1924,2.578324886925998e-09,0.0
1925,1.0998177923937646e-09,0.0
1926,2.229227691330493e-09,0.0
1927,4.4596899506643695e-09,2.2298449753321847e-09
1928,4.570416489713125e-09,0.0
1929,0.0,0.0
1930,1.05036033204442e-08,1.0503603542488804e-09
1931,7.983749661377715e-09,1.1405356659111021e-09
1932,7.6716757391182e-09,0.0
1933,1.1470662641954732e-08,1.1470662197865522e-09
1934,1.1981580172459871e-09,0.0
1935,8.377798899061872e-09,0.0
1936,3.6374143697059935e-09,0.0
1937,1.2591118148108649e-09,1.2591118148108649e-09
1938,3.8895642262559704e-09,0.0
1939,4.588215141154706e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,9.102635090130207e-09,0.0
1943,0.0,0.0
1944,3.2131861615880553e-09,0.0
1945,4.357008087652048e-09,0.0
1946,5.568441707737293e-09,0.0
1947,2.3841741914054637e-09,0.0
1948,4.348755133776194e-09,0.0
1949,8.835307596655184e-09,9.817008317369869e-10
1950,8.508289184305795e-09,1.0635361480382244e-09
1951,8.529121409139861e-09,1.0661401761424827e-09
1952,3.1634410646574906e-09,0.0
1953,1.1851209791302608e-08,0.0
1954,2.9317608341017376e-09,0.0
1955,3.754243138587299e-09,0.0
1956,2.616342476002842e-09,0.0
1957,8.835037590415595e-09,0.0
1958,2.4816730892496253e-09,0.0
1959,4.650448914844674e-09,0.0
1960,2.076250060767393e-09,6.920833350854139e-10
1961,4.16889545107324e-09,0.0
1962,8.244543714397423e-09,0.0
1963,1.939815863494232e-09,0.0
1964,1.2167936880302932e-08,0.0
1965,7.1136563306595235e-09,0.0
1966,2.215629901769489e-09,0.0
1967,7.395503320850594e-09,1.4791006197611978e-09
1968,4.042274071025531e-09,0.0
1969,6.8126366770115965e-09,4.5417578031781147e-10
1970,3.6789800095249348e-09,0.0
1971,5.138397263237948e-09,1.0276794970565106e-09
1972,3.0780880067027283e-09,5.130146862875051e-10
1973,4.9618833486420044e-09,5.513203782392395e-10
1974,3.937900228123681e-09,5.625571675160757e-10
1975,3.4268881066168433e-09,5.711480177694739e-10
1976,5.142174241967723e-09,0.0
1977,6.464460078348111e-09,0.0
1978,2.3762365408686037e-09,0.0
1979,2.3407893401383717e-09,0.0
1980,7.95921106799824e-09,1.7055452605774235e-09
1981,3.1627747087981106e-09,6.325549528618524e-10
1982,6.2075020679230875e-09,6.207502289967692e-10
1983,6.946847541655643e-09,6.315316047889041e-10
1984,2.3196033982486597e-09,0.0
1985,6.015558051686298e-10,0.0
1986,5.395036861699509e-09,1.1988970927134801e-09
1987,2.4443267410134695e-09,0.0
1988,3.597932174415064e-09,0.0
1989,2.7440609784434855e-09,0.0
1990,4.90378582185258e-09,5.44865097484859e-10
1991,5.2753188484189195e-09,5.861465202094962e-10
1992,3.30596661157756e-09,5.509944167592096e-10
1993,4.4313659408601325e-09,0.0
1994,1.002236071911966e-08,0.0
1995,2.7112254663563817e-09,0.0
1996,3.2028553142993132e-09,5.338092190498855e-10
1997,3.835915585170824e-09,0.0
1998,2.86087753487152e-09,0.0
1999,5.0272213059088244e-09,0.0
2000,7.510653432518666e-09,0.0
2001,4.8193329327261836e-09,0.0
2002,3.066854992184176e-09,1.3143663935011318e-09
2003,2.5001538617175356e-09,4.1669229178253886e-10
2004,4.845270407116686e-09,1.7619165015858584e-09
2005,4.053374524914943e-09,4.5037495954858286e-10
2006,3.294311934354255e-09,8.235779835885637e-10
2007,7.190063211481856e-09,0.0
2008,3.405951742863067e-09,0.0
2009,6.198650481792356e-09,4.76819250749827e-10
2010,6.140930874920514e-09,4.723793023408973e-10
2011,4.5887662558641296e-09,7.64794394481072e-10
2012,9.19148224198807e-09,6.808505426114664e-10
2013,1.338780020176955e-08,0.0
2014,9.311413862178597e-09,4.330890368553497e-10
2015,9.531274436369586e-09,2.2165753954528356e-10
2016,8.906762438698479e-09,6.214020409345267e-10
2017,1.0817128526241504e-08,0.0
2018,9.29327992338358e-09,2.5814667070633845e-10
2019,9.438654302584837e-09,2.55098775436835e-10
