year,leurs_DET humeurs_NOUN,leurs_DET rumeurs_NOUN
1859,9.87881618730313e-08,3.5645213447565993e-09
1860,7.598125603691663e-08,1.7393299245327398e-08
1861,7.639861365760225e-08,1.0375120595984555e-08
1862,7.635397028527002e-08,4.517986429419807e-09
1863,1.198709043137569e-07,7.491931519609807e-09
1864,7.575670224468922e-08,3.3563094525845827e-09
1865,6.542514008334166e-08,1.4120533631256649e-09
1866,6.568577592958036e-08,2.432806400776144e-09
1867,5.629261323747414e-08,2.426405742994575e-09
1868,4.98927267278404e-08,3.951899141263482e-09
1869,6.934596985530561e-08,2.0999133099053324e-08
1870,9.002456380358126e-08,1.1468097582678638e-09
1871,6.054071377548098e-08,1.0621177271019633e-09
1872,7.680121238973214e-08,6.047339518033823e-09
1873,5.327543933786316e-08,2.3944017879529156e-09
1874,6.81105458144593e-08,9.559374625212058e-09
1875,6.865832347102696e-08,4.005069165202713e-09
1876,6.348315784165948e-08,3.627608879952504e-09
1877,8.658742345346582e-08,8.040260901509555e-09
1878,4.1065804035067544e-08,1.8117265465633636e-09
1879,6.72025785020125e-08,4.887460214320072e-09
1880,6.482024383913654e-08,1.7969970400599777e-08
1881,6.414706860136121e-08,9.761510710859511e-09
1882,5.523969659471106e-08,7.986462158271479e-09
1883,6.38253219165108e-08,5.0554711528150165e-09
1884,4.291103206099933e-08,7.922036360241691e-09
1885,5.2209648382373075e-08,1.0313017106966527e-08
1886,5.808117364836107e-08,1.097088819790315e-08
1887,5.41900742612178e-08,1.9586774424595887e-09
1888,6.150396214543719e-08,1.268122939990235e-09
1889,5.450668894013688e-08,5.6386229019267375e-09
1890,4.391439034634459e-08,3.9326319978272295e-09
1891,5.9280245379156327e-08,3.824531802365527e-09
1892,6.268512375839919e-08,1.0656471260972467e-08
1893,4.310891554837326e-08,2.463366621796581e-09
1894,6.364554394622246e-08,1.8904617871129403e-09
1895,4.1528441130367355e-08,1.8055843487019274e-09
1896,4.0689499769541726e-08,1.7691086373616827e-09
1897,3.26295968022805e-08,9.905413378419325e-09
1898,3.904265000187479e-08,6.224190496340043e-09
1899,5.140647907353468e-08,1.2160672469008205e-08
1900,3.633737277741744e-08,4.15284251431558e-09
1901,3.968004591570207e-08,5.58873880507349e-09
1902,2.897067474805226e-08,9.820567470342212e-09
1903,3.2401319849384436e-08,7.020286574288548e-09
1904,4.1384613069794796e-08,1.7736263124845664e-08
1905,5.005936376534237e-08,1.4450125096487909e-08
1906,6.996091062028142e-08,5.658602919567102e-09
1907,4.319988455847579e-08,1.0285686691258178e-08
1908,5.0096170101099347e-08,1.6207583941607595e-08
1909,3.4106097501762633e-08,1.4852655105812573e-08
1910,4.275320675262151e-08,8.01622590529405e-09
1911,4.149891918991955e-08,1.649316061502759e-08
1912,5.15732713202155e-08,2.1879568379290504e-08
1913,4.6666310593579396e-08,4.772690687104841e-09
1914,6.027069182623634e-08,6.696743715117748e-10
1915,3.652036184575991e-08,5.890381071793627e-09
1916,2.0876177231343718e-08,1.0987462051303964e-09
1917,3.618920008108262e-08,1.535299465338369e-08
1918,2.412139110674616e-08,2.1824114071478107e-08
1919,2.7623545728605592e-08,1.3811772170413406e-08
1920,4.467616721015588e-08,8.329454459499175e-09
1921,5.073740894090406e-08,8.330022005509363e-09
1922,8.337067364250217e-08,1.475587119159627e-08
1923,4.989495749896378e-08,5.307974060286824e-09
1924,5.801231139912488e-08,6.445812328337297e-09
1925,5.27912540349007e-08,8.798542339150117e-09
1926,4.7928395474627905e-08,6.687683296036084e-09
1927,4.7941667635775786e-08,2.2298449753321847e-09
1928,4.34189573184085e-08,1.1426041446327417e-08
1929,3.8991420758804907e-08,1.1140405931087116e-08
1930,5.041729578270093e-08,1.1553964007759987e-08
1931,6.044839029328841e-08,6.843213995466613e-09
1932,5.479768483418468e-08,1.4247397928102146e-08
1933,2.982372038218273e-08,0.0
1934,2.995395220750652e-08,2.3963160344919743e-09
1935,1.0053358767692089e-07,8.377798899061872e-09
1936,6.426098764222843e-08,1.4549657478823974e-08
1937,5.414180748175568e-08,6.295559185076627e-09
1938,6.093650739558143e-08,9.075650453382877e-09
1939,5.964679417047591e-08,1.2235240376412548e-08
1940,2.5357829613881222e-08,5.0715658339584024e-09
1941,5.60785480274717e-08,8.854508237732261e-09
1942,8.799214157306778e-08,1.8205270180260413e-08
1943,9.290352664947932e-08,1.161294105322952e-08
1944,5.462416652335378e-08,9.639558484764166e-09
1945,5.8819608739213436e-08,1.9606536394434215e-08
1946,6.40370814153357e-08,6.960552134671616e-09
1947,7.27173155024019e-08,1.907339353124371e-08
1948,6.088257165082211e-08,8.697510267552389e-09
1949,3.435953033203987e-08,8.835307596655184e-09
1950,6.38121662177582e-08,3.190608444114673e-09
1951,3.411648485940333e-08,6.396841278899501e-09
1952,4.1124735061792705e-08,7.381362521208246e-09
1953,5.171437322815109e-08,1.2928593307037772e-08
1954,5.668070812703263e-08,3.9090144454689835e-09
1955,4.035811329572425e-08,8.447047505910632e-09
1956,5.930376278939775e-08,7.849027205963921e-09
1957,4.6825701538466546e-08,0.0
1958,4.963345984210221e-08,9.099467845885556e-09
1959,4.805463515999975e-08,6.200598368089061e-09
1960,5.605875030845198e-08,8.997083078554624e-09
1961,6.670232932659559e-08,3.47407969059077e-09
1962,8.751900115733235e-08,6.976152100435229e-09
1963,5.237503031274571e-08,5.819448034571906e-09
1964,5.901449101619605e-08,1.1559539991878864e-08
1965,7.113656386170675e-08,2.73602163147757e-09
1966,4.37586901158582e-08,4.985167390003653e-09
1967,5.916402873173965e-08,1.1339771788243524e-08
1968,7.186265260639146e-08,1.5719955115400808e-08
1969,6.085955248091857e-08,4.541757636644661e-09
1970,5.978342587642516e-08,8.7375777724219e-09
1971,4.881477622120656e-08,6.166076982339064e-09
1972,4.4632277207412585e-08,9.747279428040656e-09
1973,4.6310912438229934e-08,6.064523994098181e-09
1974,5.6255715863429145e-08,7.31324301117553e-09
1975,4.283610266497817e-08,5.711480177694739e-09
1976,5.827797266988455e-08,7.427584713948221e-09
1977,5.112800033346687e-08,4.11374712072643e-09
1978,5.999997143568692e-08,2.9702956760857546e-09
1979,5.091216692676426e-08,7.02236779837051e-09
1980,7.33384459827846e-08,8.527726080842513e-09
1981,7.400893192732738e-08,8.855769451088236e-09
1982,4.034876488479e-08,7.449002747961231e-09
1983,4.925946495148992e-08,4.420721011477724e-09
1984,5.97297861171242e-08,9.858314165001048e-09
1985,7.098358811852279e-08,5.414002135495366e-09
1986,7.193382822734407e-08,7.792830936104167e-09
1987,5.4997350007468526e-08,9.166224945733603e-09
1988,7.315795602647057e-08,1.7989661427186832e-09
1989,6.14669662946099e-08,7.134558721588746e-09
1990,5.830056437616804e-08,3.2691906959314565e-09
1991,6.623455828247415e-08,6.447611888837912e-09
1992,5.620142928819405e-08,9.917899612688075e-09
1993,7.145577873846065e-08,4.985286850001103e-09
1994,6.066165519902356e-08,4.2199412852994556e-09
1995,6.723839207634086e-08,6.506940930517402e-09
1996,6.192186652320686e-08,2.6690460952494277e-09
1997,8.007473928373088e-08,6.712852385071244e-09
1998,6.532336915832104e-08,5.721755180765342e-09
1999,7.403725599264277e-08,7.769341614505265e-09
2000,6.273604968853874e-08,9.277865697931986e-09
2001,6.703253985218538e-08,6.133696661692056e-09
2002,8.455757161129895e-08,5.257465740537981e-09
2003,7.000430546355574e-08,5.41700001521761e-09
2004,8.016720390302545e-08,3.52383291990499e-09
2005,8.872386958458378e-08,5.404499514582994e-09
2006,7.82399061094452e-08,6.1768350434476815e-09
2007,9.027523761862e-08,4.7933754743212376e-09
2008,8.429730868897423e-08,8.514879634713424e-09
2009,9.393339017726987e-08,3.814554005998616e-09
2010,9.54206162973037e-08,3.7790344187271785e-09
2011,1.0248245074784279e-07,4.9711634531046656e-09
2012,1.0927651006298333e-07,8.170206539093172e-09
2013,1.1379629993868434e-07,8.925199745934975e-09
2014,1.0502409231172294e-07,9.094870079273676e-09
2015,8.046168797903874e-08,4.3666535456954314e-08
2016,9.196749495288259e-08,8.699628573083373e-09
2017,9.785728316558107e-08,2.7671724911471074e-09
2018,1.0016090645770248e-07,7.744399788123246e-09
2019,9.515184418162903e-08,5.101975675270154e-08
