year,sans_ADP amener_VERB,sans_ADP ramener_VERB
1800,1.9493819536364754e-07,1.8864986461863964e-08
1801,9.28661236798689e-08,4.524246932646747e-08
1802,9.398928568771225e-08,6.713520406265161e-08
1803,5.655983770225248e-08,5.070882025393075e-08
1804,1.1370514130248921e-07,7.662737822045074e-08
1805,6.254330742194725e-08,5.117179902036639e-08
1806,1.729001475325731e-08,6.916005812485082e-08
1807,7.971474502710407e-08,7.971474236256881e-08
1808,9.290903335568146e-08,1.8128591960930862e-08
1809,7.00299480627109e-08,1.1746958961111886e-07
1810,2.8081521108447305e-08,2.574139390532082e-08
1811,5.0141537144554604e-08,7.771937582390365e-08
1812,1.0935553973467904e-07,3.7340914360584065e-08
1813,1.121539270343419e-07,2.300593315851529e-08
1814,1.0384034254684593e-07,2.8320094713762956e-08
1815,7.552225866902518e-08,3.506390555685357e-08
1816,1.3442102897442965e-07,1.205154021022281e-07
1817,1.4167548556542897e-07,5.916118794857539e-08
1818,1.8239401811115385e-07,4.172412104708201e-08
1819,1.0661581484328053e-07,5.0720143862648115e-08
1820,2.1003671690777992e-07,3.44127952800477e-08
1821,1.5876996428687562e-07,9.269799239319809e-08
1822,1.7043547018147365e-07,7.519211919770896e-08
1823,2.223604553819314e-07,3.261286707356703e-08
1824,2.3663326942369167e-07,4.5474010335055937e-08
1825,1.3120110509134975e-07,5.6354835464844655e-08
1826,1.964180569302698e-07,4.5801518799848395e-08
1827,2.2582318592867523e-07,2.8573545918231247e-08
1828,2.8434132559596037e-07,3.026859352051048e-08
1829,1.6631960875201912e-07,4.029392802751275e-08
1830,2.1708618191951246e-07,5.5315229285923806e-08
1831,1.7306238930814288e-07,3.4300654760954785e-08
1832,1.9212556878756004e-07,4.329590197471589e-08
1833,3.7878464809182333e-07,4.517615193044833e-08
1834,2.949711870314786e-07,8.307732835000081e-08
1835,2.881536431686982e-07,4.159698363537245e-08
1836,2.876481062230596e-07,5.9142601038786324e-08
1837,3.207587724318728e-07,7.444943583845287e-08
1838,3.111895807705878e-07,5.680945847075236e-08
1839,4.124970303109876e-07,5.8728389706885764e-08
1840,3.6434619232750265e-07,5.22314480555508e-08
1841,3.614768786519562e-07,9.117179100570638e-08
1842,3.817002891537413e-07,9.257405819695919e-08
1843,4.0698617453927e-07,6.85201713146455e-08
1844,4.3579177599895047e-07,4.994590807605448e-08
1845,4.168430223217001e-07,6.249855166728935e-08
1846,4.5255293912305206e-07,5.678866443759034e-08
1847,3.9370533500004967e-07,5.123562374365065e-08
1848,3.7651636830560165e-07,4.424872102060107e-08
1849,4.089154401754058e-07,4.776266537831475e-08
1850,4.012296699329454e-07,4.955967014552698e-08
1851,4.308224959004292e-07,6.255955442568961e-08
1852,4.5899344058852876e-07,6.575651201323751e-08
1853,3.9414749153365847e-07,3.881755716861335e-08
1854,3.709704401444469e-07,6.650450812273334e-08
1855,4.7444018491660245e-07,4.4578271740647324e-08
1856,3.8570058791265183e-07,5.0736453260924463e-08
1857,4.857101316702028e-07,2.9777204701986193e-08
1858,4.839845360038453e-07,4.1106879677954566e-08
1859,4.0482777308170625e-07,5.244938661164156e-08
1860,4.856391910834645e-07,8.010071572694955e-08
1861,4.352834537257877e-07,6.31939118811431e-08
1862,5.150504307493975e-07,6.370360960961108e-08
1863,4.999615725864714e-07,7.991393058404128e-08
1864,5.92628396134387e-07,4.5549916061204954e-08
1865,5.737643391512393e-07,4.1890913460296275e-08
1866,6.111209813752794e-07,5.254861901171637e-08
1867,5.711759172299935e-07,3.979305418511103e-08
1868,5.532659201890056e-07,6.915823735909044e-08
1869,5.679532932845177e-07,6.641586147715373e-08
1870,5.063164962848532e-07,5.447346262954511e-08
1871,6.606372267015104e-07,3.186353270123732e-08
1872,6.210617584656575e-07,4.4145575639475965e-08
1873,5.291627758197137e-07,5.147963832996538e-08
1874,5.813294592371676e-07,5.67587871702635e-08
1875,6.419553528758115e-07,3.432916173551348e-08
1876,5.919048362557078e-07,5.5623335937227125e-08
1877,5.646737122333434e-07,4.886004623116946e-08
1878,4.867505367656122e-07,7.005343016786014e-08
1879,5.571704377871356e-07,4.154341182172061e-08
1880,6.636053058173275e-07,4.1074214696124045e-08
1881,6.254339268707554e-07,4.253229657358304e-08
1882,5.177889761398546e-07,5.257754365217693e-08
1883,5.573656949309225e-07,3.5388296737437486e-08
1884,6.053755896573421e-07,3.630933331777442e-08
1885,5.588366320807836e-07,3.609555876415982e-08
1886,5.859745328962163e-07,3.807543741407571e-08
1887,5.046858859714121e-07,4.570247391644244e-08
1888,5.097854227642529e-07,3.6141505121989326e-08
1889,5.350426590666757e-07,4.9494581766396095e-08
1890,4.94856180921488e-07,4.391439034634459e-08
1891,4.946394938087906e-07,4.0795007372196324e-08
1892,4.713921271104482e-07,5.0774948689991106e-08
1893,4.4032677237737516e-07,2.46336657738766e-08
1894,5.142056238582882e-07,5.356308285797695e-08
1895,5.067673214398383e-07,5.597311392158133e-08
1896,5.319120077729167e-07,3.951009408531547e-08
1897,4.847825607612322e-07,5.302309347143819e-08
1898,4.6851178581164277e-07,4.130599007279301e-08
1899,4.167794145359949e-07,2.5979618456517528e-08
1900,4.2462815486032923e-07,3.3741844873702576e-08
1901,4.225086627229757e-07,3.968004635979128e-08
1902,4.311229133691086e-07,4.173741319224433e-08
1903,4.077166408933408e-07,3.0781255766498816e-08
1904,3.6063735819880094e-07,3.6009989656804464e-08
1905,4.0615174157210276e-07,3.354493394169822e-08
1906,4.305682352878648e-07,1.954790052050015e-08
1907,4.3148455119990103e-07,3.7028470956101955e-08
1908,4.037161716041737e-07,3.634427958587594e-08
1909,3.966209192185488e-07,5.170924666231258e-08
1910,3.174425557972427e-07,2.0307773240801907e-08
1911,3.724262001014722e-07,2.3409646554561903e-08
1912,4.0268827206091373e-07,4.167537132060417e-08
1913,3.388610423371574e-07,3.8181527495240175e-08
1914,3.576061260446295e-07,4.821655363862476e-08
1915,2.992313454797113e-07,2.709575230852579e-08
1916,3.7357369819801534e-07,4.9443579897001655e-08
1917,3.0267332817857096e-07,6.689518894376079e-08
1918,3.1587535431754077e-07,1.722956355365568e-08
1919,3.139876412205922e-07,3.591060959706738e-08
1920,2.7184310624761565e-07,4.770506034645905e-08
1921,2.9155077641007665e-07,5.6038331752716886e-08
1922,3.4086062328242406e-07,2.0658218691238517e-08
1923,2.7389145884626487e-07,3.6094224942218034e-08
1924,2.6814578291123325e-07,1.5469949654622894e-08
1925,2.8045354838468484e-07,2.8595263268371696e-08
1926,2.5078810494960635e-07,3.455302821642192e-08
1927,2.553172464558884e-07,2.4528294284564822e-08
1928,2.022409262281144e-07,2.742249805010033e-08
1929,2.3060641751726507e-07,3.5649300400564243e-08
1930,2.2897856410963868e-07,2.100720719599991e-08
1931,2.828528522513807e-07,2.8513390759599133e-08
1932,2.2576645619665214e-07,2.082311922890767e-08
1933,2.1450138376621908e-07,4.3588517684156614e-08
1934,2.2645185993042105e-07,3.834105655187159e-08
1935,2.1303546304807242e-07,2.2739740757060645e-08
1936,1.830831877214223e-07,2.182448710641438e-08
1937,2.1027167917964107e-07,1.3850230184964119e-08
1938,1.5169301548212388e-07,1.9447821131279852e-08
1939,1.5599931657561683e-07,1.988226649984881e-08
1940,1.6229010668666888e-07,1.2678914806940611e-08
1941,2.4202321924349235e-07,2.6563522936839945e-08
1942,2.2453167503044824e-07,2.730790527039062e-08
1943,1.6258117341294565e-07,2.6129116648121453e-08
1944,1.5101974781828176e-07,4.4984606262232774e-08
1945,2.330999393507227e-07,4.357008265287732e-08
1946,1.8097435372510517e-07,3.062643116891195e-08
1947,1.692763618166282e-07,2.622591699363852e-08
1948,1.6307831174344756e-07,1.7395020091015567e-08
1949,1.3351130689898127e-07,2.7487622844546422e-08
1950,1.5527628249856207e-07,1.3825970146541522e-08
1951,1.9616979329839523e-07,2.0256663901818683e-08
1952,1.1704732116868399e-07,1.0544804140977249e-08
1953,1.1635733443426943e-07,1.7238124039309355e-08
1954,1.7101937999086658e-07,2.1499578783945594e-08
1955,1.2952138206401287e-07,3.003394510869839e-08
1956,1.203517570047552e-07,2.703553914074064e-08
1957,1.1662249477240039e-07,2.738861759610245e-08
1958,1.04230267083949e-07,2.2335056470978998e-08
1959,1.17036293545425e-07,1.007597205671118e-08
1960,9.412333668024075e-08,1.6609999209382664e-08
1961,9.935867950616739e-08,1.945484573440126e-08
1962,1.0781325698872024e-07,2.0294259828190775e-08
1963,8.858492606123036e-08,2.1984580267364606e-08
1964,1.1133661814710649e-07,1.6426714211092985e-08
1965,8.91943088277003e-08,1.9699355480184977e-08
1966,1.0524242100018455e-07,1.9940669115925402e-08
1967,1.0107187620178593e-07,1.5284040699725665e-08
1968,9.072660134279431e-08,2.9194202388893586e-08
1969,1.3489020034285204e-07,2.1800437427499375e-08
1970,1.131286353484029e-07,2.529298837039562e-08
1971,7.193756346168811e-08,2.0039749748512747e-08
1972,8.31083823982226e-08,2.0007572487656944e-08
1973,7.112032562872628e-08,1.2129048099218664e-08
1974,5.738083075357281e-08,1.6314158246544253e-08
1975,4.226495420311949e-08,1.1994108817248161e-08
1976,7.313314398516013e-08,1.8283285552200823e-08
1977,6.111853423362845e-08,1.1753563899929986e-08
1978,5.702967698084649e-08,1.3663359665905261e-08
1979,5.793453539126858e-08,2.1652301729346846e-08
1980,5.173487238607777e-08,1.4212876320307544e-08
1981,5.8827609450418095e-08,1.0753433921095734e-08
1982,5.524676893742253e-08,2.2347008243883693e-08
1983,4.925946583966834e-08,2.462973203165575e-08
1984,5.799008562235031e-08,2.3196033538397387e-08
1985,4.331201708396293e-08,1.804667348892508e-08
1986,3.6566362382473017e-08,1.7384007122700496e-08
1987,3.972030881982391e-08,1.2221633927111952e-08
1988,4.4374498742172364e-08,2.7584148298842592e-08
1989,3.7319232149002346e-08,1.481792966107065e-08
1990,3.596109721115681e-08,1.0352437129768077e-08
1991,3.985796226402272e-08,1.6412102177287835e-08
1992,3.361066092111287e-08,1.708082614237938e-08
1993,4.708326173386013e-08,1.606370192419604e-08
1994,3.6924486579437144e-08,1.6352272202979634e-08
1995,3.416144167545099e-08,1.0844901865425527e-08
1996,2.1886178203089912e-08,1.7615704006601618e-08
1997,3.6920688728514506e-08,1.9659067485022774e-08
1998,4.052909829965756e-08,2.1456580956424887e-08
1999,4.661605146338843e-08,1.3710603319339043e-08
2000,3.180982588446568e-08,2.1648354553427396e-08
2001,3.28590878950763e-08,1.2267392601739147e-08
2002,4.030723843584383e-08,1.6648642464645036e-08
2003,3.83356919542166e-08,1.5000922726216004e-08
2004,2.7750184372621334e-08,1.4535811498905815e-08
2005,3.963299732845371e-08,1.6663873392275264e-08
2006,3.8296377624646993e-08,2.5530917824312382e-08
2007,4.47381687251891e-08,2.236908580588448e-08
2008,3.5762493411084506e-08,1.660401449665727e-08
2009,4.3867370180805665e-08,2.0980047477081598e-08
2010,3.023227534981743e-08,1.7005655106316908e-08
2011,4.3210881983668514e-08,2.3326229781073238e-08
2012,5.310634065835984e-08,1.838296409539808e-08
2013,6.917029793385154e-08,2.0360612529302102e-08
2014,6.36640891116258e-08,2.5119164082099132e-08
2015,1.1215871609238093e-07,2.3052383835153734e-08
2016,1.3153008637800667e-07,2.962016260044109e-08
2017,4.402319930818521e-08,1.6351473647313597e-08
2018,9.938646883256297e-08,1.8844706517473497e-08
2019,9.081516338937945e-08,2.3469087451211124e-08
