year,pourrions_VERB approcher_VERB,pourrions_VERB rapprocher_VERB
1800,0.0,0.0
1801,4.7623651688866175e-09,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,2.8469551160981155e-09
1808,0.0,1.3596443970698147e-08
1809,0.0,0.0
1810,4.680253518074551e-09,0.0
1811,0.0,0.0
1812,0.0,1.600324850414836e-08
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,6.227493631882908e-09,0.0
1818,0.0,0.0
1819,1.7596784473994376e-08,0.0
1820,1.1866481131050932e-09,0.0
1821,5.9168927535324656e-09,0.0
1822,8.02049271442229e-09,0.0
1823,0.0,0.0
1824,1.6842225392110777e-09,1.6842225392110777e-09
1825,4.4027217427355936e-09,0.0
1826,2.642395191543301e-09,0.0
1827,1.8434546111834038e-09,0.0
1828,2.7516904310687096e-09,5.503380862137419e-09
1829,3.429270423183084e-09,8.573175946935407e-09
1830,2.0873671680021744e-09,3.1310507520032616e-09
1831,1.5591206103948707e-09,0.0
1832,0.0,4.058990921151917e-09
1833,0.0,1.1583628500844156e-09
1834,9.334530925997342e-10,9.334531370086552e-09
1835,7.563087933704082e-10,0.0
1836,6.720750067579218e-10,6.048674894287842e-09
1837,0.0,4.87052354003481e-09
1838,1.8936485712828244e-09,5.680945491803868e-09
1839,1.4682098203877558e-08,8.38977065598101e-09
1840,0.0,2.5478754661634184e-09
1841,1.2841097074556274e-09,5.1364388298225094e-09
1842,0.0,8.049918065466954e-09
1843,2.3627644285539873e-09,7.088293507706567e-09
1844,9.330554107123135e-09,5.488561272137815e-10
1845,0.0,2.7901139176833567e-09
1846,0.0,7.025401593807601e-09
1847,0.0,7.550513103637968e-09
1848,0.0,8.045221711050488e-10
1849,8.379414939696517e-10,6.703531951757213e-09
1850,0.0,0.0
1851,1.0319102017319892e-08,2.579775504329973e-09
1852,0.0,6.510545436100301e-09
1853,0.0,2.388772735173461e-09
1854,0.0,6.234797567117312e-09
1855,0.0,7.960405667972736e-09
1856,0.0,3.1063134287023786e-09
1857,0.0,2.4407544874094356e-09
1858,4.893676019968041e-10,4.893676019968041e-10
1859,0.0,1.5276520048956854e-09
1860,1.8308735638683515e-09,0.0
1861,0.0,4.715963730639317e-10
1862,0.0,4.066187830886747e-09
1863,4.994620828036034e-10,0.0
1864,0.0,1.9178911792039344e-09
1865,0.0,7.530950973944073e-09
1866,0.0,8.75810357570117e-09
1867,4.85281148598915e-10,7.76449837758264e-09
1868,0.0,1.975949626142892e-09
1869,0.0,2.441759683335931e-09
1870,0.0,0.0
1871,0.0,1.4869648623516696e-08
1872,0.0,2.2979889990892843e-08
1873,5.986004469882289e-10,1.6760813181804224e-08
1874,0.0,1.3741600746186577e-08
1875,5.721527140956084e-10,2.2886108563824337e-09
1876,0.0,4.836811839936672e-09
1877,1.8554447978047506e-09,1.8554447978047506e-09
1878,6.039088673581716e-10,9.058632954861423e-09
1879,0.0,6.109325489944695e-09
1880,1.2835692508872398e-09,1.0910338410496934e-08
1881,0.0,4.8807553554297556e-09
1882,0.0,1.3976308999019693e-08
1883,0.0,1.0110942305630033e-08
1884,0.0,1.2543224237049344e-08
1885,0.0,1.0957580620640783e-08
1886,0.0,4.5174246565693466e-09
1887,3.264462256069578e-09,3.9173548849191775e-09
1888,6.340614699951175e-10,6.340614699951175e-09
1889,1.8795409673089125e-09,6.891650361495749e-09
1890,0.0,4.5880703680722945e-09
1891,0.0,4.461953917456185e-09
1892,6.268512375839919e-10,1.8805537127519756e-09
1893,0.0,2.463366621796581e-09
1894,0.0,1.2603078580752936e-08
1895,0.0,4.213029924926559e-09
1896,5.89702897624278e-10,8.845543852942228e-09
1897,1.7480140668268973e-09,4.078699600285063e-09
1898,2.8291773368493978e-09,1.6975064687230201e-09
1899,0.0,1.1607914629507832e-08
1900,0.0,4.671947717582725e-09
1901,5.588738916095792e-10,4.470991132876634e-09
1902,0.0,6.874397495693074e-09
1903,5.400220270956879e-10,5.400220270956879e-10
1904,0.0,1.6123875568041512e-09
1905,0.0,7.2250627702885595e-09
1906,0.0,6.173021205313489e-09
1907,0.0,7.199980611716228e-09
1908,0.0,7.858222517143076e-09
1909,1.1001967115120692e-09,4.400786846048277e-09
1910,5.344150677544235e-10,4.809735720812114e-09
1911,5.320374141248863e-10,8.51259862599818e-09
1912,5.209421227725386e-10,4.688478938419394e-09
1913,0.0,6.363587878865928e-09
1914,0.0,5.357394972094198e-09
1915,0.0,1.1780761921542648e-09
1916,5.493730803607377e-09,3.2962386153911893e-09
1917,0.0,3.289927441585405e-09
1918,6.89182577673364e-09,1.8378202071289707e-08
1919,9.207848372660976e-10,1.8415696745321952e-09
1920,7.572231730534895e-10,1.514446346106979e-09
1921,0.0,1.5145494858259667e-09
1922,0.0,2.2133805899215986e-09
1923,0.0,8.492758496458919e-09
1924,0.0,9.02413699321869e-09
1925,0.0,1.3197813508725176e-08
1926,0.0,5.57306911730393e-09
1927,2.2298449753321847e-09,3.3447675740205796e-09
1928,1.1426041224282812e-09,4.570416489713125e-09
1929,0.0,7.798284684668033e-09
1930,0.0,3.1510811737689437e-09
1931,3.4216069977333063e-09,5.7026783295555106e-09
1932,0.0,2.1919073223131136e-09
1933,2.2941324395731044e-09,1.261772819560747e-08
1934,0.0,1.1981580172459871e-08
1935,0.0,1.4361940969820353e-08
1936,1.2124714565686645e-09,7.274828739411987e-09
1937,0.0,1.2591118370153254e-08
1938,0.0,0.0
1939,0.0,1.070583532936098e-08
1940,2.5357829169792012e-09,1.7750480196809804e-08
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,0.0,0.0
1943,0.0,1.1612940831184915e-08
1944,0.0,0.0
1945,2.178504043826024e-09,2.178504043826024e-09
1946,0.0,2.7842208538686464e-09
1947,1.1920870957027319e-09,3.5762612871081956e-09
1948,0.0,0.0
1949,0.0,9.817008317369869e-10
1950,0.0,7.444753258312176e-09
1951,2.1322803522849654e-09,3.1984206394497505e-09
1952,1.0544803918932644e-09,1.1599284199803606e-08
1953,0.0,2.2625037843226892e-08
1954,0.0,1.9545072227344917e-09
1955,5.631364707880948e-09,4.6928039232341234e-09
1956,2.616342476002842e-09,6.104799332717903e-09
1957,4.417518795207798e-09,9.718541527092839e-09
1958,8.272243445794913e-10,3.3088973783179654e-09
1959,7.750747821333448e-10,6.200598257066758e-09
1960,0.0,1.1765417085030094e-08
1961,3.47407969059077e-09,1.042223907177231e-08
1962,6.341956404476434e-10,1.2683912808952869e-09
1963,0.0,5.1728425987107585e-09
1964,3.041984220075733e-09,1.8251904432275978e-09
1965,4.924839203113152e-09,9.302473458205895e-09
1966,5.539074754423723e-10,6.6468897053084675e-09
1967,1.4791006197611978e-09,6.902469706915326e-09
1968,1.3474247273492779e-09,2.245707841908029e-09
1969,9.083515606356229e-10,2.7250546263957176e-09
1970,0.0,8.277704743875347e-09
1971,1.0276794970565106e-09,4.624557625731995e-09
1972,1.0260293725750103e-09,5.643161493651405e-09
1973,5.513203782392395e-10,4.9618833486420044e-09
1974,0.0,9.00091468025721e-09
1975,2.2845920710778955e-09,1.1422960355389478e-08
1976,0.0,5.713526984862938e-09
1977,5.876781838942691e-10,8.22749424145286e-09
1978,5.940591352171509e-10,6.534650598410963e-09
1979,4.681578680276743e-09,8.777959692451986e-09
1980,5.685150683554241e-10,6.822181042309694e-09
1981,1.2651099057237047e-09,1.0753434587229549e-08
1982,2.483000915987077e-09,4.345251713999687e-09
1983,0.0,6.315316269933646e-09
1984,0.0,5.799008384599347e-09
1985,1.2031116103372597e-09,8.421781494405423e-09
1986,0.0,7.1933827783254856e-09
1987,1.2221633705067347e-09,7.944062296871834e-09
1988,0.0,4.797243047249822e-09
1989,2.1952488715726304e-09,3.2928733073589456e-09
1990,0.0,2.724325431913144e-09
1991,2.344586080837985e-09,5.2753188484189195e-09
1992,5.509944167592096e-10,7.713921945651236e-09
1993,5.539207426075166e-10,4.4313659408601325e-09
1994,0.0,4.2199412852994556e-09
1995,1.626735190995987e-09,1.626735190995987e-09
1996,1.6014276571496566e-09,1.0676184380997711e-08
1997,4.794894259418925e-09,3.835915585170824e-09
1998,4.768129224785866e-10,6.198567881199324e-09
1999,4.570201161957499e-10,6.398281460207045e-09
2000,4.4180314962005696e-10,8.394259509714175e-09
2001,8.762423564512289e-10,1.621048362210331e-08
2002,1.3143663935011318e-09,7.886198361006791e-09
2003,4.1669229178253886e-10,6.250384210204629e-09
2004,0.0,7.047666006343434e-09
2005,1.8014998381943315e-09,1.0358624180639708e-08
2006,4.1178899179428186e-10,9.059357708451898e-09
2007,3.994479469415779e-10,7.589511241690161e-09
2008,1.7029758714315335e-09,5.108927503272298e-09
2009,4.76819250749827e-10,1.1443662017995848e-08
2010,1.8895172093635892e-09,1.2281861749841028e-08
2011,1.529588788962144e-09,5.353560705856353e-09
2012,1.7021263287730903e-09,3.4042526575461807e-09
2013,2.2313000336282585e-09,3.904775169871755e-09
2014,8.661780737106994e-10,4.114345752981308e-09
2015,1.10828768384863e-09,2.438232948875907e-09
2016,1.86420612280358e-09,5.3854840587064245e-09
2017,7.54683426862357e-10,5.0312225496895735e-09
2018,1.5488800242380307e-09,3.614053500911041e-09
2019,1.53059265262101e-09,4.591778068885333e-09
