year,moins_ADV emporté_VERB,moins_ADV remporté_VERB
1894,3.276800342177921e-08,2.520615716150587e-09
1895,2.5278181325916194e-08,1.2037228991346183e-09
1896,3.656158042986135e-08,4.1279202278587945e-09
1897,1.981082675683865e-08,5.826713556089658e-10
1898,3.1120951149432585e-08,5.6583548957434e-10
1899,1.6029977345510815e-08,1.6582735185011188e-09
1900,1.142031713641245e-08,5.710158568206225e-09
1901,1.620734302321125e-08,6.147612641171918e-09
1902,8.838511256215043e-09,2.455141867585553e-09
1903,8.100330184390714e-09,2.7001101354784396e-09
1904,2.8485512615361586e-08,1.6123875568041512e-09
1905,1.9610883583709438e-08,2.580379465655369e-09
1906,1.6975808647679003e-08,2.572092316910357e-09
1907,1.491424583832668e-08,6.685696440911215e-09
1908,1.4734167663732478e-08,2.9468334439286537e-09
1909,2.1453836041018803e-08,4.400786846048277e-09
1910,3.794347025465328e-08,3.740905363258662e-09
1911,9.576673676292558e-09,9.576673676292558e-09
1912,7.293189607793238e-09,4.688478938419394e-09
1913,1.2196876841841231e-08,4.242391771214216e-09
1914,1.5402511266415786e-08,2.0090231700464756e-09
1915,2.3561523843085297e-09,9.424609537234119e-09
1916,2.197492321442951e-08,5.493730803607377e-09
1917,1.0966424213165737e-08,8.773139548168274e-09
1918,1.8378202071289707e-08,4.594550517822427e-09
1919,1.4732557396257562e-08,0.0
1920,1.1358347151713133e-08,0.0
1921,6.815472630705699e-09,7.572747429129834e-10
1922,2.3609393551282665e-08,8.853522359686394e-09
1923,2.1231895797058087e-08,4.246379248229459e-09
1924,1.4180787211159895e-08,0.0
1925,1.4297631523163545e-08,0.0
1926,1.3375366592072169e-08,0.0
1927,8.919379901328739e-09,0.0
1928,1.2568645679778001e-08,0.0
1929,6.684243825105796e-09,2.2280812750352652e-09
1930,2.520864939015155e-08,7.352522590764465e-09
1931,1.3686427990933225e-08,1.1405356659111021e-09
1932,1.4247397928102146e-08,3.287861094491973e-09
1933,1.2617728861741284e-08,6.882397318719313e-09
1934,8.38710612072191e-09,3.5944740517379614e-09
1935,9.574627313213568e-09,0.0
1936,1.33371855781661e-08,1.2124714565686645e-09
1937,1.0072894296442314e-08,2.5182236296217297e-09
1938,3.8895642262559704e-09,0.0
1939,9.176430282309411e-09,4.588215141154706e-09
1940,2.5357829169792012e-09,0.0
1941,1.7709016475464523e-08,5.9030051957620344e-09
1942,6.068423541449874e-09,3.034211770724937e-09
1943,2.322588166236983e-08,5.806470415592457e-09
1944,2.2492303131116387e-08,6.4263723231761105e-09
1945,6.535512131478072e-09,0.0
1946,2.7842208538686464e-09,6.960552134671616e-09
1947,5.960435700558264e-09,3.5762612871081956e-09
1948,1.522064252412747e-08,0.0
1949,3.926803215925645e-09,3.9268033269479474e-09
1950,3.190608444114673e-09,2.1270722960764488e-09
1951,2.0256663901818683e-08,8.529121409139861e-09
1952,7.381362632230548e-09,1.0544803918932644e-09
1953,1.0773827163745864e-08,3.232148326759443e-09
1954,2.9317608341017376e-09,8.795282724349818e-09
1955,2.815682353940474e-09,9.385607846468247e-10
1956,9.593255301254544e-09,3.488456634670456e-09
1957,8.835037590415595e-09,7.951533653738352e-09
1958,8.272243334772611e-09,1.6544486891589827e-09
1959,1.9376869220266713e-08,0.0
1960,8.997083078554624e-09,4.844583401109048e-09
1961,2.084447814354462e-08,6.948159270159238e-10
1962,1.585489073363533e-08,2.5367825617905737e-09
1963,1.4225316924409981e-08,6.466053248388448e-10
1964,1.3384730657151067e-08,4.258777774879263e-09
1965,1.1491291473930687e-08,5.47204326295514e-09
1966,4.985167390003653e-09,4.431259803538978e-09
1967,1.3311906243984595e-08,2.465167847631733e-09
1968,1.3474247911871018e-08,2.6948494546985557e-09
1969,9.537691525451919e-09,3.1792304344691047e-09
1970,9.657322941336588e-09,3.219107425067591e-09
1971,1.181831454921678e-08,1.541519245584766e-09
1972,4.104117490300041e-09,6.156176013405457e-09
1973,9.92376719688437e-09,2.7566018356850464e-09
1974,7.875800234202757e-09,2.812785782069227e-09
1975,7.4249242310031605e-09,6.8537762132336866e-09
1976,5.142174241967723e-09,5.713526984862938e-09
1977,4.11374712072643e-09,2.3507127355770763e-09
1978,1.0693064433908717e-08,4.752473081737207e-09
1979,7.022368020415115e-09,0.0
1980,5.68515062804309e-09,5.685150683554241e-10
1981,3.795329828193417e-09,5.060439622894819e-09
1982,1.1173503899897241e-08,2.483000915987077e-09
1983,6.94684787472255e-09,3.157658134966823e-09
1984,1.0438215014563212e-08,1.1598016991243298e-09
1985,8.421781161338515e-09,3.0077789148208467e-09
1986,7.193382445258578e-09,2.3977941854269602e-09
1987,4.888653482026939e-09,6.110816852533674e-10
1988,1.079379691182325e-08,4.197587610832443e-09
1989,4.939309850016116e-09,3.841685636274406e-09
1990,1.5256222951620657e-08,5.44865097484859e-10
1991,7.033758464558559e-09,6.4476117778156095e-09
1992,1.3223866057732181e-08,5.509944167592096e-10
1993,6.647048800267896e-09,5.539207426075166e-10
1994,5.802419378309054e-09,0.0
1995,5.4224509327127635e-09,3.795715741716776e-09
1996,7.473328622609188e-09,1.6014276571496566e-09
1997,4.794894259418925e-09,0.0
1998,6.198567992221626e-09,4.768129224785866e-10
1999,1.1882523326400829e-08,4.570201161957499e-10
2000,4.859834756842929e-09,2.6508188977203417e-09
2001,8.324302136486494e-09,3.066848330846028e-09
2002,5.257465574004527e-09,0.0
2003,1.0417307017007715e-08,1.2500769308587678e-09
2004,4.404791198453495e-09,8.809582507929292e-10
2005,8.106749160852189e-09,4.5037495954858286e-10
2006,9.882935803062765e-09,1.2353669198716943e-09
2007,9.986198895584053e-09,2.3966877371606188e-09
2008,8.089135583588813e-09,8.514879357157668e-10
2009,1.2397300963584712e-08,3.337734755248789e-09
2010,1.1337103256181535e-08,1.4171379625338432e-09
2011,7.647943611743813e-09,2.2943831279320648e-09
2012,9.19148274158843e-09,3.744677901096338e-09
2013,1.059867482666732e-08,2.7891249310130206e-09
2014,1.277612682315521e-08,1.2992671383216248e-09
2015,1.2634479601425497e-08,1.5516027351836215e-09
2016,1.5535050718051835e-08,3.72841224560716e-09
2017,8.301517695485927e-09,3.2702947017071438e-09
2018,9.809573542352013e-09,2.323319980845895e-09
2019,9.183556137770665e-09,1.53059265262101e-09
