year,vous_PRON habillez_VERB,vous_PRON rhabillez_VERB
1968,2.470278726018904e-08,1.7965663401398047e-09
1969,1.4079449495163487e-08,0.0
1970,1.5175792539290356e-08,0.0
1971,2.1581268994097513e-08,5.138397485282553e-10
1972,1.7955513964551528e-08,5.130146862875051e-10
1973,1.8744892527067236e-08,0.0
1974,2.1377172254588572e-08,1.1251143350321513e-09
1975,2.3988216746317903e-08,5.711480177694739e-10
1976,2.51395184669434e-08,5.713526873840635e-10
1977,1.3516598507123945e-08,4.11374712072643e-09
1978,2.4356424432880885e-08,5.940591352171509e-10
1979,2.4578287183274483e-08,5.851973350345929e-10
1980,1.591842169190727e-08,1.1370301367108482e-09
1981,2.4037087875683483e-08,1.2651099057237047e-09
1982,1.9864007771985825e-08,0.0
1983,1.831441609478901e-08,6.315316047889041e-10
1984,2.0296530678365343e-08,1.739702604197646e-09
1985,2.6468455871508922e-08,0.0
1986,2.4577391011249006e-08,0.0
1987,1.588812414965446e-08,1.2221633705067347e-09
1988,3.058242370457265e-08,1.1993107618124554e-09
1989,2.195248938186012e-08,0.0
1990,1.743568234235937e-08,0.0
1991,2.6376593353916178e-08,5.861465202094962e-10
1992,2.038679319804615e-08,2.2039776670368383e-09
1993,2.381859270927933e-08,1.661762283333701e-09
1994,1.4769794054458885e-08,5.274926606624319e-10
1995,2.440102847556247e-08,5.422450821690461e-10
1996,2.2953795753011264e-08,0.0
1997,1.5823152565985765e-08,0.0
1998,1.5258013186247865e-08,9.536258449571733e-10
1999,1.690974471557638e-08,0.0
2000,1.3695897749244068e-08,8.836062992401139e-10
2001,2.1906059410881085e-08,0.0
2002,1.7524885320696626e-08,0.0
2003,2.083461492219385e-08,0.0
2004,1.585724818120582e-08,4.404791253964646e-10
2005,1.8465372675358083e-08,0.0
2006,2.7178074013534115e-08,2.8825228870488218e-09
2007,3.0358043190403805e-08,7.988958938831558e-10
2008,3.916844582008139e-08,3.405951742863067e-09
2009,4.2913733233618245e-08,2.860915504498962e-09
2010,4.440365541924507e-08,1.4171379625338432e-09
2011,6.309554023697928e-08,3.4415748029203996e-09
2012,6.263825147456714e-08,1.7021263287730903e-09
2013,6.944921682183747e-08,3.6258624991347688e-09
2014,6.647916683810706e-08,6.712880029624557e-09
2015,5.6744329013369565e-08,3.768178213903184e-09
2016,7.125409418051731e-08,1.86420612280358e-09
2017,6.867618829176081e-08,5.7859059765519305e-09
2018,5.8341146802476374e-08,3.872199894061623e-09
2019,6.913176964218337e-08,4.08158040698936e-09
