year,vous_PRON habillez_VERB,vous_PRON rhabillez_VERB
1800,3.144164484325529e-09,0.0
1801,1.4287095950749062e-08,0.0
1802,2.2378401354217203e-09,0.0
1803,5.265916058760922e-08,0.0
1804,9.887403784603066e-09,0.0
1805,3.1271653710973624e-08,0.0
1806,1.4408345627714425e-08,0.0
1807,1.4234775136401367e-08,0.0
1808,1.8128591960930862e-08,0.0
1809,9.036122072814123e-09,0.0
1810,1.8721014072298203e-08,0.0
1811,1.0028306629550343e-08,0.0
1812,1.8670458068470452e-08,0.0
1813,0.0,0.0
1814,1.5733385705374303e-08,0.0
1815,2.966945977789237e-08,0.0
1816,4.6352077731626196e-09,0.0
1817,2.9580594862466114e-08,0.0
1818,7.152706427149269e-09,0.0
1819,2.4842520929269085e-08,0.0
1820,3.085285271708926e-08,0.0
1821,2.6626018723163725e-08,0.0
1822,5.714601059025881e-08,0.0
1823,7.214361374963119e-08,0.0
1824,1.9368560089105813e-08,0.0
1825,1.584979791857677e-08,0.0
1826,2.906634755106552e-08,0.0
1827,1.2904182056239222e-08,0.0
1828,3.3020285172824515e-08,0.0
1829,1.8003669499666586e-08,0.0
1830,2.609209004411639e-08,0.0
1831,3.274153304033689e-08,0.0
1832,3.653091618094351e-08,0.0
1833,5.791814428057762e-08,0.0
1834,1.6802156110884425e-08,0.0
1835,1.739510224751939e-08,0.0
1836,1.5457725766054864e-08,0.0
1837,1.2524203674146861e-08,0.0
1838,2.146135025249407e-08,0.0
1839,4.47454411300896e-08,0.0
1840,1.1465439708757685e-08,0.0
1841,1.1556987367100646e-08,0.0
1842,4.024959032733477e-08,0.0
1843,2.5990408047960045e-08,0.0
1844,2.0856533611279815e-08,0.0
1845,2.120486702894553e-08,0.0
1846,2.693070544346199e-08,0.0
1847,1.240441438454809e-08,0.0
1848,2.413566541070722e-08,0.0
1849,1.508294689145373e-08,0.0
1850,2.4440385715251978e-08,0.0
1851,1.7413484876271923e-08,0.0
1852,1.8880581320601664e-08,0.0
1853,1.970737484313645e-08,0.0
1854,2.0263091204952843e-08,5.195664454227256e-10
1855,2.5473298137512757e-08,0.0
1856,2.4850508650864356e-08,2.0708756931497874e-09
1857,1.8061584228235006e-08,0.0
1858,3.327699626964886e-08,0.0
1859,3.411756033244728e-08,0.0
1860,2.4259074915544687e-08,0.0
1861,2.499460782789953e-08,0.0
1862,1.626475132354699e-08,0.0
1863,1.048870412745373e-08,0.0
1864,1.821996631345968e-08,0.0
1865,2.9182435634655945e-08,0.0
1866,2.919367736442524e-08,0.0
1867,1.9896527092555516e-08,4.367530337390235e-09
1868,1.778354663528603e-08,0.0
1869,3.125452163743603e-08,1.4650557433881772e-09
1870,2.8096838633473453e-08,0.0
1871,2.442870705721134e-08,0.0
1872,2.4189357850090687e-08,0.0
1873,1.616221290134945e-08,0.0
1874,3.2860349552521484e-08,0.0
1875,2.2313955128083762e-08,0.0
1876,1.632424040387548e-08,1.813804439976252e-09
1877,1.4225076894192057e-08,0.0
1878,1.6305540029293297e-08,0.0
1879,1.832797580370027e-08,0.0
1880,8.984984978255284e-09,0.0
1881,2.6495528548942104e-08,0.0
1882,3.593907904608784e-08,0.0
1883,1.4534479397809719e-08,0.0
1884,1.650424241717019e-08,6.601696966868076e-10
1885,1.9981470755769948e-08,0.0
1886,7.744156815814307e-09,6.453463874400711e-10
1887,1.6322312390570914e-08,1.3057849246322917e-09
1888,1.2681229177857745e-08,0.0
1889,1.8168895721260014e-08,0.0
1890,1.245333464128251e-08,0.0
1891,1.6572972327821844e-08,6.374220040683554e-10
1892,1.817868522380195e-08,0.0
1893,1.23168328869383e-08,6.158416554491453e-10
1894,2.079507943619774e-08,0.0
1895,1.1435367319734269e-08,6.018614495673091e-10
1896,9.435246361988447e-09,0.0
1897,1.3984112201548271e-08,0.0
1898,1.98042420240796e-08,5.6583548957434e-10
1899,9.39688327150634e-09,1.6582735185011188e-09
1900,1.7130474705417953e-08,0.0
1901,1.229522550438844e-08,0.0
1902,8.838510812125833e-09,0.0
1903,2.052083791781456e-08,0.0
1904,1.8811188162715098e-08,0.0
1905,1.1353670004154992e-08,0.0
1906,1.594697174311932e-08,5.144184522798412e-10
1907,1.1828539925318182e-08,0.0
1908,1.0313916609661078e-08,1.4734167219643268e-09
1909,9.901770070541716e-09,1.1001967115120692e-09
1910,2.137660271017694e-08,0.0
1911,2.128149700908466e-08,0.0
1912,1.0418842122383865e-08,1.0418842455450772e-09
1913,2.3333155407812e-08,0.0
1914,8.705766774141921e-09,0.0
1915,4.712304657594757e-09,0.0
1916,2.4172416956957932e-08,0.0
1917,3.5092558192673096e-08,1.0966424435210342e-09
1918,3.101321599530138e-08,0.0
1919,2.6702760003161075e-08,0.0
1920,2.4231141537711665e-08,0.0
1921,2.877644078580488e-08,0.0
1922,1.4018077088007175e-08,0.0
1923,2.229349149729387e-08,0.0
1924,3.738571008327085e-08,0.0
1925,2.5295808780967377e-08,1.0998177923937646e-09
1926,2.7865345586519652e-08,0.0
1927,3.3447674407938166e-08,0.0
1928,3.7705935262977164e-08,0.0
1929,1.7824650200282122e-08,0.0
1930,1.470504518152893e-08,0.0
1931,7.983749661377715e-09,1.1405356659111021e-09
1932,1.6439305028370654e-08,2.1919073223131136e-09
1933,1.1470662419910127e-08,0.0
1934,2.036868629318178e-08,1.1981580172459871e-09
1935,1.4361940969820353e-08,0.0
1936,1.4549657478823974e-08,0.0
1937,1.1332006444320086e-08,1.2591118148108649e-09
1938,1.4261735792331365e-08,0.0
1939,1.3764645423464117e-08,0.0
1940,2.028626333583361e-08,0.0
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,1.517105907566929e-08,0.0
1943,8.709705845433291e-09,0.0
1944,1.927911696952833e-08,0.0
1945,5.2284097051824574e-08,0.0
1946,3.062643116891195e-08,1.3921104269343232e-09
1947,2.5033829231801974e-08,0.0
1948,2.5005341575123907e-08,1.0871887834440486e-09
1949,1.47255123650325e-08,0.0
1950,2.4461330738745346e-08,2.1270722960764488e-09
1951,1.9190522504430874e-08,0.0
1952,6.326882351359586e-09,1.0544803918932644e-09
1953,2.370242058180594e-08,0.0
1954,1.759056522665503e-08,0.0
1955,2.2525458387434583e-08,1.8771215692936494e-09
1956,4.186147828377784e-08,0.0
1957,1.2369053170591116e-08,1.7670075402875796e-09
1958,2.3162280982091943e-08,0.0
1959,2.325224279786653e-08,0.0
1960,1.9378333604436193e-08,1.3841666701708277e-09
1961,1.459113452284555e-08,4.16889545107324e-09
1962,1.648908676266103e-08,6.341956404476434e-10
1963,4.267594988505152e-08,6.466053248388448e-10
1964,1.8251904765342886e-08,6.083968329129164e-10
1965,2.2435378443930176e-08,1.0944086747954884e-09
1966,2.9357096309468034e-08,5.539074754423723e-10
1967,1.8735275553183328e-08,9.860671168482327e-10
