year,pouvais_VERB envoyer_VERB,pouvais_VERB renvoyer_VERB
2000,3.092622158362701e-09,0.0
2001,5.257454027685071e-09,8.762423564512289e-10
2002,8.76244299341522e-10,1.3143663935011318e-09
2003,5.000307723435071e-09,0.0
2004,3.523833003171717e-09,8.809582507929292e-10
2005,6.7556245042510454e-09,4.5037495954858286e-10
2006,5.353256948836815e-09,8.235779835885637e-10
2007,8.38840730210677e-09,3.994479413904628e-09
2008,4.6831836186811415e-09,4.257439734089985e-09
2009,9.53638501499654e-09,1.907277002999308e-09
2010,7.558068837454357e-09,4.723793023408973e-10
2011,1.0707121411712706e-08,1.529588788962144e-09
2012,1.191488419038933e-08,1.7021263287730903e-09
2013,1.3945625099154313e-08,1.9523875849358774e-09
2014,1.6024294779981574e-08,1.9489005964601347e-09
2015,1.0417904761084174e-08,3.32486305154589e-09
2016,1.3877977877996273e-08,1.0356699942093428e-09
2017,1.4338984222206363e-08,7.54683426862357e-10
2018,1.4972506789945328e-08,3.614053500911041e-09
2019,1.2754938438774843e-08,2.5509878653906526e-09
