year,les_DET oies_NOUN,les_DET rois_NOUN
1953,3.8247087186249473e-07,7.563226830598069e-06
1954,4.3780963210338086e-07,7.847346722655857e-06
1955,3.144178606362402e-07,7.275723220345753e-06
1956,3.1657744337110216e-07,7.710361302315505e-06
1957,3.454499761801344e-07,7.3816740666643454e-06
1958,4.309838868010729e-07,7.29446409764023e-06
1959,6.960171283765249e-07,7.549228385528295e-06
1960,4.429333402278246e-07,7.073783677924439e-06
1961,4.2383771337028975e-07,9.769806752046861e-06
1962,3.640283017247725e-07,8.38787133261576e-06
1963,3.633921794587991e-07,8.275255069634113e-06
1964,3.814648197320025e-07,9.507417516374517e-06
1965,3.2175616215823766e-07,9.034343776193055e-06
1966,3.5505469142549373e-07,9.502282892981384e-06
1967,3.3033247959224354e-07,9.570767332434116e-06
1968,3.876091891896749e-07,9.65789155316088e-06
1969,5.173062227470382e-07,9.10667843356805e-06
1970,3.3386743991670187e-07,8.298859114574952e-06
1971,3.2834358609790115e-07,8.002540184293139e-06
1972,3.303814661848037e-07,7.827065005017175e-06
1973,2.84481314949403e-07,7.512291588795961e-06
1974,3.200950375870093e-07,7.498324379184851e-06
1975,2.918566441856285e-07,7.238158858058341e-06
1976,2.7653470180410977e-07,6.956218797427027e-06
1977,3.7846475819947045e-07,6.758886868851732e-06
1978,4.829700692710048e-07,7.389501689658573e-06
1979,3.388292570960516e-07,8.021884980280447e-06
1980,3.54753392883822e-07,6.750548010359125e-06
1981,3.554958780682682e-07,6.5165809957079546e-06
1982,3.401711134998209e-07,7.260294523803168e-06
1983,3.5555230404327176e-07,6.2142710817170155e-06
1984,3.815747575686146e-07,6.928075237055964e-06
1985,3.332619105123058e-07,6.877587367171145e-06
1986,3.2909725256047295e-07,6.811533694417449e-06
1987,3.7337091995937044e-07,6.794006310428813e-06
1988,3.4240321689082975e-07,6.701748475279601e-06
1989,3.1227413765932965e-07,7.334326397767654e-06
1990,3.154768948299136e-07,7.319172937059193e-06
1991,3.950627576188026e-07,7.053687113511842e-06
1992,3.845941041191736e-07,7.17119252158227e-06
1993,3.788817872774075e-07,7.076891478163816e-06
1994,3.8559713733121725e-07,6.870064254371755e-06
1995,3.3185399583857134e-07,6.839879560516238e-06
1996,3.763354907704297e-07,6.719056699466819e-06
1997,4.1331989386605983e-07,7.584084755762888e-06
1998,3.943242976589545e-07,7.25375480215007e-06
1999,3.934943126893131e-07,6.970013615159587e-06
2000,3.088204154622076e-07,7.439523187713348e-06
2001,4.359305627588128e-07,6.977955919751366e-06
2002,4.714194483668166e-07,7.839319579261428e-06
2003,3.7752320558581687e-07,7.052516792782626e-06
2004,3.255140867963746e-07,6.9683798358255444e-06
2005,3.5804809073169963e-07,7.264547946306266e-06
2006,3.446673750850948e-07,7.053533778389465e-06
2007,3.4592192310611836e-07,7.5715356615546625e-06
2008,3.533675041467177e-07,6.759111244036831e-06
2009,4.0672683043752045e-07,7.139414748280615e-06
2010,3.561739898572114e-07,5.880177383232876e-06
2011,7.32673059999911e-07,5.7332811564947406e-06
2012,4.592336786402029e-07,6.084080496293609e-06
2013,5.667502041006856e-07,6.1781906737223835e-06
2014,5.31833337813481e-07,6.822884571988652e-06
2015,5.257716888529274e-07,7.3160287712426e-06
2016,7.146123239820668e-07,8.035349637225409e-06
2017,4.170883656229307e-07,7.3018133406321795e-06
2018,4.773131925261964e-07,5.898909762436233e-06
2019,5.255034762896571e-07,6.877973433461193e-06
