year,voulez_VERB apporter_VERB,voulez_VERB rapporter_VERB
1885,1.2891271383708158e-09,4.511945039809007e-09
1886,5.808117542471791e-09,6.453463874400711e-10
1887,5.876032105334161e-09,0.0
1888,8.242799331981132e-09,0.0
1889,3.759081934617825e-09,6.265136742733546e-10
1890,0.0,6.554386478008212e-10
1891,1.0836173736095134e-08,6.374220040683554e-10
1892,4.387958441043338e-09,0.0
1893,5.542574843531156e-09,3.695050043717174e-09
1894,1.071261657159539e-08,3.780923574225881e-09
1895,1.8055843487019274e-09,0.0
1896,1.7691086373616827e-09,0.0
1897,4.078699600285063e-09,1.7480140668268973e-09
1898,3.3950129374460403e-09,2.26334195829736e-09
1899,3.8693048765026106e-09,5.527578395003729e-10
1900,1.2977633190303095e-08,4.15284251431558e-09
1901,2.235495566438317e-09,0.0
1902,2.455141867585553e-09,0.0
1903,1.6200660812870638e-09,2.7001101354784396e-09
1904,0.0,0.0
1905,5.676835002077496e-09,0.0
1906,3.600929110447737e-09,5.144184522798412e-10
1907,5.65712765521198e-09,0.0
1908,7.858222517143076e-09,4.911389073214423e-10
1909,8.251475058784763e-09,0.0
1910,8.550641084070776e-09,0.0
1911,3.1922244847493175e-09,0.0
1912,6.251305251225858e-09,5.209421227725386e-10
1913,4.772690687104841e-09,5.30298971401777e-10
1914,4.018046340092951e-09,1.3393487430235496e-09
1915,0.0,0.0
1916,1.0987462051303964e-09,0.0
1917,1.0966424435210342e-09,0.0
1918,0.0,0.0
1919,9.207848372660976e-10,0.0
1920,1.514446346106979e-09,1.514446346106979e-09
1921,3.7863738810983705e-09,7.572747429129834e-10
1922,1.4755870969551665e-09,7.377935484775833e-10
1923,4.246379248229459e-09,1.0615948120573648e-09
1924,5.156649773851996e-09,0.0
1925,5.499089184013428e-09,1.0998177923937646e-09
1926,3.343841648018042e-09,0.0
1927,5.574612327308159e-09,1.1149224876660924e-09
1928,2.2852082448565625e-09,3.4278122562625413e-09
1929,2.2280812750352652e-09,2.2280812750352652e-09
1930,4.201441416995522e-09,0.0
1931,2.2810713318222042e-09,0.0
1932,5.4797681947604815e-09,0.0
1933,1.1470662197865522e-09,0.0
1934,2.3963160344919743e-09,2.3963160344919743e-09
1935,2.393656828303392e-09,0.0
1936,2.424942913137329e-09,1.2124714565686645e-09
1937,3.777335333410292e-09,0.0
1938,2.5930428915188486e-09,0.0
1939,6.117620188206274e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,0.0,0.0
1942,0.0,3.034211770724937e-09
1943,0.0,0.0
1944,0.0,3.2131861615880553e-09
1945,0.0,0.0
1946,2.7842208538686464e-09,2.7842208538686464e-09
1947,1.1920870957027319e-09,0.0
1948,4.348755133776194e-09,0.0
1949,7.853606653895895e-09,0.0
1950,6.381216888229346e-09,0.0
1951,3.1984206394497505e-09,0.0
1952,0.0,0.0
1953,1.0773827385790469e-09,0.0
1954,4.886268278880834e-09,0.0
1955,4.6928039232341234e-09,9.385607846468247e-10
1956,8.72114158667614e-10,0.0
1957,0.0,1.7670075402875796e-09
1958,2.4816730892496253e-09,1.6544486891589827e-09
1959,1.007597205671118e-08,1.5501495642666896e-09
1960,6.920833239831836e-09,6.920833350854139e-10
1961,1.3896318540318475e-09,0.0
1962,0.0,1.2683912808952869e-09
1963,2.5864212993553792e-09,0.0
1964,2.4335873316516654e-09,0.0
1965,3.2832261354087677e-09,1.0944086747954884e-09
1966,2.769537488234164e-09,5.539074754423723e-10
1967,4.930335584241163e-10,0.0
1968,5.3896989093971115e-09,0.0
1969,7.72098829315837e-09,1.3625273131978588e-09
1970,6.438214850135182e-09,0.0
1971,2.569198631618974e-09,0.0
1972,1.0260293725750103e-09,0.0
1973,1.0475087464101307e-08,0.0
1974,7.313243344242437e-09,0.0
1975,2.2845920710778955e-09,1.1422960355389478e-09
1976,5.713526984862938e-09,1.142705374768127e-09
1977,5.876781727920388e-09,0.0
1978,3.5643548113029055e-09,0.0
1979,4.096381456264453e-09,0.0
1980,8.527726080842513e-09,0.0
1981,3.795329828193417e-09,0.0
1982,4.345251713999687e-09,0.0
1983,4.4207211225000265e-09,6.315316047889041e-10
1984,1.0438215625185876e-08,0.0
1985,3.609334831011779e-09,0.0
1986,4.7955883708539204e-09,1.1988970927134801e-09
1987,1.8332451112712533e-09,0.0
1988,1.798966087207532e-09,0.0
1989,2.7440609784434855e-09,5.488122178931576e-10
1990,5.44865097484859e-10,0.0
1991,7.033758464558559e-09,0.0
1992,2.2039776670368383e-09,0.0
1993,1.661762283333701e-09,0.0
1994,3.6924485691258724e-09,0.0
1995,7.591431483433553e-09,1.0844901643380922e-09
1996,3.2028553142993132e-09,1.067618438099771e-09
1997,9.58978896292706e-10,4.79489448146353e-10
1998,1.9072516899143466e-09,0.0
1999,2.7421207526856506e-09,4.570201161957499e-10
2000,1.1486881668076876e-08,0.0
2001,3.3735329196815655e-08,0.0
2002,3.198291764761052e-08,0.0
2003,3.166861262116072e-08,4.1669229178253886e-10
2004,3.832168360418109e-08,0.0
2005,5.224349663990324e-08,1.8014998381943315e-09
2006,3.3354908168803377e-08,8.235779835885637e-10
2007,2.5564668604260987e-08,1.1983438685803094e-09
2008,3.15050527888161e-08,3.8316958494988285e-09
2009,2.86091541568112e-08,5.245011536203492e-09
2010,1.7005655550406118e-08,4.723792912386671e-09
2011,1.2236710311697152e-08,6.500752380844688e-09
2012,1.1574459612972987e-08,9.19148224198807e-09
2013,1.1156499724052082e-08,3.3469500504423877e-09
2014,1.0827226226695075e-08,3.897801192920269e-09
2015,9.752931795503628e-09,5.54143841924315e-09
2016,1.0978101983027955e-08,8.492493819289848e-09
2017,1.2578056818313144e-08,3.773417134311785e-09
2018,1.0067719991013746e-08,7.228107001822082e-09
2019,1.0969247732361964e-08,7.90806176098613e-09
