year,avez_VERB enseigné_VERB,avez_VERB renseigné_VERB
2004,1.805964444656638e-08,8.809582507929292e-10
2005,1.5312748402607212e-08,9.007499190971657e-10
2006,1.7706927479821388e-08,4.1178899179428186e-10
2007,2.3567428897308673e-08,2.7961355453243186e-09
2008,2.426740586258802e-08,4.6831836186811415e-09
2009,2.2887324035991696e-08,2.860915504498962e-09
2010,2.5508482437430757e-08,5.668551850135373e-09
2011,2.7150200310188666e-08,9.942326961720482e-09
2012,2.519147024315771e-08,6.127654827992046e-09
2013,2.4823213706781644e-08,6.136075203500013e-09
2014,2.7717698358742382e-08,6.063246349441442e-09
2015,2.438232904466986e-08,4.43315073539452e-09
2016,2.9620162322885335e-08,3.935546111222266e-09
2017,2.7671724467381864e-08,2.7671724911471074e-09
2018,2.452393310647949e-08,3.872199894061623e-09
2019,2.2958889900337454e-08,2.04079020349468e-09
