year,avez_VERB enseigné_VERB,avez_VERB renseigné_VERB
1800,5.345079756580162e-08,0.0
1801,3.5717739876872656e-08,0.0
1802,2.2378401354217203e-08,0.0
1803,4.290746247193056e-08,0.0
1804,4.2021465418429216e-08,0.0
1805,5.1171799242411e-08,0.0
1806,1.152667650217154e-08,0.0
1807,1.0249038240317532e-07,0.0
1808,2.039466551195801e-08,0.0
1809,8.132509776714869e-08,0.0
1810,3.978215445954447e-08,0.0
1811,3.760615285841595e-08,0.0
1812,2.400487453257938e-08,0.0
1813,2.300593315851529e-08,0.0
1814,1.8880061958270744e-08,0.0
1815,2.966945977789237e-08,0.0
1816,5.3304887615013286e-08,0.0
1817,6.538868291272593e-08,0.0
1818,3.337929754820834e-08,0.0
1819,4.45095160728215e-08,0.0
1820,3.797273961936298e-08,0.0
1821,5.818278125957477e-08,0.0
1822,4.411270992932259e-08,0.0
1823,4.348382276475604e-08,0.0
1824,2.5263338088166165e-08,0.0
1825,5.723537910284904e-08,0.0
1826,2.4662355713189754e-08,0.0
1827,4.516463647519231e-08,0.0
1828,4.586150481600271e-08,0.0
1829,3.8579290873030914e-08,0.0
1830,3.235419043789989e-08,0.0
1831,4.2096257146795324e-08,0.0
1832,7.035583848846727e-08,0.0
1833,3.1275796175123105e-08,0.0
1834,3.547121707470069e-08,0.0
1835,5.294161553592858e-08,0.0
1836,6.317505096831155e-08,0.0
1837,4.383471363667013e-08,0.0
1838,3.3454458758797045e-08,0.0
1839,4.4046291947097416e-08,0.0
1840,2.6115722917552375e-08,0.0
1841,4.8796167106957e-08,0.0
1842,4.494537719779146e-08,0.0
1843,5.0208743829216473e-08,0.0
1844,6.147188713612195e-08,0.0
1845,4.296775557577348e-08,0.0
1846,5.678866443759034e-08,0.0
1847,4.853901458545806e-08,0.0
1848,5.470750608083108e-08,0.0
1849,5.362825561405771e-08,0.0
1850,4.752297400045791e-08,0.0
1851,7.67483214758613e-08,0.0
1852,4.492276417522589e-08,0.0
1853,3.762317035693741e-08,0.0
1854,5.507404310378661e-08,0.0
1855,4.988520885262915e-08,0.0
1856,5.384276846598368e-08,0.0
1857,4.393358210563747e-08,0.0
1858,4.5511185930990905e-08,0.0
1859,5.6523123959095756e-08,0.0
1860,4.7602711106264906e-08,0.0
1861,3.961409689168249e-08,0.0
1862,4.563166200455271e-08,0.0
1863,5.5939754162182e-08,0.0
1864,4.650886253898534e-08,0.0
1865,5.695281757311932e-08,0.0
1866,4.379051787850585e-08,0.0
1867,2.8631587767335986e-08,0.0
1868,4.445886503390284e-08,0.0
1869,4.248661511496721e-08,0.0
1870,4.300536460277726e-08,0.0
1871,2.973929724703339e-08,0.0
1872,3.0236694925633856e-08,3.628403577593531e-09
1873,2.9331422624068182e-08,0.0
1874,2.6885741633009275e-08,2.3898436563030145e-09
1875,3.4901315615343265e-08,0.0
1876,2.1161051577678336e-08,0.0
1877,3.463496867084359e-08,0.0
1878,1.872117572077059e-08,0.0
1879,4.581993806596074e-08,0.0
1880,2.9522093214495726e-08,0.0
1881,1.5339516323820135e-08,1.3945015142624584e-09
1882,3.0614771162618126e-08,6.655385131892899e-10
1883,2.7805091562527195e-08,6.319338941018771e-10
1884,2.3105940272216685e-08,0.0
1885,3.609556031847205e-08,0.0
1886,2.5168509054651622e-08,0.0
1887,1.9586773092328258e-08,0.0
1888,1.6485598663962264e-08,3.804368819970705e-09
1889,1.50363277384713e-08,6.265136742733546e-10
1890,1.1797895993481688e-08,0.0
1891,4.461954006274027e-08,6.374220040683554e-10
1892,2.2566645441202127e-08,0.0
1893,1.6011883374744684e-08,1.2316833108982905e-09
1894,3.843938856107343e-08,0.0
1895,2.5278181325916194e-08,0.0
1896,1.4152869098893461e-08,5.89702897624278e-10
1897,1.7480140002135158e-08,0.0
1898,2.0370077180587032e-08,0.0
1899,2.5426860617017155e-08,0.0
1900,1.5054054003371675e-08,5.191053142894475e-10
1901,3.129693837422565e-08,0.0
1902,2.9461702411026636e-08,0.0
1903,2.1600881083827517e-08,0.0
1904,1.9886112312406112e-08,0.0
1905,1.9610883583709438e-08,0.0
1906,1.594697174311932e-08,0.0
1907,2.674278576364486e-08,0.0
1908,1.5225305460830896e-08,0.0
1909,2.6954818821423032e-08,1.6502950117569526e-09
1910,2.4583092894658876e-08,5.344150677544235e-10
1911,2.181353409014264e-08,0.0
1912,2.5526164293410147e-08,5.2094213387476884e-09
1913,2.4393752795504042e-08,0.0
1914,3.616241528447972e-08,6.027069510139427e-09
1915,1.0602685840410686e-08,1.1780761921542648e-09
1916,2.307367097387214e-08,0.0
1917,1.4256351654751143e-08,2.1932848870420685e-09
1918,9.189101035644853e-09,2.2972752589112133e-09
1919,2.9465114792515124e-08,0.0
1920,3.48322650722821e-08,0.0
1921,1.5902768879527684e-08,0.0
1922,1.3280283539529592e-08,3.6889677978990676e-09
1923,2.229349149729387e-08,0.0
1924,1.804827398643738e-08,1.289162443462999e-09
1925,3.079489729884699e-08,1.0998177923937646e-09
1926,1.2260752413340015e-08,1.1146138456652466e-09
1927,2.3413372574054847e-08,0.0
1928,1.82816659588525e-08,1.1426041224282812e-09
1929,1.2254447234738564e-08,0.0
1930,5.2518016602221e-09,0.0
1931,7.983749661377715e-09,1.1405356659111021e-09
1932,2.1919072779041926e-08,1.0959536611565568e-09
1933,2.523545639121494e-08,1.1470662197865522e-09
1934,1.0783422155213884e-08,0.0
1935,8.377798899061872e-09,0.0
1936,1.33371855781661e-08,1.2124714565686645e-09
1937,1.6368453259474336e-08,0.0
1938,1.6854778905894818e-08,1.2965214457594243e-09
1939,2.4470480752825097e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,2.6563522936839945e-08,2.9515025978810172e-09
1942,3.034211770724937e-09,0.0
1943,8.709705845433291e-09,0.0
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,1.5249527862692958e-08,0.0
1946,2.3665876369705074e-08,0.0
1947,3.2186353138285995e-08,2.3841741914054637e-09
1948,3.044128504825494e-08,5.435944139264848e-09
1949,1.570721330779179e-08,9.817008317369869e-10
1950,1.914365022059883e-08,2.1270722960764488e-09
1951,1.3859822622919182e-08,0.0
1952,1.2653764258629963e-08,0.0
1953,1.508335856215126e-08,4.3095309543161875e-09
1954,1.172704333640695e-08,0.0
1955,2.815682353940474e-09,9.385607846468247e-10
1956,1.3953826538681824e-08,0.0
1957,1.3252556385623393e-08,0.0
1958,2.7298403537656668e-08,4.9633461784992505e-09
1959,1.705164542897819e-08,7.750747821333448e-10
1960,1.1073333361366622e-08,0.0
1961,1.667558180429296e-08,0.0
1962,1.3952304200870458e-08,3.805173953708163e-09
1963,1.939815952312074e-08,0.0
1964,3.589541464066315e-08,1.2167936658258327e-09
1965,1.4774516721161035e-08,0.0
1966,8.308612464702492e-09,1.6617224263271169e-09
1967,3.007504645324843e-08,9.860671168482327e-10
1968,1.6169096284102125e-08,2.245707841908029e-09
1969,1.3171097990039016e-08,4.5417578031781147e-10
1970,1.5635665207014426e-08,0.0
1971,2.928886644326667e-08,0.0
1972,4.6171320100540925e-09,1.5390440033513642e-09
1973,1.0475087464101307e-08,2.205281512956958e-09
1974,1.406392957647995e-08,1.1251143350321513e-09
1975,1.0851811893530794e-08,0.0
1976,1.428381679602353e-08,5.713526873840635e-10
1977,1.8218024422367307e-08,0.0
1978,1.2475242172627077e-08,0.0
1979,1.580032815695631e-08,0.0
1980,1.5349906234973787e-08,0.0
1981,1.0120879245789638e-08,0.0
1982,1.6139505731871395e-08,1.2415004579935385e-09
1983,1.3893695083311286e-08,0.0
1984,1.1598016769198694e-08,0.0
1985,2.1054452403745927e-08,6.015558051686298e-10
1986,1.7384007122700496e-08,0.0
1987,1.2832715334809564e-08,0.0
1988,1.4991384134077634e-08,0.0
1989,1.5366742545097622e-08,2.1952488715726304e-09
1990,1.689081763345257e-08,5.44865097484859e-10
1991,1.75843961613964e-08,5.861465202094962e-10
1992,1.3774860363469088e-08,0.0
1993,1.3848018731721368e-08,0.0
1994,1.5297286992677073e-08,0.0
1995,1.9520822291951845e-08,0.0
1996,1.4412848692302305e-08,1.067618438099771e-09
1997,7.671831170341648e-09,0.0
1998,1.8118891276230897e-08,0.0
1999,2.2393985332769262e-08,0.0
2000,1.7230322058026104e-08,4.4180314962005696e-10
2001,2.541102794850758e-08,4.3812117822561447e-10
2002,2.1467984723244626e-08,0.0
2003,1.8334461060476315e-08,1.2500769308587678e-09
