year,six_DET oies_NOUN,six_DET rois_NOUN
1878,5.435179861734696e-09,3.3818895905923796e-08
1879,5.498392852132383e-09,5.498392807723462e-08
1880,8.984984978255284e-09,1.9253539651487017e-08
1881,6.972507571312292e-10,1.743126887276958e-08
1882,4.658769592325029e-09,2.6621541415750016e-08
1883,6.951272890631799e-09,2.6541224329434954e-08
1884,9.242375753615306e-09,2.0465259709112615e-08
1885,6.445635636342928e-09,2.4493415295978593e-08
1886,3.2267319927115068e-09,1.871504551331782e-08
1887,6.528924623161458e-10,2.3504128421336645e-08
1888,1.268122939990235e-09,2.7264642543656237e-08
1889,5.012109394186837e-09,1.7542383268231987e-08
1890,2.6217545912032847e-09,7.865263995654459e-09
1891,1.9122659011827636e-09,2.2947192590550003e-08
1892,3.761107425503951e-09,2.0686089952093312e-08
1893,8.005941687372342e-09,1.354851614232544e-08
1894,3.150769645188234e-09,3.0247388593807045e-08
1895,6.018614495673091e-10,2.888934957923084e-08
1896,2.948514543632541e-09,3.066455089850706e-08
1897,6.409385022720926e-09,1.6897469201637705e-08
1898,1.13167097914868e-09,1.867257104493092e-08
1899,2.2110313580014918e-09,6.633094074004475e-09
1900,3.114631885736685e-09,1.6092264076839058e-08
1901,9.500856101851696e-09,2.5708198236884527e-08
1902,9.820567692386817e-10,4.910283735171106e-09
1903,1.0800440541913758e-09,2.2680924693929683e-08
1904,2.1498500757388683e-09,1.5048950530172078e-08
1905,6.708986699521802e-09,1.4966201444810423e-08
1906,3.0865106026567446e-09,3.0865107691901983e-09
1907,6.1714118260169926e-09,3.445705182292258e-08
1908,7.367083831866239e-09,9.822778146428846e-09
1909,2.7504918342913243e-09,1.4852655771946388e-08
1910,5.344150677544235e-10,2.3514262537105424e-08
1911,2.128149656499545e-09,2.3941684190731394e-08
1912,1.0418842455450772e-09,2.5005221671037248e-08
1913,0.0,2.3333155296789698e-08
1914,2.678697486047099e-09,1.7411533548283842e-08
1915,1.1780761921542648e-09,2.0027295377644805e-08
1916,0.0,3.2962386153911893e-09
1917,7.676497326691845e-09,1.0966424213165737e-08
1918,3.44591288836682e-09,2.6418666365657373e-08
1919,9.207848372660976e-10,1.0128633154415922e-08
1920,7.572231730534895e-10,1.4387240288016301e-08
1921,4.543648568500203e-09,1.6660043622440668e-08
1922,2.951174193910333e-09,1.4755870914040514e-08
1923,4.246379248229459e-09,1.0615948120573648e-08
1924,1.289162443462999e-09,1.6759111876041288e-08
1925,2.1996355847875293e-09,2.4195990988573612e-08
1926,1.1146138456652466e-09,1.7833821530643945e-08
1927,2.2298449753321847e-09,2.8987984457273797e-08
1928,0.0,1.828166551476329e-08
1929,1.1140406375176326e-09,1.67106100068537e-08
1930,6.302162347537887e-09,3.1510809850310295e-08
1931,5.7026783295555106e-09,5.7026783295555106e-09
1932,3.2878609834696704e-09,1.5343351589258702e-08
1933,0.0,1.261772863969668e-08
1934,0.0,1.7972370258689807e-08
1935,2.393656828303392e-09,1.196828414151696e-08
1936,3.6374143697059935e-09,1.576212937948185e-08
1937,7.554670666820584e-09,1.1332006444320086e-08
1938,1.2965214457594243e-09,2.0744342577039276e-08
1939,1.5294050470515685e-09,7.647025235257843e-09
1940,0.0,5.0715659227762444e-08
1941,5.9030051957620344e-09,3.246652768851277e-08
1942,1.2136847082899749e-08,3.034211815133858e-08
1943,1.1612940831184915e-08,2.0322646676618206e-08
1944,6.4263723231761105e-09,2.8918675454292497e-08
1945,2.178504043826024e-09,1.9606536838523425e-08
1946,8.352662561605939e-09,1.9489545977080525e-08
1947,1.1920870957027319e-09,2.1457568166738383e-08
1948,3.2615663503321457e-09,1.6307831529616124e-08
1949,7.853606653895895e-09,1.6688914139528777e-08
1950,1.0635361480382244e-09,2.552486777496199e-08
1951,2.1322803522849654e-09,3.305034623757308e-08
1952,6.326882129314981e-09,2.1089607171731473e-08
1953,1.0773827385790469e-09,2.2625038065271497e-08
1954,1.9545072227344917e-09,1.4658803726419478e-08
1955,0.0,1.1262729415761896e-08
1956,0.0,4.9710507044054e-08
1957,0.0,3.97576700450486e-08
1958,2.4816730892496253e-09,1.985338454746355e-08
1959,1.5501495642666896e-09,2.0927018784533402e-08
1960,2.076250060767393e-09,2.1454584164803947e-08
1961,2.08444772553662e-09,2.1539294070560544e-08
1962,2.5367825617905737e-09,1.8391672906847845e-08
1963,1.939815863494232e-09,1.7458342771448088e-08
1964,4.867174663303331e-09,1.1559539714323108e-08
1965,1.0944086747954884e-09,1.258569987117042e-08
1966,1.1078149508847446e-09,1.163205665122291e-08
1967,4.437302081328198e-09,1.627010703941778e-08
1968,4.0422742653145605e-09,2.5151928373379207e-08
1969,1.3625273131978588e-09,9.537691469940768e-09
1970,4.5987250119061684e-10,9.657322774803134e-09
1971,6.679916619845017e-09,1.49013524852748e-08
1972,3.0780880067027283e-09,1.539044036658055e-08
1973,1.102640756478479e-09,1.488564987939256e-08
1974,1.6876715580593782e-09,2.9252972710835934e-08
1975,1.1422960355389478e-09,9.709516302081056e-09
1976,1.7140580066410394e-09,1.4855170149541408e-08
1977,3.526069047854463e-09,9.402850609241398e-09
1978,1.7821774056514528e-09,7.128709400561206e-09
1979,1.7555920051037788e-09,9.363157360553487e-09
1980,3.411090521154847e-09,1.5349906568040694e-08
1981,2.5302198114474095e-09,1.3283653788054295e-08
1982,2.483000915987077e-09,1.6139505842893698e-08
1983,2.5261264191556165e-09,8.841442022955448e-09
1984,1.739702604197646e-09,1.159801704675445e-08
1985,1.8046674155058895e-09,7.82022557821449e-09
1986,1.7983456945813714e-09,1.0790074000954775e-08
1987,0.0,1.6499206112463582e-08
1988,2.398621523624911e-09,8.994830602571113e-09
1989,3.292873196336643e-09,1.9208427959327423e-08
1990,2.724325487424295e-09,1.4166492867673242e-08
1991,2.344586136349136e-09,1.1136783828469277e-08
1992,3.3059665005552574e-09,2.0386793364579603e-08
1993,0.0,4.985286683467649e-09
1994,2.6374632478010085e-09,8.967375231261343e-09
1995,3.253470381991974e-09,1.6267351632404115e-08
1996,0.0,1.7615703562512408e-08
1997,2.8769365778558154e-09,2.685140831903965e-08
1998,1.43043876743576e-09,1.0489884294528906e-08
1999,1.8280804647829996e-09,1.8280804259251937e-08
2000,1.3254094488601709e-09,1.7672125873779976e-08
2001,1.9277332619083154e-08,1.401987734239718e-08
2002,3.0668549366730247e-09,1.621051920475125e-08
2003,1.2500768753476166e-09,1.041730723905232e-08
2004,1.7619165015858584e-09,9.690541175055856e-09
2005,2.251874686720612e-09,1.1259374099736874e-08
2006,4.1178899179428186e-09,3.623743061176299e-08
2007,2.3966877371606188e-09,1.797515758461543e-08
2008,8.514879357157668e-10,1.021785542287823e-08
2009,4.76819250749827e-10,1.2397300297450897e-08
2010,9.447586046817946e-10,1.3226620743100881e-08
2011,1.911985902935953e-09,1.2236710228430425e-08
2012,3.744677901096338e-09,1.565956259108603e-08
2013,3.068037435216553e-09,1.0598675048711925e-08
2014,5.4136128913029324e-09,1.2343037841811011e-08
2015,2.881548111233201e-09,2.770719298439417e-08
2016,1.6570720351438695e-09,1.5327916325080793e-08
2017,2.0124891197959016e-09,9.810883938587978e-09
2018,7.744400065679002e-09,1.600509341725953e-08
2019,3.316284080678855e-09,2.1938495298190475e-08
