year,devais_VERB entrer_VERB,devais_VERB rentrer_VERB
1870,6.880858549607183e-09,1.0894693147633916e-08
1871,3.611200227737754e-08,1.4869648623516696e-08
1872,3.38650991693612e-08,1.2094679036067646e-08
1873,4.190203295451056e-09,2.3944017879529156e-09
1874,2.0313670745508716e-08,4.779687312606029e-09
1875,5.149374260327022e-09,1.1443054281912168e-09
1876,6.04601479992084e-09,4.232210137899983e-09
1877,7.421779191219002e-09,2.4739263970730008e-09
1878,7.2469061862534545e-09,7.850815109122777e-09
1879,1.7717043832021773e-08,2.443730107160036e-09
1880,3.2089231272180996e-09,5.776061406947974e-09
1881,1.5339516323820135e-08,6.972507571312292e-10
1882,1.3976308999019693e-08,6.655385131892899e-09
1883,1.0742875922176154e-08,3.791603475633565e-09
1884,9.242375753615306e-09,1.386356363042296e-08
1885,9.66845359329227e-09,1.6114089618213256e-08
1886,6.4534639854230136e-09,6.4534639854230136e-09
1887,1.3057849024278312e-08,4.570247291724172e-09
1888,1.3949351895803375e-08,5.07249175996094e-09
1889,1.9421923624918236e-08,7.51816386923565e-09
1890,5.243509182406569e-09,5.243509182406569e-09
1891,8.286486163910922e-09,3.824531802365527e-09
1892,8.775916882086676e-09,6.8953633913793055e-09
1893,9.853466487186324e-09,4.310891643655168e-09
1894,2.0164925729204697e-08,1.7014155417882648e-08
1895,1.2037228991346183e-08,2.1065151400989635e-08
1896,8.845543852942228e-09,1.1794058174530164e-08
1897,8.740070001067579e-09,8.157399200570126e-09
1898,1.0185038590293516e-08,3.3950129374460403e-09
1899,1.0502398950507086e-08,1.1055156790007459e-08
1900,2.595526460424935e-09,1.0901211489056095e-08
1901,1.0059729937950124e-08,6.147612641171918e-09
1902,1.2275709337927765e-08,8.347482705062248e-09
1903,8.100330184390714e-09,7.020286574288548e-09
1904,3.7622376325430196e-09,4.837162670412454e-09
1905,8.773290538499623e-09,1.0321517862621477e-08
1906,1.18316245689698e-08,2.006231980544726e-08
1907,2.0057088434555226e-08,9.771402353919711e-09
1908,1.8663278922304016e-08,1.276961114626829e-08
1909,1.0451868703853506e-08,1.4852655993990993e-08
1910,1.4429207162436342e-08,1.4429207162436342e-08
1911,1.2236860413850081e-08,4.788336838146279e-09
1912,8.856016364688912e-09,9.376957876838787e-09
1913,2.121195885607108e-09,1.0605979205990934e-08
1914,2.0090231700464756e-09,4.68772043404897e-09
1915,4.712304768617059e-09,2.0027295377644805e-08
1916,3.2962386153911893e-09,8.789969641043172e-09
1917,2.1932848870420685e-09,3.289927441585405e-09
1918,3.44591288836682e-09,1.1486376294556067e-09
1919,5.524709134618888e-09,5.524709134618888e-09
1920,9.843901693784574e-09,3.028892692213958e-08
1921,9.087297137000405e-09,8.330022005509363e-09
1922,8.853522359686394e-09,1.1066902949607993e-08
1923,1.0615948120573648e-08,1.4862327368803108e-08
1924,6.445812328337297e-09,1.0313299547703991e-08
1925,1.2097995494286806e-08,1.4297631523163545e-08
1926,1.671920735191179e-08,1.671920735191179e-08
1927,1.2264147031260109e-08,1.3379070296082318e-08
1928,1.2568645679778001e-08,9.14083297942625e-09
1929,1.4482528065684619e-08,2.4508894469477127e-08
1930,1.3654684494213143e-08,2.3107928015519974e-08
1931,9.124285327288817e-09,4.5621426636444085e-09
1932,1.0959536389520963e-08,8.767629289252454e-09
1933,8.02946331646126e-09,4.588264879146209e-09
1934,1.1981580172459871e-08,1.7972370258689807e-08
1935,1.196828414151696e-08,7.180970484910176e-09
1936,1.091224355320719e-08,1.091224355320719e-08
1937,6.295559185076627e-09,1.2591118370153254e-08
1938,3.8895642262559704e-09,1.1668692678767911e-08
1939,7.647025235257843e-09,1.3764645423464117e-08
1940,5.0715658339584024e-09,1.0143131667916805e-08
1941,2.3612020783048138e-08,1.1806010391524069e-08
1942,0.0,9.102635090130207e-09
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,2.5705489292704442e-08,1.927911696952833e-08
1945,1.089252066321933e-08,1.3071024262956144e-08
1946,5.568441707737293e-09,1.5313215584455975e-08
1947,1.4305045148432782e-08,1.549713246618012e-08
1948,8.697510267552389e-09,3.370285384107774e-08
1949,1.8652315247891238e-08,2.2579119018928395e-08
1950,5.317680518146517e-09,1.595304155443955e-08
1951,6.396841278899501e-09,1.1727541604500402e-08
1952,1.4762725264461096e-08,1.4762725264461096e-08
1953,1.1851209791302608e-08,1.0773827163745864e-08
1954,4.886268278880834e-09,3.0294863506696856e-08
1955,1.1262729415761896e-08,1.1262729415761896e-08
1956,7.849027205963921e-09,1.4825940475304833e-08
1957,4.417518795207798e-09,1.5903067307476704e-08
1958,1.4062814024384807e-08,9.926692356998501e-09
1959,1.0851047171911432e-08,2.5577467255288866e-08
1960,2.07624992754063e-08,2.422291700554524e-08
1961,1.320150300188061e-08,1.181187059273725e-08
1962,1.6489087428794846e-08,2.3465238641051656e-08
1963,2.651081842941494e-08,2.198458126656533e-08
1964,1.3384730657151067e-08,2.068549243006146e-08
1965,1.5321720781003023e-08,1.586892572902343e-08
1966,9.416426749453422e-09,8.308612464702492e-09
1967,9.860671390526932e-09,1.9228309611207806e-08
1968,1.122853987567396e-08,1.527081394669949e-08
1969,1.2262746373892242e-08,8.629339909305145e-09
1970,4.598724956395017e-09,1.0117195081704722e-08
1971,6.166076982339064e-09,8.735275613958038e-09
1972,5.643161493651405e-09,1.6929485369132635e-08
1973,7.718485406371656e-09,2.0950174928202614e-08
1974,1.7439271360331077e-08,1.8564387360697765e-08
1975,1.2565256390928425e-08,1.9419033492340532e-08
1976,7.427584769459372e-09,1.428381679602353e-08
1977,5.289103821581875e-09,1.23412418062685e-08
1978,8.316828115084718e-09,1.4257419245211622e-08
1979,9.363157360553487e-09,1.404473604083023e-08
1980,1.2507331170752423e-08,2.0466542238750662e-08
1981,8.223214109648325e-09,1.8976647808699454e-08
1982,1.6760255405756652e-08,1.738100685599875e-08
1983,8.841442245000053e-09,2.084054351314535e-08
1984,1.2177918229383522e-08,2.203623239438457e-08
1985,1.2031115659283387e-08,2.045289804186723e-08
1986,1.1988970705090196e-08,1.7384007122700496e-08
1987,1.5277041853778428e-08,2.0776777631681398e-08
1988,1.0793796967334401e-08,2.338656024392094e-08
1989,9.329808037250586e-09,2.4147738031388144e-08
1990,8.172976073694826e-09,1.6345952147389653e-08
1991,9.37834432335194e-09,2.1101275393675678e-08
1992,1.7631821336294706e-08,2.2039776226279173e-08
1993,1.883330469354405e-08,2.4372512896775334e-08
1994,7.384897138251745e-09,2.004472143823932e-08
1995,1.5182862966867106e-08,1.7894087989134277e-08
1996,1.014237493990322e-08,1.6014276127407356e-08
1997,6.7128524960935465e-09,2.157702461147437e-08
1998,1.1920323395031573e-08,2.0979769033147022e-08
1999,8.683382013430219e-09,2.4679085441903226e-08
2000,8.83606254831193e-09,2.164835422036049e-08
2001,1.2267393323384113e-08,3.28590878950763e-08
2002,1.3581786362237835e-08,3.198291764761052e-08
2003,1.583430631058036e-08,2.5834921757450502e-08
2004,9.250062049659391e-09,3.0833540165531304e-08
2005,8.106749049829887e-09,3.1075870765562286e-08
2006,1.2353670086895363e-08,2.800165077587735e-08
2007,1.837460494868992e-08,5.7121056329378916e-08
2008,1.6178271167177627e-08,6.002989749731569e-08
2009,1.6211854969583328e-08,5.531103397515835e-08
2010,2.645324137517946e-08,7.038451599328255e-08
2011,2.4091024286576612e-08,8.948094176730592e-08
2012,3.608507981311959e-08,9.634035080807735e-08
2013,3.625862632361532e-08,1.0096632507838876e-07
2014,3.572984397237633e-08,1.0935497840591779e-07
2015,3.635183531969233e-08,1.1127208665584476e-07
2016,4.0805399947885235e-08,1.1060955529273997e-07
2017,2.7168601590688013e-08,1.3810706889216817e-07
2018,3.717311969353432e-08,1.3501070839083695e-07
2019,2.9591458172717466e-08,1.1632504026692914e-07
