year,devais_VERB établir_VERB,devais_VERB rétablir_VERB
1988,3.597932174415064e-09,0.0
1989,4.939309850016116e-09,0.0
1990,3.2691906959314565e-09,0.0
1991,4.10302547493302e-09,0.0
1992,4.4079553340736766e-09,5.509944167592096e-10
1993,3.323524566667402e-09,0.0
1994,2.637463358823311e-09,0.0
1995,2.7112254663563817e-09,0.0
1996,1.067618438099771e-09,2.6690460952494277e-09
1997,3.3564262480467733e-09,0.0
1998,2.3840645013706308e-09,0.0
1999,3.1991407301035224e-09,9.140402323914998e-10
2000,4.418031274155965e-09,1.7672125984802278e-09
2001,6.133696661692056e-09,0.0
2002,1.3143663935011318e-09,4.38122149670761e-10
2003,4.166922806803086e-09,1.2500769308587678e-09
2004,4.404791198453495e-09,0.0
2005,3.1526248278623825e-09,1.3511248786457486e-09
2006,3.706100981659688e-09,2.4707338397433887e-09
2007,2.3966877371606188e-09,1.5977917877663117e-09
2008,4.6831836186811415e-09,3.405951742863067e-09
2009,5.245011536203492e-09,9.53638501499654e-10
2010,3.7790344187271785e-09,4.723793023408973e-10
2011,6.500752380844688e-09,1.529588788962144e-09
2012,7.148930780687124e-09,1.3617010852229328e-09
2013,5.857162754807632e-09,2.7891249310130206e-09
2014,7.362513709807672e-09,1.0827225782605865e-09
2015,4.654808538617772e-09,6.649726325136385e-10
2016,9.942432654952427e-09,2.899876117012923e-09
2017,6.289028409156572e-09,1.509366853724714e-09
2018,1.0842160058643913e-08,5.162933414126769e-10
2019,4.591778068885333e-09,5.1019755087367e-10
