year,voudrions_VERB établir_VERB,voudrions_VERB rétablir_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,1.3427040812530322e-08,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,1.4040760554223652e-08,0.0
1811,5.0141535368197765e-09,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,0.0
1818,0.0,0.0
1819,5.175524897538253e-09,0.0
1820,1.1866481131050932e-09,0.0
1821,2.9584463767662328e-09,0.0
1822,3.0076847679083585e-09,0.0
1823,9.882686891060644e-10,0.0
1824,0.0,0.0
1825,3.522177216552791e-09,0.0
1826,2.642395191543301e-09,0.0
1827,6.452091305675367e-09,0.0
1828,2.7516904310687096e-09,0.0
1829,0.0,0.0
1830,6.262101504006523e-09,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,2.3167257001688313e-09,0.0
1834,6.534171426153534e-09,0.0
1835,8.31939672707449e-09,0.0
1836,3.36037508930076e-09,0.0
1837,3.478945576063097e-09,0.0
1838,1.199310784016916e-08,0.0
1839,2.0974426639952526e-09,0.0
1840,3.821813088222825e-09,4.458782232319436e-09
1841,6.420548537278137e-09,0.0
1842,6.708265054555795e-10,0.0
1843,5.31621990873532e-09,5.906911071384968e-10
1844,6.037417232818143e-09,0.0
1845,3.348136878855712e-09,0.0
1846,6.439951683034906e-09,0.0
1847,5.3932236454556914e-09,1.6179670936367074e-09
1848,4.505324113779352e-08,0.0
1849,1.75967720394965e-08,0.0
1850,4.752297222410107e-09,0.0
1851,1.483370937194195e-08,0.0
1852,3.2552727180501506e-09,0.0
1853,5.971931837933653e-10,2.388772735173461e-09
1854,3.117398783558656e-09,0.0
1855,4.2455496895854594e-09,0.0
1856,5.694908100650764e-09,0.0
1857,2.4407544874094356e-09,0.0
1858,9.787352261980686e-09,0.0
1859,5.092173349652285e-09,0.0
1860,2.288591982591015e-09,0.0
1861,9.431927239234028e-09,0.0
1862,4.066187830886747e-09,1.8071945051545413e-09
1863,3.496234635136375e-09,0.0
1864,3.835782358407869e-09,2.8768367688059016e-09
1865,1.0355057256106193e-08,0.0
1866,4.379051787850585e-09,0.0
1867,5.82337378318698e-09,0.0
1868,1.333765986544222e-08,1.4819622196071691e-09
1869,4.883519144627257e-10,4.883519144627257e-10
1870,3.4404292748035914e-09,0.0
1871,0.0,0.0
1872,3.628403577593531e-09,0.0
1873,9.577607151811662e-09,0.0
1874,2.3898436563030145e-09,0.0
1875,1.716458086775674e-09,0.0
1876,3.627608879952504e-09,4.232210137899983e-09
1877,1.608052180301911e-08,0.0
1878,6.6429977074733415e-09,0.0
1879,3.665595160740054e-09,6.10932526790009e-10
1880,5.134277003548959e-09,1.9253538763308597e-09
1881,1.2550513517339823e-08,0.0
1882,1.0648616211028639e-08,0.0
1883,3.159669414998234e-09,6.319338941018771e-10
1884,6.601696966868076e-09,9.242375753615306e-09
1885,3.86738152613475e-09,6.445635691854079e-10
1886,7.098810428374236e-09,6.453463874400711e-10
1887,1.3710741875172516e-08,0.0
1888,7.60873763994141e-09,1.268122939990235e-09
1889,3.132568426877924e-09,5.012109394186837e-09
1890,7.865263995654459e-09,1.3108772956016423e-09
1891,6.3742202627281586e-09,6.374220040683554e-10
1892,3.761107425503951e-09,6.268512375839919e-10
1893,1.4164357686752282e-08,6.15841644346915e-09
1894,8.192000855444803e-09,6.301539290376468e-10
1895,9.629783193076946e-09,6.018614495673091e-10
1896,2.240870955461105e-08,0.0
1897,5.2440420894583895e-09,1.1653427112179315e-09
1898,7.921697076085366e-09,0.0
1899,4.4220627160029835e-09,2.7637891975018647e-09
1900,1.1939421895590385e-08,0.0
1901,1.3412973842719111e-08,0.0
1902,1.5221880644844532e-08,3.928227076954727e-09
1903,7.560307935250421e-09,1.0800440541913758e-09
1904,1.5048950530172078e-08,0.0
1905,8.257214467732865e-09,3.096455536422127e-09
1906,1.0288369267641428e-08,2.572092316910357e-09
1907,9.257117739025489e-09,2.057137349353866e-09
1908,7.367083831866239e-09,0.0
1909,1.6502950117569526e-08,1.1001967115120692e-09
1910,1.1757131268552712e-08,5.344150677544235e-10
1911,7.980561100850991e-09,0.0
1912,1.510732161591477e-08,1.0418842455450772e-09
1913,9.015082902408267e-09,1.590896969716482e-09
1914,1.4063162190325329e-08,5.357394972094198e-09
1915,1.4136913861761968e-08,0.0
1916,1.648119329900055e-08,0.0
1917,1.5352993543160665e-08,0.0
1918,1.378365155346728e-08,2.2972752589112133e-09
1919,1.4732557396257562e-08,0.0
1920,2.1202248845497706e-08,2.2716695191604686e-09
1921,2.574734203619755e-08,0.0
1922,1.696925089333945e-08,0.0
1923,5.307974060286824e-09,0.0
1924,1.0313299547703991e-08,0.0
1925,1.2097995494286806e-08,0.0
1926,1.0031524944054127e-08,4.458455382660986e-09
1927,8.919379901328739e-09,0.0
1928,1.3711249025050165e-08,0.0
1929,5.570202965543558e-09,2.2280812750352652e-09
1930,5.2518016602221e-09,0.0
1931,1.8248570654577634e-08,0.0
1932,1.6439305028370654e-08,0.0
1933,2.064719240024715e-08,0.0
1934,1.1981580172459871e-08,0.0
1935,1.555876849579363e-08,0.0
1936,1.4549657478823974e-08,0.0
1937,7.554670666820584e-09,1.2591118148108649e-09
1938,7.779128452511941e-09,1.2965214457594243e-09
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,1.5214697057785997e-08,0.0
1941,0.0,0.0
1942,6.068423541449874e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,9.639558484764166e-09,0.0
1945,1.5249527862692958e-08,0.0
1946,2.0881657292193267e-08,2.7842208538686464e-09
1947,7.152522574216391e-09,0.0
1948,5.435944139264848e-09,2.174377566888097e-09
1949,5.890204768377316e-09,0.0
1950,1.4889506516624351e-08,0.0
1951,1.4925962688039363e-08,0.0
1952,1.0544804140977249e-08,1.0544803918932644e-09
1953,4.3095309543161875e-09,0.0
1954,6.840775057526116e-09,0.0
1955,6.569925492527773e-09,9.385607846468247e-10
1956,3.488456634670456e-09,2.616342476002842e-09
1957,7.951533653738352e-09,0.0
1958,9.099467845885556e-09,8.272243445794913e-10
1959,1.007597205671118e-08,1.5501495642666896e-09
1960,9.689166802218097e-09,0.0
1961,6.94815938118154e-09,0.0
1962,5.7077609305622445e-09,0.0
1963,7.759263453976928e-09,1.2932106496776896e-09
1964,6.083968440151466e-09,6.083968329129164e-10
1965,1.9699356812452606e-08,1.0944086747954884e-09
1966,2.769537488234164e-09,0.0
1967,2.9582012395223956e-09,0.0
1968,8.084548142051062e-09,4.4914158503495116e-10
1969,9.083515273289322e-09,0.0
1970,7.3579600190498695e-09,0.0
1971,1.2332153964678128e-08,1.0276794970565106e-09
1972,1.128632298730281e-08,0.0
1973,1.0475087464101307e-08,0.0
1974,7.313243344242437e-09,2.812785782069227e-09
1975,5.711480177694739e-09,1.1422960355389478e-09
1976,3.4281160132820787e-09,5.713526873840635e-10
1977,6.464460078348111e-09,5.876781838942691e-10
1978,8.910887139279566e-09,5.940591352171509e-10
1979,9.948355028654987e-09,5.851973350345929e-10
1980,1.3075846183596695e-08,0.0
1981,1.3916208629893845e-08,0.0
1982,6.207502289967692e-10,1.8622506869903077e-09
1983,9.47297440490047e-09,1.2630632095778083e-09
1984,1.3917620833581168e-08,0.0
1985,6.015557829641693e-09,6.015558051686298e-10
1986,4.7955883708539204e-09,1.1988970927134801e-09
1987,1.0388388815840699e-08,0.0
1988,4.197587610832443e-09,0.0
1989,4.390497743145261e-09,0.0
1990,5.448650863826288e-09,0.0
1991,6.4476117778156095e-09,0.0
1992,4.4079553340736766e-09,0.0
1993,8.862731881720265e-09,0.0
1994,4.2199412852994556e-09,5.274926606624319e-10
1995,3.795715741716776e-09,0.0
1996,3.2028553142993132e-09,2.135236876199542e-09
1997,4.794894259418925e-09,0.0
1998,1.0013071261028017e-08,0.0
1999,4.570201106446348e-09,0.0
2000,2.6508188977203417e-09,4.4180314962005696e-10
2001,7.0099388516098315e-09,2.190605918883648e-09
2002,4.381221607729913e-09,0.0
2003,4.583615265119079e-09,0.0
2004,7.047666006343434e-09,0.0
2005,4.503749373441224e-09,4.5037495954858286e-10
2006,1.0294725072412803e-08,0.0
2007,5.192823504529542e-09,0.0
2008,2.554463751636149e-09,4.257439678578834e-10
2009,5.245011536203492e-09,0.0
2010,2.8342759250676863e-09,0.0
2011,1.529588788962144e-09,0.0
2012,3.063827413996023e-09,3.404252713057332e-10
2013,3.0680376017500066e-09,0.0
2014,1.2992671383216248e-09,8.661780737106994e-10
2015,1.329945265027277e-09,2.2165753954528356e-10
2016,1.0356699942093428e-09,6.214020409345267e-10
2017,4.528100561174142e-09,0.0
2018,1.290733298020541e-09,0.0
2019,2.806086474294034e-09,0.0
