year,pouvais_VERB établir_VERB,pouvais_VERB rétablir_VERB
1993,6.093128224193833e-09,0.0
1994,1.0549853213248639e-09,0.0
1995,2.7112254663563817e-09,0.0
1996,1.6014276571496566e-09,0.0
1997,2.3974471297094624e-09,0.0
1998,1.9072516899143466e-09,0.0
1999,4.570201161957499e-10,0.0
2000,4.859834756842929e-09,0.0
2001,4.3812117822561447e-10,0.0
2002,5.6955880012310445e-09,0.0
2003,2.083461403401543e-09,4.1669229178253886e-10
2004,1.3214374039449694e-09,0.0
2005,1.8014998381943315e-09,4.5037495954858286e-10
2006,1.2353669198716943e-09,8.235779835885637e-10
2007,2.7961355453243186e-09,3.994479469415779e-10
2008,4.6831836186811415e-09,4.257439678578834e-10
2009,3.814554005998616e-09,0.0
2010,2.3618964561933353e-09,4.723793023408973e-10
2011,3.823971805871906e-09,3.82397197240536e-10
2012,4.085103366691101e-09,0.0
2013,6.136075203500013e-09,8.367375126105969e-10
2014,6.496335469563519e-09,6.496335691608124e-10
2015,5.984753581600444e-09,3.768178213903184e-09
2016,4.971216327476213e-09,1.0356699942093428e-09
2017,3.5218559180094644e-09,5.031222660711876e-10
2018,5.162933192082164e-09,1.290733298020541e-09
2019,3.3162841361900064e-09,1.02039510174734e-09
