year,quelques_DET oies_NOUN,quelques_DET rois_NOUN
1900,4.6719478286050276e-09,3.997110897824285e-08
1901,7.265360535413379e-09,5.365189248429658e-08
1902,3.928227076954727e-09,3.633610046183122e-08
1903,3.2401321625741275e-09,3.294134276465854e-08
1904,1.0211787859759625e-08,2.8485513503540005e-08
1905,5.160758931310738e-09,3.612531340735359e-08
1906,7.716276506641861e-09,2.932185105830598e-08
1907,1.131425531042396e-08,3.599990533453834e-08
1908,5.893666887857307e-09,3.0450611143706396e-08
1909,8.251475669407426e-09,2.0353638774395222e-08
1910,1.0688301688155377e-08,2.9392827949337175e-08
1911,3.7242618988742038e-09,2.3409646221494995e-08
1912,6.772247651554153e-09,5.1573269876925565e-08
1913,1.1136278676993072e-08,1.9090762748419365e-08
1914,2.678697486047099e-09,4.218948501666375e-08
1915,2.3561523843085297e-09,1.5314990609027745e-08
1916,0.0,4.1752355350865855e-08
1917,2.1932848870420685e-09,5.483212250911862e-08
1918,3.44591288836682e-09,1.9526839700745313e-08
1919,7.366278753639932e-09,1.9336480860943084e-08
1920,5.300562211374427e-09,4.0890052233066854e-08
1921,1.5145494858259667e-09,2.3475516641724425e-08
1922,1.180469710870824e-08,2.8036154731125862e-08
1923,3.1847844361720945e-09,2.441668023323018e-08
1924,2.578324886925998e-09,2.4494086536819282e-08
1925,3.299453377181294e-09,1.5397449093512705e-08
1926,7.802297030679028e-09,4.6813782406118776e-08
1927,1.3379070296082318e-08,3.2332752919472796e-08
1928,0.0,3.085031063942978e-08
1929,4.4561625500705304e-09,4.9017786274418995e-08
1930,3.1510810627466412e-09,3.7812974085227324e-08
1931,4.5621426636444085e-09,2.5091783761865827e-08
1932,8.767629400274757e-09,3.507051804518824e-08
1933,1.3764794637438627e-08,1.835305929454023e-08
1934,1.0783422155213884e-08,3.474658072377679e-08
1935,1.196828414151696e-08,4.906996409204112e-08
1936,2.424942913137329e-09,1.6974600391961303e-08
1937,5.0364472592434595e-09,8.813782592653752e-09
1938,6.482607117774819e-09,2.852347158466273e-08
1939,3.058810094103137e-09,3.364691103513451e-08
1940,1.5214697501875207e-08,1.5214697057785997e-08
1941,1.1806010391524069e-08,2.3612021227137348e-08
1942,1.2136847082899749e-08,9.102635090130207e-09
1943,1.4516176261025748e-08,3.4838823381733164e-08
1944,1.6065930807940276e-08,1.2852744646352221e-08
1945,8.714016175304096e-09,2.178504043826024e-09
1946,2.7842208538686464e-09,2.3665877257883494e-08
1947,5.960435700558264e-09,2.6225916327504706e-08
1948,4.348755133776194e-09,2.9354096930944706e-08
1949,1.0798709482173763e-08,1.6688914139528777e-08
1950,2.1270722960764488e-09,1.3825969924496917e-08
1951,6.396841278899501e-09,2.6653503959472857e-08
1952,6.326882129314981e-09,3.3743371430361435e-08
1953,9.696444758233724e-09,2.0470272144024193e-08
1954,5.863521668203475e-09,2.1499578783945594e-08
1955,4.6928039232341234e-09,2.9095384324051565e-08
1956,4.36057079333807e-09,2.7907652855319043e-08
1957,2.6505113659425206e-09,2.032058649126256e-08
1958,6.617794590102477e-09,1.9026159758794847e-08
1959,1.3176271185244559e-08,1.6276570757867148e-08
1960,6.920833239831836e-09,1.8686250491395384e-08
1961,9.032606829162404e-09,2.7097820654020666e-08
1962,2.5367825617905737e-09,1.2049717057482923e-08
1963,8.405868778815773e-09,3.0390450156403404e-08
1964,1.2776333657704697e-08,2.6769461036746378e-08
1965,6.0192477668863376e-09,3.447387308952443e-08
1966,7.200797069728537e-09,2.4371929030486683e-08
1967,4.930335695263466e-09,2.169347623759421e-08
1968,7.635406917838594e-09,2.7846777994611216e-08
1969,7.720988265402795e-09,2.3617139910392382e-08
1970,4.59872487312829e-09,3.4490437506029537e-08
1971,7.193756479395574e-09,3.596878195288866e-08
1972,2.5650733759263744e-09,2.513772051626617e-08
1973,2.7566018356850464e-09,2.8117339345712367e-08
1974,4.500457340128605e-09,3.487854516315281e-08
1975,1.7134440533084216e-09,1.9419033492340532e-08
1976,6.856232359631065e-09,2.571087137637207e-08
1977,2.3507127355770763e-09,2.2331770654915317e-08
1978,2.3762365408686037e-09,1.960395146216598e-08
1979,5.851973350345929e-09,1.58003277128671e-08
1980,4.548120602354544e-09,1.762396639737318e-08
1981,5.69299452024552e-09,3.668818648883132e-08
1982,9.932003885992913e-09,1.6139505731871395e-08
1983,2.526126308133314e-09,1.326216381158929e-08
1984,5.219107646059484e-09,2.0296529457120016e-08
1985,7.820225467192188e-09,1.6843562655743938e-08
1986,4.795588426365072e-09,2.457739023409289e-08
1987,3.055408426266837e-09,2.7498675392312322e-08
1988,1.7989661427186832e-09,2.2187249149041577e-08
1989,6.036934285802431e-09,1.3720305669373545e-08
1990,9.262707045820662e-09,1.961514417558874e-08
1991,6.447611611282156e-09,1.758439571730719e-08
1992,6.611932834577061e-09,1.6529832724820892e-08
1993,7.75489034099408e-09,2.1048988330107932e-08
1994,4.2199412852994556e-09,1.8989735561802945e-08
1995,4.337960546330066e-09,1.5182862411755593e-08
1996,3.2028553142993132e-09,1.4412848692302305e-08
1997,2.876936688878118e-09,1.9179578703010236e-08
1998,5.2449422582867555e-09,2.2887020056927554e-08
1999,7.769341975327748e-09,2.285100544896501e-08
2000,5.743440834038438e-09,2.120655151482964e-08
2001,4.381211921034023e-09,2.9792239397696818e-08
2002,5.695587723675288e-09,2.0591740756970012e-08
2003,5.000307723435071e-09,2.5834921757450502e-08
2004,3.9643121285681815e-09,2.5547789217483796e-08
2005,5.404499625605297e-09,1.981649844218225e-08
2006,2.4707338397433887e-09,2.0177660431386357e-08
2007,5.991719120856942e-09,2.356742823117486e-08
2008,5.960415716543821e-09,1.6178270612066115e-08
2009,6.675469732542183e-09,2.1933685756536647e-08
2010,9.919965127114239e-09,1.2281861583307574e-08
2011,1.56782850591064e-08,1.4531093578407095e-08
2012,1.3957436206801788e-08,2.2808493371773153e-08
2013,1.3666712872506537e-08,1.394562543222122e-08
2014,1.2776126934177512e-08,1.7323561252169384e-08
2015,1.0639561565106703e-08,1.706763055886462e-08
2016,1.5120782848043746e-08,2.899875989337275e-08
2017,7.798395401659164e-09,1.1320251402935355e-08
2018,1.3165480483579017e-08,1.6263240421032776e-08
2019,9.693753133532823e-09,1.6836519289853413e-08
