year,pouvons_VERB ouvrir_VERB,pouvons_VERB rouvrir_VERB
1800,9.432493897065797e-09,0.0
1801,4.7623651688866175e-09,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,7.4155526164076946e-09,0.0
1805,0.0,0.0
1806,2.305335300434308e-08,0.0
1807,0.0,0.0
1808,9.064295980465431e-09,0.0
1809,0.0,0.0
1810,4.680253518074551e-09,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,2.2026739543434815e-08,0.0
1815,2.697223555614414e-09,0.0
1816,2.3176038865813098e-09,0.0
1817,0.0,0.0
1818,7.152706427149269e-09,0.0
1819,0.0,0.0
1820,2.254631326081835e-08,0.0
1821,4.930744257336528e-09,0.0
1822,5.012807946513931e-09,0.0
1823,1.9765373338032077e-08,0.0
1824,0.0,0.0
1825,6.163809906922779e-09,0.0
1826,8.80798456392995e-09,0.0
1827,0.0,0.0
1828,1.2841221419535032e-08,0.0
1829,3.429270423183084e-09,0.0
1830,5.218417697960831e-09,0.0
1831,1.4032085715598441e-08,0.0
1832,1.0823975493678972e-08,0.0
1833,3.4750886612755494e-09,0.0
1834,4.667265685043276e-09,0.0
1835,9.075705520444899e-09,0.0
1836,2.016224964762614e-09,0.0
1837,3.478945576063097e-09,0.0
1838,3.787297142565649e-09,0.0
1839,2.7965900706306e-09,0.0
1840,1.2739377330817092e-09,0.0
1841,1.7977535904378783e-08,0.0
1842,6.708265054555795e-09,0.0
1843,5.31621990873532e-09,4.134837805480629e-09
1844,1.0977122322231025e-08,0.0
1845,9.48638767539478e-09,0.0
1846,1.3465353276842507e-08,0.0
1847,1.4561703842730367e-08,0.0
1848,6.43617736884039e-09,0.0
1849,0.0,0.0
1850,1.765138968323754e-08,0.0
1851,2.0638204034639784e-08,0.0
1852,8.463708844885787e-09,0.0
1853,1.1346670270029335e-08,0.0
1854,2.0782657372819813e-08,0.0
1855,9.021793090369101e-09,0.0
1856,1.2942972915652717e-08,0.0
1857,8.78671624349181e-09,0.0
1858,1.4191660291373864e-08,0.0
1859,1.629495471888731e-08,0.0
1860,9.15436793036406e-09,0.0
1861,9.431927239234028e-09,0.0
1862,1.8071945051545413e-09,0.0
1863,6.493007020935693e-09,0.0
1864,9.589456340108882e-09,0.0
1865,1.5061901947888146e-08,0.0
1866,1.4596839292835284e-09,0.0
1867,1.844068364675877e-08,0.0
1868,1.1855697756857353e-08,4.93987406535723e-10
1869,5.860222973552709e-09,0.0
1870,7.454262984651905e-09,0.0
1871,1.805600113868877e-08,0.0
1872,3.628403577593531e-09,0.0
1873,1.5563610844537834e-08,0.0
1874,7.766991494406739e-09,0.0
1875,1.716458086775674e-08,0.0
1876,8.464420275799966e-09,0.0
1877,8.658742167710898e-09,0.0
1878,7.850815109122777e-09,0.0
1879,1.5273313280772527e-08,0.0
1880,5.134277003548959e-09,0.0
1881,5.5780060570498335e-09,0.0
1882,6.655385131892899e-09,0.0
1883,1.3270612164717477e-08,6.319338941018771e-10
1884,1.2543224237049344e-08,0.0
1885,7.7347630522695e-09,1.2891271383708158e-09
1886,7.744156427236248e-09,0.0
1887,1.3710741875172516e-08,0.0
1888,1.1413106904001324e-08,0.0
1889,1.50363277384713e-08,0.0
1890,3.2771931834929546e-09,0.0
1891,7.649063604731055e-09,0.0
1892,1.3163876211308434e-08,0.0
1893,5.542574843531156e-09,0.0
1894,9.452309157609307e-09,0.0
1895,1.5648398132839247e-08,0.0
1896,1.4152869098893461e-08,0.0
1897,2.9133566670225264e-09,0.0
1898,6.224190496340043e-09,0.0
1899,1.8241008703512307e-08,0.0
1900,5.710158568206225e-09,0.0
1901,9.500856101851696e-09,0.0
1902,8.838511256215043e-09,0.0
1903,7.020286574288548e-09,0.0
1904,1.0749250378694342e-08,0.0
1905,1.0321517862621477e-08,3.6125313851442797e-09
1906,3.600929110447737e-09,0.0
1907,1.6457098794830927e-08,0.0
1908,1.4243028090277221e-08,0.0
1909,1.265226234892225e-08,0.0
1910,3.740905363258662e-09,0.0
1911,1.0640748726586935e-08,0.0
1912,6.251305251225858e-09,0.0
1913,1.2727175757731857e-08,0.0
1914,2.678697486047099e-09,0.0
1915,4.712304768617059e-09,8.246533234057551e-09
1916,8.789969641043172e-09,0.0
1917,1.7546279096336548e-08,2.1932848870420685e-09
1918,2.986458014220261e-08,0.0
1919,2.6702760891339494e-08,9.207848372660976e-10
1920,1.665890891899835e-08,7.572231730534895e-10
1921,3.7863738810983705e-09,0.0
1922,9.591316185719734e-09,1.4755870969551665e-09
1923,1.3800733000834953e-08,0.0
1924,1.675911143195208e-08,0.0
1925,1.3197813508725176e-08,0.0
1926,1.0031524944054127e-08,0.0
1927,4.4596899506643695e-09,0.0
1928,1.2568645679778001e-08,2.2852082448565625e-09
1929,4.4561625500705304e-09,0.0
1930,3.1510811737689437e-09,0.0
1931,1.1405356659111021e-08,1.1405356659111021e-09
1932,6.575722188983946e-09,0.0
1933,4.588264879146209e-09,0.0
1934,3.5944740517379614e-09,1.1981580172459871e-09
1935,1.0771455727365264e-08,0.0
1936,4.849885826274658e-09,0.0
1937,8.813782592653752e-09,0.0
1938,1.1668692678767911e-08,0.0
1939,6.117620188206274e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,1.1806010391524069e-08,0.0
1942,0.0,0.0
1943,5.806470415592457e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,1.3071024262956144e-08,0.0
1946,5.568441707737293e-09,0.0
1947,7.152522574216391e-09,0.0
1948,8.697510267552389e-09,0.0
1949,6.8719057111366055e-09,2.945102384188658e-09
1950,6.381216888229346e-09,0.0
1951,2.2388944032059044e-08,0.0
1952,9.490323193972472e-09,0.0
1953,1.0773827163745864e-08,0.0
1954,1.6613311615287785e-08,0.0
1955,8.447047505910632e-09,0.0
1956,1.3953826538681824e-08,0.0
1957,1.0602045463770082e-08,8.835037701437898e-10
1958,7.445019267748876e-09,0.0
1959,1.1626121398933265e-08,3.100299128533379e-09
1960,3.460416619915918e-09,2.076250060767393e-09
1961,1.320150300188061e-08,0.0
1962,9.512934440181198e-09,0.0
1963,3.2330267352165265e-09,1.2932106496776896e-09
1964,1.2776333768727e-08,0.0
1965,3.830430195250756e-09,0.0
1966,7.200797291773142e-09,1.6617224263271169e-09
1967,7.888536934785861e-09,1.9721342336964653e-09
1968,1.3025106326836067e-08,0.0
1969,6.358460868938209e-09,0.0
1970,9.657322941336588e-09,9.197450023812337e-10
1971,1.5929032315398217e-08,0.0
1972,6.669190977248718e-09,0.0
1973,1.268036875501366e-08,1.6539611902288698e-09
1974,6.750686232237513e-09,5.625571675160757e-10
1975,9.709516746170266e-09,0.0
1976,8.570290255249802e-09,0.0
1977,7.052138428775834e-09,5.876781838942691e-10
1978,9.504946163474415e-09,0.0
1979,4.096381456264453e-09,0.0
1980,9.664756106531058e-09,1.7055452605774235e-09
1981,7.590659656386833e-09,2.5302198114474095e-09
1982,1.4277254933858785e-08,0.0
1983,1.515675762675528e-08,0.0
1984,1.333771937339634e-08,5.799008495621649e-10
1985,6.015557829641693e-09,6.015558051686298e-10
1986,0.0,0.0
1987,7.332980445085013e-09,1.2221633705067347e-09
1988,8.395175221664886e-09,5.996553809062277e-10
1989,4.939309850016116e-09,4.939309850016116e-09
1990,4.358920779878872e-09,5.44865097484859e-10
1991,5.8614650910726596e-09,1.7584396161396398e-09
1992,7.162927584403178e-09,0.0
1993,9.970573700002205e-09,5.539207426075166e-10
1994,1.160483886764041e-08,1.5824779264761446e-09
1995,8.133675954979935e-09,5.422450821690461e-10
1996,1.2277611816102763e-08,0.0
1997,1.3905194329311144e-08,0.0
1998,1.144351013948608e-08,4.768129224785866e-10
1999,9.140402212892695e-09,9.140402323914998e-10
2000,9.277866475088103e-09,4.4180314962005696e-10
2001,1.095302959441824e-08,0.0
2002,1.0076809608960957e-08,0.0
2003,7.91715315529018e-09,1.2500769308587678e-09
2004,1.0131019578807354e-08,0.0
2005,1.6663873836364473e-08,9.007499190971657e-10
2006,4.941467679486777e-09,0.0
2007,1.1983438241713884e-08,7.988958938831558e-10
2008,1.0643598891135753e-08,8.514879357157668e-10
2009,1.668867355419934e-08,0.0
2010,1.795041271179798e-08,0.0
2011,1.7972668686638826e-08,3.82397197240536e-10
2012,2.0425515501187874e-08,6.808505426114664e-10
2013,2.2034088331679413e-08,2.789125042035323e-10
2014,1.667392801607548e-08,8.661780737106994e-10
2015,1.4851055496478693e-08,1.329945265027277e-09
2016,2.3199008936103382e-08,6.214020409345267e-10
2017,1.6603035390971854e-08,5.031222660711876e-10
2018,2.942872079358949e-08,5.162933414126769e-10
2019,1.989770481714004e-08,7.65296326310505e-10
