year,divers_DET ans_NOUN,divers_DET rangs_NOUN
1800,0.0,2.2009151834367913e-08
1801,0.0,4.7623651688866175e-09
1802,0.0,2.2378401354217203e-09
1803,0.0,2.145373123596528e-08
1804,0.0,3.707776485839531e-08
1805,0.0,2.842877755426798e-08
1806,0.0,5.76333825108577e-09
1807,0.0,5.693910232196231e-09
1808,0.0,2.2660739062985158e-08
1809,0.0,6.551188391767937e-08
1810,0.0,3.978215445954447e-08
1811,2.5070767684098882e-09,6.267691787797958e-08
1812,0.0,2.6672082320544632e-09
1813,0.0,2.8757416448144113e-09
1814,0.0,1.2901375612273114e-07
1815,0.0,1.6183340889597275e-08
1816,0.0,6.025770460382773e-08
1817,0.0,1.71256075987003e-08
1818,0.0,2.1458118837358597e-08
1819,0.0,3.8298885840504227e-08
1820,0.0,2.8479554714522237e-08
1821,0.0,1.972297702934611e-08
1822,0.0,3.408709403629473e-08
1823,0.0,2.2730180404550993e-08
1824,0.0,4.884245186076441e-08
1825,0.0,1.0918749637767178e-07
1826,8.807984341885344e-10,4.932471142637951e-08
1827,0.0,2.7651818612639545e-08
1828,0.0,2.7516904310687096e-08
1829,0.0,1.800366966620004e-08
1830,0.0,2.1917355041978226e-08
1831,0.0,8.575163690238696e-08
1832,0.0,2.976593194148336e-08
1833,0.0,2.6642345218874652e-08
1834,0.0,2.7070139907436896e-08
1835,0.0,3.7059130875150004e-08
1836,0.0,5.107770206791429e-08
1837,0.0,5.427154903259179e-08
1838,0.0,4.481634974240478e-08
1839,0.0,4.61437359433603e-08
1840,0.0,2.293087852933695e-08
1841,0.0,4.237562123421412e-08
1842,0.0,2.4149754196400863e-08
1843,1.7720733769266417e-09,4.7255287682901326e-08
1844,0.0,5.2141331252641976e-08
1845,1.1160455892778032e-09,2.511102614732863e-08
1846,1.1709002656346001e-09,4.507965911670908e-08
1847,0.0,3.289866512545814e-08
1848,0.0,2.011305433313737e-08
1849,0.0,1.1731181359664333e-08
1850,0.0,1.6972489191857676e-08
1851,6.449438760824933e-10,3.418202609850596e-08
1852,1.3021090872200602e-09,1.2370036550635177e-08
1853,0.0,3.3442816516071616e-08
1854,0.0,1.9223959313308114e-08
1855,0.0,2.4411910715116392e-08
1856,0.0,8.28350277259915e-09
1857,3.905207268672939e-09,2.245494101771328e-08
1858,0.0,2.838332058274773e-08
1859,1.018434669930457e-09,3.208069188076479e-08
1860,0.0,2.242820151820979e-08
1861,0.0,2.4994607272788016e-08
1862,0.0,1.1746764450037972e-08
1863,0.0,3.7459656709870615e-08
1864,0.0,2.1576274988888144e-08
1865,1.4120533631256649e-09,2.023943146411966e-08
1866,9.731225825149181e-10,2.1408697037372804e-08
1867,0.0,1.5043715606566366e-08
1868,4.93987406535723e-10,1.975949714960734e-08
1869,0.0,7.325278605918584e-09
1870,0.0,2.408300403544672e-08
1871,0.0,2.3366590440332402e-08
1872,1.8142017887967654e-09,9.675742873582749e-09
1873,0.0,1.1972009161809183e-08
1874,0.0,2.5093358502203955e-08
1875,0.0,1.830888685105947e-08
1876,0.0,2.6602464231473277e-08
1877,1.2369631985365004e-09,1.4843558382438005e-08
1878,0.0,2.536417298415472e-08
1879,2.443730107160036e-09,1.649517855639715e-08
1880,6.417846254436199e-10,1.2193908105473383e-08
1881,0.0,4.8807553554297556e-09
1882,0.0,1.7304001787010748e-08
1883,0.0,1.7062214752172622e-08
1884,0.0,2.706695667598069e-08
1885,0.0,9.023890079618013e-09
1886,0.0,2.2587123282846733e-08
1887,6.528924623161458e-10,8.48760173255414e-09
1888,1.268122939990235e-09,5.706553452000662e-09
1889,0.0,8.771191772893872e-09
1890,0.0,1.1797895993481688e-08
1891,0.0,5.736798147637501e-09
1892,0.0,6.268512375839919e-09
1893,0.0,7.390100087434348e-09
1894,0.0,6.301539290376468e-09
1895,0.0,1.2037228991346183e-08
1896,5.89702897624278e-10,6.486732040400511e-09
1897,0.0,8.740070001067579e-09
1898,0.0,1.0185038590293516e-08
1899,5.527578395003729e-10,9.949641111006713e-09
1900,0.0,9.863001082521805e-09
1901,0.0,1.3412973842719111e-08
1902,4.910283846193408e-10,1.3257766440233354e-08
1903,0.0,1.0800440541913758e-08
1904,0.0,7.524475265086039e-09
1905,5.160759042333041e-10,6.192911072844254e-09
1906,0.0,1.388929860013377e-08
1907,1.028568674676933e-09,6.685696440911215e-09
1908,0.0,2.4556945366072114e-09
1909,5.500983557560346e-10,2.2003934230241384e-09
1910,0.0,4.275320542035388e-09
1911,0.0,7.980561100850991e-09
1912,0.0,5.2094213387476884e-09
1913,0.0,2.6514948014977335e-09
1914,6.696743715117748e-10,4.018046340092951e-09
1915,0.0,1.1780761921542648e-09
1916,0.0,5.493730803607377e-09
1917,0.0,1.4256351654751143e-08
1918,0.0,1.033773866510046e-08
1919,0.0,1.5653341733923298e-08
1920,0.0,2.6502810612782923e-08
1921,0.0,9.087297137000405e-09
1922,0.0,7.377935595798135e-09
1923,0.0,1.0615948120573648e-08
1924,0.0,1.289162443462999e-09
1925,0.0,7.698724324711748e-09
1926,0.0,7.802296586589819e-09
1927,0.0,4.4596899506643695e-09
1928,0.0,1.0283437212876834e-08
1929,2.2280812750352652e-09,6.684243825105796e-09
1930,2.100720708497761e-09,9.453243521306831e-09
1931,2.2810713318222042e-09,7.983749661377715e-09
1932,8.767629289252454e-09,7.6716757391182e-09
1933,1.1470662197865522e-09,5.735331320977366e-09
1934,0.0,8.38710612072191e-09
1935,0.0,3.590485242455088e-09
1936,0.0,2.424942913137329e-09
1937,0.0,1.2591118370153254e-08
1938,0.0,1.1668692678767911e-08
1939,3.058810094103137e-09,4.588215141154706e-09
1940,0.0,0.0
1941,0.0,8.854508237732261e-09
1942,0.0,6.068423541449874e-09
1943,0.0,8.709705845433291e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,4.357008087652048e-09
1946,0.0,1.1136883415474585e-08
1947,0.0,3.5762612871081956e-09
1948,0.0,3.2615663503321457e-09
1949,0.0,5.890204768377316e-09
1950,0.0,1.2762433776458693e-08
1951,0.0,8.529121409139861e-09
1952,0.0,9.490323193972472e-09
1953,0.0,7.54167928107563e-09
1954,0.0,6.840775057526116e-09
1955,0.0,1.0324168187025862e-08
1956,0.0,8.72114114258693e-09
1957,0.0,1.1485549400447326e-08
1958,0.0,8.272243334772611e-09
1959,0.0,9.300897829689347e-09
1960,0.0,9.689166802218097e-09
1961,6.948159270159238e-10,7.64297514166401e-09
1962,1.9025869768540815e-09,1.331810839388936e-08
1963,6.466053248388448e-10,9.052474325699222e-09
1964,0.0,6.6923653285755336e-09
1965,0.0,8.20806533852192e-09
1966,1.1078149508847446e-09,3.8773522170743036e-09
1967,0.0,2.1200442290592036e-08
1968,8.982831700699023e-10,1.661823922916028e-08
1969,1.8167031212712459e-09,1.1354394757745467e-08
1970,0.0,1.3796174869185052e-08
1971,0.0,1.2332153964678128e-08
1972,5.130146862875051e-10,1.3338381954497436e-08
1973,0.0,7.718485406371656e-09
1974,5.625571675160757e-10,1.2938814464291681e-08
1975,5.711480177694739e-10,1.4278700888326057e-08
1976,0.0,4.570821499072508e-09
1977,0.0,1.1165885105413054e-08
1978,0.0,7.72276909088987e-09
1979,0.0,7.607565244427406e-09
1980,5.685150683554241e-10,8.527726080842513e-09
