year,divers_DET ans_NOUN,divers_DET rangs_NOUN
1981,0.0,8.855769451088236e-09
1982,0.0,1.3035754697909852e-08
1983,0.0,1.7682884490000106e-08
1984,5.799008495621649e-10,8.118611560803402e-09
1985,0.0,3.609334831011779e-09
1986,0.0,1.019062523255343e-08
1987,0.0,9.166225112267057e-09
1988,1.1993107618124554e-09,9.594486094499644e-09
1989,5.488122178931576e-10,6.585746614717891e-09
1990,1.089730194969718e-09,5.448650863826288e-09
1991,0.0,5.8614650910726596e-09
1992,0.0,1.0468894195980738e-08
1993,0.0,2.2156829704300662e-09
1994,5.274926606624319e-10,3.6924485691258724e-09
1995,0.0,6.506940763983948e-09
1996,2.135236876199542e-09,1.0676184380997711e-08
1997,2.876936688878118e-09,3.835915585170824e-09
1998,0.0,8.582632382569955e-09
1999,4.570201161957499e-10,4.570201106446348e-09
2000,0.0,7.510653432518666e-09
2001,0.0,1.1391150245287918e-08
2002,4.38122149670761e-10,7.448076377869484e-09
2003,4.1669229178253886e-10,7.91715315529018e-09
2004,0.0,6.607186797680242e-09
2005,9.007499190971657e-10,7.205999352777326e-09
2006,8.235779835885637e-10,5.353256948836815e-09
2007,7.988958938831558e-10,8.38840730210677e-09
2008,0.0,3.8316958494988285e-09
2009,4.76819250749827e-10,5.721831008997924e-09
2010,0.0,5.196172381261022e-09
2011,0.0,2.2943831279320648e-09
2012,0.0,4.765953853791416e-09
2013,0.0,2.2313000336282585e-09
2014,2.1654451842767486e-10,3.4647122948427977e-09
2015,2.2165753954528356e-10,4.654808538617772e-09
2016,0.0,4.764082017771898e-09
2017,0.0,3.5218559180094644e-09
2018,5.162933414126769e-10,5.937373259712331e-09
2019,0.0,5.101975730781305e-09
