year,ces_DET arts_NOUN,ces_DET rares_ADJ
1908,2.19539086909748e-07,4.3171109354034343e-07
1909,2.409430854832806e-07,3.548134408504211e-07
1910,2.6132895758479435e-07,3.8477885411225543e-07
1911,2.4792943786877686e-07,3.4901654721863906e-07
1912,2.0993967764226795e-07,3.2610975964075806e-07
1913,2.6249797757671445e-07,3.7067899150144967e-07
1914,2.2367123442279535e-07,3.8908082089506024e-07
1915,8.246533300670933e-08,2.756698354033915e-07
1916,1.7030566645814815e-07,2.538103691662741e-07
1917,1.250172338984612e-07,2.917068986363347e-07
1918,1.1716103553993662e-07,2.5040300855039277e-07
1919,1.813946073903061e-07,3.231954899263201e-07
1920,2.4079696370193915e-07,2.930453799621091e-07
1921,2.0749328522029487e-07,2.877643900944804e-07
1922,2.4642305085365024e-07,3.4528737025141254e-07
1923,2.5265956660192046e-07,3.9597486889419997e-07
1924,2.642782939155097e-07,3.197122850906453e-07
1925,2.3426119355463015e-07,3.6184004414963056e-07
1926,2.953726636611975e-07,4.2912633624325736e-07
1927,2.1406511518939908e-07,4.125213077799117e-07
1928,2.365190527875427e-07,3.3021259504550926e-07
1929,2.0498347463870914e-07,3.3866836446350135e-07
1930,3.4031675077983436e-07,3.1825917368166756e-07
1931,2.0529642696942574e-07,3.318958725628818e-07
1932,2.3015026151540496e-07,3.507051680173845e-07
1933,2.053248508993022e-07,3.0282548024729294e-07
1934,2.7198187702026644e-07,2.4921686936352216e-07
1935,2.7168005711786236e-07,3.61442172192028e-07
1936,1.939954277219158e-07,3.322171799879925e-07
1937,2.392312515864248e-07,3.3492375095534044e-07
1938,2.1911212755298948e-07,3.046825476360482e-07
1939,2.0341087658692913e-07,3.0588100763395687e-07
1940,2.713287707845069e-07,2.764003284028149e-07
1941,2.8039274768687505e-07,2.5678071935431035e-07
1942,1.941895497736823e-07,3.580369902778102e-07
1943,1.1903264218737775e-07,3.5709791834648286e-07
1944,1.8636479914846404e-07,3.213186232642329e-07
1945,1.568522947081874e-07,2.897410382729504e-07
1946,2.672852046359253e-07,3.52203930020778e-07
1947,2.5629872157928446e-07,3.6835492167597295e-07
1948,2.9788973376909667e-07,3.3702852775263636e-07
1949,2.1302908503884055e-07,3.141442661558358e-07
1950,2.775829415213593e-07,3.2012436790296306e-07
1951,3.155774925822641e-07,3.155774876972828e-07
1952,1.8137063473311343e-07,2.6678354103637503e-07
1953,1.788455358253671e-07,3.3291127365941975e-07
1954,2.374726204568134e-07,3.078348953522436e-07
1955,2.1399185579085156e-07,3.238034693708869e-07
1956,2.2064487659179122e-07,3.200659026703079e-07
1957,2.880222220724704e-07,2.95090263335851e-07
1958,2.0432441483198005e-07,2.7298403360020984e-07
1959,2.394981017950215e-07,2.666257383765469e-07
1960,1.8063374485066674e-07,3.245870736634515e-07
1961,2.2720480996607506e-07,3.307323819257135e-07
1962,2.1879749567688123e-07,3.0948747564707446e-07
1963,2.5928873981229117e-07,3.168365978467591e-07
1964,2.4822590205531014e-07,2.8838008603315757e-07
1965,2.8290465436953127e-07,3.1245367004828495e-07
1966,2.791693649584204e-07,2.7252248635534215e-07
1967,3.579423744071164e-07,3.525189882225277e-07
1968,3.633555429871649e-07,3.453898695937596e-07
1969,2.402589815986289e-07,2.9476007767925694e-07
1970,3.0673494588739914e-07,3.177719012370517e-07
1971,2.9699936909821645e-07,3.1549759249571707e-07
1972,3.093478415649997e-07,3.0524373606510835e-07
1973,2.3155455775025757e-07,2.9385376265622654e-07
1974,1.7720551515054694e-07,2.5708862594342463e-07
1975,1.6677522562957847e-07,2.6101463923566826e-07
1976,2.2339889849121164e-07,2.856763554603958e-07
1977,1.7571578236896812e-07,2.7973480065668355e-07
1978,2.0316822535448864e-07,3.23762222365076e-07
1979,2.2003420152572062e-07,3.037174245434926e-07
1980,2.1546720807563702e-07,3.2462210164396765e-07
1981,2.024175866921496e-07,3.1627746643891896e-07
1982,2.2160783830216246e-07,3.327221129723057e-07
1983,2.1661534077566102e-07,3.359747999809315e-07
1984,2.2326182236298564e-07,3.3808218447006766e-07
1985,2.1174764697207138e-07,2.8273122154587327e-07
1986,2.014147084672402e-07,3.015226148761485e-07
1987,2.0593453164963194e-07,3.0981840382082737e-07
1988,1.9368868997560185e-07,3.388052771668981e-07
1989,2.3489162526146856e-07,2.980050446410587e-07
1990,2.6916334450177715e-07,2.9913094756750525e-07
1991,1.998759568966335e-07,3.358619444782107e-07
1992,2.496004709584554e-07,3.024959394082316e-07
1993,2.559113800870705e-07,3.323524389031718e-07
1994,2.500315154918553e-07,3.1755056895121925e-07
1995,2.559396801160574e-07,3.38903188179529e-07
1996,2.396803377990864e-07,3.266912536048494e-07
1997,2.0953689094938e-07,2.944065329302248e-07
1998,2.6367755667777715e-07,3.461661819414985e-07
1999,2.623295518588975e-07,3.2951149719906425e-07
2000,2.672908929746143e-07,2.937990899454235e-07
2001,2.3483295574777685e-07,3.6845991147060886e-07
2002,2.3264286586055505e-07,3.2289602458490663e-07
2003,2.7751707420975436e-07,3.221031477096403e-07
2004,3.105377901491124e-07,3.3520460718250433e-07
2005,3.2742259081786074e-07,3.386819784623185e-07
2006,2.7795757162607515e-07,3.7019829868256693e-07
2007,2.844069437735186e-07,3.710871290252271e-07
2008,2.3969385676281263e-07,3.452783516877389e-07
2009,2.4031689527248545e-07,3.704885713773365e-07
2010,2.1209830691759635e-07,3.599530362663472e-07
2011,1.9808174189783756e-07,3.3192078063848385e-07
2012,1.6068072727914995e-07,3.8740395602587796e-07
2013,1.6260598767470213e-07,3.957768388573868e-07
2014,1.823304780490531e-07,4.341717634304132e-07
2015,1.9483697466515792e-07,5.304265187078272e-07
2016,2.1169095476558653e-07,4.672943045846978e-07
2017,1.2779305669230467e-07,3.8815883485199265e-07
2018,1.7915378203170462e-07,4.290397654926892e-07
2019,1.5765104333098634e-07,5.045854010177209e-07
