year,peux_VERB aller_VERB,peux_VERB râler_VERB
1800,1.5720821977538435e-08,0.0
1801,1.4287095950749062e-08,0.0
1802,1.5664880947952042e-08,0.0
1803,3.705644502360883e-08,0.0
1804,7.4155526164076946e-09,0.0
1805,2.55858996212055e-08,0.0
1806,5.76333825108577e-09,0.0
1807,1.4234775136401367e-08,0.0
1808,6.798221985349073e-09,0.0
1809,4.518061036407062e-09,0.0
1810,6.786367379163494e-08,0.0
1811,2.757784400841956e-08,0.0
1812,7.734903562095496e-08,0.0
1813,8.627225156487839e-09,0.0
1814,3.1466772298927026e-08,0.0
1815,0.0,0.0
1816,2.3176038865813098e-08,0.0
1817,3.42512151974006e-08,0.0
1818,2.026600220972341e-08,0.0
1819,3.519356894798875e-08,0.0
1820,3.441279616822612e-08,0.0
1821,8.480879643002481e-08,0.0
1822,4.8122956286533736e-08,0.0
1823,2.8659792761231984e-08,0.0
1824,7.747424035642325e-08,0.0
1825,4.9310479255382234e-08,0.0
1826,4.492072136486058e-08,0.0
1827,2.949527377893446e-08,0.0
1828,2.109629271274116e-08,0.0
1829,4.886710414098161e-08,0.0
1830,3.652892388572582e-08,0.0
1831,4.8332740476553226e-08,0.0
1832,7.306183391619925e-08,0.0
1833,7.992703388026712e-08,0.0
1834,4.947301235347368e-08,0.0
1835,2.949604294144592e-08,0.0
1836,2.6210924986003192e-08,0.0
1837,4.244313345225237e-08,0.0
1838,3.5348108440302894e-08,0.0
1839,3.8453112694014635e-08,0.0
1840,2.7389662093924017e-08,0.0
1841,2.43980835534785e-08,0.0
1842,3.219967226186782e-08,0.0
1843,2.9534556134080958e-08,0.0
1844,2.7442807137845193e-08,0.0
1845,2.1204865419122143e-08,0.0
1846,1.8148954339380907e-08,0.0
1847,2.3730184040005042e-08,0.0
1848,2.091757700384278e-08,0.0
1849,1.256912263158938e-08,0.0
1850,1.8330290174617403e-08,0.0
1851,4.450112811582585e-08,0.0
1852,2.278690836021724e-08,0.0
1853,2.269334054005867e-08,0.0
1854,3.896748168585873e-08,0.0
1855,3.237231638308913e-08,0.0
1856,1.863788057221427e-08,0.0
1857,2.9777204701986193e-08,0.0
1858,4.404308384664546e-08,0.0
1859,2.9025388315062628e-08,0.0
1860,4.073693560258107e-08,0.0
1861,2.4994607272788016e-08,0.0
1862,1.3102160245637151e-08,0.0
1863,5.893652499366908e-08,0.0
1864,3.5960461275408306e-08,0.0
1865,5.5070078275321066e-08,0.0
1866,3.8924902412418305e-08,0.0
1867,3.34843974769683e-08,0.0
1868,3.062721987134864e-08,0.0
1869,5.274200631788517e-08,0.0
1870,3.4404294524392753e-08,0.0
1871,2.3366590440332402e-08,0.0
1872,4.5959779981785687e-08,0.0
1873,3.71132280463371e-08,0.0
1874,3.1665429389704514e-08,0.0
1875,5.549881265665135e-08,0.0
1876,5.1995726835230016e-08,0.0
1877,5.1952454782622226e-08,0.0
1878,2.4760263173106978e-08,0.0
1879,3.360128886242819e-08,0.0
1880,5.968597349692573e-08,0.0
1881,7.809208568687609e-08,0.0
1882,3.261138559196297e-08,0.0
1883,3.6652167523243406e-08,0.0
1884,3.8289840631478e-08,0.0
1885,4.383032248256313e-08,0.0
1886,2.8395241713496944e-08,0.0
1887,3.852065688647599e-08,0.0
1888,5.0090857683926515e-08,0.0
1889,4.322944491264025e-08,0.0
1890,4.0637196718762425e-08,0.0
1891,3.1871099537283953e-08,0.0
1892,2.8835156484774416e-08,0.0
1893,3.263960834942736e-08,0.0
1894,5.923446977362801e-08,0.0
1895,4.393588426410133e-08,0.0
1896,2.7126333179694484e-08,0.0
1897,3.1464253424928756e-08,0.0
1898,4.583267454449924e-08,0.0
1899,4.532614283903058e-08,0.0
1900,4.983411017178696e-08,0.0
1901,5.1416396473769055e-08,0.0
1902,1.8659077838378835e-08,0.0
1903,4.5361851164216205e-08,0.0
1904,2.5260739278110123e-08,0.0
1905,3.4061010012464976e-08,0.0
1906,5.19562632916859e-08,0.0
1907,3.959989314239465e-08,0.0
1908,3.192402786567072e-08,0.0
1909,4.34577707153494e-08,0.0
1910,6.41298072423524e-08,0.0
1911,4.9479478292369095e-08,0.0
1912,5.3136098188133474e-08,0.0
1913,5.302989691813309e-08,0.0
1914,4.3528835647066444e-08,0.0
1915,4.005459075528961e-08,0.0
1916,3.735737053034427e-08,0.0
1917,5.04455535121906e-08,0.0
1918,4.479686666059024e-08,0.0
1919,6.721729306491397e-08,0.0
1920,4.921950491620919e-08,0.0
1921,2.9533714140939082e-08,0.0
1922,7.894391274021473e-08,0.0
1923,6.581888101209188e-08,0.0
1924,1.4954284210944024e-07,0.0
1925,6.818870446068104e-08,0.0
1926,6.576221522891501e-08,0.0
1927,9.25385634786835e-08,0.0
1928,7.312666383541e-08,0.0
