year,peux_VERB aller_VERB,peux_VERB râler_VERB
1929,7.686880110213679e-08,0.0
1930,8.823027286553042e-08,0.0
1931,6.84321435073798e-08,0.0
1932,6.904507898752854e-08,0.0
1933,5.391211388428019e-08,0.0
1934,7.308764082836205e-08,0.0
1935,8.497481474023516e-08,0.0
1936,8.244806082302603e-08,0.0
1937,8.436049370175169e-08,0.0
1938,7.260520362706302e-08,0.0
1939,9.635251529971356e-08,0.0
1940,7.86092684279538e-08,0.0
1941,6.493305448884712e-08,2.9515025978810172e-09
1942,1.2136847260535433e-07,0.0
1943,9.870999662098257e-08,0.0
1944,9.318240046241044e-08,0.0
1945,1.5031677946808486e-07,0.0
1946,9.32713959400644e-08,1.3921104269343232e-09
1947,1.1444036118746226e-07,0.0
1948,1.2285232742215157e-07,0.0
1949,9.031647607571358e-08,9.817008317369869e-10
1950,1.1167129798650421e-07,0.0
1951,1.2900295587314758e-07,1.0661401761424827e-09
1952,9.806667833345273e-08,0.0
1953,1.4113713575625297e-07,0.0
1954,1.5929234109535173e-07,0.0
1955,1.1638153551984942e-07,0.0
1956,1.2384020919853356e-07,0.0
1957,1.228070232173195e-07,0.0
1958,1.3649201946464018e-07,0.0
1959,1.193615162264905e-07,0.0
1960,1.2180666431049758e-07,0.0
1961,1.2645649860587582e-07,0.0
1962,1.4459661201726703e-07,0.0
1963,1.2738125576561288e-07,0.0
1964,1.581831696739755e-07,0.0
1965,1.1162968149847075e-07,0.0
1966,1.2462918164146686e-07,0.0
1967,1.385424326372231e-07,0.0
1968,1.3519161257136147e-07,0.0
1969,9.583109061850337e-08,0.0
1970,1.0990952858946912e-07,0.0
1971,1.2434921359272266e-07,5.138397485282553e-10
1972,1.3081874783438252e-07,0.0
1973,1.3617612637517595e-07,0.0
1974,1.41764402883382e-07,0.0
1975,1.1480074846303978e-07,0.0
1976,1.2684029115916928e-07,0.0
1977,1.2987688080556836e-07,0.0
1978,1.2118806580474484e-07,0.0
1979,1.3810657151225314e-07,1.1703946700691858e-09
1980,1.2507331348388107e-07,0.0
1981,1.3789697561605863e-07,0.0
1982,1.365650490470216e-07,0.0
1983,1.7872343960334547e-07,0.0
1984,1.5019432453300396e-07,0.0
1985,1.6362318433493783e-07,0.0
1986,1.540582701409221e-07,0.0
1987,1.6010339720651245e-07,0.0
1988,1.535117775119943e-07,0.0
1989,1.8165684423365747e-07,0.0
1990,2.026898187068582e-07,5.44865097484859e-10
1991,2.022205478624528e-07,0.0
1992,1.8623610742452001e-07,0.0
1993,1.63960535815022e-07,0.0
1994,1.5244538076331082e-07,0.0
1995,1.783986363079748e-07,0.0
1996,1.7295418786034134e-07,0.0
1997,1.879598698906193e-07,0.0
1998,1.7260627771520376e-07,0.0
1999,1.6407021519171394e-07,0.0
2000,1.9174257204213063e-07,0.0
2001,2.041644648898e-07,0.0
2002,2.230041786788206e-07,0.0
2003,2.34597763437705e-07,0.0
2004,2.435849637549836e-07,0.0
2005,1.9681385765579762e-07,0.0
2006,2.145420694432687e-07,1.2353669198716943e-09
2007,3.423268992719386e-07,3.994479469415779e-10
2008,3.831695778444555e-07,0.0
2009,4.348591460257012e-07,0.0
2010,6.235406999621773e-07,9.447586046817946e-10
2011,6.122178888290364e-07,1.1471915639660324e-09
2012,7.96254710166977e-07,6.808505426114664e-10
2013,8.73832902925642e-07,2.5102124823206395e-09
2014,9.090538810596627e-07,1.0827225782605865e-09
2015,9.02589476936555e-07,1.7732603163622684e-09
2016,8.490422942486475e-07,1.6570720351438695e-09
2017,1.070392613655713e-06,1.7609279590047322e-09
2018,1.16862997856515e-06,2.581466596041082e-09
2019,1.1119755072286353e-06,3.5713827450933877e-09
