year,nos_DET arts_NOUN,nos_DET rares_ADJ
1855,3.1045581394550936e-07,1.6982198758341838e-08
1856,3.8259427448394945e-07,1.7602443502795495e-08
1857,3.5781460994144254e-07,2.147863942258965e-08
1858,3.298337523105488e-07,1.5659764096565e-08
1859,4.450559367707996e-07,2.6988518087023294e-08
1860,3.5610490378701343e-07,2.654766717569146e-08
1861,3.923681894946185e-07,3.914249901981748e-08
1862,3.478849368854231e-07,2.710791768834042e-08
1863,4.2154599866339737e-07,2.2975255475898848e-08
1864,4.176208174833107e-07,3.1165730218774e-08
1865,2.767624440735972e-07,1.6003271596787272e-08
1866,2.899905249265089e-07,3.065336073859726e-08
1867,3.6541671555312405e-07,2.814630661873707e-08
1868,4.3372093450066984e-07,3.556709415875048e-08
1869,2.7787222955932833e-07,1.8069021279210062e-08
1870,2.471375095680628e-07,3.612450827361613e-08
1871,2.3260377846057168e-07,4.885741589077952e-08
1872,2.6305926326131157e-07,4.958818400346843e-08
1873,2.3824298089891727e-07,3.7711829214970294e-08
1874,2.4973865864197364e-07,7.348769270887345e-08
1875,2.7692190007755357e-07,4.3483605161043215e-08
1876,2.714660718439177e-07,3.990369701334373e-08
1877,2.591437890941961e-07,2.968711765305443e-08
1878,2.947075388171072e-07,2.8383717542990183e-08
1879,2.1565918462140843e-07,3.726688513339127e-08
1880,3.131909105391628e-07,2.9522093214495726e-08
1881,2.2521199100067335e-07,3.5559789779426865e-08
1882,1.956683171044915e-07,4.858431124077356e-08
1883,2.8437024701677416e-07,4.170763778788e-08
1884,3.2678400785357553e-07,3.036780782394999e-08
1885,1.643637115300578e-07,5.543246661687817e-08
1886,1.664993745098542e-07,3.162197281803003e-08
1887,1.717107175336352e-07,5.549585990749506e-08
1888,1.9148657059986363e-07,3.2971194885433874e-08
1889,2.2366537866247427e-07,3.132568338060082e-08
1890,1.8942176299718838e-07,4.4569826496143605e-08
1891,2.8301537646768793e-07,4.079500948162007e-08
1892,1.748914986166028e-07,3.5730518765930697e-08
1893,1.8598417833581848e-07,4.92673315477532e-08
1894,1.8022402148432093e-07,3.024738925994086e-08
1895,1.8296587511734685e-07,3.972285522735319e-08
1896,2.4118848918064373e-07,4.481741988637822e-08
1897,1.6606134012331353e-07,4.4283021471969164e-08
1898,2.1671498950937007e-07,4.3569333252335696e-08
1899,1.86279388358912e-07,5.3617510431536175e-08
1900,1.8428239145773517e-07,5.813979386815049e-08
1901,1.7660414708409178e-07,6.706486432861425e-08
1902,1.4976366036201227e-07,4.9593866791042274e-08
1903,2.068284372658269e-07,4.698191791163708e-08
1904,1.8649949851123893e-07,5.2671325967423854e-08
1905,1.6411214098788207e-07,5.3671892707995994e-08
1906,2.0782504761562848e-07,3.240836193851848e-08
1907,1.4708531348439635e-07,4.6285588695127444e-08
1908,2.2395934617946978e-07,4.37113643059206e-08
1909,2.123379602703146e-07,5.5009835797648066e-08
1910,1.945270775571828e-07,3.794346814522953e-08
1911,2.2132757115933543e-07,5.001151759387312e-08
1912,2.443218523051627e-07,4.42800791589093e-08
1913,2.7469486241216146e-07,4.6666307762510684e-08
1914,2.1697449303914595e-07,3.750176347239176e-08
1915,2.8038212462888623e-07,3.769843803791417e-08
1916,2.9446398785992756e-07,5.823354798373259e-08
1917,3.476356527087887e-07,3.838248474608008e-08
1918,2.7682167580422856e-07,4.9391419842947926e-08
1919,2.495326918983132e-07,4.788081042761405e-08
1920,2.370108482807609e-07,6.133507568506502e-08
1921,2.582306929399536e-07,3.710646279131424e-08
1922,2.670812599414596e-07,3.541408943874558e-08
1923,2.0594939131868273e-07,4.564857825073432e-08
1924,2.1657929716312196e-07,5.672314840055037e-08
1925,2.3206155774779802e-07,4.179307633300766e-08
1926,1.6607746755603614e-07,4.2355325469145555e-08
1927,2.2632926510723905e-07,6.466550583894559e-08
1928,2.3766165035965514e-07,4.113374696412819e-08
1929,1.8604478202455255e-07,4.3447585529321486e-08
1930,1.8696414416652374e-07,4.621585691921837e-08
1931,1.779235621057751e-07,3.877821175279905e-08
1932,1.600092351949911e-07,6.246935990716906e-08
1933,1.812364562869817e-07,4.81767816751244e-08
1934,1.5815686538189766e-07,4.313368862085554e-08
1935,1.7952426389911125e-07,3.4708022234042346e-08
1936,1.4185916663578269e-07,3.516167090822364e-08
1937,1.3976141044480528e-07,3.021868266728234e-08
1938,1.750303919578755e-07,5.056433616257294e-08
1939,2.3246956271094632e-07,6.117620277024116e-08
1940,1.6736167895992082e-07,6.085878911932241e-08
1941,2.5382921808869696e-07,7.083606590185809e-08
1942,2.518395767481252e-07,1.0316319776215721e-07
1943,1.9741999435218816e-07,7.548411717905879e-08
1944,1.9279117680071067e-07,8.996921252446555e-08
1945,1.4378126955705284e-07,8.278315544174575e-08
1946,2.422272178392859e-07,7.656607614592303e-08
1947,1.6570010674676894e-07,6.556479137387328e-08
1948,1.435089145296331e-07,7.284165004506349e-08
1949,1.1093219054458814e-07,4.7121639701330764e-08
1950,1.2868787369058055e-07,4.892266236566911e-08
1951,1.6951628722949863e-07,6.716682809937424e-08
1952,1.0861147803353788e-07,6.221434212250188e-08
1953,1.1743471595160315e-07,7.218464448399686e-08
1954,1.3388374320300045e-07,6.645324868159719e-08
1955,1.1638153951665231e-07,5.255940349613297e-08
1956,1.2558443907018102e-07,4.098936634555628e-08
1957,1.1573899194594617e-07,5.035971373246184e-08
1958,8.189520706025633e-08,6.535072200053449e-08
1959,1.426137536952865e-07,6.123090712240042e-08
1960,1.2249874936642868e-07,3.668041564930391e-08
1961,1.0074831191531075e-07,3.8214875874853504e-08
1962,1.4205982745707502e-07,4.883306492509121e-08
1963,1.5130564090526377e-07,4.138274167786449e-08
1964,1.308053247939256e-07,4.0154192637587016e-08
1965,1.3023463463213147e-07,4.81539821350907e-08
1966,1.3681514277052997e-07,5.372902511791011e-08
1967,1.355842309536115e-07,5.078245779444046e-08
1968,1.679789585207203e-07,4.4015873612579526e-08
1969,1.6168658145687687e-07,3.315483265708963e-08
1970,1.3336302517874543e-07,4.138852527368897e-08
1971,1.7624702985941099e-07,3.596878261902248e-08
1972,2.021277903940799e-07,3.796308534198545e-08
1973,1.0750747536647509e-07,3.3079222472309766e-08
1974,9.507215814608116e-08,4.050411495093442e-08
1975,9.766630881813398e-08,4.569184142155791e-08
1976,1.005580738677736e-07,2.7424929660568864e-08
1977,1.1165885638320105e-07,4.172515088995965e-08
1978,9.148510538015131e-08,4.2772259067902496e-08
1979,1.4454374586136964e-07,4.7986182583059644e-08
1980,7.333844465051698e-08,4.377565909763348e-08
1981,8.602747048058745e-08,4.364629113684515e-08
1982,1.173217938355009e-07,4.159026534278354e-08
1983,9.788739774307942e-08,4.9890996223211914e-08
1984,9.974294812309381e-08,5.683028314606986e-08
1985,9.444426463112165e-08,3.7296460586588864e-08
1986,9.351397256551763e-08,6.533989127532891e-08
1987,8.494035141914935e-08,5.31641060064203e-08
1988,1.0254107141172142e-07,5.336932940025463e-08
1989,7.90289598207039e-08,5.7625282767759245e-08
1990,7.519138423006666e-08,5.5031373236147374e-08
1991,8.147436680872033e-08,4.278869480955905e-08
1992,9.642402520881888e-08,3.967159800666309e-08
1993,1.0524494076236124e-07,4.3759737167192725e-08
1994,1.1446590475472362e-07,4.167192058091018e-08
1995,8.838594756088725e-08,3.524593150672217e-08
1996,6.138805996869223e-08,3.683283678057592e-08
1997,6.137465113909002e-08,4.26745602188916e-08
1998,7.056831252683082e-08,4.195953740016023e-08
1999,8.54627615343162e-08,4.06747917569561e-08
2000,1.0205652900552309e-07,2.5624583566141723e-08
2001,9.813914303435922e-08,3.72403000659105e-08
2002,8.543381779801962e-08,3.0668550143886364e-08
2003,7.542130342486075e-08,4.125253605380408e-08
2004,7.135761481702474e-08,4.228599737032823e-08
2005,8.422011443798283e-08,4.053374613732785e-08
2006,9.306430981403935e-08,4.364963457348381e-08
2007,8.66802076782136e-08,4.0344242169254585e-08
2008,7.493094011934431e-08,5.577246087185017e-08
2009,7.581426020308868e-08,5.388057466859664e-08
2010,7.274641583565611e-08,5.1016963542593885e-08
2011,4.818204557555106e-08,5.009403358791076e-08
2012,7.693611062120631e-08,5.2425492835794785e-08
2013,6.080292508370277e-08,6.498661164755504e-08
2014,7.795602341431618e-08,7.449131267378561e-08
2015,8.134831741557491e-08,5.6301015405324506e-08
2016,1.2303759522325208e-07,6.441867617112962e-08
2017,4.125602554028163e-08,6.414808861876509e-08
2018,5.550153436839622e-08,6.944145525267231e-08
2019,6.224410059596508e-08,6.351959402906004e-08
