year,aux_ADP adieux_NOUN,aux_ADP radieux_ADJ
1854,3.3252252062965226e-08,0.0
1855,2.653468555990912e-08,0.0
1856,5.228960975323105e-08,0.0
1857,6.83411283675106e-08,4.881509085841174e-10
1858,3.083015964744362e-08,4.893676019968041e-10
1859,5.1940166390096465e-08,2.5460866748261424e-09
1860,5.950339054816567e-08,4.57718396518203e-09
1861,4.2915271114551956e-08,7.073945429425521e-09
1862,5.602303004836884e-08,9.035972525772706e-10
1863,5.3941903610521535e-08,4.994620717013731e-09
1864,4.3152552087200036e-08,1.9178911792039344e-09
1865,5.0833919740256306e-08,0.0
1866,3.3572728597164314e-08,2.919367858567057e-09
1867,3.1543274658929477e-08,1.455843445796745e-09
1868,3.507310708528166e-08,4.93987406535723e-10
1869,4.248661644723484e-08,1.4650557433881772e-09
1870,3.4977697627169846e-08,3.4404292748035914e-09
1871,3.504988455027558e-08,1.0621177271019633e-09
1872,3.930770675619755e-08,2.4189357183956872e-09
1873,2.4542618937140048e-08,5.986004469882289e-10
1874,3.943241888570981e-08,1.7923826867161097e-09
1875,4.5200065357242636e-08,2.2886108008712824e-09
1876,5.139112491114872e-08,5.441413319928756e-09
1877,3.463496867084359e-08,6.184815992682502e-10
1878,2.7779808009498197e-08,3.019544281279707e-09
1879,5.742765829541696e-08,0.0
1880,4.0432432291126474e-08,0.0
1881,4.044054380258899e-08,3.486253785656146e-09
1882,2.3959387140948252e-08,0.0
1883,2.9068959905842462e-08,5.68740488038344e-09
1884,3.895001210452165e-08,3.300848483434038e-09
1885,4.4474888050149985e-08,0.0
1886,5.033701711010252e-08,3.2267319927115068e-09
1887,4.309090440024477e-08,1.9586774424595887e-09
1888,4.818867194167353e-08,3.1703073499755874e-09
1889,4.8868065538609784e-08,3.7590820456401275e-09
1890,5.5712286617382034e-08,6.554386478008212e-10
1891,3.059625619528106e-08,5.099376032546843e-09
1892,4.199903225199364e-08,5.641661138255927e-09
1893,5.04990151917184e-08,3.079208221734575e-09
1894,3.150769600779313e-08,9.452308713520097e-09
1895,3.9722853895085564e-08,3.611168697403855e-09
1896,3.479247134841046e-08,8.255840455717589e-09
1897,3.7873636782315145e-08,3.496028022631492e-09
1898,3.734514086861651e-08,5.6583548957434e-10
1899,3.592925956752424e-08,1.6582735185011188e-09
1900,3.010810767367644e-08,1.5573159428683425e-09
1901,3.297356016007669e-08,6.147612641171918e-09
1902,2.356936240621721e-08,6.874397495693074e-09
1903,3.5101433093487344e-08,2.7001101354784396e-09
1904,4.084715055086008e-08,0.0
1905,3.2512781023008586e-08,4.64468330463319e-09
1906,4.012463827862689e-08,0.0
1907,3.137134407804609e-08,1.5428529565042481e-09
1908,2.6521500773313278e-08,1.964555629285769e-09
1909,2.8605114721358404e-08,2.2003934230241384e-09
1910,4.16843737305328e-08,1.068830135508847e-09
1911,3.9902805393232654e-08,0.0
1912,4.271725256854708e-08,4.167536871158006e-09
1913,2.0151361024289827e-08,1.590896969716482e-09
1914,5.625264903885707e-08,6.696743715117748e-10
1915,4.830112487752558e-08,0.0
1916,3.84561182897869e-08,4.394984820521586e-09
1917,2.1932848426331475e-08,8.773139548168274e-09
1918,2.5270027848023346e-08,1.033773866510046e-08
1919,5.7088659133341935e-08,1.8415696745321952e-09
1920,3.028892692213958e-08,1.514446346106979e-09
1921,3.407736237637238e-08,2.2718242842501013e-09
1922,2.2133806787394406e-08,1.4755870969551665e-09
1923,2.1231895797058087e-08,6.369568872344189e-09
1924,1.933743642990038e-08,2.578324886925998e-09
1925,3.409435178625131e-08,0.0
1926,2.6750731851876708e-08,4.458455382660986e-09
1927,5.5746125160460736e-08,1.1149224876660924e-09
1928,2.970770796029143e-08,5.713020723163709e-09
1929,2.4508894691521732e-08,4.4561625500705304e-09
1930,3.7812972308870485e-08,1.0503603542488804e-09
1931,3.649714219733369e-08,1.1405356659111021e-09
1932,3.9454333244925976e-08,2.1919073223131136e-09
1933,3.211785282175583e-08,0.0
1934,5.152079474157745e-08,0.0
1935,3.590485153637246e-08,1.196828414151696e-09
1936,3.6374141920703096e-08,0.0
1937,4.029157840701458e-08,3.777335444432595e-09
1938,3.2413036477052515e-08,0.0
1939,4.8940961505650193e-08,3.058810094103137e-09
1940,3.296517858686343e-08,2.5357829169792012e-09
1941,2.6563524713196784e-08,0.0
1942,4.2478966344461355e-08,6.068423541449874e-09
1943,4.064529335323641e-08,2.9032352077962287e-09
1944,2.2492303131116387e-08,0.0
1945,3.267755976921194e-08,4.357008087652048e-09
1946,3.062642939255511e-08,6.960552134671616e-09
1947,2.3841741247920822e-08,0.0
1948,3.261566461354448e-08,1.0871887834440486e-09
1949,1.7670615193310368e-08,0.0
1950,3.935083681128049e-08,0.0
1951,2.2388944032059044e-08,2.1322803522849654e-09
1952,2.4253049346611988e-08,1.0544803918932644e-09
1953,2.4779803320384985e-08,0.0
1954,4.690817290153859e-08,0.0
1955,4.035811285163504e-08,2.815682353940474e-09
1956,3.314033847345854e-08,0.0
1957,3.268963910674216e-08,0.0
1958,3.474342313847245e-08,8.272243445794913e-10
1959,4.4179264024890585e-08,7.750747821333448e-10
1960,4.152499988308023e-08,2.076250060767393e-09
1961,3.821487659649847e-08,0.0
1962,3.361236988741467e-08,6.341956404476434e-10
1963,3.6856504403992574e-08,6.466053248388448e-10
1964,4.562976119171225e-08,0.0
1965,2.9001829049413175e-08,0.0
1966,3.268054182825608e-08,5.539074754423723e-10
1967,3.451234847906548e-08,0.0
1968,4.401587372360183e-08,4.4914158503495116e-10
1969,3.6334063951981577e-08,0.0
1970,4.000890643784949e-08,1.8394900047624674e-09
1971,4.573173573163558e-08,3.083038491169532e-09
1972,3.9502130788626744e-08,3.0780880067027283e-09
1973,2.8668660168040816e-08,2.7566018911961976e-09
1974,1.8001828638869455e-08,5.625571675160757e-10
1975,2.9128548906243168e-08,2.8557400888473694e-09
1976,8.855966709964136e-08,0.0
1977,1.880570232870582e-08,5.876781838942691e-10
1978,3.801978509798687e-08,0.0
1979,3.92082202260724e-08,0.0
1980,4.661823577167823e-08,1.1370301367108482e-09
1981,3.542307680515222e-08,6.325549528618524e-10
1982,2.855451075589599e-08,6.207502289967692e-10
1983,4.4838744051034496e-08,6.315316047889041e-10
1984,5.2770978087313125e-08,0.0
1985,4.150735155583618e-08,2.4062232206745193e-09
1986,4.07625022069702e-08,2.997242676272549e-09
1987,5.071978109727482e-08,0.0
1988,4.677311998824152e-08,0.0
1989,3.951447857808432e-08,0.0
1990,5.5031374679437306e-08,1.6345953479657283e-09
1991,2.989347303028467e-08,5.861465202094962e-10
1992,4.3528557924776834e-08,0.0
1993,4.265189607055575e-08,0.0
1994,3.9034456944531115e-08,1.0549853213248639e-09
1995,7.754104752732971e-08,2.1689803286761844e-09
1996,3.576521812043154e-08,1.067618438099771e-09
1997,3.8359155296596725e-08,0.0
1998,4.911173034916061e-08,4.768129224785866e-10
1999,4.43309527975444e-08,3.1991408688814005e-09
2000,4.9481953978691706e-08,4.4180314962005696e-10
2001,7.228999526764923e-08,0.0
2002,3.242103979728128e-08,0.0
2003,7.917153832526225e-08,4.1669229178253886e-10
2004,5.3738452465701414e-08,8.809582507929292e-10
2005,4.864049474306853e-08,0.0
2006,7.000412799440525e-08,1.6471559671771274e-09
2007,7.869124829529284e-08,1.5977917877663117e-09
2008,4.172290732351591e-08,0.0
2009,1.1300615998521835e-07,2.860915504498962e-09
2010,5.385124030032884e-08,1.4171379625338432e-09
2011,7.724423473076669e-08,0.0
2012,4.834038871970314e-08,0.0
2013,5.661923874189512e-08,1.1156500168141292e-09
2014,6.279791187058237e-08,2.1654451842767486e-10
2015,6.716223151237433e-08,1.10828768384863e-09
2016,6.359014034784671e-08,3.107010093650331e-09
2017,5.660125446116382e-08,5.031222660711876e-10
2018,5.9631881599298e-08,5.162933414126769e-10
2019,7.729493245456354e-08,2.55098775436835e-10
