year,avons_VERB éveillé_VERB,avons_VERB réveillé_VERB
1869,2.441759683335931e-09,1.4650557433881772e-09
1870,5.734048791339319e-09,8.601073631098188e-09
1871,0.0,2.1242354542039266e-09
1872,2.4189357183956872e-09,1.6327815544059376e-08
1873,4.788803575905831e-09,2.9930022904522957e-09
1874,0.0,7.766991494406739e-09
1875,2.2886108563824337e-09,9.7265964171811e-09
1876,1.209202959984168e-09,1.813804439976252e-09
1877,0.0,3.0924081073635534e-09
1878,0.0,1.2078177347163432e-09
1879,0.0,9.163987790827832e-09
1880,0.0,3.8507077526617195e-09
1881,6.972507571312292e-10,5.5780060570498335e-09
1882,3.3276925659464496e-09,3.3276925659464496e-09
1883,0.0,1.2006744043446815e-08
1884,0.0,5.941527270181268e-09
1885,0.0,1.0957580620640783e-08
1886,0.0,4.5174246565693466e-09
1887,3.264462256069578e-09,7.834709769838355e-09
1888,3.1703073499755874e-09,1.0779045211961602e-08
1889,1.2530273485467092e-09,2.5060546970934183e-09
1890,6.554386478008212e-10,7.209825181320184e-09
1891,0.0,4.461953917456185e-09
1892,6.268512375839919e-10,3.761107425503951e-09
1893,3.079208221734575e-09,2.463366621796581e-09
1894,0.0,1.8904617871129403e-09
1895,0.0,1.3240951446391591e-08
1896,0.0,5.89702897624278e-10
1897,5.826713556089658e-10,1.1653427112179315e-09
1898,6.7900258748920805e-09,5.092519295146758e-09
1899,0.0,2.2110313580014918e-09
1900,1.038210628578895e-09,1.038210628578895e-09
1901,4.470991132876634e-09,1.117747761014698e-08
1902,1.9641135384773634e-09,9.820567692386817e-10
1903,5.400220270956879e-10,1.1340462791054051e-08
1904,1.6123875568041512e-09,4.837162670412454e-09
1905,0.0,6.708986699521802e-09
1906,3.0865106026567446e-09,2.572092316910357e-09
1907,0.0,2.5714217422034835e-09
1908,0.0,5.893666887857307e-09
1909,1.1001967115120692e-09,6.60118004702781e-09
1910,5.34415089958884e-09,1.6566866989364826e-08
1911,1.5961122423746588e-09,3.7242617878519013e-09
1912,5.209421227725386e-10,2.6047106693738442e-09
1913,1.060597942803554e-09,1.590896969716482e-09
1914,0.0,6.696743715117748e-10
1915,0.0,1.1780761921542648e-09
1916,5.493730803607377e-09,6.592477230782379e-09
1917,4.386569774084137e-09,5.483212106582869e-09
1918,2.2972752589112133e-09,5.743188147278033e-09
1919,4.603924352863942e-09,3.6831393490643904e-09
1920,3.786115865267448e-09,7.572231730534895e-10
1921,7.572747429129834e-10,7.572747429129834e-10
1922,5.902348387820666e-09,5.902348387820666e-09
1923,0.0,1.1677542488541803e-08
1924,0.0,3.867487219366694e-09
1925,4.399271169575059e-09,5.499089184013428e-09
1926,0.0,3.343841648018042e-09
1927,0.0,2.1183527820767267e-08
1928,0.0,3.4278122562625413e-09
1929,1.1140406375176326e-09,3.342121912552898e-09
1930,0.0,7.352522590764465e-09
1931,0.0,4.5621426636444085e-09
1932,3.287861094491973e-09,5.4797681947604815e-09
1933,5.735331320977366e-09,3.4411986593596566e-09
1934,0.0,4.7926320689839486e-09
1935,1.196828414151696e-09,1.196828414151696e-09
1936,2.424942913137329e-09,1.576212937948185e-08
1937,3.777335333410292e-09,5.0364472592434595e-09
1938,3.8895642262559704e-09,3.8895642262559704e-09
1939,1.5294050470515685e-09,1.2235240376412548e-08
1940,2.5357829169792012e-09,1.0143131667916805e-08
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,3.2131861615880553e-09
1945,0.0,2.178504043826024e-09
1946,2.7842208538686464e-09,5.568441707737293e-09
1947,1.1920870957027319e-09,8.344609447874518e-09
1948,2.174377566888097e-09,4.348755133776194e-09
1949,0.0,1.9634016634739737e-09
1950,2.1270722960764488e-09,7.444753258312176e-09
1951,1.0661401761424827e-09,7.462981344019681e-09
1952,0.0,5.272402070488624e-09
1953,0.0,5.386913581872932e-09
1954,2.9317608341017376e-09,9.772536113672459e-10
1955,9.385607846468247e-10,1.8771215692936494e-09
1956,2.616342476002842e-09,3.488456634670456e-09
1957,8.835037701437898e-10,1.7670075402875796e-09
1958,8.272243445794913e-10,3.3088973783179654e-09
1959,7.750747821333448e-10,0.0
1960,1.3841666701708277e-09,3.460416619915918e-09
1961,1.3896318540318475e-09,6.94815938118154e-09
1962,3.805173953708163e-09,6.341956293454132e-09
1963,1.939815863494232e-09,1.939815863494232e-09
1964,1.8251904432275978e-09,6.083968440151466e-09
1965,5.472043373977442e-10,8.20806533852192e-09
1966,2.215629901769489e-09,4.985167390003653e-09
1967,9.860671168482327e-10,6.902469706915326e-09
1968,8.982831700699023e-10,5.3896989093971115e-09
1969,0.0,4.541757636644661e-09
1970,9.197450023812337e-10,3.6789800095249348e-09
1971,2.0553589941130213e-09,7.193756701440179e-09
1972,0.0,3.0780880067027283e-09
1973,0.0,7.718485406371656e-09
1974,5.625571675160757e-10,2.2502286700643026e-09
1975,0.0,5.711480177694739e-09
1976,5.713526873840635e-10,2.285410749536254e-09
1977,1.7630346071939584e-09,4.11374712072643e-09
1978,5.940591352171509e-10,4.158414057542359e-09
1979,5.851973350345929e-10,5.851973128301324e-09
1980,5.685150683554241e-10,6.253665585376211e-09
1981,6.325549528618524e-10,3.795329828193417e-09
1982,6.207502289967692e-10,3.1037510339615437e-09
1983,1.2630632095778083e-09,6.946847541655643e-09
1984,1.1598016991243298e-09,8.118611560803402e-09
1985,2.4062232206745193e-09,1.2031115659283387e-08
1986,0.0,5.994485463567401e-10
1987,0.0,4.277571630240118e-09
1988,0.0,8.994830658082265e-09
1989,1.0976244357863152e-09,4.390497743145261e-09
1990,0.0,4.90378582185258e-09
1991,5.861465202094962e-10,6.4476117778156095e-09
1992,0.0,3.30596661157756e-09
1993,0.0,4.985286850001103e-09
1994,1.0549853213248639e-09,3.6924485691258724e-09
1995,0.0,2.1689803286761844e-09
1996,5.338092190498855e-10,5.871901187504136e-09
1997,4.79489448146353e-10,6.7128524960935465e-09
1998,0.0,4.7681290027412615e-09
1999,9.140402323914998e-10,3.656160929565999e-09
2000,4.4180314962005696e-10,5.3016377954406835e-09
2001,4.3812117822561447e-10,7.886181485616817e-09
2002,4.38122149670761e-10,3.9430991805033955e-09
2003,1.6667691671301554e-09,2.083461403401543e-09
2004,8.809582507929292e-10,6.166707589017051e-09
2005,2.251874686720612e-09,7.205999352777326e-09
2006,0.0,5.7650457740976435e-09
2007,7.988958938831558e-10,5.592271090648637e-09
2008,8.514879357157668e-10,8.51487946817997e-09
2009,1.907277002999308e-09,4.291373478793048e-09
2010,1.4171379625338432e-09,5.668551850135373e-09
2011,3.82397197240536e-10,6.500752380844688e-09
2012,6.808505426114664e-10,1.4978711604385353e-08
2013,1.9523875849358774e-09,1.6734750474256543e-08
2014,1.2992671383216248e-09,1.0610681222544827e-08
2015,2.2165753954528356e-10,1.3964425171764105e-08
2016,1.0356699942093428e-09,1.4292246497404903e-08
2017,7.54683426862357e-10,1.6603035390971854e-08
2018,5.162933414126769e-10,1.290733386838383e-08
2019,1.7856913725466939e-09,1.2754938438774843e-08
