year,veux_VERB assurer_VERB,veux_VERB rassurer_VERB
1921,3.0290989716519334e-09,6.815472630705699e-09
1922,8.115729421831475e-09,3.6889677978990676e-09
1923,7.431163684401554e-09,7.431163684401554e-09
1924,1.0313299547703991e-08,7.734974438733389e-09
1925,1.7597084678300234e-08,9.898360353588487e-09
1926,1.114613823460786e-08,5.57306911730393e-09
1927,5.574612327308159e-09,8.919379901328739e-09
1928,6.8556245125250825e-09,7.998228745975666e-09
1929,7.798284684668033e-09,1.0026365515614089e-08
1930,6.302162347537887e-09,4.201441416995522e-09
1931,4.5621426636444085e-09,9.124285327288817e-09
1932,8.767629289252454e-09,4.383814644626227e-09
1933,4.588264879146209e-09,4.588264879146209e-09
1934,8.38710612072191e-09,4.7926320689839486e-09
1935,3.590485242455088e-09,2.393656828303392e-09
1936,7.274828739411987e-09,7.274828739411987e-09
1937,8.813782592653752e-09,6.295559185076627e-09
1938,7.779128452511941e-09,6.482607339819424e-09
1939,4.588215141154706e-09,1.5294050470515685e-09
1940,5.0715658339584024e-09,0.0
1941,1.7709016475464523e-08,2.9515025978810172e-09
1942,9.102635090130207e-09,9.102635090130207e-09
1943,8.709705845433291e-09,5.806470415592457e-09
1944,9.639558484764166e-09,0.0
1945,0.0,2.178504043826024e-09
1946,4.1763312808029696e-09,8.352662561605939e-09
1947,8.344609447874518e-09,1.0728784083369192e-08
1948,1.6307831529616124e-08,1.848220954059343e-08
1949,4.908504269707237e-09,1.1780409536754632e-08
1950,7.444753258312176e-09,9.571825110299415e-09
1951,3.1984206394497505e-09,9.595261474260042e-09
1952,6.326882129314981e-09,1.370824520563474e-08
1953,1.4005975934594517e-08,1.2928593307037772e-08
1954,8.795282724349818e-09,1.172704333640695e-08
1955,9.385607846468247e-09,1.8771215692936494e-09
1956,2.616342476002842e-09,5.232684952005684e-09
1957,3.534015080575159e-09,2.6505113659425206e-09
1958,4.9633461784992505e-09,6.617794756635931e-09
1959,6.975672928177801e-09,6.200598257066758e-09
1960,4.152500121534786e-09,2.7683333403416555e-09
1961,9.72742331128984e-09,6.948159270159238e-10
1962,6.976152100435229e-09,1.9025869768540815e-09
1963,9.052474325699222e-09,5.1728425987107585e-09
1964,2.4335873316516654e-09,3.6503808864551957e-09
1965,7.660860390501512e-09,3.2832261354087677e-09
1966,1.6617224929404983e-08,3.8773522170743036e-09
1967,2.9582012395223956e-09,2.9582012395223956e-09
1968,7.186265360559219e-09,3.5931326802796093e-09
1969,9.991866889436096e-09,3.1792304344691047e-09
1970,5.058597540852361e-09,5.518470125309705e-09
1971,4.1107179882260425e-09,1.541519245584766e-09
1972,6.669190977248718e-09,1.5390440033513642e-09
1973,1.1577728109557484e-08,2.205281512956958e-09
1974,1.2376257352286757e-08,3.3753431161187564e-09
1975,3.998036124386317e-09,2.8557400888473694e-09
1976,3.4281160132820787e-09,2.856763492431469e-09
1977,4.7014254711541525e-09,2.3507127355770763e-09
1978,6.534650598410963e-09,1.7821774056514528e-09
1979,9.948355028654987e-09,1.1703946700691858e-09
1980,8.527726080842513e-09,2.2740602734216964e-09
1981,4.427884725544118e-09,1.2651099057237047e-09
1982,6.2075020679230875e-09,2.483000915987077e-09
1983,3.78918940668882e-09,3.78918940668882e-09
1984,6.378909400694965e-09,1.739702604197646e-09
1985,7.820225356169885e-09,6.015557829641693e-09
1986,1.0790073723399018e-08,4.196139880008332e-09
1987,1.588812459374367e-08,7.332980445085013e-09
1988,7.795519785247507e-09,7.195864348830128e-09
1989,9.878619700032232e-09,6.585746614717891e-09
1990,9.80757164370516e-09,9.262707045820662e-09
1991,1.582595565707834e-08,1.7584396161396398e-09
1992,4.4079553340736766e-09,4.958949695321735e-09
1993,1.3294098266669607e-08,3.323524566667402e-09
1994,8.439882570598911e-09,4.747434001473039e-09
1995,5.964695848348356e-09,5.964695848348356e-09
1996,3.736664311304594e-09,9.074756945892659e-09
1997,9.58978851883785e-09,8.151320507465698e-09
1998,4.291316191284977e-09,5.2449422582867555e-09
1999,1.0511462811280126e-08,9.140402212892695e-09
2000,1.7672125984802278e-09,1.2370488633450805e-08
2001,9.638665865452367e-09,9.638665865452367e-09
2002,1.0953053575235572e-08,7.448076377869484e-09
2003,1.1667384391955693e-08,1.2084076850271686e-08
2004,8.369103632333008e-09,1.4535810777260849e-08
2005,8.557123898356167e-09,1.8465373230469595e-08
2006,3.294311934354255e-09,1.2765458912156191e-08
2007,5.991719120856942e-09,7.988958827809256e-09
2008,7.663391698997657e-09,9.79211112195344e-09
2009,9.53638501499654e-09,1.43045770784056e-08
2010,9.919965293647692e-09,1.1337103700270745e-08
2011,6.500752380844688e-09,4.971163480860241e-09
2012,5.7872298064864935e-09,2.382976926895708e-09
2013,6.136075203500013e-09,5.578250084070646e-10
2014,8.012147389990787e-09,2.3819897165822113e-09
2015,8.644644111654998e-09,4.876465897751814e-09
2016,1.1392370602436586e-08,4.971216327476213e-09
2017,1.0565567976072998e-08,6.289028409156572e-09
2018,1.161660012627408e-08,3.0977600484760615e-09
2019,9.94885240857002e-09,5.3570743396846865e-09
