year,trois_DET âmes_NOUN,trois_DET ames_NOUN,trois_DET rames_NOUN
1831,6.080570358335535e-08,3.274153215215847e-08,9.354723218280014e-09
1832,1.0823975604701275e-08,3.247192659205922e-08,1.3529969367098715e-09
1833,3.822597527403104e-08,3.243415847009601e-08,1.1583628500844156e-09
1834,2.7070139907436896e-08,1.5868701908061666e-08,3.733812370398937e-09
1835,1.739510224751939e-08,9.075705520444899e-09,1.739510224751939e-08
1836,4.906147416106066e-08,1.5457725766054864e-08,1.0081124712790768e-08
1837,2.1569462660409044e-08,1.3915782304252389e-08,5.5663127440652715e-09
1838,3.408567295082321e-08,1.641162095111781e-08,4.418513555037862e-09
1839,1.5381245721535208e-08,6.292327547896548e-09,2.447016300699545e-08
1840,4.522479102320176e-08,1.0828470564661075e-08,2.6880087489189464e-07
1841,6.934192242624704e-08,7.0626033910059505e-09,9.630822361827995e-09
1842,4.024958855097793e-08,1.0062397137744483e-08,3.287049921141261e-08
1843,6.3794637128467e-08,1.0632439872981791e-08,1.1813822142769936e-09
1844,6.75093048130293e-08,1.0428266250528395e-08,2.7442805805577564e-09
1845,4.296775557577348e-08,3.90615950696116e-09,0.0
1846,5.093416177714971e-08,4.6836012845830055e-09,1.5807153808111707e-08
1847,3.55952778363644e-08,1.0786447290911383e-09,5.9325460100012606e-09
1848,4.103063133698015e-08,9.65426583121598e-09,2.654923214606697e-08
1849,7.709061833338637e-08,4.1897072478036534e-09,0.0
1850,1.0522943938440221e-07,2.7155984128057753e-09,4.073397619208663e-09
1851,5.095056465620473e-08,2.579775504329973e-09,1.9348316282474798e-09
1852,4.9480144648228475e-08,3.2552727180501506e-09,6.510545436100301e-09
1853,3.58315901394235e-08,1.1943863675867306e-09,2.9859659189668264e-09
1854,6.130883889454708e-08,4.156531618892956e-09,4.676098175337984e-09
1855,4.617035287424187e-08,3.1841622671890946e-09,5.306937111981824e-09
1856,6.005539504583268e-08,9.3189408967298e-09,7.248064815001953e-09
1857,7.712784461100242e-08,2.9289055625270066e-09,6.8341128311999455e-09
1858,7.193703766006365e-08,4.404308417971237e-09,2.936205500958522e-09
1859,7.485494535330872e-08,2.5460866748261424e-09,7.638259802433822e-09
1860,7.00309130685639e-08,1.373155145145688e-09,1.8308735638683515e-09
1861,1.669451110686282e-07,2.357981809808507e-09,6.6023493339173456e-09
1862,1.8704463400354143e-07,1.8071945051545413e-09,1.445755604123633e-08
1863,1.6781925293862798e-07,1.4983863039219614e-09,7.991393324857654e-09
1864,8.486668434670719e-08,3.835782358407869e-09,6.712619238236073e-09
1865,7.719224459634688e-08,1.882737743486018e-09,2.3534221238463715e-09
1866,4.670988573707291e-08,1.9462451650298362e-09,3.4059290943133647e-09
1867,5.871901720411188e-08,5.338092634588065e-09,4.367530337390235e-09
1868,7.16281718382561e-08,4.939874287401835e-09,1.975949626142892e-09
1869,6.446245492952585e-08,2.9301114867763545e-09,2.9301114867763545e-09
1870,5.6193677266946906e-08,1.7202146374017957e-09,5.160643912205387e-09
1871,5.8416475212652585e-08,1.0621177271019633e-09,7.434824311758348e-09
1872,6.833493415570047e-08,0.0,5.442605477412599e-09
1873,5.8662843471779524e-08,1.1972008939764578e-09,7.781805866358127e-09
1874,3.7042575229406793e-08,4.779687201583727e-09,6.5720701658555924e-09
1875,5.778742462325681e-08,5.721527140956084e-10,6.865832347102696e-09
1876,6.650616257708464e-08,0.0,3.02300739996042e-09
1877,3.958282235316801e-08,2.4739263970730008e-09,8.040260901509555e-09
1878,5.918306911212312e-08,0.0,4.22736201599605e-09
1879,2.6270098985037293e-08,6.10932526790009e-10,3.5434087664043545e-08
1880,4.6208491255583795e-08,0.0,2.3746030919369332e-08
1881,6.135806757123774e-08,0.0,1.2550513517339823e-08
1882,4.6587697255517924e-08,0.0,3.128031078603044e-08
1883,3.6652167523243406e-08,6.319338941018771e-10,1.4534479841898928e-08
1884,1.7164411225678577e-08,0.0,0.0
1885,3.867381448419138e-08,1.2891271383708158e-09,2.900535989169839e-08
1886,5.2918402104751294e-08,0.0,1.2906927970846027e-08
1887,3.395040826248419e-08,0.0,9.140494583448344e-09
1888,3.7409627395845746e-08,2.53624587998047e-09,8.876860579931645e-09
1889,3.696430539434914e-08,0.0,3.132568426877924e-09
1890,2.0318597915292003e-08,2.6217545912032847e-09,0.0
1891,2.2309770031370135e-08,0.0,1.9122659011827636e-09
1892,5.014809767445172e-08,2.5074049503359674e-09,1.8805537127519756e-09
1893,5.48099060027063e-08,6.158416554491453e-10,4.926733243593162e-09
1894,2.142523314319078e-08,6.301539290376468e-10,1.764431001305411e-08
1895,5.115822254708746e-08,0.0,1.6250258916272742e-08
1896,4.2458607296680384e-08,5.89702897624278e-10,8.845543741919926e-09
1897,2.6802883135168543e-08,2.913356778044829e-09,1.1070755867592652e-08
1898,3.39501293744604e-08,2.26334195829736e-09,8.487532454637403e-09
1899,3.4823743888523495e-08,0.0,8.844125432005967e-09
1900,4.049021562479993e-08,1.5573159428683425e-09,1.661137005726232e-08
1901,5.42107657652835e-08,5.588738916095792e-10,4.470991132876634e-09
1902,7.610939656288451e-08,1.4730851538580225e-09,3.437198747846537e-09
1903,5.238213662828173e-08,1.6200660812870638e-09,4.320176216765503e-09
1904,3.869730225147805e-08,1.0749250378694342e-09,4.837162670412454e-09
1905,3.251278357652154e-08,1.0321518084666081e-09,3.6125313851442797e-09
1906,4.1153477514654924e-08,1.0288369045596824e-09,1.5432553013283723e-09
1907,3.8571323912606204e-08,0.0,0.0
1908,4.37113645279652e-08,0.0,7.858222295098471e-09
1909,6.051082124258755e-08,0.0,9.901770070541716e-09
1910,4.382203711017496e-08,5.344150677544235e-10,2.6720753387721174e-09
1911,4.415910637156628e-08,2.128149656499545e-09,1.0640748726586935e-08
1912,4.844761747335724e-08,2.0837684910901544e-09,1.0418842677495377e-08
1913,4.1363318104004065e-08,2.121195885607108e-09,5.302989658506618e-09
1914,2.343860350251248e-08,0.0,8.036092680185902e-09
1915,4.358881877664089e-08,0.0,1.0602685840410686e-08
1916,3.84561182897869e-08,1.0987462051303964e-09,3.2962386153911893e-09
1917,4.6058983849128765e-08,1.4256351654751143e-08,4.386569774084137e-09
1918,3.560776473676697e-08,0.0,1.2635013924011673e-08
1919,4.235610107095056e-08,1.8415696745321952e-09,2.1178051312631396e-08
1920,6.057785206792232e-08,0.0,4.543339038320937e-09
1921,3.937828552125211e-08,0.0,9.087297137000405e-09
1922,3.467629627884605e-08,0.0,8.115729421831475e-09
1923,3.927900982247934e-08,3.1847844361720945e-09,4.246379248229459e-09
1924,3.351822286390416e-08,2.578324886925998e-09,5.156649773851996e-09
1925,4.9491799103407175e-08,0.0,5.499089184013428e-09
1926,3.901148293294909e-08,0.0,1.114613823460786e-08
1927,3.790736458064714e-08,2.2298449753321847e-09,1.2264147031260109e-08
1928,2.170947865920425e-08,4.570416489713125e-09,4.570416489713125e-09
1929,1.3368487650211591e-08,0.0,5.570202965543558e-09
1930,4.3064774857271004e-08,0.0,5.2518016602221e-09
1931,3.307553431142196e-08,0.0,3.4216069977333063e-09
1932,2.082311922890767e-08,0.0,3.287861094491973e-09
1933,2.7529588830788043e-08,3.4411986593596566e-09,1.605892752110094e-08
1934,4.313368862085554e-08,0.0,2.3963160344919743e-09
1935,2.0346082152400413e-08,0.0,5.98414207075848e-09
1936,4.243650053581405e-08,1.2124714565686645e-09,1.091224355320719e-08
1937,5.9178255185088346e-08,2.5182236296217297e-09,8.813782481631449e-09
1938,1.6854778905894818e-08,0.0,1.0372171566075394e-08
1939,3.364691281149135e-08,0.0,7.647025235257843e-09
1940,2.7893612308815818e-08,2.5357829169792012e-09,2.028626333583361e-08
1941,3.836953510472085e-08,0.0,0.0
1942,3.9444752131245764e-08,0.0,0.0
1943,3.774205836748479e-08,8.709705845433291e-09,0.0
1944,5.7837350908584995e-08,0.0,6.4263723231761105e-09
1945,3.0499055725385915e-08,0.0,1.5249527862692958e-08
1946,3.341064935824534e-08,1.3921104269343232e-09,1.3921104269343232e-08
1947,6.556479181796249e-08,2.3841741914054637e-09,2.3841741914054637e-09
1948,3.370285384107774e-08,1.0871887834440486e-09,2.174377566888097e-09
1949,2.5524220959027843e-08,0.0,1.2762110479513922e-08
1950,4.785912821603233e-08,0.0,4.2541445921528975e-09
1951,5.437314876122201e-08,1.0661401761424827e-09,8.529121409139861e-09
1952,4.428817490520487e-08,0.0,5.272401959466322e-09
1953,2.8011951869189033e-08,0.0,1.4005975268460702e-08
1954,4.202190595492539e-08,6.840775279570721e-09,8.795282724349818e-09
1955,4.5050916774869165e-08,2.815682353940474e-09,1.3139850985055546e-08
1956,2.8779767902165077e-08,3.488456634670456e-09,8.72114114258693e-09
1957,2.9155624137189307e-08,8.835037701437898e-10,1.6786572132332367e-08
1958,2.150783356968944e-08,2.4816730892496253e-09,3.3088973783179654e-09
1959,3.797866554577922e-08,1.5501495642666896e-09,5.425523585955716e-09
1960,3.183583308086213e-08,1.3841666701708277e-09,6.2287499602575735e-09
1961,3.6825242577531725e-08,1.3896318540318475e-09,1.2506686519753174e-08
1962,2.853880404218856e-08,6.341956404476434e-10,1.2683913142019776e-08
1963,2.3924396463925746e-08,1.2932106496776896e-09,7.1126584622049904e-09
1964,3.04198408684897e-08,1.825190498738749e-09,4.258777719368112e-09
1965,2.845462471201543e-08,5.472043373977442e-10,7.113656441681826e-09
1966,3.4896172285137084e-08,2.215629901769489e-09,4.431259803538978e-09
1967,2.7116844991681432e-08,1.9721342336964653e-09,9.367637721080513e-09
1968,2.6499354238707085e-08,2.6948494546985557e-09,8.982831700699023e-09
1969,1.9983733778872192e-08,0.0,1.0446042669753908e-08
1970,3.0811457163437694e-08,9.197450023812337e-10,4.598724956395017e-09
1971,3.237190426830239e-08,5.138397485282553e-10,7.707595894856922e-09
1972,3.231992451446786e-08,2.0520586896388693e-09,7.69522046084603e-09
1973,2.1501494917863795e-08,3.3079223804577396e-09,7.718485406371656e-09
1974,1.800182936051442e-08,5.625571675160757e-10,9.000914735768362e-09
1975,2.3988216302228693e-08,1.1422960355389478e-09,4.569184142155791e-09
1976,2.799628251448638e-08,1.142705374768127e-09,6.856232248608762e-09
1977,2.762087519814216e-08,5.876781838942691e-10,9.402850609241398e-09
1978,1.544553818177974e-08,0.0,8.316828115084718e-09
1979,2.2237499397448346e-08,1.1703946700691858e-09,6.437170796402825e-09
1980,2.6151693477416416e-08,5.685150683554241e-10,7.95921106799824e-09
1981,3.099519318983113e-08,0.0,7.590659656386833e-09
1982,2.855451075589599e-08,1.2415004579935385e-09,6.20750217894539e-09
1983,3.34711742766558e-08,1.2630632095778083e-09,1.1999100379966876e-08
1984,2.203623239438457e-08,2.3196033982486597e-09,5.219107812592938e-09
1985,2.0452897042666507e-08,0.0,1.3835783185811579e-08
1986,1.558566253834215e-08,5.994485463567401e-10,7.792831269171074e-09
1987,3.1165165392810223e-08,0.0,9.166225112267057e-09
1988,2.4585871116755698e-08,1.7989661427186832e-09,2.99827696004229e-09
1989,8.232183490441969e-09,5.488122178931576e-10,1.1525056686778612e-08
1990,1.3076762395147767e-08,5.44865097484859e-10,2.724325487424295e-09
1991,2.4032006884500134e-08,1.7584396161396398e-09,3.516879065745826e-09
1992,2.589673719910479e-08,1.1019888335184191e-09,1.2121876835635703e-08
1993,2.1602909072715448e-08,2.2156829704300662e-09,8.862731881720265e-09
1994,3.006708104713596e-08,1.0549853213248639e-09,8.967375175750192e-09
1995,2.1147558093570495e-08,0.0,7.591431205877797e-09
1996,2.1886177981045307e-08,3.736664533349199e-09,1.0676184380997711e-08
1997,2.5412941528912825e-08,0.0,1.054876808126437e-08
1998,2.622471095836687e-08,0.0,2.3840645013706308e-09
1999,1.9651864940906094e-08,0.0,6.398281821029528e-09
2000,1.7672125429690766e-08,1.3254094488601709e-09,6.185243983658495e-09
2001,2.2782301822843465e-08,1.7524847129024579e-09,9.638665865452367e-09
2002,2.1029863794819192e-08,1.7524885431718928e-09,5.257465574004527e-09
2003,2.416815325645416e-08,0.0,7.917153710401692e-09
2004,3.2595453669514995e-08,4.404791253964646e-10,4.404791198453495e-09
2005,1.8915747634906666e-08,0.0,1.035862429166201e-08
2006,2.841343960113818e-08,8.235779835885637e-10,8.235780224463696e-09
2007,2.476577309895589e-08,3.994479469415779e-10,1.1583990128238852e-08
2008,3.065356590781221e-08,0.0,2.1287198670449925e-09
2009,2.527141984565162e-08,4.76819250749827e-10,5.721830786953319e-09
2010,2.5508483103564572e-08,0.0,4.723793189942427e-09
2011,2.829739281784427e-08,3.82397197240536e-10,6.500752269822385e-09
2012,2.2808492483594733e-08,1.0212758416727752e-09,6.808505315092361e-09
2013,2.593886311297311e-08,2.789125042035323e-10,6.693900156395927e-09
2014,2.4902618744881977e-08,0.0,6.496335386296792e-09
2015,3.258365821601217e-08,4.433150790905671e-10,3.989835573037226e-09
2016,3.252003932807668e-08,8.285360175719347e-10,7.249690320287883e-09
2017,3.245138557872451e-08,2.515611330355938e-10,5.7859059765519305e-09
2018,3.484980037882224e-08,2.5814667070633845e-10,5.421080251366561e-09
2019,3.418323579751359e-08,5.1019755087367e-10,2.04079020349468e-09
