year,peux_VERB envoyer_VERB,peux_VERB renvoyer_VERB
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,4.475680270843441e-09,0.0
1803,0.0,0.0
1804,2.4718509461507665e-09,2.4718509461507665e-09
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,2.259030518203531e-09,1.581321384946932e-08
1810,0.0,0.0
1811,0.0,0.0
1812,2.1337665856435706e-08,0.0
1813,0.0,0.0
1814,4.405347908686963e-08,3.1466771410748606e-09
1815,5.394447111228828e-09,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,1.035105001712111e-09,7.24573512300708e-09
1820,0.0,0.0
1821,1.2819934447350079e-08,2.9584463767662328e-09
1822,1.0025615893027862e-08,5.012807946513931e-09
1823,1.9765373782121287e-09,0.0
1824,3.3684450784221553e-09,1.6842225392110777e-09
1825,9.68598712347557e-09,4.4027217427355936e-09
1826,0.0,2.642395191543301e-09
1827,0.0,8.295545583791863e-09
1828,9.172301251858528e-10,2.7516904310687096e-09
1829,8.57317605795771e-10,0.0
1830,0.0,1.0436835840010872e-09
1831,0.0,4.053713453799901e-08
1832,0.0,4.058990921151917e-09
1833,1.1583628500844156e-09,0.0
1834,0.0,0.0
1835,2.2689263801112247e-09,2.2689263801112247e-09
1836,1.3441500135158435e-09,0.0
1837,2.7831563720326358e-09,0.0
1838,0.0,0.0
1839,1.3982950353153e-09,0.0
1840,1.9109065441114126e-09,0.0
1841,0.0,1.2841097074556274e-09
1842,6.708265054555795e-10,6.708265054555795e-10
1843,2.953455480181333e-09,5.31621990873532e-09
1844,0.0,5.488561161115513e-09
1845,5.580227946389016e-10,5.580227946389016e-10
1846,1.1709002656346001e-08,1.1709002656346001e-09
1847,0.0,0.0
1848,0.0,8.04522137798358e-09
1849,4.1897072478036534e-09,0.0
1850,0.0,0.0
1851,6.449438760824933e-10,4.514607354622058e-09
1852,6.510545436100301e-10,0.0
1853,5.971931837933653e-10,0.0
1854,1.0391328908454511e-09,0.0
1855,4.776243400783642e-09,0.0
1856,1.5531567143511893e-09,1.0354378465748937e-09
1857,9.763018171682347e-10,0.0
1858,1.9574704079872163e-09,0.0
1859,2.036869339860914e-09,1.018434669930457e-09
1860,4.119465657481669e-09,0.0
1861,1.8863854922557266e-09,1.4147891747029462e-09
1862,4.517986262886353e-10,1.8071945051545413e-09
1863,4.994620828036034e-10,4.994620828036034e-10
1864,1.4384183844029508e-09,3.835782358407869e-09
1865,2.8241067262513297e-09,0.0
1866,9.731225825149181e-10,3.4059290943133647e-09
1867,2.91168689159349e-09,4.85281148598915e-10
1868,4.939874287401835e-09,2.9639244392143382e-09
1869,3.4184632902167778e-09,2.441759683335931e-09
1870,7.454262984651905e-09,4.013834153937523e-09
1871,1.0621177271019633e-09,1.0621177271019633e-09
1872,6.652073114565837e-09,5.442605477412599e-09
1873,1.1972008939764578e-09,2.9930022904522957e-09
1874,4.779687312606029e-09,1.1949218281515073e-09
1875,9.154443425529735e-09,0.0
1876,1.209202959984168e-09,4.232210137899983e-09
1877,3.710889595609501e-09,0.0
1878,1.2078177347163432e-09,3.0195443923020093e-09
1879,7.94212251520321e-09,4.887460214320072e-09
1880,1.1552122813895949e-08,1.9253538763308597e-09
1881,4.8807553554297556e-09,6.972507571312292e-10
1882,6.655385131892899e-10,0.0
1883,3.791603475633565e-09,6.319338941018771e-10
1884,2.6406787867472303e-09,0.0
1885,1.2891271383708158e-09,4.511945039809007e-09
1886,3.872078213618124e-09,5.162771099520569e-09
1887,1.3057849246322917e-09,3.9173548849191775e-09
1888,3.804368819970705e-09,3.804368819970705e-09
1889,6.265136742733546e-10,5.6386229019267375e-09
1890,1.3108772956016423e-09,6.554386478008212e-10
1891,1.9122659011827636e-09,6.374220040683554e-10
1892,2.5074049503359674e-09,6.268512375839919e-09
1893,6.774258043407144e-09,6.158416554491453e-10
1894,6.301539290376468e-10,1.8904617871129403e-09
1895,3.0093072478365457e-09,0.0
1896,1.3563166589847242e-08,2.948514543632541e-09
1897,1.1653427112179315e-09,0.0
1898,5.6583546736987955e-09,1.13167097914868e-09
1899,2.2110313580014918e-09,0.0
1900,4.671947717582725e-09,4.15284251431558e-09
1901,3.912117296778206e-09,0.0
1902,2.9461704187383475e-09,9.820567692386817e-10
1903,2.7001101354784396e-09,0.0
1904,1.6123875568041512e-09,5.374625189347171e-09
1905,4.1286072338664326e-09,1.0321518084666081e-09
1906,0.0,6.173021205313489e-09
1907,2.057137349353866e-09,5.142843373384665e-10
1908,5.893666887857307e-09,4.911389073214423e-10
1909,0.0,1.6502950117569526e-09
1910,1.6032452032632705e-09,6.412980813053082e-09
1911,5.320374141248863e-10,3.1922244847493175e-09
1912,2.6047106693738442e-09,1.5628263128064646e-09
1913,7.42418571064718e-09,5.302989602995467e-09
1914,3.3483718020477227e-09,1.2723813114234872e-08
1915,0.0,4.712304768617059e-09
1916,3.2962386153911893e-09,2.197492410260793e-09
1917,0.0,4.386569774084137e-09
1918,1.1486376294556067e-09,2.2972752589112133e-09
1919,2.762354567309444e-09,0.0
1920,6.057785384427916e-09,6.815008557481406e-09
1921,2.2718242842501013e-09,3.0290989716519334e-09
1922,7.377935484775833e-10,1.4755870969551665e-09
1923,4.246379248229459e-09,1.0615948120573648e-09
1924,2.578324886925998e-09,0.0
1925,3.299453377181294e-09,0.0
1926,1.2260752413340015e-08,0.0
1927,2.2298449753321847e-09,0.0
1928,0.0,2.2852082448565625e-09
1929,7.798284684668033e-09,4.4561625500705304e-09
1930,6.302162347537887e-09,0.0
1931,1.0264820993199919e-08,2.2810713318222042e-09
1932,7.6716757391182e-09,4.383814644626227e-09
1933,6.882397318719313e-09,2.7529589274877253e-08
1934,3.5944740517379614e-09,5.990790086229936e-09
1935,7.180970484910176e-09,4.787313656606784e-09
1936,3.6374143697059935e-09,7.274828739411987e-09
1937,2.5182236296217297e-09,2.5182236296217297e-09
1938,1.1668692678767911e-08,7.779128452511941e-09
1939,3.058810094103137e-09,0.0
1940,0.0,0.0
1941,8.854508237732261e-09,0.0
1942,3.034211770724937e-09,0.0
1943,5.806470415592457e-09,0.0
1944,1.2852744646352221e-08,0.0
1945,6.535512131478072e-09,2.178504043826024e-09
1946,5.568441707737293e-09,0.0
1947,9.536696765621855e-09,5.960435700558264e-09
1948,6.523132700664291e-09,2.174377566888097e-09
1949,1.2762110479513922e-08,1.9634016634739737e-09
1950,1.0635361480382244e-09,1.0635361480382244e-09
1951,5.330700769690111e-09,4.264560704569931e-09
1952,9.490323193972472e-09,8.435843135146115e-09
1953,6.464296653518886e-09,0.0
1954,1.172704333640695e-08,8.795282724349818e-09
1955,7.508486277174597e-09,1.8771215692936494e-09
1956,3.488456634670456e-09,9.593255967388359e-09
1957,1.3252556385623393e-08,3.534015080575159e-09
1958,6.617794756635931e-09,1.6544486891589827e-09
1959,9.300897829689347e-09,2.325224457422337e-09
1960,7.612916519406099e-09,5.536666680683311e-09
1961,8.33779090214648e-09,6.94815938118154e-09
1962,3.170978146727066e-09,6.341956404476434e-10
1963,5.1728425987107585e-09,1.2932106496776896e-09
1964,1.3384730657151067e-08,3.6503808864551957e-09
1965,3.2832261354087677e-09,4.377634699181954e-09
1966,3.3234448526542337e-09,3.3234448526542337e-09
1967,4.437302081328198e-09,1.4791006197611978e-09
1968,1.3474247495537384e-08,1.7965663401398047e-09
1969,5.450109252791435e-09,3.6334062425424918e-09
1970,5.058597540852361e-09,2.2993624781975086e-09
1971,8.221435976452085e-09,3.083038491169532e-09
1972,7.69522046084603e-09,4.104117490300041e-09
1973,8.269805285010534e-09,4.410563025913916e-09
1974,9.00091468025721e-09,6.750686232237513e-09
1975,5.711480177694739e-09,5.140332159925265e-09
1976,7.427584769459372e-09,1.142705374768127e-09
1977,1.5867311020656416e-08,4.11374712072643e-09
1978,8.316828115084718e-09,7.128709622605811e-09
