year,peux_VERB envoyer_VERB,peux_VERB renvoyer_VERB
1979,7.607565244427406e-09,3.5111840102075575e-09
1980,9.096241093686785e-09,5.6851505725319385e-09
1981,1.0753434587229549e-08,1.8976649140967083e-09
1982,8.069752865935698e-09,1.0552754226011984e-08
1983,5.052252838311233e-09,6.946847541655643e-09
1984,6.378909400694965e-09,7.538710988796993e-09
1985,7.820225356169885e-09,7.218669662023558e-09
1986,1.019062523255343e-08,5.395036861699509e-09
1987,8.555143260480236e-09,4.277571630240118e-09
1988,1.2592763276586538e-08,6.596209356501959e-09
1989,1.2073869015694072e-08,3.841685636274406e-09
1990,1.5256222951620657e-08,3.814055737905164e-09
1991,9.37834432335194e-09,2.9307325455363298e-09
1992,1.1570882918476855e-08,5.509944167592096e-10
1993,4.985286850001103e-09,4.985286850001103e-09
1994,8.967375286772494e-09,3.6924485691258724e-09
1995,1.0302656505700725e-08,5.422450821690461e-10
1996,5.871901187504136e-09,4.270473752399084e-09
1997,1.006927874414032e-08,2.876936688878118e-09
1998,1.0489884516573511e-08,2.3840645013706308e-09
1999,1.3253583119876566e-08,8.683382013430219e-09
2000,1.192868470667463e-08,5.3016377954406835e-09
2001,9.638665865452367e-09,2.190605918883648e-09
2002,1.4019908789464353e-08,5.6955880012310445e-09
2003,1.0417307017007715e-08,6.667076668520622e-09
2004,1.2773894830786503e-08,4.404791198453495e-09
2005,1.4862373554080932e-08,5.404499514582994e-09
2006,1.2353670086895363e-08,4.117890028965121e-09
2007,2.5564668604260987e-08,1.078509459517818e-08
2008,1.7455501932772677e-08,4.257439734089985e-09
2009,3.003961168701608e-08,5.721831008997924e-09
2010,3.070465481869178e-08,2.8342759250676863e-09
2011,4.741725234680416e-08,6.118355155848576e-09
2012,4.868081404652003e-08,2.7234021704458655e-09
2013,5.885053866450107e-08,5.29933741333366e-09
2014,5.8033929661860384e-08,6.712880029624557e-09
2015,5.585770068705642e-08,7.979671146074452e-09
2016,6.172593458586562e-08,5.799752234025846e-09
2017,6.616058101371891e-08,8.301517695485927e-09
2018,6.918330797134331e-08,8.776987137082415e-09
2019,6.913176520129127e-08,6.12237061048404e-09
