year,autres_ADJ âmes_NOUN,autres_ADJ ames_NOUN,autres_ADJ rames_NOUN
1856,2.0398125855081162e-07,2.2779633290781476e-08,0.0
1857,3.5146865684509976e-07,2.147864019974577e-08,1.4644527812635033e-09
1858,2.941099239706091e-07,1.9085335867252695e-08,0.0
1859,3.4779543511831434e-07,6.110608019582742e-09,5.092173349652285e-10
1860,2.2107798258730327e-07,9.612086460109026e-09,4.577183909670879e-10
1861,3.5605526704785007e-07,4.244367357575385e-09,5.659156698811785e-09
1862,3.14451853000719e-07,1.1294965879260488e-08,1.3553959066214816e-09
1863,2.64215429979231e-07,7.491931519609807e-09,7.491931519609807e-09
1864,2.382979857884493e-07,2.06173303984869e-08,0.0
1865,2.033356736319547e-07,6.589582213223366e-09,4.706844358715045e-10
1866,2.2819725131739688e-07,4.37905156580598e-09,2.919367858567057e-09
1867,1.9265661421741243e-07,4.367530337390235e-09,4.367530337390235e-09
1868,2.025348351253342e-07,5.433861360870651e-09,4.44588676984381e-09
1869,2.6126826924155466e-07,2.441759683335931e-09,9.767038289254515e-10
1870,1.9667787398702785e-07,8.027668307875047e-09,2.8670243956696595e-09
1871,1.4338588982809597e-07,8.496941816815706e-09,0.0
1872,1.9411959328863304e-07,4.8378714367913744e-09,6.047339518033823e-09
1873,2.0711576098619844e-07,8.979006316245375e-09,3.591602570907071e-09
1874,1.1530995891462226e-07,4.779687312606029e-09,1.1949218281515073e-09
1875,1.4418247928915662e-07,1.0298749131276708e-08,0.0
1876,1.6868381180756842e-07,3.02300739996042e-09,6.04601479992084e-10
1877,1.7193788437452895e-07,6.184815992682502e-09,0.0
1878,1.437303041029736e-07,8.454723976480949e-09,1.2078177347163432e-09
1879,1.6250805856543593e-07,7.94212251520321e-09,1.832797580370027e-09
1880,1.5852080537115398e-07,2.5671385017744797e-09,0.0
1881,1.3526664588425774e-07,2.7890030285249168e-09,1.3945015142624584e-09
1882,1.457529350545883e-07,5.324307883469714e-09,1.3310770263785798e-09
1883,1.6430281846169237e-07,3.791603475633565e-09,1.2638677882037541e-09
1884,1.5381954199256143e-07,1.3203393933736152e-09,1.0562715146988921e-08
1885,1.443822412738882e-07,5.156508664505566e-09,8.379326565943757e-09
1886,1.3745878391091537e-07,5.1627709884982664e-09,9.034849313138693e-09
1887,1.4037188122983935e-07,2.6115698492645834e-09,1.3057849246322917e-09
1888,1.6231973631875007e-07,6.340614699951175e-10,1.268122939990235e-09
1889,1.4723070762556745e-07,2.506054641582267e-09,1.2530273485467092e-09
1890,1.3108773089243186e-07,7.865263995654459e-09,2.6217545912032847e-09
1891,1.5043158896332898e-07,4.46195413950079e-09,6.374220040683554e-10
1892,1.8366741016961896e-07,1.8805537127519756e-09,6.268512375839919e-10
1893,1.576554637949812e-07,1.2316833108982905e-09,0.0
1894,1.4934647651898558e-07,1.0082462864602348e-08,0.0
1895,2.2991108039605024e-07,5.416753046105782e-09,0.0
1896,1.8752551511624915e-07,1.179405795248556e-09,4.1279202278587945e-09
1897,2.1733642086019245e-07,6.992056045262984e-09,5.826713556089658e-10
1898,2.1275414496813028e-07,6.2241901632731356e-09,0.0
1899,2.1447004883157206e-07,4.9748205555033564e-09,5.527578395003729e-10
1900,2.0089375141196797e-07,1.038210628578895e-09,5.191053142894475e-10
1901,2.0398897504492197e-07,1.1177477832191585e-09,5.588738916095792e-10
1902,1.5860216251439851e-07,3.437198747846537e-09,3.437198747846537e-09
1903,1.5714641676822794e-07,2.1600881083827517e-09,2.7001101354784396e-09
1904,1.8811188340350782e-07,5.374625189347171e-10,5.374625189347171e-10
1905,1.96624924342359e-07,4.6446830825885854e-09,1.0321518084666081e-09
1906,2.2017110268279794e-07,2.0576738091193647e-09,0.0
1907,2.2525654230776126e-07,7.199980611716228e-09,1.5428529565042481e-09
1908,1.9449100818746956e-07,7.858222517143076e-09,2.4556945366072114e-09
1909,2.7834977345264633e-07,7.151278569317299e-09,1.6502950117569526e-09
1910,1.6620307974335446e-07,1.068830135508847e-09,1.068830135508847e-09
1911,2.2930812804133893e-07,1.5961122423746588e-09,4.25629931299909e-09
1912,2.2140039845908177e-07,1.0418842455450772e-09,0.0
1913,2.391648479260766e-07,3.7120927443012874e-09,1.060597942803554e-09
1914,2.846116160526435e-07,6.696743715117748e-10,0.0
1915,2.438617627831263e-07,1.1780761921542648e-09,1.295883844676382e-08
1916,2.8347650982141204e-07,0.0,0.0
1917,3.015766765201988e-07,6.5798546611262054e-09,0.0
1918,2.6763257210404845e-07,3.44591288836682e-09,2.2972752589112133e-09
1919,2.568989714291092e-07,2.762354511798293e-09,0.0
1920,2.627564299473306e-07,3.028892692213958e-09,3.028892692213958e-09
1921,2.0825055457862618e-07,2.2718242842501013e-09,0.0
1922,2.1396013494268118e-07,4.4267612908655e-09,1.4755870969551665e-09
1923,3.386487321677123e-07,4.246379248229459e-09,0.0
1924,2.1786844683902018e-07,1.4180786767070686e-08,5.156649773851996e-09
1925,2.705551764847769e-07,5.499088961968823e-09,0.0
1926,2.2738122140708583e-07,4.458455382660986e-09,0.0
1927,2.2521433606925712e-07,1.1149224876660924e-09,1.6723836537835268e-08
1928,2.0109833087644802e-07,0.0,1.1426041224282812e-09
1929,1.9050095545480872e-07,0.0,1.1140406375176326e-09
1930,2.19525318811975e-07,4.201441528017824e-09,0.0
1931,1.790641022125783e-07,0.0,1.1405356659111021e-09
1932,1.4028206862803927e-07,8.767629400274757e-09,1.0959536611565568e-09
1933,2.58089897897662e-07,9.176529758292418e-09,2.2941324395731044e-09
1934,1.605531707582486e-07,1.1981580172459871e-09,0.0
1935,2.154291109945916e-07,8.377798899061872e-09,0.0
1936,2.0733261862915242e-07,8.487300195980652e-09,1.2124714565686645e-09
1937,1.309476260757947e-07,1.2591118148108649e-09,6.295559185076627e-09
1938,1.6984431283617596e-07,1.2965214457594243e-09,0.0
1939,1.5446991596945736e-07,4.588215141154706e-09,0.0
1940,1.6989746143281081e-07,0.0,2.5357829169792012e-09
1941,1.2986610897769424e-07,0.0,0.0
1942,2.3363431012057845e-07,6.068423541449874e-09,0.0
1943,2.1483940315647487e-07,0.0,0.0
1944,2.4741532911320974e-07,3.2131861615880553e-09,0.0
1945,2.374569447738395e-07,2.178504043826024e-09,0.0
1946,2.3665877790790546e-07,1.3921104269343232e-09,4.1763312808029696e-09
1947,1.8596558959416143e-07,3.5762612871081956e-09,1.1920870957027319e-09
1948,2.3591996978211682e-07,0.0,4.348755133776194e-09
1949,1.5412703646688897e-07,9.817008317369869e-10,5.890204768377316e-09
1950,1.669751696908861e-07,5.317680518146517e-09,7.444753258312176e-09
1951,2.484106573774625e-07,1.0661401761424827e-09,6.396841278899501e-09
1952,1.5606309489157866e-07,3.1634410646574906e-09,0.0
1953,1.8638721144270676e-07,4.3095309543161875e-09,2.1547654771580937e-09
1954,1.485425542568919e-07,5.86352189024808e-09,3.9090144454689835e-09
1955,1.6330957919308275e-07,2.815682353940474e-09,4.6928039232341234e-09
1956,1.613411200196424e-07,8.721141364631535e-09,4.360570571293465e-09
1957,1.4577811668914364e-07,8.835037701437898e-10,4.417518795207798e-09
1958,1.0919361415062667e-07,5.790570245522986e-09,3.3088973783179654e-09
1959,1.0773539571573565e-07,1.3176271629333769e-08,7.750747821333448e-10
1960,1.0865708333085422e-07,4.844583401109048e-09,6.920833350854139e-10
1961,1.5216468796097615e-07,0.0,4.86371165564492e-09
1962,1.1732619498161512e-07,4.439369427622353e-09,1.2683912808952869e-09
1963,1.3837353662893292e-07,2.5864212993553792e-09,6.466053248388448e-10
1964,1.6670072966462612e-07,3.6503808864551957e-09,2.4335873316516654e-09
1965,1.7893582082706416e-07,6.5664522708175355e-09,1.0944086747954884e-09
1966,1.4623157085225102e-07,6.6468897053084675e-09,1.6617224263271169e-09
1967,1.3213299610015383e-07,5.423369253687582e-09,3.451234853457663e-09
1968,1.554029864792028e-07,8.98283158967672e-09,2.6948494546985557e-09
1969,1.0400625427564592e-07,4.087581995104728e-09,3.1792304344691047e-09
1970,1.3244327590200555e-07,6.438215072179787e-09,3.219107425067591e-09
1971,9.968491099243693e-08,8.221435976452085e-09,1.541519245584766e-09
1972,9.080360285906863e-08,9.234264020108185e-09,2.0520587451500205e-09
1973,8.821125874192148e-08,1.1577728220579786e-08,4.410563025913916e-09
1974,7.313243344242437e-08,6.188128898187983e-09,1.6876715580593782e-09
1975,6.568202337575713e-08,2.8557400888473694e-09,1.1422960355389478e-09
1976,7.084773301357927e-08,5.713526873840635e-10,2.856763492431469e-09
1977,8.109959281910051e-08,2.3507127355770763e-09,3.526069214387917e-09
1978,1.0336628974982887e-07,5.346532216954358e-09,2.970295565063452e-09
1979,1.0709111109008518e-07,3.511183899185255e-09,4.096381456264453e-09
1980,7.674953650393945e-08,1.2507331170752423e-08,1.1370301367108482e-09
1981,9.235302655952182e-08,3.795329828193417e-09,3.1627747087981106e-09
1982,9.125028554990422e-08,3.7245013739806154e-09,6.207502289967692e-10
1983,8.715136345927021e-08,5.052252838311233e-09,1.2630632095778083e-09
1984,1.1134096666864934e-07,3.479405208395292e-09,1.1598016991243298e-09
1985,9.62489252742671e-08,4.812446441349039e-09,2.4062232206745193e-09
1986,8.632058978719215e-08,2.997242676272549e-09,0.0
1987,8.49403534175508e-08,4.888653482026939e-09,3.6664902225425067e-09
1988,7.79551996288319e-08,5.396898261622596e-09,3.597932174415064e-09
1989,7.628489839817121e-08,2.1952488715726304e-09,1.0976244357863152e-09
1990,8.663354833515768e-08,5.44865097484859e-10,1.6345953479657283e-09
1991,9.319729343815197e-08,4.689172272698272e-09,4.10302547493302e-09
1992,1.019339705976563e-07,3.856960972825618e-09,2.2039776670368383e-09
1993,8.807339924032931e-08,9.41665256881663e-09,2.2156829704300662e-09
1994,1.1499339791498642e-07,2.1099705871385765e-09,1.5824779264761446e-09
1995,8.24212520456058e-08,5.422450821690461e-10,4.337960657352369e-09
1996,8.594328448907618e-08,3.2028553142993132e-09,3.2028553142993132e-09
1997,8.918503624499863e-08,2.3974471297094624e-09,3.3564262480467733e-09
1998,9.250170762697962e-08,2.3840645013706308e-09,0.0
1999,1.0785674930957612e-07,4.113181045761749e-09,2.7421207526856506e-09
2000,1.0161472374647929e-07,2.2090156370779823e-09,2.6508188977203417e-09
2001,1.0690156670989381e-07,3.066848275334877e-09,1.3143635069212678e-09
2002,9.594874939011788e-08,6.571832189550264e-09,2.1906108038649563e-09
2003,1.1292360824199932e-07,1.2500768753476166e-09,2.083461403401543e-09
2004,8.457199385247804e-08,4.404791253964646e-10,2.2023955992267474e-09
2005,1.0718923704189365e-07,3.6029997874109654e-09,4.053374524914943e-09
2006,9.924114863224531e-08,3.294311934354255e-09,3.294311934354255e-09
2007,8.468296641694906e-08,4.793375391054511e-09,1.5977917877663117e-09
2008,9.110920728971905e-08,3.405951742863067e-09,4.257439678578834e-10
2009,1.0442341391581067e-07,7.1522885392028e-09,9.53638501499654e-10
2010,8.313875810017635e-08,0.0,3.3066551718974324e-09
2011,1.105127864775568e-07,0.0,2.2943831279320648e-09
2012,1.3344670435344597e-07,3.404252713057332e-10,5.1063788752969685e-09
2013,1.358303904908098e-07,5.578250084070646e-10,3.904775169871755e-09
2014,1.8319666139632318e-07,4.330890368553497e-10,3.2481677347817595e-09
2015,1.835324496823887e-07,8.86630172058922e-10,1.7732603163622684e-09
2016,2.002985866056406e-07,1.86420612280358e-09,3.72841224560716e-09
2017,1.5948975828905532e-07,1.5093667704579872e-09,4.024978128569501e-09
2018,1.8173525972997595e-07,2.5814667070633845e-10,2.8396134332808742e-09
2019,2.237216278899723e-07,0.0,1.2754939326953263e-09
