year,grandes_ADJ humeurs_NOUN,grandes_ADJ rumeurs_NOUN
1800,0.0,2.2009152278457123e-08
1801,0.0,7.143547975374531e-09
1802,0.0,1.5664880947952042e-08
1803,0.0,1.5602713787643552e-08
1804,0.0,9.887403784603066e-09
1805,0.0,0.0
1806,0.0,1.152667650217154e-08
1807,0.0,2.8469551160981155e-09
1808,0.0,4.5321479902327155e-09
1809,0.0,2.259030518203531e-09
1810,0.0,2.3401267590372754e-09
1811,0.0,5.0141537144554604e-08
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,2.3176038865813098e-09
1817,0.0,2.0239355080775567e-08
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,2.3732962262101864e-08
1821,0.0,2.1695274909916407e-08
1822,0.0,5.9151133768864383e-08
1823,0.0,3.261286707356703e-08
1824,0.0,4.5474010335055937e-08
1825,0.0,3.0819052199149155e-08
1826,0.0,2.6423952803611428e-08
1827,0.0,9.217273166939322e-09
1828,0.0,1.4675682002973645e-08
1829,0.0,2.8291481157793896e-08
1830,0.0,5.218417697960831e-09
1831,0.0,0.0
1832,0.0,8.117981842303834e-09
1833,0.0,4.6334514003376626e-09
1834,0.0,4.0138484536100805e-08
1835,0.0,2.7227116561334697e-08
1836,0.0,1.4113575197427508e-08
1837,0.0,1.7394727436226276e-08
1838,6.312161904276081e-10,3.5348108440302894e-08
1839,0.0,3.8453112694014635e-08
1840,0.0,2.4204816984063626e-08
1841,0.0,2.118781061710706e-08
1842,0.0,1.9453969102301016e-08
1843,0.0,1.0041748765843295e-08
1844,0.0,2.140538946093784e-08
1845,0.0,1.9530798311961917e-08
1846,5.854501328173001e-10,1.5807152919933287e-08
1847,5.393223645455691e-10,5.986478157637976e-08
1848,0.0,3.459445352405055e-08
1849,0.0,9.217355989576959e-09
1850,0.0,2.4440384827073558e-08
1851,1.9348316282474798e-09,2.644269914142683e-08
1852,0.0,1.5625309046640723e-08
1853,0.0,1.3735443005202796e-08
1854,0.0,2.0782657372819813e-08
1855,0.0,2.9188154115900034e-08
1856,0.0,2.5368226630462232e-08
1857,0.0,8.298565390418844e-09
1858,0.0,1.6149130033227266e-08
1859,0.0,1.5785737161877478e-08
1860,0.0,2.242820151820979e-08
1861,0.0,2.3108222002576895e-08
1862,0.0,2.6656119117562938e-08
1863,0.0,7.491931519609807e-09
1864,0.0,1.198681987002459e-08
1865,0.0,2.2122168985561075e-08
1866,2.432806400776144e-09,1.702964524952222e-08
1867,0.0,2.6690463172940326e-08
1868,0.0,2.222943251695142e-08
1869,0.0,1.5627261262807224e-08
1870,0.0,1.6628741938973235e-08
1871,0.0,1.5931766128574054e-08
1872,0.0,1.9956219787786722e-08
1873,0.0,9.577607318345116e-09
1874,0.0,1.493652240780463e-08
1875,1.716458086775674e-09,9.7265964171811e-09
1876,0.0,3.627608879952504e-09
1877,0.0,1.36065949618569e-08
1878,0.0,1.0266450800600069e-08
1879,0.0,6.10932526790009e-10
1880,0.0,1.5402831010646878e-08
1881,6.972507571312292e-10,1.6036766581351003e-08
1882,0.0,8.652000671460769e-09
1883,0.0,9.479008689083912e-09
1884,1.9805090900604227e-09,1.0562715146988921e-08
1885,0.0,1.0313017106966527e-08
1886,1.2906927748801422e-09,3.2267319927115068e-09
1887,0.0,5.223139698529167e-09
1888,0.0,1.9021843655764314e-08
1889,0.0,9.397704836544563e-09
1890,0.0,8.520702365899524e-09
1891,0.0,1.2748439637277897e-08
1892,0.0,3.1342561879199593e-09
1893,0.0,7.390100087434348e-09
1894,0.0,3.780923574225881e-09
1895,0.0,1.8055843042930064e-08
1896,0.0,1.474257199651774e-08
1897,0.0,1.5732126712464378e-08
1898,0.0,1.5277558773618694e-08
1899,0.0,8.844125432005967e-09
1900,0.0,3.114631885736685e-09
1901,0.0,1.0618603996093157e-08
1902,0.0,1.0311596021495006e-08
1903,0.0,4.320176216765503e-09
1904,0.0,2.1498500757388683e-09
1905,0.0,9.28936660926638e-09
1906,0.0,2.0576738091193647e-09
1907,0.0,4.114274698707732e-09
1908,0.0,4.911389073214423e-09
1909,0.0,7.70137675853988e-09
1910,0.0,9.085055929780594e-09
1911,0.0,1.3300935020055249e-08
1912,0.0,5.2094213387476884e-09
1913,0.0,2.0681659052002033e-08
1914,0.0,1.3393487430235496e-09
1915,0.0,2.3561523843085297e-09
1916,0.0,1.0987461607214755e-08
1917,0.0,5.483212217605171e-09
1918,0.0,8.040463406189247e-09
1919,0.0,1.1970202606903513e-08
1920,0.0,1.0601124422748853e-08
1921,0.0,1.2116396330696944e-08
1922,0.0,6.640141769764796e-09
1923,0.0,3.1847844361720945e-09
1924,0.0,2.578324886925998e-09
1925,0.0,5.499089184013428e-09
1926,0.0,6.687683296036084e-09
1927,0.0,4.4596899506643695e-09
1928,2.2852082448565625e-09,4.570416489713125e-09
1929,1.1140406375176326e-09,8.912325100141061e-09
1930,0.0,8.402882833991043e-09
1931,0.0,4.5621426636444085e-09
1932,0.0,3.287861094491973e-09
1933,0.0,5.735331320977366e-09
1934,0.0,3.5944740517379614e-09
1935,0.0,1.196828414151696e-09
1936,0.0,1.2124714565686645e-08
1937,0.0,1.2591118148108649e-09
1938,0.0,2.5930428471099276e-08
1939,0.0,4.588215141154706e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,2.9515025978810172e-09
1942,0.0,9.102635090130207e-09
1943,0.0,5.806470415592457e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,2.178504043826024e-09
1946,0.0,5.568441707737293e-09
1947,0.0,1.1920870957027319e-09
1948,0.0,8.697510267552389e-09
1949,0.0,4.908504269707237e-09
1950,0.0,4.2541445921528975e-09
1951,0.0,1.0661401761424827e-09
1952,0.0,1.1599284199803606e-08
1953,0.0,2.1547654771580937e-09
1954,0.0,7.818028890937967e-09
1955,0.0,0.0
1956,0.0,8.72114158667614e-10
1957,0.0,3.534015080575159e-09
1958,2.4816730892496253e-09,8.272243445794913e-10
1959,0.0,3.100299128533379e-09
1960,0.0,1.3841666701708277e-09
1961,0.0,4.863711433600315e-09
1962,1.2683912808952869e-09,1.9660064243254283e-08
1963,6.466053248388448e-10,3.2330267352165265e-09
1964,0.0,6.083968329129164e-10
1965,5.472043373977442e-10,2.7360217424998723e-09
1966,0.0,4.431259803538978e-09
1967,0.0,1.0846738618397467e-08
1968,0.0,6.737123747768692e-09
1969,0.0,6.812636649256021e-09
1970,0.0,5.518470125309705e-09
1971,0.0,4.624557625731995e-09
1972,0.0,8.721249500354133e-09
1973,0.0,5.513203671370093e-09
1974,0.0,5.063014507644681e-09
1975,0.0,3.4268881066168433e-09
1976,0.0,3.4281160132820787e-09
1977,5.876781838942691e-10,6.464459911814657e-09
1978,0.0,8.910887139279566e-09
1979,0.0,8.192762690484301e-09
1980,0.0,2.2740602734216964e-09
1981,0.0,7.590659656386833e-09
1982,1.2415004579935385e-09,5.586751949948621e-09
1983,0.0,7.57837881337764e-09
1984,0.0,4.059305780401701e-09
1985,0.0,4.210890747202711e-09
1986,0.0,3.5966913891627428e-09
1987,0.0,3.6664902225425067e-09
1988,0.0,4.197587610832443e-09
1989,0.0,5.488121956886971e-09
1990,0.0,3.814055737905164e-09
1991,5.861465202094962e-10,4.68917216167597e-09
1992,5.509944167592096e-10,3.30596661157756e-09
1993,0.0,4.4313659408601325e-09
1994,0.0,3.164956019485743e-09
1995,5.422450821690461e-10,2.7112254108452305e-09
1996,0.0,1.067618438099771e-09
1997,0.0,1.917957792585412e-09
1998,4.768129224785866e-10,5.72175506974304e-09
1999,0.0,5.484241505371301e-09
2000,4.4180314962005696e-10,3.092622158362701e-09
2001,1.7524847129024579e-09,7.0099388516098315e-09
2002,0.0,4.81934359086722e-09
2003,0.0,3.7502307925763034e-09
2004,4.404791253964646e-10,4.404791198453495e-09
2005,0.0,4.053374524914943e-09
2006,0.0,2.8825228870488218e-09
2007,0.0,2.7961355453243186e-09
2008,4.257439678578834e-10,4.257439734089985e-09
2009,0.0,5.245011536203492e-09
2010,0.0,3.3066551718974324e-09
2011,0.0,2.2943831279320648e-09
2012,0.0,4.085103366691101e-09
2013,0.0,6.9728125495771565e-09
2014,0.0,3.8978013316981475e-09
2015,4.433150790905671e-10,7.75801378694041e-09
2016,6.214020409345267e-10,6.006886099640951e-09
2017,5.031222660711876e-10,2.0124890642847504e-09
2018,2.5814667070633845e-10,3.3559066636712487e-09
2019,7.65296326310505e-10,5.867272001580659e-09
