year,vos_DET arts_NOUN,vos_DET rares_ADJ
1901,1.5089595351014395e-08,1.5648469187112823e-08
1902,1.9641134607617516e-08,4.419255628107521e-09
1903,2.1600881083827517e-09,1.9980815224585058e-08
1904,1.1824175416563776e-08,1.6123875568041512e-08
1905,1.083759415543284e-08,2.167518786677647e-08
1906,1.3374879592742417e-08,3.806696469155213e-08
1907,7.199980611716228e-09,4.525702124169584e-08
1908,8.840499887696751e-09,1.2278472683036057e-08
1909,1.980354014108343e-08,2.255403303008663e-08
1910,1.5498036631811374e-08,2.4583092894658876e-08
1911,1.1172785363555704e-08,2.926205766584644e-08
1912,1.6149205250837184e-08,3.6986889995205274e-08
1913,6.893886850267705e-09,2.4924052155483878e-08
1914,3.348371857558874e-09,1.9420557606508737e-08
1915,7.0684572639478915e-09,2.238344798399794e-08
1916,1.0987462051303964e-09,3.186363883855847e-08
1917,1.0966424213165737e-08,8.773139548168274e-09
1918,8.040463406189247e-09,1.722956355365568e-08
1919,1.2890987832747669e-08,2.025726608678724e-08
1920,2.2716695191604686e-09,3.634671275065671e-08
1921,7.572747762196741e-09,2.877644039722682e-08
1922,3.6889677978990676e-09,1.1804696775641332e-08
1923,1.1677542488541803e-08,2.9724654737606215e-08
1924,1.1602462102189293e-08,3.0939898643111974e-08
1925,7.698724546756353e-09,3.299453510408057e-08
1926,4.458455382660986e-09,4.7928395474627905e-08
1927,1.1149224654616319e-08,3.1217830098739796e-08
1928,5.713020723163709e-09,2.3994687015083116e-08
1929,2.116677211283502e-08,4.01054640608578e-08
1930,9.453243521306831e-09,2.520864939015155e-08
1931,1.1405356659111021e-09,1.9389107208667156e-08
1932,1.0959536833610173e-08,3.178265661762936e-08
1933,9.176529758292418e-09,1.4911860191091364e-08
1934,4.7926320689839486e-09,2.7557634396657704e-08
1935,4.787313656606784e-09,1.6755596909945325e-08
1936,9.699771652549316e-09,3.758661426545018e-08
1937,1.0072894518486919e-08,3.1477796369472344e-08
1938,3.8895642262559704e-09,2.333738657878115e-08
1939,1.070583532936098e-08,1.070583532936098e-08
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,2.3612020783048138e-08,8.854508237732261e-09
1942,9.102635090130207e-09,4.2478965012193726e-08
1943,8.709705845433291e-09,2.9032351633873077e-08
1944,6.4263723231761105e-09,1.2852744646352221e-08
1945,2.178504043826024e-09,1.3071024262956144e-08
1946,1.1136883415474585e-08,2.9234318077442367e-08
1947,5.960435700558264e-09,4.7683482495841645e-08
1948,6.523132700664291e-09,2.5005341797168512e-08
1949,9.817008539414473e-09,2.0615717133409817e-08
1950,8.508289184305795e-09,4.785912555149707e-08
1951,5.330700769690111e-09,3.5182626589858046e-08
1952,2.1089607837865287e-09,9.490323193972472e-09
1953,6.464296320451979e-09,6.464296653518886e-09
1954,3.9090144454689835e-09,3.61583838426327e-08
1955,1.8771215692936494e-09,1.6894093679553635e-08
1956,7.849027205963921e-09,1.4825940475304833e-08
1957,7.951533653738352e-09,2.7388616541390576e-08
1958,1.6544486891589827e-09,2.5643954348897324e-08
1959,4.650448914844674e-09,1.1626121398933265e-08
1960,4.8445834566201995e-09,2.8375417571169237e-08
1961,1.042223907177231e-08,1.8760029252273824e-08
1962,8.878739354845067e-09,3.0441391629665304e-08
1963,9.69907976156037e-09,3.814971272220191e-08
1964,5.475571551727398e-09,2.494427064902993e-08
1965,4.377634699181954e-09,3.994591679656878e-08
1966,1.163205709531212e-08,2.4925836061839846e-08
1967,1.4791006641701188e-08,3.3526281195683794e-08
1968,1.4372530943163042e-08,3.682960980633254e-08
1969,1.9983733778872192e-08,2.679637134406221e-08
1970,1.1496812390987543e-08,2.345349692234322e-08
1971,1.284599360218408e-08,3.545494242640501e-08
1972,1.0260293947794707e-08,3.026786643545165e-08
1973,1.1577728109557484e-08,1.7090931336838366e-08
1974,3.937900228123681e-09,1.4626486688484874e-08
1975,5.711480177694739e-09,2.5701661243715535e-08
1976,9.712995518995626e-09,8.570290255249802e-09
1977,1.1753563677885381e-09,9.402850942308305e-09
1978,2.970295565063452e-09,1.7821774722648343e-08
1979,1.2289143591637242e-08,1.5215131043966323e-08
1980,4.548120546843393e-09,2.21720881654619e-08
1981,1.012087935681194e-08,1.707898356073656e-08
1982,4.345251713999687e-09,1.2415004135846175e-08
1983,6.946847763700248e-09,8.209910418166544e-09
1984,2.3196033982486597e-09,1.9716628330002095e-08
1985,3.0077789148208467e-09,1.3835783185811579e-08
1986,2.997242676272549e-09,1.618511025203162e-08
1987,6.721898593298192e-09,1.833245094617908e-08
1988,3.5979323409485175e-09,7.195864737408186e-09
1989,8.232182935330457e-09,9.329808037250586e-09
1990,8.172976073694826e-09,6.538381003284854e-09
1991,4.68917216167597e-09,5.861465368628416e-09
1992,2.2039776670368383e-09,1.0468894195980738e-08
1993,4.985286516934195e-09,1.827938511667071e-08
1994,3.6924485691258724e-09,1.2132331583813993e-08
1995,2.7112254663563817e-09,1.3013881861034804e-08
1996,2.6690460952494277e-09,1.0676184380997711e-08
1997,6.7128524960935465e-09,1.1507746755512471e-08
1998,1.2397135762398648e-08,1.811889094316399e-08
1999,6.398281460207045e-09,1.5538684033922223e-08
2000,4.418031274155965e-09,1.0603275590881367e-08
2001,3.5049694258049158e-09,1.4896120059670892e-08
2002,7.009954394732176e-09,1.0514931758631718e-08
2003,5.416999737661854e-09,1.0417307017007715e-08
2004,1.1452457648886138e-08,9.250062049659391e-09
2005,4.954124666056714e-09,1.4862373554080932e-08
2006,7.000412693969338e-09,9.059357874985352e-09
2007,3.595031605740928e-09,1.1583990128238852e-08
2008,4.6831836186811415e-09,1.7881246872075707e-08
2009,5.721830786953319e-09,1.0013204265746367e-08
2010,3.7790344187271785e-09,1.2754241052181925e-08
2011,6.883149605840799e-09,1.070712138395713e-08
2012,1.1574459418683958e-08,1.2936160392884588e-08
2013,7.2517249982695375e-09,1.3387799924213795e-08
2014,6.496335386296792e-09,1.0827225740972501e-08
2015,7.536356344539641e-09,2.4382328711602952e-08
2016,1.1392369991813922e-08,1.6570719907349485e-08
2017,2.264050280587071e-09,1.0062445099379147e-08
2018,9.293279867872428e-09,1.2907333535316923e-08
2019,7.908062094053037e-09,1.7091617454667585e-08
