year,pouvais_VERB apporter_VERB,pouvais_VERB rapporter_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,1.1502966579257645e-08
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,9.341240669868967e-09,1.556873407970727e-09
1818,0.0,0.0
1819,0.0,0.0
1820,8.306536791735653e-09,0.0
1821,0.0,1.676452932031225e-08
1822,1.1028177482330648e-08,6.015369535816717e-09
1823,9.882686891060644e-10,9.882686891060644e-10
1824,2.6105450245950124e-08,0.0
1825,2.641632912414593e-09,1.7610886082763955e-09
1826,0.0,1.7615968683770689e-09
1827,7.373818444733615e-09,3.6869092223668076e-09
1828,9.172301251858528e-10,7.337841001486822e-09
1829,8.57317605795771e-10,0.0
1830,1.5655253093882493e-08,7.305785310052215e-09
1831,1.5591206103948707e-09,1.4032085715598441e-08
1832,1.2176972319366541e-08,6.764984572527055e-09
1833,2.3167257001688313e-09,1.1583628500844156e-09
1834,9.334530925997342e-10,7.467624740797874e-09
1835,7.563087933704082e-10,1.5126175867408165e-09
1836,6.048674894287842e-09,2.688300027031687e-09
1837,2.0873671680021744e-09,9.045257876039159e-09
1838,3.1560809521380406e-09,3.1560809521380406e-09
1839,0.0,1.3982950353153e-09
1840,8.280594876453051e-09,1.2739377330817092e-09
1841,7.704658244733764e-09,3.852329122366882e-09
1842,1.8112315203211438e-08,6.037438549100216e-09
1843,0.0,5.906911071384968e-10
1844,1.6465684371524958e-09,5.488561272137815e-10
1845,4.464182357111213e-09,9.48638767539478e-09
1846,2.9272506640865004e-09,1.7563503984519002e-09
1847,5.393223645455691e-10,0.0
1848,8.04522137798358e-09,0.0
1849,5.865590679832167e-09,3.3517659758786067e-09
1850,4.752297222410107e-09,2.0366988096043315e-09
1851,5.8044946626978344e-09,2.579775504329973e-09
1852,1.3021090872200602e-09,2.6042181744401205e-09
1853,5.971931837933653e-09,1.1346670270029335e-08
1854,1.558699391779328e-09,1.0391328908454511e-09
1855,1.0083180512765466e-08,1.0083180512765466e-08
1856,7.248064815001953e-09,0.0
1857,1.7085282522089074e-08,4.881508974818871e-09
1858,4.893676130990343e-09,6.361778659424999e-09
1859,5.092173349652285e-09,1.018434669930457e-09
1860,5.492620580582752e-09,2.746310290291376e-09
1861,1.4147891747029462e-09,6.6023493339173456e-09
1862,1.3553959066214816e-09,4.517986429419807e-09
1863,1.4983863039219614e-08,1.4983863039219614e-09
1864,8.151037178549814e-09,3.835782358407869e-09
1865,6.118897832863013e-09,0.0
1866,2.432806400776144e-09,2.919367858567057e-09
1867,1.455843445796745e-09,0.0
1868,1.432563490055827e-08,6.421836395986702e-09
1869,2.9301114867763545e-09,1.4650557433881772e-09
1870,7.454262984651905e-09,2.2936195165357276e-09
1871,1.0621177271019633e-09,0.0
1872,5.442605477412599e-09,0.0
1873,5.387403856360606e-09,0.0
1874,1.4936523129449597e-08,3.5847653734322193e-09
1875,8.010138330405425e-09,5.721527251978387e-09
1876,6.04601479992084e-09,2.0556450763820067e-08
1877,6.80329748092845e-09,9.27722432209066e-09
1878,8.4547240319921e-09,0.0
1879,1.832797580370027e-09,0.0
1880,6.417846254436199e-09,6.417846254436199e-10
1881,4.8807553554297556e-09,0.0
1882,1.1314154946262533e-08,2.6621540527571597e-09
1883,3.159669414998234e-09,1.8958017378167824e-09
1884,5.281357573494461e-09,1.9805090900604227e-09
1885,3.86738152613475e-09,3.86738152613475e-09
1886,3.2267319927115068e-09,6.453463874400711e-10
1887,3.264462256069578e-09,9.793386546164129e-09
1888,3.804368819970705e-09,7.60873763994141e-09
1889,3.132568426877924e-09,2.5060546970934183e-09
1890,3.9326319978272295e-09,0.0
1891,3.824531802365527e-09,0.0
1892,5.014809900671935e-09,0.0
1893,1.0469308087124318e-08,1.847525021858587e-09
1894,6.301539290376468e-10,6.301539290376468e-10
1895,6.018614495673091e-09,1.2037228991346183e-09
1896,6.486732040400511e-09,5.89702897624278e-10
1897,4.078699600285063e-09,5.826713556089658e-10
1898,3.3950129374460403e-09,0.0
1899,4.4220627160029835e-09,5.527578395003729e-10
1900,6.22926377147337e-09,1.038210628578895e-09
1901,1.676621730339889e-09,4.470991132876634e-09
1902,2.455141867585553e-09,3.437198747846537e-09
1903,4.860198465905796e-09,3.2401321625741275e-09
1904,8.061937784020756e-09,1.6123875568041512e-09
1905,8.773290538499623e-09,0.0
1906,2.572092316910357e-09,5.144184522798412e-10
1907,2.057137349353866e-09,3.599990305858114e-09
1908,1.0313916831705683e-08,4.911389073214423e-10
1909,1.3752458727367411e-08,1.1001967115120692e-09
1910,3.740905363258662e-09,3.740905363258662e-09
1911,6.384448969498635e-09,5.320374141248863e-10
1912,1.5628263128064646e-09,2.0837684910901544e-09
1913,2.121195885607108e-09,0.0
1914,1.7411533548283842e-08,1.3393487430235496e-09
1915,3.534228465440492e-09,3.534228465440492e-09
1916,9.888715624128963e-09,0.0
1917,1.0966424435210342e-09,0.0
1918,2.2972752589112133e-09,2.2972752589112133e-09
1919,3.6831393490643904e-09,3.6831393490643904e-09
1920,1.3630017114962811e-08,2.2716695191604686e-09
1921,7.572747429129834e-10,0.0
1922,2.2133805899215986e-09,5.902348387820666e-09
1923,5.307974060286824e-09,2.1231896241147297e-09
1924,7.734974438733389e-09,0.0
1925,6.598906754362588e-09,2.1996355847875293e-09
1926,6.687683296036084e-09,2.229227691330493e-09
1927,2.0068604555945058e-08,0.0
1928,3.4278122562625413e-09,3.4278122562625413e-09
1929,1.1140405931087116e-08,5.570202965543558e-09
1930,7.352522590764465e-09,0.0
1931,1.0264820993199919e-08,1.1405356659111021e-09
1932,5.4797681947604815e-09,0.0
1933,0.0,0.0
1934,4.7926320689839486e-09,1.1981580172459871e-09
1935,1.196828414151696e-09,0.0
1936,7.274828739411987e-09,0.0
1937,6.295559185076627e-09,0.0
1938,1.2965214679638848e-08,2.5930428915188486e-09
1939,7.647025235257843e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,0.0,3.034211770724937e-09
1943,0.0,0.0
1944,3.2131861615880553e-09,0.0
1945,8.714016175304096e-09,0.0
1946,6.960552134671616e-09,1.3921104269343232e-09
1947,7.152522574216391e-09,1.1920870957027319e-09
1948,1.0871888278529696e-08,2.174377566888097e-09
1949,5.890204768377316e-09,1.9634016634739737e-09
1950,3.190608444114673e-09,0.0
1951,1.2793682557799002e-08,1.0661401761424827e-09
1952,5.272402070488624e-09,1.0544803918932644e-09
1953,1.0773827385790469e-09,2.1547654771580937e-09
1954,1.5636057781875934e-08,5.863521668203475e-09
1955,8.447047505910632e-09,0.0
1956,2.616342476002842e-09,2.616342476002842e-09
1957,7.951533653738352e-09,1.7670075402875796e-09
1958,9.099467845885556e-09,4.1361216673863055e-09
1959,7.750747599288843e-09,7.750747821333448e-10
1960,6.2287499602575735e-09,6.920833350854139e-10
1961,6.948159270159238e-10,2.08444772553662e-09
1962,1.1415521861124489e-08,1.9025869768540815e-09
1963,7.1126584622049904e-09,1.2932106496776896e-09
1964,7.300761772910391e-09,1.2167936658258327e-09
1965,8.755269398363907e-09,0.0
1966,8.308612464702492e-09,5.539074754423723e-10
1967,1.1832804958089582e-08,2.9582012395223956e-09
1968,5.3896989093971115e-09,0.0
1969,7.2668124850849836e-09,0.0
1970,7.3579600190498695e-09,2.7592350626548523e-09
1971,1.1818314327172175e-08,2.569198631618974e-09
1972,1.5903454553267693e-08,1.5390440033513642e-09
1973,3.859242703185828e-09,2.7566018356850464e-09
1974,8.438357568252286e-09,1.1251143350321513e-09
1975,9.709516746170266e-09,1.1422960355389478e-09
1976,7.998937512354587e-09,5.713526873840635e-10
1977,8.22749424145286e-09,2.938390863960194e-09
1978,5.346532105932056e-09,1.1881182704343018e-09
1979,2.3407893401383717e-09,5.851973350345929e-10
1980,7.390696055153967e-09,1.1370301367108482e-09
1981,3.1627747087981106e-09,0.0
1982,6.2075020679230875e-09,1.2415004579935385e-09
1983,8.209910973278056e-09,0.0
1984,4.639206796497319e-09,2.3196033982486597e-09
1985,1.142956040922627e-08,3.0077789148208467e-09
1986,1.4386765556650971e-08,1.7983456945813714e-09
1987,7.332980445085013e-09,3.0554083707556856e-09
1988,2.99827696004229e-09,5.996553809062277e-10
1989,9.329808037250586e-09,0.0
1990,1.198703181159999e-08,0.0
1991,9.37834432335194e-09,1.1722930404189924e-09
1992,1.2121876835635703e-08,0.0
1993,1.4955860550003308e-08,5.539207426075166e-10
1994,5.274926717646622e-09,0.0
1995,1.3013881527967897e-08,5.422450821690461e-10
1996,1.0676184380997711e-08,1.067618438099771e-09
1997,4.794894259418925e-09,1.917957792585412e-09
1998,1.5734826774860267e-08,9.536258449571733e-10
1999,9.597422412355172e-09,1.3710603763428253e-09
2000,1.192868470667463e-08,8.836062992401139e-10
2001,1.2267393323384113e-08,0.0
2002,1.4019908789464353e-08,0.0
2003,7.500461585152607e-09,1.6667691671301554e-09
2004,1.0571499231559756e-08,8.809582507929292e-10
2005,1.9816498664226856e-08,3.1526248278623825e-09
2006,1.8942293067425453e-08,4.117890028965121e-09
2007,2.077129401811817e-08,3.994479469415779e-10
2008,1.7881246705542253e-08,2.1287198670449925e-09
2009,1.7165493915172192e-08,1.430457752249481e-09
2010,1.7005655550406118e-08,1.8895172093635892e-09
2011,2.4855816960211996e-08,1.529588788962144e-09
2012,1.974466634635519e-08,3.063827413996023e-09
2013,2.5938863501551168e-08,3.3469500504423877e-09
2014,2.3170263929728208e-08,2.5985342766432495e-09
2015,2.1722438958704515e-08,1.329945265027277e-09
2016,2.3199008936103382e-08,6.006886099640951e-09
2017,2.616235761365715e-08,2.5156112748447867e-09
2018,3.123574643382199e-08,3.872199894061623e-09
2019,2.7040469419148394e-08,2.5509878653906526e-09
