year,devons_VERB ajouter_VERB,devons_VERB rajouter_VERB
1982,1.2352928990821965e-07,1.2415004579935385e-09
1983,1.0420271223665623e-07,1.89459470334441e-09
1984,1.2409877570007666e-07,5.799008495621649e-10
1985,8.662403416792586e-08,6.015558051686298e-10
1986,7.133437662787401e-08,1.1988970927134801e-09
1987,8.6773596308376e-08,0.0
1988,8.754968661150997e-08,1.798966087207532e-09
1989,9.933501132763922e-08,5.488122178931576e-10
1990,8.172976606601878e-08,1.089730194969718e-09
1991,8.381895355569213e-08,5.861465202094962e-10
1992,5.950739634386082e-08,1.65298330578878e-09
1993,5.649991408063215e-08,1.1078414852150331e-09
1994,7.068401686183279e-08,5.274926606624319e-10
1995,6.452716405647152e-08,0.0
1996,7.366567444933025e-08,5.338092190498855e-10
1997,7.52798428038659e-08,0.0
1998,7.15219385938326e-08,0.0
1999,7.632235821120048e-08,2.285100553223174e-09
2000,6.185243961454034e-08,1.3254094488601709e-09
2001,6.352757253580421e-08,1.7524847129024579e-09
2002,8.368132853320276e-08,2.1906108038649563e-09
2003,8.083830493887945e-08,3.333538334260311e-09
2004,8.060767697770643e-08,1.3214374039449694e-09
2005,6.215174153112457e-08,9.007499190971657e-10
2006,8.029885378846302e-08,1.6471559671771274e-09
2007,7.509621724466342e-08,3.595031605740928e-09
2008,6.85447787418525e-08,1.2772318758180745e-09
2009,9.488702801263571e-08,4.291373478793048e-09
2010,7.085689190944322e-08,4.723793023408973e-10
2011,5.927156720986204e-08,1.911985902935953e-09
2012,7.557441250582997e-08,1.7021263287730903e-09
2013,6.052401602119062e-08,1.6734750252211938e-09
2014,4.6340527859456415e-08,1.0827225782605865e-09
2015,9.265285427773051e-08,1.10828768384863e-09
2016,1.4043685325759725e-07,3.5212781579474495e-09
2017,4.5532566161909926e-08,2.264050280587071e-09
2018,6.660184226348065e-08,1.0325866828253538e-09
2019,5.841761918645716e-08,1.7856913725466939e-09
