year,ses_DET humeurs_NOUN,ses_DET rumeurs_NOUN
1800,1.8864986373046122e-07,6.288328968651058e-09
1801,2.881231040419152e-07,0.0
1802,3.20011139365306e-07,0.0
1803,3.647134292350529e-07,0.0
1804,2.3482583344502928e-07,0.0
1805,1.705726617728942e-07,0.0
1806,3.1122026822316684e-07,5.76333825108577e-09
1807,1.508886242618246e-07,0.0
1808,1.450287356874469e-07,0.0
1809,2.6204753966752037e-07,0.0
1810,2.737948250342015e-07,1.4040760554223652e-08
1811,9.526891631139733e-08,0.0
1812,3.334010330036108e-07,2.6672082320544632e-09
1813,1.0352669943536341e-07,0.0
1814,1.604805390797992e-07,3.1466771410748606e-09
1815,1.591361922237411e-07,0.0
1816,2.8970048759902056e-07,6.952811659743929e-09
1817,2.8179407574047133e-07,0.0
1818,3.683643683416449e-07,0.0
1819,2.3703904616922955e-07,1.6561680027393777e-08
1820,2.1596996191419748e-07,1.542642635854463e-08
1821,2.0511895115760126e-07,0.0
1822,3.3084533868077415e-07,5.012807946513931e-09
1823,3.518236439958855e-07,7.906149512848515e-09
1824,2.762124893251894e-07,0.0
1825,1.6466178465179837e-07,8.805443041381977e-10
1826,1.3035817403306282e-07,1.6735169694470642e-08
1827,1.2258972503786936e-07,0.0
1828,1.7060480672626e-07,9.172301251858528e-10
1829,1.9975500453739414e-07,8.57317605795771e-10
1830,1.8577567484356905e-07,4.174734336004349e-09
1831,1.262887678876723e-07,0.0
1832,1.569476495433264e-07,4.058990810129615e-09
1833,1.6448753026310214e-07,3.4750886612755494e-09
1834,1.6988846485155307e-07,0.0
1835,1.2327833331937654e-07,1.1344631900556124e-08
1836,2.553884996814304e-07,8.06490002558391e-09
1837,1.982998867333663e-07,1.8090515752078318e-08
1838,2.0072674544735492e-07,1.2624323808552163e-09
1839,1.5940563191652046e-07,1.3283802502428443e-08
1840,1.5669434105802793e-07,5.095750932326837e-09
1841,1.714286437248802e-07,4.494383976094696e-09
1842,1.8112315558482805e-07,2.2137275124123335e-08
1843,1.2463581811061886e-07,3.5441467538532834e-09
1844,1.7288968479078903e-07,3.2931368743049916e-09
1845,1.2946128435942228e-07,1.0602432709561072e-08
1846,1.1357732887518068e-07,8.781752214304106e-09
1847,8.629157832729106e-08,5.9325460100012606e-09
1848,1.6573156358390406e-07,9.65426583121598e-09
1849,8.798385664476882e-08,2.5976186535103807e-08
1850,1.371377225112269e-07,6.1100964288129944e-09
1851,1.5156180666053842e-07,1.9993260380601896e-08
1852,1.4648726676114165e-07,2.278690836021724e-08
1853,1.7438041011175187e-07,5.971931837933653e-09
1854,2.1198311106473966e-07,7.79349651480743e-09
1855,1.7247544903398193e-07,5.837630823180007e-09
1856,1.941445999520397e-07,5.177189232874468e-10
1857,1.9379591453816403e-07,2.6848299583548396e-08
1858,1.5317205542819678e-07,6.8511463169329545e-09
1859,1.5327441338364167e-07,2.1387128512628806e-08
1860,1.2953430167383928e-07,2.70053845952134e-08
1861,1.598711665273811e-07,1.650587222457034e-08
1862,1.5451513490916113e-07,2.4397126097142063e-08
1863,1.8180420502389438e-07,1.2986014041871385e-08
1864,1.970633121128884e-07,5.274200631788517e-09
1865,1.1249358067288995e-07,5.177528628053096e-09
1866,1.1482846673516178e-07,5.838735717134114e-09
1867,8.783588612004678e-08,4.367530337390235e-09
1868,1.36340521428302e-07,1.975949626142892e-09
1869,9.669368128406575e-08,1.1720446391194628e-08
1870,1.6858103446537598e-07,1.7202146374017957e-09
1871,1.8693272352265922e-07,1.0621177271019633e-09
1872,8.587221600464545e-08,2.8422494580127022e-08
1873,1.4665711151051752e-07,1.5563610844537834e-08
1874,1.4637791867500027e-07,5.974609251779839e-09
1875,1.493318630418905e-07,9.154443425529735e-09
1876,1.813804431094468e-07,8.464420275799966e-09
1877,1.8554448510954558e-07,1.1751150053029846e-08
1878,9.541759904418967e-08,1.0266450745088918e-08
1879,1.4540194115397753e-07,1.5884245807562536e-08
1880,1.0204375655575859e-07,7.059631101924424e-09
1881,9.691785862742108e-08,3.4862537301449947e-09
1882,1.1780031794472734e-07,5.324308105514319e-09
1883,1.2512291203137238e-07,1.8326083761621703e-08
1884,9.242375575979622e-08,9.902545450302114e-09
1885,1.2697901752289908e-07,1.933690718658454e-08
1886,8.970314979706018e-08,1.8069698626277386e-08
1887,7.769420623526813e-08,2.3504128421336645e-08
1888,8.813454144274147e-08,1.268122939990235e-08
1889,1.0963989183210288e-07,2.5687061366852504e-08
1890,1.0487018037297346e-07,1.245333464128251e-08
1891,1.0836173913730818e-07,7.0116419337296065e-09
1892,1.1972858593445324e-07,1.2537024751679837e-08
1893,1.0038218789532038e-07,6.774258265451749e-09
1894,1.0208493961272325e-07,1.5753848447985774e-08
1895,1.0472389444515784e-07,1.2037228991346183e-08
1896,1.1263325205845831e-07,9.435246361988447e-09
1897,7.458193351794762e-08,1.806281169081103e-08
1898,1.5673643360969436e-07,2.6594268121016285e-08
1899,1.2160673001915256e-07,2.2110313580014918e-08
1900,1.1731780347190579e-07,1.4015843596837385e-08
1901,9.892067964756279e-08,1.5648469187112823e-08
1902,8.298379805538048e-08,7.365425602756659e-09
1903,8.74835661690554e-08,1.4040573148577096e-08
1904,8.330668777034589e-08,1.7736262236667244e-08
1905,8.824898145576299e-08,8.77329037196617e-09
1906,8.333579160080262e-08,2.7264178470431943e-08
1907,1.2908537233569106e-07,1.131425531042396e-08
1908,1.24258147993217e-07,1.522530657105392e-08
1909,1.3257370201635865e-07,2.3104131385842663e-08
1910,1.3146611077541337e-07,3.046165797382372e-08
1911,1.436501066987006e-07,3.511446777793026e-08
1912,1.052303068571625e-07,2.0316742677106703e-08
1913,1.1507487940320971e-07,1.8030165027660416e-08
1914,1.1317497189411441e-07,6.027069510139427e-09
1915,2.0027295377644805e-08,1.1780762143587253e-08
1916,9.668966516329647e-08,1.9777431248257926e-08
1917,6.799183227546024e-08,2.631941953268324e-08
1918,8.959373332118048e-08,2.756730310693456e-08
1919,1.2154359219085364e-07,3.591060920848932e-08
1920,1.0222512836222108e-07,2.0445025228355007e-08
1921,1.3782400287709606e-07,2.4232791773215467e-08
1922,1.409185701461979e-07,2.0658220023506146e-08
1923,9.235874642854469e-08,2.653987074552333e-08
1924,1.4438619189149904e-07,3.0939897754933554e-08
1925,1.6497266686066325e-07,1.9796720707176974e-08
1926,1.72765140860065e-07,2.1177662290483568e-08
1927,1.8396221701522109e-07,2.4528294062520217e-08
1928,1.5196634706171608e-07,2.2852082892654835e-08
1929,1.6933417557041253e-07,1.6710609784809094e-08
1930,1.0713675813178725e-07,1.8906487042613662e-08
1931,1.6081552178803804e-07,7.983749661377715e-09
1932,1.3041848490047414e-07,1.972716578979572e-08
1933,1.915600620350233e-07,1.032359597807897e-08
1934,1.3419370326062108e-07,2.3963160344919743e-08
1935,2.046576526026911e-07,2.5133396697185617e-08
1936,1.5762128802165876e-07,1.6974600836050513e-08
1937,1.133200659975131e-07,2.0145789036973838e-08
1938,1.646582201697555e-07,2.9819993585533666e-08
1939,1.6058752727587944e-07,1.2235240376412548e-08
1940,1.2932493120842992e-07,1.0143131667916805e-08
1941,2.1250818349471956e-07,2.9515025978810172e-09
1942,2.3666852189130339e-07,1.517105907566929e-08
1943,2.4677498799974273e-07,4.3548528338988035e-08
1944,1.285274464635222e-07,1.927911696952833e-08
1945,2.2220741868750338e-07,8.714016175304096e-09
1946,1.9071912227275334e-07,3.480275978517966e-08
1947,2.205361133711392e-07,2.6225916327504706e-08
1948,2.4570465950723985e-07,2.6092530802657166e-08
1949,1.7179765243735545e-07,2.1597418964347526e-08
1950,2.137707610927464e-07,2.3397795700930146e-08
1951,2.1642645497976787e-07,1.5992101864981123e-08
1952,1.9086094926734631e-07,3.4797852932477724e-08
1953,1.8530983458830974e-07,1.508335856215126e-08
1954,1.6613311970559153e-07,2.6385848173049453e-08
1955,1.924049541912609e-07,1.783265579646809e-08
1956,2.284939153440746e-07,3.226822542501395e-08
1957,1.855357987246009e-07,1.7670075902476157e-08
1958,1.8281657415686325e-07,1.7371711180658167e-08
1959,1.6819122361511063e-07,1.0851047171911432e-08
1960,1.785575010071483e-07,1.5225833038812198e-08
1961,1.9802253808931525e-07,2.014966149488373e-08
1962,2.7650930012335095e-07,2.9807195656150753e-08
1963,2.0109425280523396e-07,2.651081842941494e-08
1964,1.9712057186538345e-07,2.3119079928246578e-08
1965,2.0684323587261133e-07,3.009623894545399e-08
1966,2.154700111667296e-07,2.8249281247560987e-08
1967,1.9918555516085235e-07,2.810291238608542e-08
1968,2.4343473814525396e-07,3.009248536467446e-08
1969,1.96658106688119e-07,2.4979668528102295e-08
1970,1.7291205556269063e-07,1.8854771965948203e-08
1971,1.870376711288202e-07,3.44272628183262e-08
1972,1.816072026095128e-07,1.7955514741707645e-08
1973,1.891028900136149e-07,1.8744893248712202e-08
1974,1.5695345689792362e-07,1.5751600912494723e-08
1975,1.60492586331884e-07,1.3707552426467373e-08
1976,2.2454160641949272e-07,1.5997875024709174e-08
1977,1.9804755457819567e-07,1.8218024422367307e-08
1978,2.0613851958728446e-07,2.7920778578049976e-08
1979,2.089154492734835e-07,3.101546042216796e-08
1980,2.4844109702826245e-07,2.8425754194927322e-08
1981,2.2898488793998695e-07,2.213942273954217e-08
1982,2.4519632768615907e-07,3.289976291398489e-08
1983,2.4503425066768614e-07,2.5261264524623073e-08
1984,2.708137110118969e-07,3.827345756990397e-08
1985,2.803250147564995e-07,2.9476234120195954e-08
1986,2.913320049646728e-07,2.0980699844130868e-08
1987,2.688759530578011e-07,3.055408515084679e-08
1988,3.046249470450846e-07,3.897759981441595e-08
1989,2.744061049497759e-07,3.237991919036176e-08
1990,2.7297740756715427e-07,2.7788120249283565e-08
1991,2.8721178146895454e-07,2.813503263698891e-08
1992,2.958839888655973e-07,2.8100715143697386e-08
1993,3.3235245577856176e-07,1.994114740000441e-08
1994,2.9486838548642424e-07,2.5319648544464002e-08
1995,3.237203012318446e-07,3.361919603817043e-08
1996,2.941288785862639e-07,1.7615704450690828e-08
1997,3.3660158127446493e-07,2.4453961633419397e-08
1998,2.8894862946771127e-07,2.81319618711251e-08
1999,2.719269709405836e-07,2.650716607321968e-08
2000,3.158892427634896e-07,3.4018841188476756e-08
2001,3.1413288104076287e-07,1.840108865280854e-08
2002,3.1851479498357094e-07,2.2782351449812666e-08
2003,3.1793620802744726e-07,1.9584538435424292e-08
2004,3.3784748509901874e-07,2.378587282692024e-08
2005,3.39132334659098e-07,3.1075870765562286e-08
2006,3.631979046403444e-07,3.08841747731492e-08
2007,4.198197833815698e-07,2.1170741604237264e-08
2008,4.189320674807817e-07,2.5118893631770334e-08
2009,4.6775969630985514e-07,2.6701878041990312e-08
2010,5.3189911852769e-07,2.6453241042112552e-08
2011,5.300025174292955e-07,2.6385406720619287e-08
2012,5.147229877877635e-07,3.2680826933528806e-08
2013,5.594984653356505e-07,2.370756352343406e-08
2014,6.440034105992254e-07,3.031623259375227e-08
2015,5.04270892598413e-07,2.549061761669691e-08
2016,4.7143698811424883e-07,2.692742057108788e-08
2017,5.403533016590245e-07,1.836396218424241e-08
2018,5.057093535043578e-07,2.2975054136953332e-08
