year,très_ADV assuré_VERB,très_ADV rassuré_VERB
1971,7.245140343226097e-08,5.3953172596266086e-08
1972,5.540558589700595e-08,2.975485102751918e-08
1973,5.402939567966669e-08,3.583582497412863e-08
1974,3.656621505587765e-08,2.8690415376786405e-08
1975,5.02610255637137e-08,3.7695770060963696e-08
1976,6.284879816575994e-08,3.713792295911844e-08
1977,4.1725150279336987e-08,2.52701610747863e-08
1978,4.455443614048704e-08,2.7326720442033547e-08
1979,4.7986180362613595e-08,3.043026097770962e-08
1980,4.661823638230089e-08,3.865902442612423e-08
1981,3.5423075639418045e-08,3.0995192190630405e-08
1982,4.655626872906993e-08,3.47620137119975e-08
1983,4.420721100295566e-08,4.357568172963511e-08
1984,4.291266364475632e-08,4.1752862500743504e-08
1985,4.4515129360434e-08,4.511668549866954e-08
1986,5.6947612847579876e-08,3.2370220282018636e-08
1987,5.560843163721074e-08,2.749867533680117e-08
1988,4.497415417858974e-08,2.818380373525997e-08
1989,4.006329135108899e-08,3.0733485090195245e-08
1990,5.3396780108627695e-08,3.705082818328265e-08
1991,3.9271817797725816e-08,4.7477868747591856e-08
1992,4.7936513425383964e-08,3.526364267258941e-08
1993,4.3759737167192725e-08,3.489700617365088e-08
1994,4.325439906249784e-08,3.639699386326356e-08
1995,3.958389171998533e-08,3.470368525881895e-08
1996,4.003569031851839e-08,3.25623616959092e-08
1997,3.6920688728514506e-08,3.260528202986279e-08
1998,4.4343600791307836e-08,5.531029856342684e-08
1999,4.3416909983884366e-08,4.707307255102933e-08
2000,3.7111465900352414e-08,3.269343196166119e-08
2001,4.0745270268871536e-08,3.8992784112679146e-08
2002,4.205972459203622e-08,2.716357272447567e-08
2003,3.666892212095263e-08,4.3752692135967663e-08
2004,3.9643122035082357e-08,2.9071621554521698e-08
2005,3.557962102718193e-08,3.332774767272895e-08
2006,4.529679031861633e-08,3.459027553276428e-08
2007,3.914589896680809e-08,4.6335962622379157e-08
2008,3.703972434321301e-08,5.151501980549256e-08
2009,3.862235931073599e-08,5.5787850783417525e-08
2010,5.9047411959944895e-08,7.369116872268933e-08
2011,3.8622115283715175e-08,9.062813433047268e-08
2012,5.1063789641148105e-08,9.599992978337468e-08
2013,4.992533797487653e-08,1.0096632507838876e-07
2014,6.063246626997199e-08,1.0329173250056556e-07
2015,4.5883109048294735e-08,1.1171540137411284e-07
2016,5.157636820407596e-08,9.880292139996527e-08
2017,4.779661699760851e-08,1.0188225729734768e-07
2018,5.4468946630858994e-08,1.1048677350800062e-07
2019,5.408094128078744e-08,9.872322692672242e-08
