year,très_ADV assuré_VERB,très_ADV rassuré_VERB
1800,3.144164484325529e-09,3.144164484325529e-09
1801,4.7623650800687756e-08,0.0
1802,1.1189200677108602e-08,0.0
1803,3.900678446910888e-09,0.0
1804,2.4718509461507665e-09,0.0
1805,1.1371510844071508e-08,0.0
1806,5.76333825108577e-09,0.0
1807,1.7081731584767113e-08,0.0
1808,1.8128591960930862e-08,0.0
1809,1.129515236897305e-08,4.518061036407062e-09
1810,3.510190182964834e-08,0.0
1811,5.0141535368197765e-09,2.5070767684098882e-09
1812,8.00162425207418e-09,0.0
1813,8.627225156487839e-09,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,2.697223555614414e-09
1816,6.952811659743929e-09,1.1588019432906549e-08
1817,1.8682481339737933e-08,0.0
1818,1.668964877410417e-08,1.1921177378582115e-09
1819,3.8298885840504227e-08,5.175524897538253e-09
1820,2.610625848831205e-08,1.1866481131050932e-09
1821,4.6348993976153e-08,7.88919063410276e-09
1822,2.90742860897808e-08,9.023054303725075e-09
1823,1.4824030003524058e-08,5.929612356680991e-09
1824,9.936913158981042e-08,8.421112696055388e-09
1825,5.899646993157148e-08,8.805443041381977e-10
1826,4.492072136486058e-08,0.0
1827,3.041700225026034e-08,2.7651818612639545e-09
1828,1.0089530988466322e-08,1.8344602503717056e-09
1829,1.2859763920403111e-08,2.6576845613135447e-08
1830,1.461157062010443e-08,1.461157062010443e-08
1831,4.2096257146795324e-08,2.0268567268999504e-08
1832,3.3824925083081325e-08,9.470978667991403e-09
1833,3.822597527403104e-08,1.3900354645102198e-08
1834,4.2005389389032644e-08,1.5868701908061666e-08
1835,8.24376584773745e-08,1.5882484660778573e-08
1836,1.4449612706357584e-07,3.091545153210973e-08
1837,6.192522761239161e-08,4.87052354003481e-09
1838,1.1298769919676488e-07,1.0730675015224733e-08
1839,5.5931799636255164e-08,4.894032734625853e-09
1840,6.815566555573582e-08,8.280594876453051e-09
1841,3.4028907691663335e-08,3.852329122366882e-09
1842,2.4149754196400863e-08,7.379091560011375e-09
1843,3.2488010504039266e-08,1.9492807368237663e-08
1844,2.6893950177964143e-08,2.7442805805577564e-09
1845,1.8414752389617206e-08,1.0602432709561072e-08
1846,6.322861167973315e-08,1.7563503984519002e-09
1847,1.5101026207275936e-08,5.3932236454556914e-09
1848,2.091757700384278e-08,8.045221711050488e-10
1849,7.54147322368226e-09,1.0893239199560867e-08
1850,1.765138968323754e-08,1.1541293254424545e-08
1851,3.289213879043018e-08,3.8696632564949596e-09
1852,3.841221740685796e-08,1.0416872697760482e-08
1853,2.09017620989016e-08,1.1943863675867306e-08
1854,1.0910895742455295e-08,1.3508727469968562e-08
1855,2.1227748447927297e-08,1.326734277995456e-08
1856,2.4332789450021153e-08,1.1907535402144731e-08
1857,2.001418764052687e-08,1.3668225662399891e-08
1858,2.3489644007668176e-08,1.0276719919488642e-08
1859,1.018434669930457e-08,2.036869339860914e-08
1860,1.4646988510946812e-08,7.781213007262977e-09
1861,1.7920662287451705e-08,4.715963730639317e-10
1862,1.8523744316212287e-08,1.671654992208005e-08
1863,1.0988165932701577e-08,1.0988165932701577e-08
1864,1.582260189536555e-08,9.589456340108882e-09
1865,1.1296426905005319e-08,1.0355057256106193e-08
1866,1.6543083347642096e-08,4.379051787850585e-09
1867,2.135237053835226e-08,0.0
1868,1.4819622196071691e-09,9.87974813071446e-10
1869,1.8069020057964735e-08,6.8369265804335555e-09
1870,9.17447806614291e-09,6.307453670473251e-09
1871,3.18635318130589e-09,5.3105884134652115e-09
1872,4.23313739617015e-09,3.628403577593531e-09
1873,2.2746817762708815e-08,2.3944017879529156e-09
1874,2.3898436563030145e-09,2.3898436563030145e-09
1875,7.437985116709456e-09,5.721527140956084e-10
1876,1.3905833817773328e-08,9.069021977836655e-09
1877,7.421779191219002e-09,8.658742167710898e-09
1878,4.831270938865373e-09,1.8117265465633636e-09
1879,4.520900631632685e-08,1.9549840857280287e-08
1880,4.8775632421893533e-08,2.6954953824542827e-08
1881,3.974329487732575e-08,2.2312024228199334e-08
1882,5.0580926114207614e-08,3.5939081044489285e-08
1883,6.76169292224138e-08,4.486730631469982e-08
1884,5.809493508479591e-08,2.5086448474098688e-08
1885,5.8655285073427876e-08,4.963139588198828e-08
1886,5.420909587883216e-08,3.613939725255477e-08
1887,3.590908548289917e-08,5.7454535351553204e-08
1888,6.657645457153194e-08,5.896771781976895e-08
1889,7.956723635516028e-08,3.257871128425904e-08
1890,5.83340380444497e-08,2.5562107097698572e-08
1891,1.0071267553257712e-07,2.8046567734918426e-08
1892,6.83267842305213e-08,5.202865338560514e-08
1893,6.83584246985447e-08,5.6041589147071136e-08
1894,5.608369946230596e-08,2.5836310868498913e-08
1895,4.5741469278937075e-08,4.814891596538473e-08
1896,5.366296207398591e-08,6.132910357337096e-08
1897,4.078699333831537e-08,4.952706689209663e-08
1898,7.355861408875342e-08,4.5266837389590364e-08
1899,6.190887802404177e-08,3.814029270188257e-08
1900,7.163653492625599e-08,3.8932899570909285e-08
1901,4.750428006516927e-08,6.035838140405758e-08
1902,3.879124377270671e-08,4.3210498290591204e-08
1903,6.53426681651581e-08,3.726151831529023e-08
1904,7.578221783433037e-08,4.3534463145533664e-08
1905,7.895961573467503e-08,3.509316215399849e-08
1906,6.944649300066885e-08,5.9158121956670584e-08
1907,7.25140907320565e-08,5.657127744029822e-08
1908,5.058730678797474e-08,5.6972112361108884e-08
1909,6.60118004702781e-08,5.721022944271681e-08
1910,6.893954496156596e-08,5.237267686197811e-08
1911,5.373578004785884e-08,7.7677462684278e-08
1912,7.970414150904048e-08,6.251305251225858e-08
1913,6.151468312509678e-08,4.2423916823963737e-08
1914,6.361906612628587e-08,4.7546880210802556e-08
1915,3.534228554258334e-08,5.419150639340842e-08
1916,5.383856560570166e-08,6.702352095544484e-08
1917,6.799183438488399e-08,5.263883906536648e-08
1918,5.283732917860107e-08,1.8378202071289707e-08
1919,5.4326307008523145e-08,6.353415216153735e-08
1920,9.086677721370506e-08,5.1491177543994127e-08
1921,5.073740894090406e-08,6.512562578109282e-08
1922,7.968170068206604e-08,7.304156213194801e-08
1923,8.705077325643629e-08,5.520293200333981e-08
1924,7.219309594574952e-08,4.512068585427187e-08
1925,5.609070607981437e-08,7.6987248576188e-08
1926,6.687682940764716e-08,7.244990030130793e-08
1927,4.9056588125040435e-08,7.358488574027433e-08
1928,7.769708243454687e-08,3.884854038460617e-08
1929,7.241264143864612e-08,6.350031611646045e-08
1930,7.037414262445196e-08,4.7266215830177316e-08
1931,5.47457119637329e-08,6.84321435073798e-08
1932,6.356531323525871e-08,5.918149881267709e-08
1933,6.308864186621577e-08,5.6206243215228824e-08
1934,5.511526879331541e-08,6.709684896577528e-08
1935,5.2660450222674626e-08,5.6250936353308134e-08
1936,5.8198630359385106e-08,4.7286388138445545e-08
1937,8.939694140508436e-08,5.791914503561202e-08
1938,5.704694316932546e-08,4.797129449229942e-08
1939,5.6587985852729616e-08,4.7411557346777045e-08
1940,3.803674530900025e-08,4.3108308034334186e-08
1941,6.788455664263893e-08,3.836953510472085e-08
1942,6.371844563091145e-08,6.371844563091145e-08
1943,3.193558839598154e-08,4.064529335323641e-08
1944,7.069009733129406e-08,6.105053529381621e-08
1945,6.535511953842388e-08,8.06046500656521e-08
1946,6.821341003160342e-08,9.744773166175946e-08
1947,6.556479092978407e-08,5.245183132274178e-08
1948,6.523132367597384e-08,5.0010683594337024e-08
1949,5.006674341778705e-08,4.417653798327592e-08
1950,7.232045651228702e-08,3.296961992305114e-08
1951,6.290227361205325e-08,4.904244832459881e-08
1952,6.643226413416414e-08,4.74516177462192e-08
1953,6.464296253838597e-08,5.2791754967529414e-08
1954,5.374894951337694e-08,4.0067398288101685e-08
1955,4.598947977996204e-08,4.6928040120519654e-08
1956,4.447782320227134e-08,5.407107650512444e-08
1957,6.626277981869322e-08,3.6223653410161205e-08
1958,5.4596807075313336e-08,4.1361218450219894e-08
1959,5.348016129946842e-08,3.2553142403912716e-08
1960,7.405292024031951e-08,3.8756667208872386e-08
1961,6.531269497456194e-08,4.099414141478519e-08
1962,7.990865286133797e-08,4.756467220090599e-08
1963,7.629942944120671e-08,3.427008365974871e-08
1964,7.665800438871884e-08,3.224503331011874e-08
1965,5.9098067994867165e-08,4.1587529864273165e-08
1966,5.372902578404393e-08,4.043524626240469e-08
1967,6.409436043020023e-08,3.9442685562107727e-08
1968,6.243068051414724e-08,3.188905139950293e-08
1969,5.359274157790139e-08,2.9067249940339934e-08
1970,6.622164222536142e-08,4.0008906410093914e-08
