year,nouveaux_ADJ aides_NOUN,nouveaux_ADJ raids_NOUN
1881,9.761510710859511e-09,0.0
1882,2.6621540527571597e-09,0.0
1883,1.0742875922176154e-08,0.0
1884,1.1222884843675729e-08,0.0
1885,9.023890079618013e-09,6.445635691854079e-10
1886,1.0325542199041138e-08,0.0
1887,1.3057849246322917e-09,0.0
1888,3.804368819970705e-09,0.0
1889,7.51816386923565e-09,0.0
1890,7.209825181320184e-09,0.0
1891,3.824531802365527e-09,0.0
1892,5.014809900671935e-09,0.0
1893,1.2316833108982905e-09,0.0
1894,5.041231432301174e-09,0.0
1895,8.426059849853118e-09,0.0
1896,1.179405795248556e-09,0.0
1897,4.661370844871726e-09,1.1653427112179315e-09
1898,9.619203211741478e-09,0.0
1899,6.080336234504102e-09,5.527578395003729e-10
1900,4.15284251431558e-09,0.0
1901,6.706486921359556e-09,0.0
1902,5.892340837476695e-09,0.0
1903,5.400220270956879e-09,0.0
1904,1.0749250378694342e-09,5.374625189347171e-10
1905,1.1353670004154992e-08,2.0643036169332163e-09
1906,4.115347618238729e-09,0.0
1907,4.114274698707732e-09,0.0
1908,9.822778146428846e-09,1.4734167219643268e-09
1909,7.151278680339601e-09,0.0
1910,4.809735720812114e-09,0.0
1911,7.980561100850991e-09,5.320374141248863e-10
1912,4.688478938419394e-09,0.0
1913,3.181793939432964e-09,0.0
1914,3.3483718020477227e-09,1.3393487430235496e-09
1915,4.712304768617059e-09,5.183535289887686e-08
1916,1.0987462051303964e-09,6.4826026324738e-08
1917,2.1932848870420685e-09,2.19328495365545e-08
1918,1.1486376294556067e-09,1.2635013924011673e-08
1919,4.603924352863942e-09,8.287063701928332e-09
1920,0.0,5.300562211374427e-09
1921,2.2718242842501013e-09,8.330022005509363e-09
1922,2.2133805899215986e-09,6.640141769764796e-09
1923,2.1231896241147297e-09,3.1847844361720945e-09
1924,0.0,0.0
1925,9.898360353588487e-09,6.598906754362588e-09
1926,0.0,0.0
1927,0.0,1.1149225098705529e-08
1928,5.713020723163709e-09,2.2852082448565625e-09
1929,2.2280812750352652e-09,3.342121912552898e-09
1930,1.0503603542488804e-09,1.155396367469308e-08
1931,4.5621426636444085e-09,0.0
1932,4.383814644626227e-09,1.0959536611565568e-09
1933,1.0323596200123575e-08,0.0
1934,4.7926320689839486e-09,9.585264137967897e-09
1935,9.574627313213568e-09,5.98414207075848e-09
1936,1.2124714565686645e-09,2.424942913137329e-09
1937,3.777335333410292e-09,8.813782592653752e-09
1938,1.2965214457594243e-09,1.2965214679638848e-08
1939,7.647025235257843e-09,1.070583532936098e-08
1940,0.0,3.550096128179803e-08
1941,0.0,0.0
1942,3.034211770724937e-09,6.068423541449874e-09
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,0.0,2.5705489292704442e-08
1945,6.535512131478072e-09,2.832055301382752e-08
1946,9.744772988540262e-09,8.352662561605939e-09
1947,3.5762612871081956e-09,1.311295849681926e-08
1948,0.0,3.2615663503321457e-09
1949,0.0,6.871905600114303e-09
1950,0.0,4.2541445921528975e-09
1951,1.0661401761424827e-09,3.1984206394497505e-09
1952,0.0,5.272401959466322e-09
1953,4.3095309543161875e-09,3.232148326759443e-09
1954,3.9090144454689835e-09,9.772535891627854e-09
1955,9.385607846468247e-10,6.569925492527773e-09
1956,1.744228317335228e-09,1.744228317335228e-09
1957,0.0,5.301022731885041e-09
1958,8.272243445794913e-10,4.1361216673863055e-09
1959,4.650448914844674e-09,3.8753737996444215e-09
1960,6.920833350854139e-10,2.076250060767393e-09
1961,6.94815938118154e-09,4.16889545107324e-09
1962,1.9025869768540815e-09,8.244543714397423e-09
1963,2.5864212993553792e-09,1.2932106496776896e-08
1964,1.2167936658258327e-09,4.867174663303331e-09
1965,1.6416130677043839e-09,1.2585699593614663e-08
1966,5.539074754423723e-10,1.7171132071780448e-08
1967,3.451234853457663e-09,2.070740912074598e-08
1968,0.0,7.63540694559417e-09
1969,1.8167031212712459e-09,1.0446042919554088e-08
1970,0.0,1.0117195442527205e-08
1971,1.0276794970565106e-09,1.0276794526475896e-08
1972,1.5390440033513642e-09,8.721249666887587e-09
1973,2.205281512956958e-09,6.064524049609332e-09
1974,1.6876715580593782e-09,7.875800234202757e-09
1975,5.140332159925265e-09,5.140332159925265e-09
1976,1.142705374768127e-09,9.712995741040231e-09
1977,1.1753563677885381e-09,8.227494796564372e-09
1978,5.940591352171509e-10,1.0099005409713868e-08
1979,5.266775904289034e-09,7.02236779837051e-09
1980,1.7055452605774235e-09,9.096241149197937e-09
1981,3.1627747087981106e-09,1.0753434587229549e-08
1982,6.207502289967692e-10,8.690503316977072e-09
1983,0.0,1.263063198475578e-08
1984,0.0,6.958810083723677e-09
1985,3.0077789148208467e-09,8.421781272360818e-09
1986,5.994485463567401e-10,8.991728250862252e-09
1987,3.6664902225425067e-09,1.0999470001493705e-08
1988,1.798966087207532e-09,1.0793796967334401e-08
1989,1.0976244357863152e-09,6.036934507847036e-09
1990,0.0,7.083246100769713e-09
1991,5.861465202094962e-10,1.1136783606424672e-08
1992,1.65298330578878e-09,8.815910279569295e-09
1993,3.323524566667402e-09,7.20096987594232e-09
1994,1.0549853213248639e-09,1.4769794220992338e-08
1995,1.626735190995987e-09,9.76041147904283e-09
1996,2.135236876199542e-09,9.60856638698715e-09
1997,1.438468344439059e-09,9.110299181713799e-09
1998,9.536258449571733e-10,9.059445527093146e-09
1999,2.285100553223174e-09,7.769341614505265e-09
2000,1.3254094488601709e-09,1.2812291005914744e-08
2001,3.943090742808408e-09,1.2705513752209185e-08
2002,1.3143663935011318e-09,7.009954394732176e-09
2003,4.1669229178253886e-10,1.3334153337041244e-08
2004,4.404791253964646e-10,1.3214373956182968e-08
2005,2.251874686720612e-09,5.854874363109275e-09
2006,2.4707338397433887e-09,1.1530091992284497e-08
2007,3.1955835755326234e-09,7.988959188631739e-09
2008,2.1287198670449925e-09,4.6831836186811415e-09
2009,1.907277002999308e-09,1.2874119992289934e-08
2010,1.4171379625338432e-09,8.975206911010503e-09
2011,3.059177577924288e-09,9.942326906209331e-09
2012,2.382976926895708e-09,9.531907319004773e-09
2013,2.5102124823206395e-09,7.809550062187753e-09
2014,2.5985342766432495e-09,1.2992671272193945e-08
2015,1.7732603163622684e-09,7.093041445860315e-09
2016,2.6927420293532123e-09,4.556948152156792e-09
2017,1.509366853724714e-09,6.037467414898856e-09
2018,4.64663996169179e-09,6.7118136048982535e-09
2019,1.7856913725466939e-09,6.887666881283394e-09
