year,voulez_VERB ajouter_VERB,voulez_VERB rajouter_VERB
1888,8.242799331981132e-09,0.0
1889,6.891650361495749e-09,0.0
1890,1.2453334363726754e-08,0.0
1891,8.286486163910922e-09,0.0
1892,1.2537024751679837e-08,0.0
1893,1.3548516086814288e-08,0.0
1894,1.0082462864602348e-08,0.0
1895,3.611168697403855e-09,0.0
1896,7.66613794667137e-09,0.0
1897,4.078699600285063e-09,0.0
1898,6.7900258748920805e-09,0.0
1899,5.527578395003729e-09,0.0
1900,2.595526460424935e-09,0.0
1901,3.912117296778206e-09,0.0
1902,1.4730852093691738e-09,0.0
1903,8.640352433531007e-09,0.0
1904,1.1824175416563776e-08,0.0
1905,3.6125313851442797e-09,0.0
1906,1.5432553013283723e-09,0.0
1907,6.1714118260169926e-09,0.0
1908,1.1787333775714615e-08,0.0
1909,7.151278680339601e-09,0.0
1910,4.809735720812114e-09,0.0
1911,1.0108711201439746e-08,0.0
1912,4.167536982180309e-09,0.0
1913,7.954484182448596e-09,0.0
1914,4.68772043404897e-09,0.0
1915,4.712304768617059e-09,0.0
1916,1.0987462051303964e-09,0.0
1917,1.0966424213165737e-08,0.0
1918,3.44591288836682e-09,0.0
1919,2.762354567309444e-09,0.0
1920,1.590168707821249e-08,0.0
1921,1.060184651180407e-08,0.0
1922,4.426761179843197e-09,0.0
1923,4.246379248229459e-09,0.0
1924,7.734974438733389e-09,0.0
1925,6.598906754362588e-09,0.0
1926,1.3375366592072169e-08,0.0
1927,2.3413372574054847e-08,0.0
1928,5.713020723163709e-09,0.0
1929,7.798284684668033e-09,0.0
1930,5.2518016602221e-09,0.0
1931,7.983749661377715e-09,0.0
1932,4.383814644626227e-09,0.0
1933,4.588264879146209e-09,0.0
1934,2.3963160344919743e-09,0.0
1935,4.787313656606784e-09,0.0
1936,3.6374143697059935e-09,0.0
1937,1.1332006444320086e-08,0.0
1938,2.5930428915188486e-09,0.0
1939,7.647025235257843e-09,0.0
1940,1.0143131667916805e-08,0.0
1941,8.854508237732261e-09,0.0
1942,3.034211770724937e-09,0.0
1943,0.0,0.0
1944,3.2131861615880553e-09,0.0
1945,0.0,0.0
1946,6.960552134671616e-09,0.0
1947,1.3112957830685446e-08,0.0
1948,3.2615663503321457e-09,0.0
1949,3.9268033269479474e-09,0.0
1950,1.4889506516624351e-08,0.0
1951,1.0661401539380222e-08,0.0
1952,6.326882129314981e-09,0.0
1953,8.619061908632375e-09,0.0
1954,7.818028890937967e-09,0.0
1955,1.0324168187025862e-08,0.0
1956,1.3081712602058815e-08,0.0
1957,9.718541527092839e-09,0.0
1958,4.9633461784992505e-09,0.0
1959,3.100299128533379e-09,0.0
1960,3.460416619915918e-09,0.0
1961,4.16889545107324e-09,0.0
1962,5.0735651235811474e-09,0.0
1963,6.466053248388448e-10,0.0
1964,8.517555549758526e-09,0.0
1965,4.924839203113152e-09,0.0
1966,2.769537488234164e-09,0.0
1967,8.381570104631919e-09,0.0
1968,8.982831367632116e-09,0.0
1969,1.090021850558287e-08,0.0
1970,7.3579600190498695e-09,0.0
1971,7.193756701440179e-09,0.0
1972,8.721249500354133e-09,5.130146862875051e-10
1973,1.1577728109557484e-08,0.0
1974,9.563471792262135e-09,0.0
1975,5.140332159925265e-09,5.711480177694739e-10
1976,2.285410793945175e-08,1.142705374768127e-09
1977,1.4104276857551667e-08,5.876781838942691e-10
1978,1.544553818177974e-08,0.0
1979,4.681578680276743e-09,0.0
1980,2.8425754194927322e-08,5.685150683554241e-10
1981,1.138598904049104e-08,6.325549528618524e-10
1982,1.3656505259973528e-08,1.2415004579935385e-09
1983,1.5788289786655696e-08,0.0
1984,2.203623239438457e-08,0.0
1985,9.02333674446254e-09,1.2031116103372597e-09
1986,1.2588419195935785e-08,2.997242676272549e-09
1987,7.332980445085013e-09,1.8332451112712533e-09
1988,7.795519785247507e-09,0.0
1989,1.4817929994137558e-08,5.488122178931576e-10
1990,3.2691906959314565e-09,5.44865097484859e-10
1991,1.2309077312977479e-08,1.1722930404189924e-09
1992,6.060938417817852e-09,5.509944167592096e-10
1993,6.093128224193833e-09,1.1078414852150331e-09
1994,1.7407257857371405e-08,0.0
1995,4.880205572987961e-09,1.626735190995987e-09
1996,7.473328622609188e-09,1.6014276571496566e-09
1997,1.4384683666435194e-08,0.0
1998,8.10582001520288e-09,9.536258449571733e-10
1999,8.683382013430219e-09,9.140402323914998e-10
2000,5.743440834038438e-09,0.0
2001,1.4896119893137438e-08,1.3143635069212678e-09
2002,1.6648641576466616e-08,8.76244299341522e-10
2003,1.3750845795357236e-08,8.333845835650777e-10
2004,1.6738207264666016e-08,0.0
2005,3.963299732845371e-08,4.5037495954858286e-10
2006,2.2648395159308166e-08,1.2353669198716943e-09
2007,2.7961355897332396e-08,7.988958938831558e-10
2008,2.554463840453991e-08,8.514879357157668e-10
2009,4.720510560218827e-08,9.53638501499654e-10
2010,5.432362115698197e-08,2.8342759250676863e-09
2011,5.353560794674195e-08,1.911985902935953e-09
2012,5.719144624549699e-08,2.0425516833455504e-09
2013,5.1598814110320745e-08,1.6734750252211938e-09
2014,3.551330252093976e-08,6.496335691608124e-10
2015,3.56868632422902e-08,1.10828768384863e-09
2016,4.204820314157587e-08,3.72841224560716e-09
2017,5.8362182642213156e-08,1.0062445321423752e-09
2018,3.3300921131740324e-08,3.872199894061623e-09
2019,2.984655722571006e-08,1.53059265262101e-09
