year,meilleurs_ADJ ans_NOUN,meilleurs_ADJ rangs_NOUN
1800,3.144164484325529e-09,0.0
1801,3.095537337571841e-08,0.0
1802,0.0,0.0
1803,1.950339223455444e-09,0.0
1804,1.730295728918918e-08,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,1.4234775136401367e-08,0.0
1808,6.798221985349073e-09,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,4.670620334934483e-09
1818,5.960588467246453e-09,0.0
1819,1.035105001712111e-09,0.0
1820,5.933240565525466e-09,0.0
1821,9.86148829262845e-10,1.97229765852569e-09
1822,2.8071724500478012e-08,0.0
1823,8.894418535021487e-09,0.0
1824,2.863178316658832e-08,0.0
1825,1.6730341556581152e-08,0.0
1826,4.403992281964975e-09,0.0
1827,3.6869092223668076e-09,0.0
1828,2.109629271274116e-08,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,2.0268567268999504e-08,0.0
1832,0.0,0.0
1833,2.3167257001688313e-09,2.3167257001688313e-09
1834,2.8003592777992026e-09,0.0
1835,1.5126175867408165e-09,0.0
1836,1.2097349788575684e-08,5.376600054063374e-09
1837,5.5663127440652715e-09,0.0
1838,1.830527018853445e-08,0.0
1839,3.4957374772659477e-09,1.5381244722334486e-08
1840,1.2102408852854296e-08,0.0
1841,1.1556987367100646e-08,0.0
1842,1.341653010911159e-08,0.0
1843,9.451057714215949e-09,0.0
1844,1.6465684371524958e-09,0.0
1845,0.0,1.1160455892778032e-09
1846,7.610851504580296e-09,2.3418005312692003e-09
1847,8.089835468183537e-09,0.0
1848,6.43617736884039e-09,0.0
1849,0.0,0.0
1850,2.0366988096043315e-09,6.788996032014438e-10
1851,6.449438760824933e-09,1.2898877521649865e-09
1852,2.6042181744401205e-09,6.510545436100301e-10
1853,7.763511611358354e-09,0.0
1854,7.27393034694046e-09,0.0
1855,5.306937111981824e-10,5.306937111981824e-10
1856,1.5531567143511893e-09,0.0
1857,1.3180074809326925e-08,2.9289055625270066e-09
1858,5.872411001917044e-09,9.787352039936081e-10
1859,1.2221216039165483e-08,2.5460866748261424e-09
1860,2.746310290291376e-09,7.323494255473406e-09
1861,1.131831339762357e-08,7.073945429425521e-09
1862,8.132375661773494e-09,9.939570055905733e-09
1863,7.991393324857654e-09,1.9978483312144135e-09
1864,9.109982990196386e-09,1.2945765348604255e-08
1865,4.706844247692743e-09,2.8241067262513297e-09
1866,1.9462451650298362e-09,8.75810357570117e-09
1867,5.82337378318698e-09,7.76449837758264e-09
1868,2.9639244392143382e-09,1.0373735648272486e-08
1869,2.441759683335931e-09,9.767038289254515e-10
1870,8.601073631098188e-09,5.734048791339319e-10
1871,1.0621177271019633e-09,0.0
1872,1.1489944995446422e-08,0.0
1873,1.0774807712721213e-08,4.190203295451056e-09
1874,6.572069999322139e-09,1.1949218281515073e-09
1875,1.1443054281912168e-09,1.0298748520654044e-08
1876,7.859819461941697e-09,1.209202959984168e-09
1877,1.2369631985365004e-09,9.27722432209066e-09
1878,6.039088784604019e-09,1.2078177347163432e-09
1879,8.55305515301552e-09,2.443730107160036e-09
1880,2.5671385017744797e-09,2.5671385017744797e-09
1881,1.3945015142624584e-09,2.022027167924989e-08
1882,2.6621540527571597e-09,4.6587693702804245e-09
1883,6.319338829996468e-09,1.0110942305630033e-08
1884,6.601696966868076e-10,1.386356363042296e-08
1885,1.353583467533781e-08,1.933690718658454e-08
1886,7.098810428374236e-09,1.936039106809062e-09
1887,1.9586774424595887e-09,1.2404957061562527e-08
1888,1.268122939990235e-09,6.340614699951175e-09
1889,3.759081934617825e-09,9.397704836544563e-09
1890,8.520702365899524e-09,9.831579994568074e-09
1891,1.9122659011827636e-09,7.0116419337296065e-09
1892,1.2537024751679837e-09,4.387958441043338e-09
1893,3.079208221734575e-09,1.3548516086814288e-08
1894,5.671385139294216e-09,1.5753848003896564e-08
1895,3.0093072478365457e-09,3.0093072478365457e-09
1896,5.307326134129653e-09,2.358811590497112e-09
1897,5.2440420894583895e-09,5.2440420894583895e-09
1898,0.0,3.960848538042683e-09
1899,6.080336234504102e-09,8.291367592505594e-09
1900,1.038210628578895e-09,8.30568502863116e-09
1901,2.794369402536745e-09,4.470991132876634e-09
1902,4.419255628107521e-09,3.928227076954727e-09
1903,0.0,5.400220270956879e-09
1904,0.0,4.837162670412454e-09
1905,2.0643036169332163e-09,3.096455536422127e-09
1906,3.600929110447737e-09,4.629765903985117e-09
1907,7.71426478252124e-09,1.0799970695529737e-08
1908,1.964555629285769e-09,8.840499887696751e-09
1909,8.801573692096554e-09,5.500983557560346e-10
1910,4.275320542035388e-09,1.9238942883248455e-08
1911,4.25629931299909e-09,9.576673676292558e-09
1912,3.125652625612929e-09,1.0418842677495377e-08
1913,3.71209285532359e-09,4.242391771214216e-09
1914,6.696743604095445e-09,6.696743604095445e-09
1915,2.3561523843085297e-09,1.295883844676382e-08
1916,0.0,5.493730803607377e-09
1917,0.0,1.4256351654751143e-08
1918,2.2972752589112133e-09,8.040463406189247e-09
1919,6.4454939163738345e-09,4.603924352863942e-09
1920,1.514446346106979e-09,0.0
1921,0.0,2.2718242842501013e-09
1922,3.6889677978990676e-09,7.377935595798135e-09
1923,2.0170300985000722e-08,3.1847844361720945e-09
1924,5.156649773851996e-09,0.0
1925,1.3197813508725176e-08,4.399271169575059e-09
1926,4.458455382660986e-09,0.0
1927,8.919379901328739e-09,3.3447675740205796e-09
1928,0.0,9.14083297942625e-09
1929,1.1140406375176326e-09,1.1140406375176326e-09
1930,1.0503603542488804e-09,4.201441416995522e-09
1931,4.5621426636444085e-09,6.843213995466613e-09
1932,2.1919073223131136e-09,0.0
1933,4.588264879146209e-09,2.2941324395731044e-09
1934,8.38710612072191e-09,2.3963160344919743e-09
1935,1.196828414151696e-09,1.196828414151696e-09
1936,2.424942913137329e-09,1.2124714565686645e-09
1937,1.2591118148108649e-09,0.0
1938,5.186085783037697e-09,0.0
1939,1.3764645423464117e-08,3.058810094103137e-09
1940,0.0,2.5357829169792012e-09
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,0.0
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,0.0,0.0
1945,0.0,2.178504043826024e-09
1946,5.568441707737293e-09,1.3921104269343232e-09
1947,2.3841741914054637e-09,0.0
1948,4.348755133776194e-09,2.174377566888097e-09
1949,9.817008539414473e-09,1.9634016634739737e-09
1950,6.381216888229346e-09,3.190608444114673e-09
1951,2.1322803522849654e-09,0.0
1952,5.272402070488624e-09,1.0544803918932644e-09
1953,3.232148326759443e-09,2.1547654771580937e-09
1954,9.772536113672459e-10,3.9090144454689835e-09
1955,0.0,9.385607846468247e-10
1956,3.488456634670456e-09,4.360570571293465e-09
1957,8.835037701437898e-10,3.534015080575159e-09
1958,4.1361216673863055e-09,3.3088973783179654e-09
1959,7.750747821333448e-10,1.5501495642666896e-09
1960,6.920833350854139e-10,2.076250060767393e-09
1961,0.0,1.3896318540318475e-09
1962,6.341956293454132e-09,2.5367825617905737e-09
1963,6.466053248388448e-10,1.2932106496776896e-09
1964,2.4335873316516654e-09,6.083968329129164e-10
1965,6.5664522708175355e-09,1.6416130677043839e-09
1966,1.1078149508847446e-09,4.985167390003653e-09
1967,1.4791006197611978e-09,6.902469706915326e-09
1968,4.940557296606585e-09,3.1439910674890825e-09
1969,6.8126366770115965e-09,1.8167031212712459e-09
1970,2.2993624781975086e-09,2.7592350626548523e-09
1971,0.0,4.624557625731995e-09
1972,2.0520587451500205e-09,3.0780880067027283e-09
1973,5.513203782392395e-10,4.9618833486420044e-09
1974,1.6876715580593782e-09,2.812785782069227e-09
1975,2.8557400888473694e-09,4.569184142155791e-09
1976,5.142174241967723e-09,2.856763492431469e-09
1977,5.876781838942691e-10,5.876781838942691e-10
1978,1.7821774056514528e-09,6.534650598410963e-09
1979,0.0,1.7555920051037788e-09
1980,5.685150683554241e-10,2.2740602734216964e-09
1981,1.2651099057237047e-09,5.060439622894819e-09
1982,5.586751949948621e-09,1.2415004579935385e-09
1983,0.0,3.157658134966823e-09
1984,1.1598016991243298e-09,5.219107812592938e-09
1985,0.0,2.4062232206745193e-09
1986,5.994485463567401e-10,0.0
1987,1.2221633705067347e-09,2.4443267410134695e-09
1988,5.996553809062277e-10,4.197587610832443e-09
1989,0.0,1.0976244357863152e-09
1990,4.90378582185258e-09,2.724325431913144e-09
1991,5.861465202094962e-10,1.7584396161396398e-09
1992,2.2039776670368383e-09,3.30596661157756e-09
1993,1.1078414852150331e-09,1.661762283333701e-09
1994,2.1099706426497278e-09,0.0
