year,meilleurs_ADJ ans_NOUN,meilleurs_ADJ rangs_NOUN
1995,2.7112254663563817e-09,1.626735190995987e-09
1996,0.0,1.6014276571496566e-09
1997,2.876936688878118e-09,3.3564262480467733e-09
1998,3.337690568372409e-09,7.152193948201102e-09
1999,9.140402323914998e-10,2.285100553223174e-09
2000,0.0,3.5344251969604557e-09
2001,1.3143635069212678e-09,2.190605918883648e-09
2002,2.6287327870022636e-09,1.3143663935011318e-09
2003,2.083461403401543e-09,5.416999737661854e-09
2004,1.7619165015858584e-09,1.7619165015858584e-09
2005,1.8014998381943315e-09,4.503749373441224e-09
2006,4.1178899179428186e-10,6.58862386870851e-09
2007,3.994479413904628e-09,2.7961355453243186e-09
2008,3.8316958494988285e-09,4.6831836186811415e-09
2009,4.76819250749827e-10,9.53638501499654e-10
2010,4.723793023408973e-10,4.723792912386671e-09
2011,3.82397197240536e-10,6.118355155848576e-09
2012,6.808505426114664e-10,4.085103366691101e-09
2013,1.1156500168141292e-09,3.0680376017500066e-09
2014,8.661780737106994e-10,2.5985342766432495e-09
2015,4.433150790905671e-10,1.994917786518613e-09
2016,1.6570720351438695e-09,3.314144070287739e-09
2017,5.031222660711876e-10,4.528100561174142e-09
2018,0.0,2.323319980845895e-09
2019,1.02039510174734e-09,2.2958890344426663e-09
