year,sans_ADP attraper_VERB,sans_ADP rattraper_VERB
1905,6.708986699521802e-09,0.0
1906,5.658602919567102e-09,0.0
1907,5.142843484406967e-09,5.142843373384665e-10
1908,8.840499887696751e-09,0.0
1909,7.151278680339601e-09,0.0
1910,9.085056262847502e-09,0.0
1911,3.1922244847493175e-09,2.128149656499545e-09
1912,1.5628263128064646e-09,5.209421227725386e-10
1913,2.6514948014977335e-09,0.0
1914,8.036092680185902e-09,0.0
1915,1.1780762143587253e-08,0.0
1916,2.197492410260793e-09,2.197492410260793e-09
1917,4.386569774084137e-09,0.0
1918,2.2972752589112133e-09,0.0
1919,7.366278698128781e-09,4.603924352863942e-09
1920,6.057785384427916e-09,0.0
1921,4.543648568500203e-09,0.0
1922,7.377935595798135e-09,0.0
1923,3.1847844361720945e-09,3.1847844361720945e-09
1924,2.578324886925998e-09,0.0
1925,5.499089184013428e-09,1.0998177923937646e-09
1926,1.0031524944054127e-08,0.0
1927,8.919379901328739e-09,0.0
1928,1.5996457491951332e-08,0.0
1929,1.0026365515614089e-08,0.0
1930,6.302162347537887e-09,1.0503603542488804e-09
1931,6.843213995466613e-09,4.5621426636444085e-09
1932,2.1919072779041926e-08,0.0
1933,3.4411986593596566e-09,3.4411986593596566e-09
1934,8.38710612072191e-09,0.0
1935,4.787313656606784e-09,0.0
1936,1.2124714565686645e-09,0.0
1937,1.7627565185307503e-08,1.2591118148108649e-09
1938,3.8895642262559704e-09,0.0
1939,4.588215141154706e-09,0.0
1940,1.0143131667916805e-08,5.0715658339584024e-09
1941,0.0,2.9515025978810172e-09
1942,0.0,3.034211770724937e-09
1943,0.0,1.1612940831184915e-08
1944,6.4263723231761105e-09,0.0
1945,8.714016175304096e-09,0.0
1946,1.1136883415474585e-08,1.3921104269343232e-09
1947,0.0,4.7683483828109274e-09
1948,7.610321262063735e-09,0.0
1949,2.2579119018928395e-08,2.945102384188658e-09
1950,1.0635361036293034e-08,0.0
1951,1.5992101864981123e-08,0.0
1952,9.490323193972472e-09,1.0544803918932644e-09
1953,5.386913581872932e-09,0.0
1954,2.052232517257835e-08,0.0
1955,3.754243138587299e-09,2.815682353940474e-09
1956,8.72114114258693e-09,3.488456634670456e-09
1957,4.417518795207798e-09,8.835037701437898e-10
1958,1.9026160202884057e-08,1.6544486891589827e-09
1959,8.525822714489095e-09,2.325224457422337e-09
1960,1.1073333361366622e-08,1.3841666701708277e-09
1961,4.86371165564492e-09,5.55852741612739e-09
1962,7.610347907416326e-09,1.2683912808952869e-09
1963,4.526237162849611e-09,1.939815863494232e-09
1964,4.258777774879263e-09,6.083968329129164e-10
1965,6.0192477668863376e-09,2.73602163147757e-09
1966,5.539074976468328e-09,3.8773522170743036e-09
1967,7.888536934785861e-09,4.930335584241163e-10
1968,4.491415683816058e-09,1.7965663401398047e-09
1969,9.537691525451919e-09,3.6334062425424918e-09
1970,6.438214850135182e-09,4.1388523719376735e-09
1971,3.5968783507200897e-09,2.0553589941130213e-09
1972,8.208234980600082e-09,6.669190977248718e-09
1973,6.064523994098181e-09,2.7566018356850464e-09
1974,7.875800456247362e-09,1.6876715580593782e-09
1975,3.4268881066168433e-09,5.711480177694739e-10
1976,8.570290255249802e-09,7.427584769459372e-09
1977,7.639816779203557e-09,3.526069214387917e-09
1978,6.534650598410963e-09,4.158414057542359e-09
1979,1.462993370893173e-08,1.1703946700691858e-09
1980,6.822181042309694e-09,2.2740602734216964e-09
1981,8.223214109648325e-09,3.1627747087981106e-09
1982,1.1173503899897241e-08,7.449002747961231e-09
1983,2.5261264191556165e-09,4.4207211225000265e-09
1984,8.69851302098823e-09,5.799008495621649e-10
1985,9.02333674446254e-09,1.8046674155058895e-09
1986,4.7955883708539204e-09,3.5966913891627428e-09
1987,1.099947066762752e-08,1.2221633705067347e-09
1988,5.396898483667201e-09,3.597932174415064e-09
1989,1.2622680678475717e-08,6.585746614717891e-09
1990,5.993515905799995e-09,5.44865097484859e-10
1991,4.68917216167597e-09,7.6199047072123e-09
1992,1.1570882918476855e-08,2.7549720282848966e-09
1993,6.647049133334804e-09,2.2156829704300662e-09
1994,1.476979427650349e-08,7.384897138251745e-09
1995,8.133675954979935e-09,4.337960657352369e-09
1996,1.2277611816102763e-08,2.135236876199542e-09
1997,4.315404922294874e-09,0.0
1998,1.0966696883940585e-08,3.814503379828693e-09
1999,7.312321859131998e-09,9.140402323914998e-10
2000,5.743440834038438e-09,2.6508188977203417e-09
2001,8.324302136486494e-09,3.5049694258049158e-09
2002,6.133709984368352e-09,4.381221607729913e-09
2003,1.0833999475323708e-08,3.333538334260311e-09
2004,7.928623979580607e-09,1.3214374039449694e-09
2005,4.503749373441224e-09,1.8014998381943315e-09
2006,1.1118302722934459e-08,3.706100981659688e-09
2007,1.1583990655594789e-08,2.3966877371606188e-09
2008,1.0217855006544596e-08,1.7029758714315335e-09
2009,1.0966842545201416e-08,5.721831008997924e-09
2010,1.322662068758973e-08,1.8895172093635892e-09
2011,1.4913490886669933e-08,1.529588788962144e-09
2012,2.144679278615058e-08,1.3617010852229328e-09
2013,2.0360612751346707e-08,2.5102124823206395e-09
2014,1.8406284496563785e-08,4.330890313042346e-09
2015,2.3717356967267733e-08,1.329945265027277e-09
2016,2.1127668503595487e-08,1.4499380585064614e-09
2017,1.4338984222206363e-08,1.509366853724714e-09
2018,2.7363547872027993e-08,7.744400121190154e-10
2019,2.2703790847344862e-08,5.867272001580659e-09
