year,pourrez_VERB ajouter_VERB,pourrez_VERB rajouter_VERB
1800,3.144164484325529e-09,0.0
1801,1.4287095950749062e-08,0.0
1802,1.5664880947952042e-08,0.0
1803,3.1205427575287104e-08,0.0
1804,4.943701892301533e-09,0.0
1805,1.7057265822018053e-08,0.0
1806,3.1698359492793315e-08,0.0
1807,2.8469551160981155e-09,0.0
1808,6.798221985349073e-09,0.0
1809,4.0662548883574345e-08,0.0
1810,0.0,0.0
1811,1.0028307073639553e-08,0.0
1812,1.0668832928217853e-08,0.0
1813,0.0,0.0
1814,2.5173417128598885e-08,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,2.9580593974287694e-08,0.0
1818,4.768470951432846e-09,0.0
1819,1.6561680027393777e-08,0.0
1820,1.1866481131050932e-09,0.0
1821,3.4515210245444905e-08,0.0
1822,3.408709403629473e-08,0.0
1823,2.9648060007048116e-08,0.0
1824,1.8526447931321854e-08,0.0
1825,9.68598712347557e-09,0.0
1826,7.927186018719112e-09,0.0
1827,1.6591091167583727e-08,0.0
1828,1.9261833017480967e-08,0.0
1829,1.457439946506156e-08,0.0
1830,1.5655253093882493e-08,0.0
1831,4.677361609140007e-09,0.0
1832,2.705993873419743e-09,0.0
1833,1.6217079235048004e-08,0.0
1834,1.213489042584115e-08,0.0
1835,2.7227116561334697e-08,0.0
1836,3.091545153210973e-08,0.0
1837,3.478945487245255e-08,0.0
1838,1.1361890983607736e-08,0.0
1839,1.8876983531868063e-08,0.0
1840,1.0191501864653674e-08,0.0
1841,1.219904177673925e-08,0.0
1842,2.0795621225033756e-08,0.0
1843,9.451057714215949e-09,0.0
1844,9.330554107123135e-09,0.0
1845,9.48638767539478e-09,0.0
1846,7.025401593807601e-09,0.0
1847,4.314578916364553e-09,0.0
1848,1.287235473768078e-08,0.0
1849,1.3407063903514427e-08,0.0
1850,7.467895635215882e-09,0.0
1851,1.1608989325395669e-08,0.0
1852,1.9531636752390114e-08,0.0
1853,7.763511611358354e-09,0.0
1854,8.832629738719788e-09,0.0
1855,1.9104973603134567e-08,0.0
1856,8.801221973442352e-09,0.0
1857,1.8549734193129552e-08,0.0
1858,1.5170396494568195e-08,0.0
1859,1.323965115318515e-08,0.0
1860,1.5104706818647173e-08,0.0
1861,2.357981898626349e-08,0.0
1862,5.421583626485926e-09,0.0
1863,1.1987090431375691e-08,0.0
1864,2.0137857603685916e-08,0.0
1865,2.729969672543575e-08,0.0
1866,1.6056523222118813e-08,0.0
1867,1.2132028714972876e-08,0.0
1868,1.0867722721741302e-08,0.0
1869,9.278686263769487e-09,0.0
1870,2.1789386295267832e-08,0.0
1871,5.3105884134652115e-09,0.0
1872,6.652073114565837e-09,0.0
1873,1.496501056408306e-08,0.0
1874,2.9873046258899194e-09,0.0
1875,2.8607635371713513e-08,0.0
1876,4.836811839936672e-09,0.0
1877,9.895705588292003e-09,0.0
1878,1.2078177569208037e-08,0.0
1879,1.4662380642960215e-08,0.0
1880,3.016387850607316e-08,0.0
1881,1.045876096839038e-08,0.0
1882,1.5307385581309063e-08,0.0
1883,1.516641390253426e-08,0.0
1884,1.650424152899177e-08,0.0
1885,1.4180398189012067e-08,0.0
1886,9.680196200179125e-09,0.0
1887,9.793386546164129e-09,0.0
1888,1.5851536971922542e-08,0.0
1889,1.628935564212952e-08,0.0
1890,1.4419650362640368e-08,0.0
1891,2.8046567734918426e-08,0.0
1892,1.3163876211308434e-08,0.0
1893,7.390100087434348e-09,0.0
1894,1.0082462864602348e-08,0.0
1895,1.8657704714541978e-08,0.0
1896,1.9460195233023114e-08,0.0
1897,2.0393496669157685e-08,0.0
1898,8.487532454637403e-09,0.0
1899,9.39688327150634e-09,0.0
1900,1.8168686111152965e-08,0.0
1901,1.1736351446245408e-08,0.0
1902,6.874397495693074e-09,0.0
1903,3.2401321625741275e-09,0.0
1904,9.13686282189019e-09,0.0
1905,1.2385822145688508e-08,0.0
1906,1.18316245689698e-08,0.0
1907,1.131425531042396e-08,0.0
1908,8.349361202419914e-09,0.0
1909,1.320236009405562e-08,0.0
1910,1.1222716089775986e-08,0.0
1911,1.3300935464144459e-08,0.0
1912,6.251305251225858e-09,0.0
1913,5.302989602995467e-09,0.0
1914,1.2054139020278853e-08,0.0
1915,1.5314990164938536e-08,0.0
1916,1.3184954461564757e-08,0.0
1917,1.315970976634162e-08,0.0
1918,8.040463406189247e-09,0.0
1919,8.287063479883727e-09,0.0
1920,3.786115865267448e-09,0.0
1921,5.300923255902035e-09,0.0
1922,1.4018077365562931e-08,0.0
1923,6.369568872344189e-09,0.0
1924,9.02413699321869e-09,0.0
1925,5.499089184013428e-09,0.0
1926,1.114613823460786e-08,0.0
1927,4.4596899506643695e-09,0.0
1928,6.8556245125250825e-09,0.0
1929,1.1140405931087116e-08,0.0
1930,6.302162347537887e-09,0.0
1931,1.710803587684495e-08,0.0
1932,8.767629289252454e-09,0.0
1933,1.4911860191091364e-08,0.0
1934,4.7926320689839486e-09,0.0
1935,4.787313656606784e-09,0.0
1936,1.2124714565686645e-08,0.0
1937,6.295559185076627e-09,0.0
1938,2.3337385357535823e-08,0.0
1939,6.117620188206274e-09,0.0
1940,0.0,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,5.806470415592457e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,1.5249527862692958e-08,0.0
1946,1.5313215584455975e-08,0.0
1947,1.6689218895749036e-08,0.0
1948,3.2615663503321457e-09,0.0
1949,5.890204768377316e-09,0.0
1950,4.2541445921528975e-09,0.0
1951,8.529121409139861e-09,0.0
1952,6.326882129314981e-09,0.0
1953,8.619061908632375e-09,0.0
1954,4.886268278880834e-09,0.0
1955,1.0324168187025862e-08,0.0
1956,8.72114114258693e-09,0.0
1957,7.068030161150318e-09,0.0
1958,4.9633461784992505e-09,0.0
1959,1.007597205671118e-08,0.0
1960,8.997083078554624e-09,0.0
1961,1.598076693198891e-08,0.0
1962,7.610347907416326e-09,0.0
1963,6.466053470433053e-09,0.0
1964,7.909158661334459e-09,0.0
1965,7.1136563306595235e-09,5.472043373977442e-10
1966,3.8773522170743036e-09,0.0
1967,1.3311906243984595e-08,4.930335584241163e-10
1968,1.0330256650092906e-08,0.0
1969,1.589615195030092e-08,0.0
1970,8.277704743875347e-09,0.0
1971,2.0553589941130213e-09,0.0
1972,3.5911027485013847e-09,0.0
1973,3.859242703185828e-09,0.0
1974,7.313243344242437e-09,0.0
1975,7.4249242310031605e-09,0.0
1976,6.2848797277581525e-09,0.0
1977,2.3507127355770763e-09,0.0
1978,6.534650598410963e-09,0.0
1979,5.851973128301324e-09,0.0
1980,4.548120546843393e-09,0.0
1981,3.1627747087981106e-09,0.0
1982,3.7245013739806154e-09,0.0
1983,6.946847541655643e-09,0.0
1984,3.479405208395292e-09,0.0
