year,ayons_VERB établi_VERB,ayons_VERB rétabli_VERB
1969,4.995933444718048e-09,4.5417578031781147e-10
1970,5.978342709767048e-09,0.0
1971,3.5968783507200897e-09,1.0276794970565106e-09
1972,8.208234980600082e-09,0.0
1973,6.615844760915479e-09,0.0
1974,7.875800456247362e-09,5.625571675160757e-10
1975,3.4268881066168433e-09,0.0
1976,1.7140580066410394e-09,0.0
1977,3.526069214387917e-09,5.876781838942691e-10
1978,5.346532105932056e-09,1.1881182704343018e-09
1979,1.7555920051037788e-09,0.0
1980,1.1370301367108482e-09,0.0
1981,1.8976649140967083e-09,0.0
1982,4.966001831974154e-09,0.0
1983,4.4207211225000265e-09,1.2630632095778083e-09
1984,2.8995041922996734e-09,1.739702604197646e-09
1985,8.421781494405423e-09,0.0
1986,2.3977941854269602e-09,5.994485463567401e-10
1987,6.110816741511371e-09,6.110816852533674e-10
1988,2.99827696004229e-09,0.0
1989,1.6464366536794728e-09,0.0
1990,4.358920779878872e-09,0.0
1991,8.7921980806982e-09,0.0
1992,2.2039776670368383e-09,0.0
1993,5.539207426075166e-10,0.0
1994,3.6924485691258724e-09,1.0549853213248639e-09
1995,1.0844901643380922e-09,0.0
1996,1.067618438099771e-09,0.0
1997,3.3564262480467733e-09,0.0
1998,3.337690568372409e-09,0.0
1999,2.285100553223174e-09,0.0
2000,5.3016377954406835e-09,0.0
2001,3.066848330846028e-09,4.3812117822561447e-10
2002,3.066854992184176e-09,0.0
2003,4.583615265119079e-09,0.0
2004,3.0833537945085254e-09,0.0
2005,4.053374524914943e-09,0.0
2006,1.6471559671771274e-09,0.0
2007,3.595031605740928e-09,0.0
2008,2.1287198670449925e-09,0.0
2009,2.860915504498962e-09,0.0
2010,1.4171379625338432e-09,4.723793023408973e-10
2011,1.529588788962144e-09,0.0
2012,2.0425516833455504e-09,6.808505426114664e-10
2013,3.6258624991347688e-09,2.789125042035323e-10
2014,4.114345752981308e-09,2.1654451842767486e-10
2015,3.768178213903184e-09,0.0
2016,2.278474076078396e-09,4.1426800878596737e-10
2017,5.0312225496895735e-09,2.515611330355938e-10
2018,2.8396134332808742e-09,5.162933414126769e-10
2019,4.3366790158927415e-09,0.0
